,Seqname,EipSP: Electron-ion interaction pseudopotential signal peak,EipAP: Electron-ion interaction pseudopotential average power,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EiPS4: Electron-ion interaction pseudopotential spectrum 1
260,ENST00000569711.1,3.207878,35.790703,0.089629,2.896591,3.399464,3.90537,4.628386,8.652292
261,ENST00000428794.1,0.591527,5.81561,0.101714,0.411916,0.437672,0.462126,0.666893,1.226512
262,ENST00000413987.1,1.946213,31.993499,0.060832,2.491934,2.807199,3.22706,3.76149,11.471406
263,ENST00000447507.1,0.124672,2.779489,0.044854,0.198306,0.210372,0.222873,0.251943,0.316224
264,ENST00000437681.1,5.570913,38.714386,0.143898,2.840614,3.187603,3.659691,4.53466,11.298038
265,ENST00000469312.6,1.445798,19.142681,0.075527,1.412593,1.522879,1.773256,2.118803,3.687681
266,ENST00000490006.6,1.536866,20.654942,0.074407,1.309811,1.536866,1.75568,2.154479,5.575857
267,ENST00000476432.5,0.756555,8.1007,0.093394,0.62492,0.714669,0.825644,1.039793,1.546892
268,ENST00000467438.1,3.788092,34.364505,0.110233,2.71458,3.042326,3.452377,4.423757,9.188498
269,ENST00000484933.6,2.214664,50.052584,0.044247,3.505467,3.903916,4.612446,5.665333,18.692431
270,ENST00000589455.5,0.375629,7.781568,0.048272,0.65755,0.737264,0.786833,0.942543,1.252593
271,ENST00000587165.1,0.421196,6.077149,0.069308,0.517876,0.577359,0.677386,0.700665,1.27641
272,ENST00000449169.1,4.254003,38.942711,0.109237,2.677194,3.033195,3.546501,4.408279,10.222704
273,ENST00000415386.2,1.918758,21.906577,0.087588,1.93132,2.18123,2.502755,3.148264,9.817243
274,ENST00000418244.5,1.617527,13.346237,0.121197,1.089776,1.23914,1.437801,1.834633,4.717435
275,ENST00000449386.5,0.496815,7.578341,0.065557,0.761216,0.819124,0.929154,1.102536,2.766493
276,ENST00000455744.1,0.511119,5.39979,0.094655,0.476814,0.590173,0.650148,0.863399,1.064655
277,ENST00000423408.6,1.72546,19.563641,0.088197,1.435807,1.613514,1.885533,2.262129,4.542338
278,ENST00000427292.2,2.532682,18.687012,0.135532,1.349705,1.527932,1.807076,2.222631,4.924459
279,ENST00000653076.1,1.36548,20.299629,0.067266,1.551781,1.712538,2.007203,2.639173,4.278221
280,ENST00000442751.1,1.144128,13.271491,0.086209,1.334655,1.461538,1.713411,2.070042,5.650028
281,ENST00000428461.1,0.876692,9.756529,0.089857,0.945914,1.060029,1.220994,1.337798,3.002248
282,ENST00000438293.1,2.213089,45.688708,0.048438,3.005209,3.467107,4.046428,5.116457,17.611488
283,ENST00000624927.3,0.421203,10.127882,0.041588,0.662573,0.742257,0.852206,0.975488,1.849625
284,ENST00000623808.3,0.653239,7.287157,0.089642,0.524803,0.553673,0.672504,0.845867,1.213165
285,ENST00000445118.7,4.741204,95.668645,0.049559,7.349233,8.652038,10.231396,12.998655,42.546518
286,ENST00000669922.1,4.495059,78.928722,0.056951,6.273437,7.097363,8.111,9.828199,27.052687
287,ENST00000670780.1,18.374503,121.077473,0.151758,9.700414,10.829283,12.608558,15.418359,76.591784
288,ENST00000667414.1,1.93662,25.732847,0.075259,1.831065,2.018159,2.302055,3.124357,5.588614
289,ENST00000666741.1,6.111573,79.732421,0.076651,6.025325,7.001337,8.059789,10.251247,28.947739
290,ENST00000623070.4,0.501651,7.858111,0.063839,0.647335,0.707449,0.827218,1.086232,1.685676
291,ENST00000658846.1,1.276879,21.272819,0.060024,1.514706,1.728093,2.038698,2.356019,7.41663
292,ENST00000448975.6,0.718148,9.210487,0.077971,0.764504,0.903394,0.964445,1.301209,1.919473
293,ENST00000609139.6,0.823202,10.34229,0.079596,0.944431,1.121534,1.231352,1.502243,2.747503
294,ENST00000609009.6,0.735635,28.164376,0.026119,2.115106,2.428188,3.039029,3.952936,11.756704
295,ENST00000660797.1,1.315333,17.29711,0.076044,1.476986,1.805636,2.032431,2.52157,6.057331
296,ENST00000425657.1,0.713231,12.222686,0.058353,0.946938,1.115242,1.487944,1.727567,3.073304
297,ENST00000515342.4,1.194139,8.344182,0.14311,0.640972,0.693761,0.807702,1.033798,1.863451
298,ENST00000623565.3,1.132525,13.007729,0.087066,0.880997,1.017394,1.20778,1.440812,3.562277
299,ENST00000505296.1,1.150675,9.703614,0.118582,0.719465,0.835116,0.947943,1.184868,2.106466
300,ENST00000310916.6,18.090318,103.138368,0.175399,8.163371,9.226466,10.68431,13.324566,31.807543
301,ENST00000650369.1,1.01271,41.763745,0.024249,3.737347,4.240742,4.853558,5.892729,11.687698
302,ENST00000669314.1,2.252608,44.423591,0.050707,3.851225,4.205493,4.999475,6.042812,12.09157
303,ENST00000667108.1,2.263219,40.787221,0.055488,3.302785,3.633501,4.256421,5.291965,12.5944
304,ENST00000420587.5,3.027757,33.027908,0.091673,2.324146,2.595521,3.049087,3.691419,9.697114
305,ENST00000413628.5,3.673481,30.307824,0.121206,2.096391,2.385479,2.723282,3.597821,6.592399
306,ENST00000414904.1,0.192635,12.139915,0.015868,0.693983,0.792345,0.920013,1.241569,4.001998
307,ENST00000434072.1,0.402271,6.926736,0.058075,0.45443,0.518727,0.626144,0.714597,1.256326
308,ENST00000416598.2,0.813152,18.64774,0.043606,1.237989,1.318946,1.517097,1.89198,4.177431
309,ENST00000610197.1,1.296013,9.701681,0.133586,0.65338,0.737788,0.783161,0.994177,1.9009
310,ENST00000432897.5,0.978515,9.384049,0.104274,0.75563,0.805077,0.967728,1.112638,1.918394
311,ENST00000434141.1,1.669085,13.212171,0.126329,0.816407,0.914463,1.007829,1.294265,1.913526
312,ENST00000610175.1,1.012711,9.540169,0.106152,0.727161,0.799713,0.908241,1.045466,1.683704
313,ENST00000608833.1,0.728857,9.700756,0.075134,0.647977,0.707994,0.829725,0.936375,1.825782
314,ENST00000591882.1,0.746343,11.467002,0.065086,0.913576,0.991758,1.165078,1.38576,3.035881
315,ENST00000587466.5,0.955022,12.252606,0.077944,0.71664,0.821801,0.935147,1.221847,2.083394
316,ENST00000588227.5,1.238698,16.41718,0.075451,1.018468,1.139743,1.280411,1.55242,2.711776
317,ENST00000592898.5,0.781776,12.1759,0.064207,0.747819,0.797656,0.947162,1.103129,1.824511
318,ENST00000588058.5,0.752599,11.366105,0.066214,0.675016,0.746883,0.825393,1.001444,1.554824
319,ENST00000592838.5,0.841617,10.784492,0.07804,0.764177,0.883812,1.014108,1.219222,2.06054
320,ENST00000591523.5,0.821162,16.66516,0.049274,0.92318,1.016183,1.14765,1.407933,1.754028
321,ENST00000591173.5,0.369842,11.592199,0.031904,0.728456,0.834637,0.946963,1.279718,1.967074
322,ENST00000457412.6,0.920871,11.36376,0.081036,0.617528,0.671648,0.849942,1.049836,1.646368
323,ENST00000627488.2,0.932729,9.84982,0.094695,0.697596,0.77764,0.897869,1.108609,1.962377
324,ENST00000628850.2,0.61292,7.801363,0.078566,0.496639,0.564977,0.672035,0.881868,1.349708
325,ENST00000628558.2,0.562128,9.83654,0.057147,0.688932,0.80288,0.993309,1.183112,2.448375
326,ENST00000586465.5,0.332244,11.324639,0.029338,0.706231,0.794571,0.896408,1.087764,1.584967
327,ENST00000608580.5,0.631738,11.419378,0.055322,0.729461,0.797665,0.927514,1.258677,2.106765
328,ENST00000609323.1,1.002045,9.680054,0.103516,0.730009,0.830837,0.965921,1.106845,1.683223
329,ENST00000667877.1,0.92924,16.335122,0.056886,1.0047,1.137384,1.301142,1.659346,2.504812
330,ENST00000431759.5,1.129352,16.373205,0.068976,1.276684,1.434483,1.70919,2.071045,4.447759
331,ENST00000653200.1,1.496007,25.397509,0.058904,1.983228,2.252473,2.527814,2.957953,6.646532
332,ENST00000664148.1,1.63924,22.229635,0.073741,1.720509,1.980269,2.212079,2.749724,7.414356
333,ENST00000416689.1,2.40447,43.545882,0.055217,3.730558,4.250453,5.050729,5.92417,13.048723
334,ENST00000424943.1,5.703399,39.949174,0.142766,2.979743,3.462836,3.977716,5.012937,10.155842
335,ENST00000457402.1,1.544575,34.297643,0.045034,2.609128,2.941983,3.376027,4.2646,17.194148
336,ENST00000424989.1,3.086843,19.789135,0.155987,1.781579,1.966481,2.233633,2.735433,4.888221
337,ENST00000668045.1,0.805495,27.344952,0.029457,2.077536,2.390855,2.841837,3.400508,17.454452
338,ENST00000418344.1,3.414342,33.695293,0.10133,2.020028,2.246251,2.63755,3.4987,7.78839
339,ENST00000414532.6,8.870028,56.567644,0.156804,4.637353,5.204782,6.012005,7.678695,45.471963
340,ENST00000454613.1,4.615172,30.387194,0.151879,2.580775,2.857996,3.308523,4.190216,15.321013
341,ENST00000414763.1,2.526895,12.2605,0.206101,1.25961,1.403783,1.637546,1.933522,2.698489
342,ENST00000658759.1,2.419572,34.659785,0.069809,2.740455,3.132079,3.560207,4.393327,9.955911
343,ENST00000524935.1,0.630248,11.061308,0.056978,0.954408,1.084053,1.269993,1.513481,2.410649
344,ENST00000449034.1,2.06989,35.735524,0.057922,2.883152,3.267409,3.770792,4.482642,7.28251
345,ENST00000655030.1,1.879969,27.757257,0.067729,2.218203,2.566499,2.944643,3.813005,9.399022
346,ENST00000437515.1,2.828722,36.632982,0.077218,2.60801,2.901191,3.617136,4.475751,9.599718
347,ENST00000429055.1,0.349746,6.020628,0.058091,0.436783,0.488617,0.569159,0.71153,0.818031
348,ENST00000626572.2,0.969151,15.201475,0.063754,1.087138,1.32127,1.502515,1.792367,3.319312
349,ENST00000590413.5,0.677513,12.508884,0.054163,0.741988,0.866324,1.103357,1.294212,2.289572
350,ENST00000662452.1,1.145948,19.63989,0.058348,1.534349,1.821041,2.096685,2.636959,5.697194
351,ENST00000457535.5,0.716353,11.997511,0.059708,0.960271,1.036754,1.151506,1.381781,2.405578
352,ENST00000625451.2,0.237005,6.968333,0.034012,0.445379,0.5151,0.58586,0.689078,1.118864
353,ENST00000585330.6,0.962522,27.749246,0.034686,1.993554,2.183024,2.486986,3.144974,6.04517
354,ENST00000608067.6,2.64526,39.670674,0.06668,3.089029,3.398742,3.919858,4.735801,12.021
355,ENST00000659565.1,1.86003,37.713172,0.04932,2.727677,3.11885,3.618775,4.435745,12.813838
356,ENST00000609244.6,2.251057,35.816559,0.06285,2.562892,2.908947,3.344376,4.325335,10.544121
357,ENST00000608486.5,1.390764,10.906402,0.127518,0.832803,0.912045,1.073605,1.382345,3.246995
358,ENST00000598454.5,0.279644,10.469967,0.026709,0.732674,0.840168,1.005783,1.1932,2.121493
359,ENST00000610148.5,0.700702,11.924407,0.058762,0.814013,0.922736,1.058205,1.462018,2.322416
360,ENST00000608253.2,1.842505,31.472331,0.058544,2.203412,2.481017,2.912595,3.449059,8.485676
361,ENST00000587691.1,0.223702,6.425581,0.034814,0.518317,0.56523,0.632703,0.748031,1.374227
362,ENST00000622324.4,0.339406,6.513537,0.052108,0.484383,0.571818,0.617864,0.789248,1.207724
363,ENST00000626643.3,1.170864,13.403522,0.087355,0.901108,1.027898,1.173469,1.320958,1.667395
364,ENST00000630179.2,0.546706,9.064506,0.060313,0.600393,0.658811,0.716387,0.899079,1.533
365,ENST00000608602.5,1.500403,14.303581,0.104897,0.873713,1.106338,1.276742,1.613589,2.949724
366,ENST00000631307.2,0.990934,13.9754,0.070906,1.049482,1.166964,1.360407,1.788632,3.207002
367,ENST00000609653.5,0.149785,6.847356,0.021875,0.490195,0.549051,0.629333,0.7413,1.021722
368,ENST00000609245.5,0.415798,5.56239,0.074752,0.387238,0.415798,0.480097,0.571553,0.840507
369,ENST00000608152.1,0.315924,5.998605,0.052666,0.415275,0.439796,0.552894,0.643013,1.141493
370,ENST00000608719.5,0.833052,8.924398,0.093345,0.68625,0.747295,0.799854,0.91746,1.287602
371,ENST00000444238.6,0.533254,13.284736,0.04014,0.801415,0.884546,0.994996,1.250649,1.890506
372,ENST00000608635.5,0.665066,9.470828,0.070223,0.667443,0.716022,0.897882,1.060927,1.620099
373,ENST00000608077.1,0.937172,9.203423,0.101829,0.612284,0.678892,0.876131,0.996865,1.417129
374,ENST00000631010.1,1.236798,10.481967,0.117993,0.605424,0.678296,0.785987,1.033012,1.475937
375,ENST00000599202.5,0.347281,8.079232,0.042984,0.651614,0.766243,0.873214,0.9379,1.484448
376,ENST00000630508.2,1.375589,13.196808,0.104236,1.120332,1.327718,1.390522,1.557657,3.687711
377,ENST00000626531.1,0.89262,12.175597,0.073312,0.979234,1.205294,1.375698,1.532734,4.359754
378,ENST00000630455.2,0.787211,5.079551,0.154977,0.418099,0.491676,0.579328,0.704159,0.787211
379,ENST00000627648.2,0.351027,11.150874,0.03148,0.815364,0.946526,1.081954,1.358358,2.103463
380,ENST00000627735.2,0.687888,13.516915,0.050891,0.83964,0.954512,1.106148,1.38871,2.261986
381,ENST00000625992.2,0.654731,12.329054,0.053105,0.948067,1.107111,1.166628,1.478013,2.642486
382,ENST00000628225.2,0.815745,7.733017,0.105489,0.474243,0.500716,0.548127,0.701609,1.029998
383,ENST00000629288.2,0.958596,6.704518,0.142978,0.372084,0.419395,0.49485,0.614264,0.99983
384,ENST00000630298.2,0.662341,12.415133,0.053349,0.895211,1.001427,1.217856,1.466768,3.771367
385,ENST00000598350.3,0.89565,10.85541,0.082507,0.883013,0.957308,1.072208,1.447811,2.126771
386,ENST00000629484.1,0.892613,11.348798,0.078653,0.911819,0.990218,1.201332,1.384782,3.208014
387,ENST00000625584.1,0.340644,7.163953,0.04755,0.619979,0.715945,0.812812,1.092835,1.834797
388,ENST00000453135.2,1.666534,19.483544,0.085535,1.61204,1.785193,2.025319,2.39705,4.445084
389,ENST00000445039.2,0.143569,8.266644,0.017367,0.671639,0.767718,0.864578,0.994579,1.491877
390,ENST00000451424.1,6.047919,64.863588,0.093241,4.97088,5.668285,6.425333,7.845108,39.887589
391,ENST00000635687.1,2.605153,60.62145,0.042974,4.987565,5.550852,6.630873,7.899186,19.951254
392,ENST00000635405.2,6.576871,63.008182,0.104381,5.643381,6.328263,7.138945,9.265633,25.895746
393,ENST00000437157.3,1.033356,5.513547,0.187421,0.622991,0.679691,0.775814,0.896158,1.741416
394,ENST00000632503.1,2.668762,24.351362,0.109594,2.324507,2.587225,2.948231,3.680205,7.505715
395,ENST00000648852.1,0.391558,8.061967,0.048569,0.614446,0.680344,0.809734,0.978431,1.950535
396,ENST00000649565.1,0.747757,8.371746,0.089319,0.610473,0.680127,0.742795,0.882917,1.760693
397,ENST00000647996.1,0.15057,2.748411,0.054784,0.167815,0.17895,0.207173,0.220351,0.339287
398,ENST00000649121.1,2.234358,15.695377,0.142358,1.15002,1.248337,1.400637,1.962226,3.895943
399,ENST00000374016.5,3.142799,18.010115,0.174502,1.428175,1.656005,1.94369,2.334557,4.982794
400,ENST00000484171.2,3.829868,23.007946,0.166459,1.748716,1.990257,2.31947,3.127794,5.376412
401,ENST00000647970.1,4.161914,41.924433,0.099272,2.847037,3.181722,3.771641,4.679485,15.11886
402,ENST00000462835.1,0.299819,7.442898,0.040283,0.510213,0.651247,0.689528,0.845529,1.7698
403,ENST00000648073.1,0.473182,11.89005,0.039796,0.782313,0.927283,1.03556,1.318379,1.96952
404,ENST00000623038.1,0.356824,8.729084,0.040878,0.550351,0.597831,0.673864,0.898078,1.494415
405,ENST00000436742.5,1.558189,29.184873,0.05339,2.027852,2.277726,2.749512,3.479689,9.072437
406,ENST00000413519.1,1.776713,17.368937,0.102293,1.108905,1.261897,1.497603,1.765469,3.966898
407,ENST00000519052.5,1.397866,27.118325,0.051547,1.646491,1.923272,2.12182,2.614131,7.294039
408,ENST00000677732.1,1.82542,20.131039,0.090677,1.586909,1.812905,2.308598,2.784885,12.852509
409,ENST00000518529.6,1.886954,21.936031,0.086021,1.796179,2.011052,2.279621,2.815917,11.814125
410,ENST00000521114.5,2.497259,17.311272,0.144256,1.358378,1.525184,1.685176,1.985905,4.019916
411,ENST00000518987.5,0.722409,9.922649,0.072804,0.735658,0.850475,1.112467,1.311544,2.600005
412,ENST00000524122.5,0.48389,10.132322,0.047757,0.730567,0.829898,1.149288,1.387179,2.354963
413,ENST00000418548.3,0.997275,12.737173,0.078296,0.970641,1.085578,1.27921,1.511146,2.506781
414,ENST00000521380.1,0.407662,4.586436,0.088884,0.373344,0.431611,0.461707,0.574685,0.683981
415,ENST00000446136.1,1.883009,27.064326,0.069575,1.740988,1.954028,2.263888,2.908798,6.627099
416,ENST00000432963.1,0.381349,7.486381,0.050939,0.515896,0.653946,0.754991,0.881026,2.15788
417,ENST00000427857.1,0.289287,6.756494,0.042816,0.409897,0.457584,0.538073,0.689781,1.405306
418,ENST00000326734.2,4.205453,28.327495,0.148458,2.194245,2.457093,2.826566,3.390999,6.77269
419,ENST00000432429.5,0.603711,25.318657,0.023845,1.838432,2.080159,2.507425,2.902886,8.822209
420,ENST00000414210.5,0.424296,7.480737,0.056719,0.596396,0.666799,0.739767,0.863128,1.221714
421,ENST00000635029.1,0.476733,8.008959,0.059525,0.598213,0.734078,0.794165,1.019925,2.048956
422,ENST00000421469.3,0.451067,10.109679,0.044617,0.774109,0.833066,0.939941,1.18129,1.408859
423,ENST00000659738.1,1.201329,27.629935,0.043479,1.81578,1.999068,2.367948,2.92112,11.136654
424,ENST00000659309.1,0.792369,22.897717,0.034605,1.448883,1.609709,1.853178,2.381531,4.294755
425,ENST00000415330.2,0.867231,13.387245,0.06478,1.08389,1.170742,1.345022,1.692097,3.326151
426,ENST00000425884.5,0.543782,10.174621,0.053445,1.028681,1.105128,1.282314,1.636398,2.611842
427,ENST00000440150.5,2.101777,35.482343,0.059234,2.863387,3.241394,3.765736,4.601934,20.243527
428,ENST00000457043.1,0.826767,7.644533,0.108151,0.611646,0.71154,0.863176,1.079325,1.765406
429,ENST00000413531.5,1.187597,16.993236,0.069886,1.144238,1.292924,1.538341,1.837842,4.41666
430,ENST00000418015.1,2.251169,22.344469,0.100748,1.62614,1.815611,2.114924,2.487202,5.879627
431,ENST00000445565.2,1.121413,13.000479,0.086259,0.892008,1.049437,1.198432,1.51042,3.832215
432,ENST00000667138.1,0.85283,31.118243,0.027406,2.164095,2.607864,2.954775,3.743303,28.686232
433,ENST00000670000.1,6.773627,85.148828,0.07955,6.511976,7.397238,8.646374,10.54904,30.952012
434,ENST00000667936.1,1.268862,21.666021,0.058565,1.272111,1.422749,1.763925,2.545724,4.772445
435,ENST00000376620.3,2.695688,26.626135,0.101242,2.326068,2.617986,2.978508,3.707836,7.054019
436,ENST00000420776.1,0.694445,9.189934,0.075566,0.643325,0.708314,0.905117,1.018291,1.560354
437,ENST00000427804.1,0.502733,10.252199,0.049037,0.687166,0.725519,0.812952,1.09437,1.433332
438,ENST00000366181.2,4.343906,35.018623,0.124046,2.444045,2.866379,3.365595,4.343906,13.701695
439,ENST00000451914.2,0.314177,8.421768,0.037305,0.671978,0.764965,0.874388,1.116298,1.584429
440,ENST00000653637.1,0.571446,12.073693,0.04733,0.86296,1.01489,1.166773,1.379052,3.682718
441,ENST00000662108.1,0.379334,9.258722,0.04097,0.615379,0.799281,0.896482,1.250191,1.904262
442,ENST00000670778.1,0.583149,12.760748,0.045699,0.888746,0.955993,1.115215,1.41669,2.632451
443,ENST00000663880.1,0.896536,22.899448,0.039151,1.775976,2.052236,2.236241,2.752157,6.535596
444,ENST00000398948.5,1.057325,11.309807,0.093487,0.893759,1.006812,1.149016,1.357154,3.107515
445,ENST00000328264.7,1.247356,16.158802,0.077194,1.247356,1.358467,1.647658,1.951232,4.590137
446,ENST00000482032.1,0.627466,12.171299,0.051553,0.719766,0.79643,0.937031,1.185304,2.254453
447,ENST00000614528.3,2.573564,28.885704,0.089095,2.068788,2.322234,2.676119,3.373831,7.744908
448,ENST00000624914.3,3.965434,17.455884,0.227169,1.522369,1.650162,1.925571,2.461484,9.209753
449,ENST00000370523.1,1.202851,6.134814,0.19607,0.459824,0.545579,0.698977,0.843233,1.202851
450,ENST00000416774.1,1.874112,23.112374,0.081087,2.041119,2.27311,2.703535,3.483395,10.263315
451,ENST00000447600.1,1.031198,6.960258,0.148155,0.595147,0.66027,0.767963,0.877991,1.464239
452,ENST00000435388.1,0.9922,6.456089,0.153684,0.476173,0.500259,0.68293,0.890532,1.387911
453,ENST00000417975.1,1.838853,47.389506,0.038803,2.726539,3.158102,3.652801,4.664248,13.424245
454,ENST00000457273.5,3.399018,29.894862,0.113699,2.01892,2.336046,2.730566,3.242746,7.175818
455,ENST00000417565.5,0.59915,6.873827,0.087164,0.574752,0.633005,0.706032,0.849039,2.396902
456,ENST00000413975.5,0.432588,5.649292,0.076574,0.400388,0.446476,0.570055,0.713618,1.898931
457,ENST00000670031.1,4.938419,36.768563,0.134311,2.467293,2.885972,3.347176,3.979112,10.048589
458,ENST00000662803.1,1.737043,41.255928,0.042104,2.816554,3.055959,3.413596,4.207463,9.816174
459,ENST00000657125.1,1.779825,42.192378,0.042184,2.735166,3.077339,3.572742,4.394619,13.263567
460,ENST00000432703.1,0.354129,7.130955,0.049661,0.519457,0.5761,0.729266,1.045963,1.914548
461,ENST00000564479.5,1.73232,11.61734,0.149115,0.979695,1.091861,1.256852,1.565245,3.1451
462,ENST00000568425.1,1.267475,7.999135,0.158452,0.634027,0.683104,0.843243,1.151056,1.463011
463,ENST00000454466.1,0.420803,3.85388,0.10919,0.252916,0.272469,0.315694,0.372375,0.507744
464,ENST00000439146.1,0.780286,6.849264,0.113923,0.48197,0.58312,0.680339,0.773622,1.074853
465,ENST00000444327.1,1.042303,11.179422,0.093234,0.812363,0.879417,1.134122,1.325414,2.373572
466,ENST00000317122.2,1.738247,34.356487,0.050594,3.247895,3.677416,4.244278,5.355845,9.409828
467,ENST00000447748.5,2.685908,42.16703,0.063697,2.726833,3.097963,3.576687,4.709434,10.868949
468,ENST00000635398.1,1.277746,22.82756,0.055974,1.535461,1.742493,1.927601,2.288298,4.633329
469,ENST00000635626.1,1.881843,37.172018,0.050625,2.354576,2.617507,2.973916,3.807409,7.90341
470,ENST00000654678.1,0.787864,12.648466,0.062289,0.859395,0.911345,1.006771,1.142571,2.79887
471,ENST00000658189.1,0.450321,12.748658,0.035323,0.853898,0.976277,1.1267,1.341754,2.330186
472,ENST00000666562.1,1.303357,13.486664,0.09664,0.902617,1.021395,1.170027,1.358844,2.667445
473,ENST00000634604.2,2.004194,15.628099,0.128243,1.065342,1.263183,1.434271,1.73652,3.240208
474,ENST00000647968.1,0.635304,15.474541,0.041055,1.082594,1.179764,1.314398,1.578979,2.99213
475,ENST00000654680.1,4.761556,47.906537,0.099393,3.118816,3.459385,4.026246,4.755292,8.705246
476,ENST00000668343.1,1.254739,10.936199,0.114733,0.73737,0.833426,0.904023,1.004661,1.975044
477,ENST00000669029.1,0.677645,14.637426,0.046295,1.06174,1.143494,1.332959,1.657767,2.98615
478,ENST00000415842.5,0.994818,17.452701,0.057001,1.052499,1.280542,1.573107,1.84239,3.060539
479,ENST00000664673.1,1.092101,12.200004,0.089516,0.878481,1.014882,1.168289,1.321079,2.220159
480,ENST00000444349.6,1.572666,10.512287,0.149603,0.72486,0.808094,1.098188,1.199435,1.572666
481,ENST00000663993.1,0.824654,14.081526,0.058563,0.954334,1.074496,1.245912,1.700825,3.154509
482,ENST00000658816.1,0.852399,14.9542,0.057001,0.98396,1.110669,1.19508,1.480597,3.589852
483,ENST00000670320.1,0.302204,11.752468,0.025714,0.858167,0.9429,1.04022,1.185051,2.101776
484,ENST00000634799.1,0.53194,7.152024,0.074376,0.518993,0.568495,0.669465,0.746379,0.959556
485,ENST00000442558.5,0.157947,7.348109,0.021495,0.461167,0.516092,0.638701,0.738418,1.320169
486,ENST00000593954.6,0.736705,11.735393,0.062776,0.772844,0.880093,1.034801,1.30371,3.277499
487,ENST00000634962.1,2.095882,13.906088,0.150717,0.994047,1.103496,1.350387,2.004851,3.222003
488,ENST00000413825.7,1.405748,14.08776,0.099785,0.964128,1.035892,1.268051,1.580387,4.60184
489,ENST00000609411.6,1.939805,16.481303,0.117697,1.037513,1.172007,1.462557,1.825139,4.029605
490,ENST00000624750.3,1.098244,11.257852,0.097554,0.775395,0.931251,1.101127,1.33206,2.666295
491,ENST00000595613.5,0.535592,9.96065,0.053771,0.654887,0.771665,0.86028,1.163054,2.689697
492,ENST00000627733.2,0.439085,8.361947,0.05251,0.565214,0.615028,0.714593,0.927685,2.12943
493,ENST00000623085.3,0.786936,11.050917,0.07121,0.823838,0.922449,1.115894,1.367689,2.423868
494,ENST00000623349.3,0.755322,9.232188,0.081814,0.657722,0.703256,0.866455,1.109276,1.998091
495,ENST00000598129.5,0.588038,10.935252,0.053775,0.640878,0.755896,0.832267,1.060885,1.647116
496,ENST00000598612.5,1.183626,10.374344,0.114092,0.757175,0.848665,1.014641,1.183626,3.625906
497,ENST00000660327.1,1.344082,15.301124,0.087842,1.070057,1.15839,1.329699,1.639767,4.067747
498,ENST00000662075.1,2.439854,18.149128,0.134434,1.139306,1.28047,1.482441,1.862372,5.625187
499,ENST00000671269.1,2.512415,12.968566,0.193731,0.858574,1.024251,1.193684,1.618684,4.021081
500,ENST00000655418.1,1.34113,15.401512,0.087078,0.942245,1.105367,1.34113,1.677855,3.579945
501,ENST00000667522.1,1.959288,17.211106,0.113839,1.150219,1.408592,1.545142,1.859444,5.456337
502,ENST00000654486.1,1.716936,17.497321,0.098126,1.176155,1.319841,1.543562,1.892274,5.360837
503,ENST00000423984.2,1.983414,29.485066,0.067268,2.402383,2.809828,3.203857,3.645818,8.134517
504,ENST00000554360.5,3.63631,36.36845,0.099985,2.605243,2.911288,3.4656,4.085133,10.497531
505,ENST00000556002.5,1.807719,15.051613,0.120101,1.141461,1.266757,1.527587,1.886018,3.103195
506,ENST00000555275.5,0.597753,13.224166,0.045202,0.960173,1.046431,1.172866,1.527888,3.094072
507,ENST00000555162.1,0.30265,8.4509,0.035813,0.583003,0.663276,0.741267,0.979232,1.643703
508,ENST00000555707.5,2.462324,29.440128,0.083638,2.101761,2.299037,2.730922,3.460839,8.369678
509,ENST00000556225.1,0.574803,12.6379,0.045483,0.780275,0.87986,0.984286,1.176907,2.285121
510,ENST00000556400.5,0.613113,8.788373,0.069764,0.721206,0.828333,0.925459,1.22283,2.173568
511,ENST00000557660.5,2.197056,34.740123,0.063243,2.411441,2.683494,3.154432,3.919507,5.927624
512,ENST00000553657.5,0.219799,5.946926,0.03696,0.414409,0.439988,0.490885,0.629331,0.83094
513,ENST00000557412.1,1.207333,8.224873,0.14679,0.540295,0.593116,0.705486,1.028473,2.226073
514,ENST00000551597.6,0.495784,7.093428,0.069893,0.6061,0.717171,0.830173,0.968672,2.484025
515,ENST00000555037.1,0.146764,6.400041,0.022932,0.534367,0.562299,0.629424,0.787921,1.316753
516,ENST00000554309.1,0.209266,8.707589,0.024033,0.716985,0.758414,0.912601,1.093983,1.781764
517,ENST00000498308.1,1.587495,7.133601,0.222538,0.777604,0.843514,0.894655,1.207465,2.035854
518,ENST00000650032.1,0.78179,9.338742,0.083715,0.739405,0.833122,0.92856,1.081986,1.747022
519,ENST00000556047.1,0.616212,7.927448,0.077731,0.583118,0.620161,0.8056,1.100645,1.636479
520,ENST00000647388.1,2.806762,50.239831,0.055867,3.570869,4.034103,4.642133,5.402924,9.851841
521,ENST00000423414.5,0.959932,8.58504,0.111815,0.786615,0.854736,0.953164,1.364453,2.140107
522,ENST00000433079.5,1.298971,18.613729,0.069786,1.297981,1.458585,1.764528,2.133013,9.475542
523,ENST00000642156.1,1.41438,20.028275,0.070619,1.390219,1.553565,1.774503,2.19515,4.494229
