,mirna,lncrna,Label,pair_index,mirna_id,lncrna_id
3760,gma-miR169n-5p,lcl_Gmax_Glyma.04G175600.1,1,3760,166,-2539
3761,gma-miR2111a,lcl_Gmax_Glyma.05G196200.1,0,3761,225,-1174
3762,ath-miR398b-3p,lcl_Athaliana_AT5G14565.1,1,3762,398,-2540
3763,ath-miR3932a,CNT2089038,0,3763,256,-2541
3764,mtr-miR5276,lcl_Mtruncatula_Medtr7g075815.1,1,3764,298,-2542
3765,mtr-miR7696a-5p,lcl_Mtruncatula_Medtr8g087480.1,0,3765,405,-45
3766,gma-miR4995,lcl_Gmax_Glyma.18G257400.1,1,3766,175,-2543
3767,gma-miR9744,lcl_Gmax_Glyma.06G137500.1,0,3767,995,-52
3768,ath-miR5640,CNT2086157,1,3768,1160,-2544
3769,ath-miR862-3p,CNT2086394,0,3769,1161,-2545
3770,mtr-miR5037a,lcl_Mtruncatula_Medtr8g092555.1,1,3770,307,-2546
3771,mtr-miR2654,lcl_Mtruncatula_Medtr0152s0100.1,0,3771,37,-152
3772,gma-miR164b,lcl_Gmax_Glyma.14G046400.1,1,3772,11,-2547
3773,gma-miR5377b,lcl_Gmax_Glyma.08G342400.1,0,3773,1162,-492
3774,ath-miR8181,lcl_Athaliana_AT2G13400.1,1,3774,46,-2548
3775,ath-miR822-3p,CNT2086618,0,3775,286,-869
3776,mtr-miR5281a,lcl_Mtruncatula_Medtr6g081320.1,1,3776,21,-2549
3777,mtr-miR5269b,lcl_Mtruncatula_Medtr5g015470.1,0,3777,174,-123
3778,gma-miR5769,lcl_Gmax_Glyma.15G219700.13,1,3778,215,-2550
3779,gma-miR159a-5p,lcl_Gmax_Glyma.05G064400.3,0,3779,196,-273
3780,ath-miR854a,CNT2087517,1,3780,319,-2551
3781,ath-miR829-5p,CNT2085625,0,3781,428,-2552
3782,mtr-miR2594,lcl_Mtruncatula_Medtr2g033243.1,1,3782,179,-2553
3783,mtr-miR2643a,lcl_Mtruncatula_Medtr0101s0020.3,0,3783,1119,-676
3784,gma-miR4367,lcl_Gmax_Glyma.20G044500.1,1,3784,695,-2554
3785,gma-miR319g,lcl_Gmax_Glyma.19G114700.1,0,3785,645,-808
3786,ath-miR5020c,lcl_Athaliana_AT5G42505.1,1,3786,216,-2555
3787,ath-miR5014b,CNT2087994,0,3787,387,-2556
3788,mtr-miR156h-3p,lcl_Mtruncatula_Medtr4g094880.1,1,3788,429,-2557
3789,mtr-miR5272a,lcl_Mtruncatula_Medtr2g009910.2,0,3789,838,-74
3790,gma-miR4348d,lcl_Gmax_Glyma.06G245900.1,1,3790,1001,-2558
3791,gma-miR4416a,lcl_Gmax_Glyma.06G137500.1,0,3791,562,-52
3792,ath-miR167a-5p,CNT2088189,1,3792,823,-1814
3793,ath-miR824-5p,lcl_Athaliana_AT1G68945.1,0,3793,8,-2559
3794,mtr-miR5245,lcl_Mtruncatula_Medtr7g092090.1,1,3794,1017,-2560
3795,mtr-miR2670a,lcl_Mtruncatula_Medtr1g107440.5,0,3795,572,-169
3796,gma-miR319c,lcl_Gmax_Glyma.17G248500.1,1,3796,219,-2561
3797,gma-miR390b-3p,lcl_Gmax_Glyma.09G078500.1,0,3797,391,-422
3798,ath-miR164c-5p,CNT2088071,1,3798,7,-2562
3799,ath-miR5633,lcl_Athaliana_AT3G11745.1,0,3799,407,-2563
3800,mtr-miR4414a-5p,lcl_Mtruncatula_Medtr4g071340.1,1,3800,516,-2564
3801,mtr-miR2603,lcl_Mtruncatula_Medtr7g096640.2,0,3801,889,-544
3802,gma-miR5034,lcl_Gmax_Glyma.16G135400.1,1,3802,580,-2565
3803,gma-miR10201,lcl_Gmax_Glyma.17G191700.1,0,3803,435,-196
3804,ath-miR8173,lcl_Athaliana_AT2G22940.1,1,3804,781,-2566
3805,ath-miR415,CNT2088619,0,3805,809,-2567
3806,mtr-miR5276,lcl_Mtruncatula_Medtr2g045440.1,1,3806,298,-2568
3807,mtr-miR399q,lcl_Mtruncatula_Medtr1g107440.6,0,3807,534,-420
3808,gma-miR5671a,lcl_Gmax_Glyma.15G272700.1,1,3808,1163,-2569
3809,gma-miR4415a-3p,lcl_Gmax_Glyma.15G261000.1,0,3809,1157,-726
3810,ath-miR834,lcl_Athaliana_AT1G47885.1,1,3810,13,-264
3811,ath-miR161.2,CNT2087542,0,3811,840,-2570
3812,mtr-miR169j,lcl_Mtruncatula_Medtr3g054290.1,1,3812,48,-1251
3813,mtr-miR166g-5p,lcl_Mtruncatula_Medtr8g095630.2,0,3813,894,-147
3814,gma-miR5783,lcl_Gmax_Glyma.10G173900.1,1,3814,346,-2571
3815,gma-miR319f,lcl_Gmax_Glyma.02G248900.1,0,3815,1164,-2517
3816,ath-miR5646,CNT2088715,1,3816,447,-2572
3817,ath-miR844-3p,CNT2088951,0,3817,850,-2573
3818,mtr-miR395k,lcl_Mtruncatula_Medtr6g046030.1,1,3818,326,-852
3819,mtr-miR5253,lcl_Mtruncatula_Medtr3g466420.1,0,3819,1043,-210
3820,gma-miR391a-3p,lcl_Gmax_Glyma.02G083700.2,1,3820,1165,-2574
3821,gma-miR5767,lcl_Gmax_Glyma.01G129800.1,0,3821,271,-125
3822,ath-miR842,lcl_Athaliana_AT3G33085.1,1,3822,255,-2575
3823,ath-miR5657,CNT2087012,0,3823,130,-2576
3824,mtr-miR160c,lcl_Mtruncatula_Medtr8g064570.1,1,3824,448,-1130
3825,mtr-miR2086-5p,lcl_Mtruncatula_Medtr4g106400.1,0,3825,54,-180
3826,gma-miR171b-3p,lcl_Gmax_Glyma.U016000.1,1,3826,1101,-2577
3827,gma-miR2118a-5p,lcl_Gmax_Glyma.12G224100.1,0,3827,241,-942
3828,ath-miR4227,CNT2086790,1,3828,1007,-2578
3829,ath-miR5631,lcl_Athaliana_AT3G46658.1,0,3829,157,-2579
3830,mtr-miR5215,lcl_Mtruncatula_Medtr4g017530.1,1,3830,663,-2580
3831,mtr-miR5037a,lcl_Mtruncatula_Medtr5g081650.3,0,3831,307,-56
3832,gma-miR9750-5p,lcl_Gmax_Glyma.19G209600.1,1,3832,898,-2581
3833,gma-miR168b,lcl_Gmax_Glyma.01G175700.3,0,3833,659,-1044
3834,ath-miR5646,CNT2087718,1,3834,447,-2582
3835,ath-miR5655,lcl_Athaliana_AT3G07215.1,0,3835,294,-2583
3836,mtr-miR2088-5p,lcl_Mtruncatula_Medtr4g045760.1,1,3836,1089,-2584
3837,mtr-miR5745a,lcl_Mtruncatula_Medtr7g111640.2,0,3837,923,-309
3838,gma-miR319a,lcl_Gmax_Glyma.19G254400.1,1,3838,91,-2585
3839,gma-miR171n,lcl_Gmax_Glyma.04G014200.1,0,3839,957,-761
3840,ath-miR5659,CNT2088896,1,3840,315,-788
3841,ath-miR8170-5p,CNT2087548,0,3841,549,-2586
3842,mtr-miR2592ap,lcl_Mtruncatula_Medtr3g435850.1,1,3842,90,-2587
3843,mtr-miR5286a,lcl_Mtruncatula_Medtr5g074570.1,0,3843,350,-277
3844,gma-miR169d,lcl_Gmax_Glyma.10G056500.1,1,3844,430,-2588
3845,gma-miR408a-3p,lcl_Gmax_Glyma.16G092300.1,0,3845,410,-201
3846,ath-miR169f-3p,CNT2084891,1,3846,737,-912
3847,ath-miR847,NONATHT002112,0,3847,1166,-2589
3848,mtr-miR168a,lcl_Mtruncatula_Medtr4g065440.1,1,3848,73,-2590
3849,mtr-miR2600b,lcl_Mtruncatula_Medtr0152s0100.1,0,3849,335,-152
3850,gma-miR167a,lcl_Gmax_Glyma.07G222000.1,1,3850,362,-734
3851,gma-miR5042-3p,lcl_Gmax_Glyma.01G133700.1,0,3851,1108,-99
3852,ath-miR8181,CNT2086096,1,3852,46,-2591
3853,ath-miR5661,NONATHT002866,0,3853,771,-2592
3854,mtr-miR169e-5p,lcl_Mtruncatula_Medtr1g110950.1,1,3854,895,-3
3855,mtr-miR2655b,lcl_Mtruncatula_Medtr4g059760.1,0,3855,317,-113
3856,gma-miR9740,lcl_Gmax_Glyma.09G208100.1,1,3856,33,-2593
3857,gma-miR5369,lcl_Gmax_Glyma.10G187600.1,0,3857,1094,-774
3858,ath-miR5644,CNT2086152,1,3858,521,-2594
3859,ath-miR2939,lcl_Athaliana_AT5G46845.1,0,3859,83,-2595
3860,mtr-miR2631,lcl_Mtruncatula_Medtr2095s0010.1,1,3860,576,-2596
3861,mtr-miR5556-5p,lcl_Mtruncatula_Medtr2g028720.1,0,3861,522,-1360
3862,gma-miR156f,lcl_Gmax_Glyma.05G242200.1,1,3862,116,-2597
3863,gma-miR862a,lcl_Gmax_Glyma.U006200.2,0,3863,769,-1139
3864,ath-miR396b-5p,lcl_Athaliana_AT3G32100.1,1,3864,676,-2598
3865,ath-miR870-5p,lcl_Athaliana_AT5G09270.1,0,3865,140,-2599
3866,mtr-miR2680a,lcl_Mtruncatula_Medtr8g028375.1,1,3866,395,-2043
3867,mtr-miR7698-3p,lcl_Mtruncatula_Medtr2g105230.5,0,3867,975,-1252
3868,gma-miR319p,lcl_Gmax_Glyma.16G164700.2,1,3868,589,-1913
3869,gma-miR10413a,lcl_Gmax_Glyma.07G094000.1,0,3869,45,-1170
3870,ath-miR5646,lcl_Athaliana_AT2G12540.1,1,3870,447,-1448
3871,ath-miR865-5p,CNT2088068,0,3871,14,-2600
3872,mtr-miR319d-3p,lcl_Mtruncatula_Medtr2g042135.1,1,3872,409,-1117
3873,mtr-miR5267l,lcl_Mtruncatula_Medtr8g043400.3,0,3873,1167,-62
3874,gma-miR5677,lcl_Gmax_Glyma.08G249000.1,1,3874,1168,-2601
3875,gma-miR164b,lcl_Gmax_Glyma.16G121100.1,0,3875,11,-881
3876,ath-miR397b,CNT2087738,1,3876,168,-2244
3877,ath-miR8182,lcl_Athaliana_AT2G30984.1,0,3877,1169,-2602
3878,mtr-miR5206a,lcl_Mtruncatula_Medtr2g008630.1,1,3878,257,-2603
3879,mtr-miR5278,lcl_Mtruncatula_Medtr8g095630.2,0,3879,109,-147
3880,gma-miR169p,lcl_Gmax_Glyma.10G164400.1,1,3880,193,-1585
3881,gma-miR10446,lcl_Gmax_Glyma.16G020900.1,0,3881,565,-1057
3882,ath-miR156a-3p,CNT2084869,1,3882,837,-2604
3883,ath-miR867,CNT2084884,0,3883,599,-2605
3884,mtr-miR5276,lcl_Mtruncatula_Medtr2g041440.1,1,3884,298,-1065
3885,mtr-miR2594,lcl_Mtruncatula_Medtr4g053180.2,0,3885,179,-16
3886,gma-miR159b-5p,lcl_Gmax_Glyma.16G029800.1,1,3886,55,-1785
3887,gma-miR398b-5p,lcl_Gmax_Glyma.06G247400.1,0,3887,50,-968
3888,ath-miR8168,CNT2086404,1,3888,221,-2606
3889,ath-miR5628,CNT2088846,0,3889,467,-2607
3890,mtr-miR5286a,lcl_Mtruncatula_Medtr3g449840.1,1,3890,350,-2608
3891,mtr-miR5563-3p,lcl_Mtruncatula_Medtr4g035885.1,0,3891,440,-267
3892,gma-miR10427b,lcl_Gmax_Glyma.06G172800.1,1,3892,1170,-2609
3893,gma-miR5673,lcl_Gmax_Glyma.16G002000.1,0,3893,680,-2100
3894,ath-miR858a,lcl_Athaliana_AT5G54569.1,1,3894,1034,-1926
3895,ath-miR5024-5p,CNT2087099,0,3895,542,-2610
3896,mtr-miR2592ae,lcl_Mtruncatula_Medtr3g115170.1,1,3896,308,-2611
3897,mtr-miR5294a,lcl_Mtruncatula_Medtr7g108080.1,0,3897,692,-496
3898,gma-miR1512c,lcl_Gmax_Glyma.09G145900.1,1,3898,709,-2612
3899,gma-miR5667-5p,lcl_Gmax_Glyma.05G080300.1,0,3899,1111,-516
3900,ath-miR156f-3p,CNT2088547,1,3900,951,-2613
3901,ath-miR5664,lcl_Athaliana_AT4G17453.1,0,3901,876,-2614
3902,mtr-miR5270a,lcl_Mtruncatula_Medtr1g025790.1,1,3902,164,-2615
3903,mtr-miR167b-5p,lcl_Mtruncatula_Medtr8g095630.2,0,3903,1171,-147
3904,gma-miR160b,lcl_Gmax_Glyma.U015400.1,1,3904,344,-605
3905,gma-miR5041-5p,lcl_Gmax_Glyma.01G175700.3,0,3905,1172,-1044
3906,ath-miR8167a,CNT2086476,1,3906,476,-2616
3907,ath-miR846-3p,lcl_Athaliana_AT2G45685.1,0,3907,515,-2617
3908,mtr-miR7697-3p,lcl_Mtruncatula_Medtr8g089010.1,1,3908,839,-2618
3909,mtr-miR5758,lcl_Mtruncatula_Medtr7g096640.2,0,3909,1082,-544
3910,gma-miR169o,lcl_Gmax_Glyma.06G186900.1,1,3910,214,-2619
3911,gma-miR4348c,lcl_Gmax_Glyma.17G251800.2,0,3911,1173,-41
3912,ath-miR414,CNT2088713,1,3912,503,-2620
3913,ath-miR5637,CNT2087233,0,3913,575,-2621
3914,mtr-miR319b-5p,lcl_Mtruncatula_Medtr5g464650.1,1,3914,1006,-2622
3915,mtr-miR1507-5p,lcl_Mtruncatula_Medtr1g054150.1,0,3915,1149,-22
3916,gma-miR160b,lcl_Gmax_Glyma.17G171000.1,1,3916,344,-2623
3917,gma-miR5372,lcl_Gmax_Glyma.18G165100.1,0,3917,1174,-364
3918,ath-miR8167a,lcl_Athaliana_AT5G26070.1,1,3918,476,-1132
3919,ath-miR5017-3p,CNT2088750,0,3919,377,-2624
3920,mtr-miR5281a,lcl_Mtruncatula_Medtr2g005625.1,1,3920,21,-1976
3921,mtr-miR2111l,lcl_Mtruncatula_Medtr5g081650.3,0,3921,819,-56
3922,gma-miR398a,lcl_Gmax_Glyma.18G037500.1,1,3922,910,-2625
3923,gma-miR4374c,lcl_Gmax_Glyma.04G113900.1,0,3923,323,-1068
3924,ath-miR8176,CNT2086726,1,3924,369,-2626
3925,ath-miR161.2,CNT2086351,0,3925,840,-2627
3926,mtr-miR5742,lcl_Mtruncatula_Medtr8g014680.1,1,3926,930,-2628
3927,mtr-miR5256,lcl_Mtruncatula_Medtr1g107440.6,0,3927,364,-420
3928,gma-miR167i,lcl_Gmax_Glyma.08G255100.1,1,3928,1175,-2629
3929,gma-miR171n,lcl_Gmax_Glyma.01G122600.1,0,3929,957,-305
3930,ath-miR399f,NONATHT003529,1,3930,194,-2630
3931,ath-miR8170-3p,lcl_Athaliana_AT2G21195.2,0,3931,20,-2631
3932,mtr-miR2589,lcl_Mtruncatula_Medtr4g078770.8,1,3932,113,-2632
3933,mtr-miR2622,lcl_Mtruncatula_Medtr2g023920.2,0,3933,1115,-661
3934,gma-miR10443,lcl_Gmax_Glyma.08G079500.1,1,3934,352,-2633
3935,gma-miR1521a,lcl_Gmax_Glyma.03G199800.1,0,3935,1176,-560
3936,ath-miR164c-5p,lcl_Athaliana_AT5G28800.1,1,3936,7,-1866
3937,ath-miR865-5p,lcl_Athaliana_AT4G29103.1,0,3937,14,-2634
3938,mtr-miR1510b-3p,lcl_Mtruncatula_Medtr3g065970.1,1,3938,1177,-2635
3939,mtr-miR399d,lcl_Mtruncatula_Medtr8g051620.3,0,3939,132,-80
3940,gma-miR4412-5p,lcl_Gmax_Glyma.01G067500.1,1,3940,186,-75
3941,gma-miR5041-3p,lcl_Gmax_Glyma.02G248900.1,0,3941,822,-2517
3942,ath-miR854a,lcl_Athaliana_AT3G26360.1,1,3942,319,-2636
3943,ath-miR5017-3p,CNT2087317,0,3943,377,-2637
3944,mtr-miR2640,lcl_Mtruncatula_Medtr0346s0040.1,1,3944,49,-2638
3945,mtr-miR5554a-5p,lcl_Mtruncatula_Medtr3g117730.1,0,3945,1114,-68
3946,gma-miR171c-3p,lcl_Gmax_Glyma.06G236300.1,1,3946,843,-2639
3947,gma-miR4384,lcl_Gmax_Glyma.10G098800.1,0,3947,1178,-222
3948,ath-miR8176,CNT2087861,1,3948,369,-2640
3949,ath-miR8174,lcl_Athaliana_AT1G32172.1,0,3949,211,-2641
3950,mtr-miR168c-3p,lcl_Mtruncatula_Medtr1g069225.1,1,3950,95,-2642
3951,mtr-miR5257,lcl_Mtruncatula_Medtr5g074570.1,0,3951,514,-277
3952,gma-miR172h-5p,lcl_Gmax_Glyma.15G256000.2,1,3952,528,-2643
3953,gma-miR5044,lcl_Gmax_Glyma.11G136800.1,0,3953,12,-1028
3954,ath-miR164a,NONATHT003321,1,3954,106,-2644
3955,ath-miR5998a,CNT2087132,0,3955,614,-2645
3956,mtr-miR2586b,lcl_Mtruncatula_Medtr8g073970.1,1,3956,356,-2646
3957,mtr-miR5233,lcl_Mtruncatula_Medtr3g050170.1,0,3957,452,-135
3958,gma-miR159e-5p,lcl_Gmax_Glyma.15G188200.1,1,3958,354,-2647
3959,gma-miR169j-5p,lcl_Gmax_Glyma.07G094000.1,0,3959,989,-1170
3960,ath-miR169a-5p,NONATHT000016,1,3960,480,-1212
3961,ath-miR835-3p,NONATHT001927,0,3961,1179,-60
3962,mtr-miR2673a,lcl_Mtruncatula_Medtr8g028790.1,1,3962,31,-2648
3963,mtr-miR2672,lcl_Mtruncatula_Medtr4g115740.6,0,3963,74,-435
3964,gma-miR9748,lcl_Gmax_Glyma.20G169800.1,1,3964,517,-2649
3965,gma-miR5033,lcl_Gmax_Glyma.08G342400.1,0,3965,574,-492
3966,ath-miR838,NONATHT001202,1,3966,117,-2650
3967,ath-miR5645c,NONATHT001130,0,3967,47,-2651
3968,mtr-miR5243,lcl_Mtruncatula_Medtr3g032950.1,1,3968,184,-2652
3969,mtr-miR7698-5p,lcl_Mtruncatula_Medtr3g466420.1,0,3969,213,-210
3970,gma-miR9748,lcl_Gmax_Glyma.10G206700.1,1,3970,517,-2653
3971,gma-miR396g,lcl_Gmax_Glyma.16G100900.1,0,3971,547,-2654
3972,ath-miR4228-3p,lcl_Athaliana_AT3G05858.1,1,3972,1097,-2655
3973,ath-miR418,CNT2085474,0,3973,94,-2656
3974,mtr-miR2655b,lcl_Mtruncatula_Medtr5g006260.1,1,3974,317,-2657
3975,mtr-miR162,lcl_Mtruncatula_Medtr5g048060.2,0,3975,1106,-314
3976,gma-miR390b-5p,lcl_Gmax_Glyma.05G092200.1,1,3976,683,-130
3977,gma-miR5769,lcl_Gmax_Glyma.16G121100.1,0,3977,215,-881
3978,ath-miR169b-3p,CNT2087680,1,3978,558,-2658
3979,ath-miR4228-3p,lcl_Athaliana_AT4G38545.2,0,3979,1097,-2659
3980,mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr1g052065.1,1,3980,715,-2660
3981,mtr-miR5214-3p,lcl_Mtruncatula_Medtr5g048060.2,0,3981,866,-314
3982,gma-miR4403,lcl_Gmax_Glyma.13G326300.1,1,3982,105,-2661
3983,gma-miR396d,lcl_Gmax_Glyma.08G202400.1,0,3983,875,-804
3984,ath-miR780.2,CNT2085198,1,3984,25,-2662
3985,ath-miR472-3p,NONATHT002161,0,3985,156,-2663
3986,mtr-miR5298a,lcl_Mtruncatula_Medtr4g027360.1,1,3986,705,-2664
3987,mtr-miR5272f,lcl_Mtruncatula_Medtr2g105240.5,0,3987,1063,-406
3988,gma-miR482b-3p,lcl_Gmax_Glyma.19G134400.1,1,3988,388,-2665
3989,gma-miR166a-3p,lcl_Gmax_Glyma.01G175700.11,0,3989,638,-1166
3990,ath-miR8181,lcl_Athaliana_AT4G06716.1,1,3990,46,-1153
3991,ath-miR5644,NONATHT002628,0,3991,521,-2666
3992,mtr-miR2586b,lcl_Mtruncatula_Medtr7g005830.1,1,3992,356,-2667
3993,mtr-miR5563-3p,lcl_Mtruncatula_Medtr1g095390.2,0,3993,440,-4
3994,gma-miR391-5p,lcl_Gmax_Glyma.03G172000.1,1,3994,479,-2165
3995,gma-miR9741,lcl_Gmax_Glyma.12G162900.1,0,3995,502,-487
3996,ath-miR168a-5p,lcl_Athaliana_AT1G34392.1,1,3996,177,-2668
3997,ath-miR426,NONATHT001025,0,3997,977,-2669
3998,mtr-miR156a,lcl_Mtruncatula_Medtr6g091635.1,1,3998,1027,-2670
3999,mtr-miR5250,lcl_Mtruncatula_Medtr7g096640.2,0,3999,912,-544
4000,gma-miR482c-3p,lcl_Gmax_Glyma.10G260700.4,1,4000,258,-1960
4001,gma-miR5041-3p,lcl_Gmax_Glyma.07G098900.1,0,4001,822,-1315
4002,ath-miR5638b,CNT2085610,1,4002,498,-2671
4003,ath-miR773b-3p,lcl_Athaliana_AT5G63195.1,0,4003,1127,-2672
4004,mtr-miR159b,lcl_Mtruncatula_Medtr4g127520.1,1,4004,200,-2673
4005,mtr-miR5760,lcl_Mtruncatula_Medtr5g015470.1,0,4005,994,-123
4006,gma-miR393c-5p,lcl_Gmax_Glyma.09G075800.1,1,4006,401,-2674
4007,gma-miR319d,lcl_Gmax_Glyma.02G184400.1,0,4007,853,-779
4008,ath-miR160a-5p,CNT2087554,1,4008,134,-2675
4009,ath-miR5026,lcl_Athaliana_AT1G78790.2,0,4009,1142,-2676
4010,mtr-miR5225b,lcl_Mtruncatula_Medtr8g099465.2,1,4010,461,-2677
4011,mtr-miR2655a,lcl_Mtruncatula_Medtr0101s0020.3,0,4011,624,-676
4012,gma-miR482c-3p,lcl_Gmax_Glyma.14G134200.1,1,4012,258,-2678
4013,gma-miR4401a,lcl_Gmax_Glyma.15G110100.1,0,4013,918,-1950
4014,ath-miR8167a,CNT2088156,1,4014,476,-2679
4015,ath-miR835-5p,NONATHT001778,0,4015,821,-2680
4016,mtr-miR164a,lcl_Mtruncatula_Medtr4g100805.1,1,4016,633,-2014
4017,mtr-miR319d-5p,lcl_Mtruncatula_Medtr1g107440.6,0,4017,163,-420
4018,gma-miR5770b,lcl_Gmax_Glyma.15G004400.1,1,4018,1180,-2681
4019,gma-miR4341,lcl_Gmax_Glyma.20G071900.1,0,4019,1081,-1006
4020,ath-miR8176,NONATHT003116,1,4020,369,-2682
4021,ath-miR161.2,CNT2086112,0,4021,840,-1851
4022,mtr-miR166e-5p,lcl_Mtruncatula_Medtr1g062480.1,1,4022,1035,-2683
4023,mtr-miR5248,lcl_Mtruncatula_Medtr8g087480.1,0,4023,1181,-45
4024,gma-miR168a,lcl_Gmax_Glyma.07G204600.1,1,4024,482,-2684
4025,gma-miR5670b,lcl_Gmax_Glyma.16G002000.1,0,4025,1150,-2100
4026,ath-miR5662,CNT2087056,1,4026,329,-2685
4027,ath-miR5645c,CNT2084926,0,4027,47,-2686
4028,mtr-miR5276,lcl_Mtruncatula_Medtr6g017115.1,1,4028,298,-1831
4029,mtr-miR397-3p,lcl_Mtruncatula_Medtr1g054150.1,0,4029,371,-22
4030,gma-miR4358,lcl_Gmax_Glyma.12G097000.1,1,4030,741,-2687
4031,gma-miR1519,lcl_Gmax_Glyma.03G243300.1,0,4031,835,-109
4032,ath-miR164c-5p,CNT2087908,1,4032,7,-2688
4033,ath-miR5650,CNT2088555,0,4033,77,-2689
4034,mtr-miR5742,lcl_Mtruncatula_Medtr7g093660.1,1,4034,930,-2690
4035,mtr-miR5281a,lcl_Mtruncatula_Medtr3g466420.1,0,4035,21,-210
4036,gma-miR393c-3p,lcl_Gmax_Glyma.13G185800.1,1,4036,176,-2691
4037,gma-miR10434,lcl_Gmax_Glyma.16G092300.1,0,4037,976,-201
4038,ath-miR5643a,CNT2087609,1,4038,222,-2692
4039,ath-miR846-5p,NONATHT001488,0,4039,489,-361
4040,mtr-miR164d,lcl_Mtruncatula_Medtr1g094170.1,1,4040,252,-337
4041,mtr-miR395k,lcl_Mtruncatula_Medtr8g095630.2,0,4041,326,-147
4042,gma-miR5766,lcl_Gmax_Glyma.14G123400.1,1,4042,1143,-2693
4043,gma-miR828a,lcl_Gmax_Glyma.14G072000.1,0,4043,97,-1062
4044,ath-miR8176,CNT2087784,1,4044,369,-2694
4045,ath-miR829-3p.1,CNT2087162,0,4045,494,-2695
4046,mtr-miR1507-3p,lcl_Mtruncatula_Medtr3g098440.1,1,4046,569,-2696
4047,mtr-miR160c,lcl_Mtruncatula_Medtr4g059760.1,0,4047,448,-113
4048,gma-miR1523b,lcl_Gmax_Glyma.17G054900.2,1,4048,240,-2697
4049,gma-miR482c-3p,lcl_Gmax_Glyma.02G143900.2,0,4049,258,-412
4050,ath-miR1886.1,CNT2085872,1,4050,1182,-2698
4051,ath-miR833a-3p,NONATHT002591,0,4051,325,-2699
4052,mtr-miR2589,lcl_Mtruncatula_Medtr4g078770.13,1,4052,113,-2700
4053,mtr-miR2111d-3p,lcl_Mtruncatula_Medtr0101s0020.2,0,4053,993,-39
4054,gma-miR5034,lcl_Gmax_Glyma.02G072100.1,1,4054,580,-2701
4055,gma-miR4409,lcl_Gmax_Glyma.10G289300.1,0,4055,149,-871
4056,ath-miR164c-5p,CNT2087836,1,4056,7,-2397
4057,ath-miR5632-5p,CNT2087451,0,4057,668,-2702
4058,mtr-miR5270a,lcl_Mtruncatula_Medtr5g029510.1,1,4058,164,-2703
4059,mtr-miR166c,lcl_Mtruncatula_Medtr4g106400.1,0,4059,900,-180
4060,gma-miR5767,lcl_Gmax_Glyma.08G153500.1,1,4060,271,-2704
4061,gma-miR9766,lcl_Gmax_Glyma.13G202700.1,0,4061,631,-217
4062,ath-miR159b-5p,lcl_Athaliana_AT1G35900.1,1,4062,370,-2705
4063,ath-miR866-3p,lcl_Athaliana_AT1G50735.1,0,4063,537,-2706
4064,mtr-miR167a,lcl_Mtruncatula_Medtr4g131370.1,1,4064,484,-2707
4065,mtr-miR5211,lcl_Mtruncatula_Medtr7g108080.1,0,4065,806,-496
4066,gma-miR9750-3p,lcl_Gmax_Glyma.03G050200.1,1,4066,962,-2708
4067,gma-miR4992,lcl_Gmax_Glyma.18G297000.1,0,4067,997,-88
4068,ath-miR830-5p,lcl_Athaliana_AT4G36560.1,1,4068,813,-2709
4069,ath-miR167d,CNT2085006,0,4069,238,-2710
4070,mtr-miR5224b,lcl_Mtruncatula_Medtr2g067410.1,1,4070,1022,-2711
4071,mtr-miR2628,lcl_Mtruncatula_Medtr4g043720.3,0,4071,584,-320
4072,gma-miR2119,lcl_Gmax_Glyma.13G089000.1,1,4072,700,-2712
4073,gma-miR9761,lcl_Gmax_Glyma.08G330400.1,0,4073,1046,-577
4074,ath-miR831-5p,CNT2086256,1,4074,460,-2713
4075,ath-miR163,CNT2088002,0,4075,662,-2714
4076,mtr-miR5233,lcl_Mtruncatula_Medtr8g010260.1,1,4076,452,-2715
4077,mtr-miR5206a,lcl_Mtruncatula_Medtr4g053180.2,0,4077,257,-16
4078,gma-miR169n-3p,lcl_Gmax_Glyma.16G197400.1,1,4078,538,-2716
4079,gma-miR172i-3p,lcl_Gmax_Glyma.15G240200.1,0,4079,723,-316
4080,ath-miR837-5p,CNT2085509,1,4080,746,-2717
4081,ath-miR1887,lcl_Athaliana_AT2G11080.1,0,4081,53,-2718
4082,mtr-miR5560-3p,lcl_Mtruncatula_Medtr4g059850.1,1,4082,617,-2719
4083,mtr-miR2650,lcl_Mtruncatula_Medtr1g095390.2,0,4083,1183,-4
4084,gma-miR166i-5p,lcl_Gmax_Glyma.09G122200.1,1,4084,612,-2720
4085,gma-miR166a-3p,lcl_Gmax_Glyma.03G198900.1,0,4085,638,-597
4086,ath-miR169a-3p,CNT2089063,1,4086,679,-2721
4087,ath-miR844-3p,NONATHT002220,0,4087,850,-2722
4088,mtr-miR2602a,lcl_Mtruncatula_Medtr6g071585.1,1,4088,321,-2723
4089,mtr-miR168b,lcl_Mtruncatula_Medtr0101s0020.2,0,4089,158,-39
4090,gma-miR5037c,lcl_Gmax_Glyma.18G278300.2,1,4090,885,-2724
4091,gma-miR1517,lcl_Gmax_Glyma.17G251800.2,0,4091,932,-41
4092,ath-miR775,CNT2088638,1,4092,1057,-2725
4093,ath-miR781a,CNT2087618,0,4093,504,-2726
4094,mtr-miR5265,lcl_Mtruncatula_Medtr0102s0070.1,1,4094,311,-2727
