,Seqname,0,1,2,3,4,5,6
659,lcl_Mtruncatula_Medtr1g017330.1,0.449612,0.406977,0.383721,0.55814,0.028046,0.027215,0.026118
660,lcl_Mtruncatula_Medtr2g023920.2,0.389571,0.388804,0.393405,0.386503,3.5e-05,3.3e-05,4.4e-05
661,lcl_Gmax_Glyma.05G193800.1,0.431193,0.458716,0.522936,0.311927,0.034856,0.034995,0.036108
662,CNT2085666,0.378205,0.432692,0.326923,0.375,0.008233,0.007333,0.00683
663,lcl_Athaliana_AT1G48140.1,0.403483,0.343977,0.457184,0.409289,0.009817,0.010313,0.0099
664,lcl_Mtruncatula_Medtr3g025420.1,0.258312,0.222506,0.26087,0.29156,0.003747,0.00442,0.004428
665,lcl_Gmax_Glyma.01G171500.1,0.446483,0.504587,0.422018,0.412844,0.007313,0.00808,0.007744
666,lcl_Gmax_Glyma.14G074200.1,0.423387,0.41129,0.425806,0.433065,0.000392,0.000447,0.000436
667,lcl_Athaliana_AT4G28088.1,0.482906,0.512821,0.397436,0.538462,0.017282,0.017726,0.016258
668,NONATHT002928,0.482906,0.512821,0.397436,0.538462,0.017282,0.017726,0.016258
669,lcl_Mtruncatula_Medtr5g070630.1,0.384615,0.483516,0.285714,0.384615,0.029039,0.030413,0.02925
670,lcl_Mtruncatula_Medtr4g072130.1,0.386109,0.385362,0.392084,0.380881,9.2e-05,9.8e-05,0.000116
671,lcl_Gmax_Glyma.07G072000.1,0.458937,0.405797,0.521739,0.449275,0.010657,0.009609,0.010957
672,NONATHT003388,0.420105,0.443361,0.409602,0.407352,0.001188,0.001256,0.001225
673,CNT2084963,0.375,0.452586,0.336207,0.336207,0.013041,0.014303,0.013667
674,lcl_Mtruncatula_Medtr2g090685.1,0.467593,0.555556,0.486111,0.361111,0.028184,0.029983,0.030078
675,lcl_Mtruncatula_Medtr0101s0020.3,0.36086,0.367647,0.357466,0.357466,0.0001,0.000108,0.000116
676,lcl_Gmax_Glyma.14G131500.1,0.376812,0.467391,0.315217,0.347826,0.01883,0.020084,0.019299
677,NONATHT000819,0.351829,0.360676,0.359469,0.335344,0.000603,0.000614,0.000623
678,CNT2085168,0.307359,0.376623,0.272727,0.272727,0.010428,0.011363,0.012383
679,lcl_Mtruncatula_Medtr7g446220.1,0.454829,0.504673,0.411215,0.448598,0.006423,0.007093,0.006542
680,lcl_Gmax_Glyma.17G211800.1,0.396396,0.405405,0.459459,0.324324,0.013641,0.013671,0.014732
681,lcl_Athaliana_AT5G32430.2,0.485904,0.477612,0.412935,0.567164,0.018307,0.018187,0.017675
682,lcl_Athaliana_AT3G54366.1,0.410405,0.40578,0.430058,0.395376,0.000939,0.000917,0.001003
683,lcl_Mtruncatula_Medtr3g022070.1,0.393651,0.466667,0.32381,0.390476,0.015094,0.015977,0.015224
684,lcl_Gmax_Glyma.03G223700.1,0.385714,0.414286,0.414286,0.328571,0.006983,0.007431,0.00787
685,lcl_Gmax_Glyma.12G132700.1,0.477576,0.425455,0.545455,0.461818,0.011441,0.011749,0.011383
686,NONATHT001296,0.477576,0.425455,0.545455,0.461818,0.011441,0.011749,0.011383
687,lcl_Athaliana_AT2G28056.1,0.343013,0.343013,0.370236,0.315789,0.002204,0.0022,0.002279
688,lcl_Mtruncatula_Medtr2g070450.1,0.420833,0.4125,0.45,0.4,0.001994,0.001849,0.00233
689,lcl_Gmax_Glyma.14G204800.1,0.36217,0.33871,0.316716,0.431085,0.011249,0.011434,0.011216
690,CNT2087419,0.415144,0.430809,0.422977,0.391645,0.001173,0.001326,0.001248
691,lcl_Gmax_Glyma.20G147300.1,0.406626,0.478916,0.343373,0.39759,0.013705,0.012635,0.011994
692,CNT2088710,0.546685,0.548038,0.633288,0.458728,0.022753,0.022701,0.022257
693,CNT2085422,0.406166,0.417341,0.411561,0.389595,0.000631,0.000608,0.000616
694,lcl_Mtruncatula_Medtr2g010050.1,0.479885,0.517241,0.491379,0.431034,0.005559,0.006031,0.006142
695,lcl_Gmax_Glyma.09G069200.1,0.348315,0.404494,0.370787,0.269663,0.014388,0.015053,0.015222
696,CNT2087366,0.458128,0.428571,0.399015,0.546798,0.019465,0.020161,0.018999
697,CNT2085261,0.492611,0.339901,0.605911,0.53202,0.058232,0.055337,0.052867
698,lcl_Mtruncatula_Medtr5g011760.1,0.430678,0.424779,0.415929,0.451327,0.001135,0.001061,0.000891
699,lcl_Gmax_Glyma.09G172900.1,0.425899,0.310791,0.479137,0.48777,0.030241,0.029689,0.029936
700,lcl_Athaliana_AT4G10845.1,0.355664,0.336175,0.354446,0.37637,0.001271,0.001196,0.001188
701,lcl_Athaliana_AT5G36470.1,0.338742,0.371197,0.365112,0.279919,0.007672,0.007862,0.008006
702,lcl_Mtruncatula_Medtr3g015120.1,0.488584,0.465753,0.438356,0.561644,0.013425,0.012857,0.01183
703,lcl_Gmax_Glyma.04G071100.1,0.342466,0.287671,0.361644,0.378082,0.007241,0.006811,0.006946
704,lcl_Athaliana_AT5G42092.1,0.460446,0.529412,0.383367,0.46856,0.016014,0.016618,0.016008
705,CNT2085364,0.416459,0.40399,0.422693,0.422693,0.00038,0.000471,0.000506
706,lcl_Mtruncatula_Medtr3g049800.1,0.378313,0.383133,0.404819,0.346988,0.002483,0.002511,0.002733
707,lcl_Gmax_Glyma.07G099300.1,0.372919,0.396226,0.3596,0.36293,0.001191,0.001281,0.00123
708,lcl_Athaliana_AT1G73120.1,0.428571,0.391986,0.470383,0.423345,0.004752,0.00451,0.004804
709,CNT2084944,0.397906,0.39267,0.41623,0.384817,0.000785,0.000895,0.000636
710,lcl_Mtruncatula_Medtr8g445570.1,0.342342,0.315315,0.306306,0.405405,0.009377,0.009088,0.008734
711,lcl_Gmax_Glyma.20G049600.1,0.472222,0.453704,0.462963,0.5,0.002027,0.001779,0.001649
712,lcl_Gmax_Glyma.13G029100.1,0.432647,0.410063,0.423138,0.464739,0.002476,0.002523,0.002507
713,CNT2086446,0.502877,0.479862,0.535098,0.493671,0.002508,0.002633,0.002471
714,lcl_Athaliana_AT1G38630.1,0.382114,0.292683,0.317073,0.536585,0.055935,0.054511,0.053312
715,lcl_Mtruncatula_Medtr8g468820.1,0.525,0.5,0.425,0.65,0.040913,0.040093,0.038156
716,lcl_Gmax_Glyma.07G088100.2,0.397841,0.395528,0.397841,0.400154,2.1e-05,1.4e-05,1.4e-05
717,lcl_Athaliana_AT1G64561.1,0.409836,0.387978,0.459016,0.382514,0.005475,0.005316,0.004874
718,CNT2086835,0.503212,0.456103,0.591006,0.462527,0.017468,0.017913,0.017139
719,lcl_Mtruncatula_Medtr4g110170.1,0.477064,0.477064,0.495413,0.458716,0.000944,0.000939,0.001185
720,lcl_Gmax_Glyma.05G091000.2,0.416667,0.5125,0.45,0.2875,0.039726,0.041256,0.041474
721,lcl_Athaliana_AT5G46320.1,0.406162,0.453782,0.302521,0.462185,0.0244,0.02481,0.023876
722,CNT2088261,0.436652,0.417421,0.441176,0.451357,0.000963,0.001082,0.001105
723,lcl_Mtruncatula_Medtr0013s0070.1,0.39697,0.5,0.345455,0.345455,0.0234,0.024672,0.024032
724,lcl_Gmax_Glyma.10G107400.1,0.388802,0.457232,0.354588,0.354588,0.010366,0.009824,0.00963
725,lcl_Gmax_Glyma.15G261000.1,0.446701,0.505307,0.404246,0.430549,0.008204,0.008077,0.007999
726,lcl_Athaliana_AT5G09443.1,0.419298,0.457895,0.357895,0.442105,0.008663,0.008316,0.008912
727,lcl_Mtruncatula_Medtr0004s0360.1,0.465116,0.430233,0.476744,0.488372,0.003181,0.002629,0.002805
728,lcl_Gmax_Glyma.16G164700.1,0.38479,0.340522,0.357548,0.4563,0.011913,0.011732,0.011606
729,lcl_Gmax_Glyma.10G052100.1,0.311375,0.288395,0.335504,0.310226,0.001676,0.001652,0.001596
730,lcl_Athaliana_AT4G04273.1,0.490741,0.5,0.444444,0.527778,0.005582,0.005676,0.005067
731,NONATHT003343,0.400585,0.403509,0.350877,0.447368,0.007223,0.007211,0.006708
732,lcl_Mtruncatula_Medtr1g102335.1,0.43956,0.450549,0.307692,0.56044,0.049249,0.049048,0.047343
733,lcl_Gmax_Glyma.07G222000.1,0.40521,0.42547,0.36903,0.421129,0.002961,0.002811,0.002635
734,CNT2085339,0.410641,0.409277,0.446112,0.376535,0.003595,0.003579,0.003336
735,NONATHT000343,0.410641,0.409277,0.446112,0.376535,0.003595,0.003579,0.003336
736,lcl_Mtruncatula_Medtr8g062708.1,0.424501,0.470085,0.384615,0.418803,0.005384,0.005905,0.005476
737,lcl_Gmax_Glyma.15G060500.1,0.396807,0.386545,0.331813,0.472064,0.01516,0.015085,0.014829
738,lcl_Athaliana_AT1G67855.1,0.441114,0.443255,0.475375,0.404711,0.003672,0.003675,0.003975
739,NONATHT001878,0.441114,0.443255,0.475375,0.404711,0.003672,0.003675,0.003975
740,lcl_Mtruncatula_Medtr3g007340.1,0.372549,0.423529,0.317647,0.376471,0.008279,0.008981,0.008289
741,lcl_Gmax_Glyma.07G099300.2,0.385559,0.355586,0.396458,0.404632,0.002153,0.002016,0.002064
742,lcl_Gmax_Glyma.13G020800.1,0.608856,0.570111,0.661439,0.595018,0.006738,0.006868,0.006707
743,lcl_Athaliana_AT1G45760.1,0.349727,0.368852,0.340164,0.340164,0.000784,0.000643,0.000607
744,lcl_Mtruncatula_Medtr8g446650.1,0.411255,0.545455,0.363636,0.324675,0.040703,0.043229,0.042169
745,lcl_Gmax_Glyma.19G067700.1,0.351852,0.314815,0.320988,0.419753,0.010697,0.010435,0.010209
746,lcl_Gmax_Glyma.08G276200.1,0.457576,0.390909,0.454545,0.527273,0.014634,0.01383,0.01371
747,CNT2086479,0.497462,0.474257,0.465555,0.552574,0.006992,0.00691,0.006803
748,CNT2085979,0.37594,0.37218,0.406015,0.349624,0.002351,0.002287,0.001735
749,lcl_Mtruncatula_Medtr1g100637.1,0.525362,0.597826,0.48913,0.48913,0.011243,0.012584,0.011909
750,lcl_Gmax_Glyma.10G094800.1,0.332394,0.35493,0.350704,0.291549,0.003694,0.00351,0.003349
751,lcl_Athaliana_AT5G25940.1,0.425606,0.425606,0.461938,0.389273,0.003901,0.003888,0.004137
752,CNT2088065,0.42439,0.42439,0.482927,0.365854,0.010072,0.009978,0.008645
753,lcl_Mtruncatula_Medtr4g010300.1,0.380952,0.401786,0.410714,0.330357,0.005632,0.005825,0.006119
754,lcl_Gmax_Glyma.03G229900.1,0.425814,0.492159,0.387214,0.39807,0.009859,0.01019,0.010431
755,lcl_Gmax_Glyma.04G179600.1,0.361418,0.372928,0.368785,0.342541,0.000801,0.000818,0.000799
756,lcl_Athaliana_AT3G52070.2,0.445255,0.432482,0.427007,0.476277,0.00231,0.00221,0.002074
757,NONATHT000540,0.445255,0.432482,0.427007,0.476277,0.00231,0.00221,0.002074
758,lcl_Mtruncatula_Medtr8g023540.1,0.357388,0.443299,0.278351,0.350515,0.020239,0.021285,0.020453
759,lcl_Gmax_Glyma.15G119900.1,0.475,0.516667,0.45,0.458333,0.003741,0.004262,0.003954
760,lcl_Gmax_Glyma.04G014200.1,0.371156,0.376384,0.379151,0.357934,0.000393,0.000398,0.000385
761,CNT2088942,0.406393,0.328767,0.479452,0.410959,0.017621,0.016404,0.017709
762,CNT2087955,0.394241,0.405316,0.458472,0.318937,0.014817,0.014829,0.01509
763,lcl_Mtruncatula_Medtr7g092030.1,0.510204,0.571429,0.459184,0.5,0.009348,0.010362,0.009568
764,lcl_Gmax_Glyma.16G199800.1,0.389518,0.394122,0.380312,0.394122,0.000191,0.000197,0.000215
765,lcl_Athaliana_AT1G76185.1,0.406323,0.400468,0.407494,0.411007,0.000102,7.7e-05,8.2e-05
766,NONATHT001562,0.406323,0.400468,0.407494,0.411007,0.000102,7.7e-05,8.2e-05
767,lcl_Mtruncatula_Medtr8g019490.1,0.421687,0.506024,0.409639,0.349398,0.018058,0.01947,0.01913
768,lcl_Gmax_Glyma.02G032900.1,0.408333,0.408333,0.475,0.341667,0.013219,0.013147,0.013869
769,NONATHT002026,0.378138,0.389879,0.354656,0.389879,0.001242,0.001257,0.001226
770,CNT2089044,0.399086,0.40556,0.390708,0.40099,0.000172,0.000159,0.000148
771,lcl_Mtruncatula_Medtr5g055930.1,0.387205,0.454545,0.383838,0.323232,0.012528,0.013378,0.013247
772,lcl_Gmax_Glyma.14G002600.1,0.349222,0.344358,0.318093,0.385214,0.003485,0.003512,0.003691
773,lcl_Gmax_Glyma.10G187600.1,0.407437,0.384398,0.430477,0.407437,0.001605,0.001571,0.001606
774,CNT2088827,0.506266,0.406015,0.578947,0.533835,0.024684,0.025947,0.025121
775,lcl_Athaliana_AT4G27580.1,0.418275,0.459459,0.436293,0.359073,0.008155,0.008354,0.008223
776,lcl_Mtruncatula_Medtr8g080530.1,0.481982,0.459459,0.472973,0.513514,0.002774,0.002325,0.002131
777,lcl_Gmax_Glyma.01G154200.2,0.470886,0.432911,0.474684,0.505063,0.004076,0.004321,0.004287
778,lcl_Gmax_Glyma.02G184400.1,0.416987,0.413148,0.427543,0.410269,0.000256,0.000249,0.000223
779,CNT2088180,0.399027,0.423358,0.364964,0.408759,0.002741,0.002449,0.002183
780,lcl_Athaliana_AT2G19806.1,0.293645,0.291454,0.291454,0.298028,4.8e-05,4.3e-05,5.7e-05
781,lcl_Mtruncatula_Medtr3g464800.1,0.445887,0.454545,0.506494,0.376623,0.012544,0.012593,0.013689
782,lcl_Gmax_Glyma.01G161300.1,0.450794,0.438095,0.504762,0.409524,0.007107,0.006903,0.007642
783,NONATHT000504,0.36605,0.370475,0.364441,0.363234,4.2e-05,3.3e-05,3.6e-05
784,CNT2089111,0.371012,0.339107,0.399271,0.374658,0.002783,0.002689,0.002549
785,lcl_Mtruncatula_Medtr2g102273.1,0.380952,0.381868,0.362637,0.398352,0.000979,0.000977,0.000923
786,lcl_Gmax_Glyma.10G167900.1,0.46131,0.419643,0.375,0.589286,0.03942,0.038711,0.037611
787,CNT2088896,0.443694,0.364865,0.466216,0.5,0.015295,0.016276,0.016439
788,lcl_Athaliana_AT1G77932.1,0.403774,0.445283,0.422642,0.343396,0.008461,0.008186,0.008261
789,lcl_Mtruncatula_Medtr6g048240.1,0.380556,0.391667,0.4,0.35,0.002041,0.00214,0.002323
790,lcl_Gmax_Glyma.18G232300.1,0.426901,0.54386,0.324561,0.412281,0.036156,0.037627,0.036526
791,lcl_Athaliana_AT3G52748.1,0.355505,0.419725,0.254587,0.392202,0.023507,0.022653,0.022028
792,NONATHT002019,0.493703,0.476071,0.491184,0.513854,0.001238,0.00104,0.001007
793,lcl_Mtruncatula_Medtr5g029480.1,0.410256,0.376068,0.461538,0.393162,0.006227,0.005861,0.006438
794,lcl_Gmax_Glyma.03G140300.1,0.493671,0.506329,0.493671,0.481013,0.000338,0.000581,0.000575
795,CNT2084865,0.423507,0.453358,0.375,0.442164,0.005381,0.005589,0.005261
796,lcl_Athaliana_AT3G31460.1,0.431818,0.468182,0.4,0.427273,0.003459,0.003681,0.003496
797,lcl_Mtruncatula_Medtr5g077680.1,0.4,0.442857,0.414286,0.342857,0.007487,0.008239,0.008414
798,lcl_Gmax_Glyma.16G013700.2,0.375635,0.416244,0.370558,0.340102,0.004275,0.003912,0.00388
799,CNT2088656,0.435897,0.392308,0.392308,0.523077,0.017679,0.017191,0.016707
800,CNT2087434,0.345336,0.319149,0.368249,0.348609,0.001886,0.00216,0.001939
801,lcl_Mtruncatula_Medtr7g052340.1,0.458333,0.5625,0.4,0.4125,0.023771,0.025788,0.024687
802,lcl_Gmax_Glyma.15G140400.1,0.40159,0.435388,0.423459,0.345924,0.006905,0.007142,0.00728
803,lcl_Gmax_Glyma.08G202400.1,0.339912,0.343421,0.325,0.351316,0.000551,0.000543,0.000524
804,lcl_Athaliana_AT2G06165.1,0.392473,0.395161,0.379032,0.403226,0.000471,0.000482,0.000419
805,lcl_Athaliana_AT2G30766.1,0.372845,0.407328,0.362069,0.349138,0.00267,0.002932,0.002843
806,lcl_Mtruncatula_Medtr2g021020.1,0.401606,0.409639,0.457831,0.337349,0.010823,0.010858,0.011708
807,lcl_Gmax_Glyma.19G114700.1,0.333643,0.299721,0.327602,0.373606,0.004215,0.004169,0.004157
808,CNT2089027,0.501104,0.556291,0.417219,0.529801,0.016333,0.015791,0.016699
809,CNT2085101,0.325758,0.340909,0.25,0.386364,0.01479,0.014421,0.013695
810,lcl_Mtruncatula_Medtr6g079950.1,0.467662,0.58209,0.462687,0.358209,0.036441,0.039095,0.038594
811,lcl_Gmax_Glyma.10G260700.2,0.460829,0.465438,0.460829,0.456221,4.6e-05,2.3e-05,2.3e-05
812,CNT2088298,0.394247,0.411168,0.319797,0.451777,0.013854,0.013913,0.014658
813,CNT2085541,0.378151,0.390756,0.390756,0.352941,0.001273,0.001451,0.001626
814,lcl_Mtruncatula_Medtr5g044135.1,0.324444,0.32,0.333333,0.32,0.000185,0.000127,0.000245
815,lcl_Gmax_Glyma.18G209000.7,0.385305,0.401434,0.367384,0.387097,0.000868,0.000901,0.000865
816,lcl_Gmax_Glyma.05G080300.5,0.359311,0.35614,0.369733,0.352062,0.000255,0.00025,0.000224
817,CNT2088910,0.336283,0.384956,0.424779,0.199115,0.043296,0.043671,0.041336
818,CNT2088652,0.371585,0.385246,0.385246,0.344262,0.001571,0.001396,0.00118
819,lcl_Mtruncatula_Medtr8g095180.1,0.463768,0.51087,0.423913,0.456522,0.005541,0.006291,0.005689
820,lcl_Gmax_Glyma.03G154100.1,0.413793,0.474138,0.310345,0.456897,0.024371,0.024973,0.023995
821,lcl_Gmax_Glyma.11G137200.1,0.533333,0.583333,0.466667,0.55,0.010734,0.010178,0.009372
822,CNT2087024,0.461929,0.502538,0.335025,0.548223,0.038206,0.038479,0.040264
823,lcl_Athaliana_AT1G77138.1,0.40625,0.366477,0.375,0.477273,0.011645,0.011947,0.01177
824,lcl_Mtruncatula_Medtr1g077260.1,0.358586,0.344697,0.318182,0.412879,0.007282,0.007209,0.007044
825,lcl_Gmax_Glyma.15G004000.3,0.419355,0.424621,0.394997,0.438446,0.001493,0.001504,0.001445
826,lcl_Gmax_Glyma.05G080300.2,0.369429,0.367036,0.374215,0.367036,5.2e-05,4.9e-05,4.2e-05
827,CNT2086796,0.367692,0.383077,0.392308,0.327692,0.003588,0.003458,0.00359
828,lcl_Mtruncatula_Medtr7g021330.1,0.349741,0.295337,0.349741,0.404145,0.009226,0.010122,0.010091
829,lcl_Gmax_Glyma.10G033700.4,0.387097,0.356056,0.390749,0.414486,0.002635,0.002571,0.002576
830,CNT2086257,0.463668,0.612457,0.33218,0.446367,0.058981,0.061428,0.059631
831,lcl_Athaliana_AT1G12180.1,0.442088,0.445351,0.386623,0.49429,0.008868,0.008826,0.008491
832,lcl_Mtruncatula_Medtr3g048163.1,0.412037,0.458333,0.305556,0.472222,0.026014,0.026661,0.025046
833,lcl_Gmax_Glyma.19G032400.1,0.37138,0.337308,0.408859,0.367973,0.003932,0.004284,0.004516
834,CNT2087195,0.561468,0.53945,0.644037,0.500917,0.016414,0.016158,0.015621
835,lcl_Athaliana_AT1G12400.1,0.367381,0.420099,0.385502,0.29654,0.012016,0.011535,0.01161
836,lcl_Mtruncatula_Medtr3g073460.1,0.342767,0.396226,0.377358,0.254717,0.017411,0.017906,0.018164
837,lcl_Gmax_Glyma.18G277700.1,0.377593,0.379668,0.385892,0.36722,0.000245,0.000244,0.000148
838,lcl_Gmax_Glyma.10G256500.1,0.353654,0.353654,0.355858,0.351451,1.4e-05,1.4e-05,1.6e-05
839,CNT2085098,0.550926,0.5,0.444444,0.708333,0.060563,0.058922,0.060985
840,CNT2086553,0.424125,0.455253,0.40856,0.40856,0.001964,0.001423,0.001243
841,lcl_Mtruncatula_Medtr8g471170.1,0.34058,0.369565,0.293478,0.358696,0.005077,0.005391,0.004898
842,lcl_Gmax_Glyma.13G171500.1,0.457944,0.411215,0.46729,0.495327,0.005899,0.00532,0.005411
843,lcl_Gmax_Glyma.16G152000.1,0.320478,0.329734,0.31585,0.31585,0.000188,0.000198,0.000193
844,CNT2086917,0.404984,0.476636,0.327103,0.411215,0.016672,0.015553,0.014766
845,lcl_Athaliana_AT5G02690.1,0.361111,0.441667,0.333333,0.308333,0.014722,0.013545,0.01326
846,lcl_Mtruncatula_Medtr4g063775.1,0.46098,0.419238,0.490018,0.473684,0.004266,0.003964,0.004183
847,lcl_Mtruncatula_Medtr5g084410.3,0.292785,0.302196,0.305333,0.270826,0.001084,0.001063,0.001035
848,lcl_Gmax_Glyma.08G018200.1,0.467925,0.515094,0.418868,0.469811,0.006849,0.006448,0.00691
849,CNT2086539,0.474468,0.504255,0.497872,0.421277,0.006186,0.005896,0.006115
850,CNT2087976,0.323492,0.306162,0.362003,0.302311,0.00335,0.003418,0.003272
851,lcl_Mtruncatula_Medtr6g046030.1,0.431746,0.4,0.419048,0.47619,0.005078,0.00468,0.004499
852,lcl_Gmax_Glyma.07G271600.1,0.471861,0.480519,0.441558,0.493506,0.002312,0.002454,0.001907
853,CNT2088036,0.415385,0.357692,0.45,0.438462,0.008013,0.009335,0.008597
854,CNT2086566,0.300995,0.30597,0.313433,0.283582,0.000681,0.000712,0.000554
855,lcl_Mtruncatula_Medtr8g064680.1,0.39759,0.506024,0.361446,0.325301,0.026711,0.028497,0.027788
856,lcl_Gmax_Glyma.08G219600.1,0.382353,0.372549,0.375817,0.398693,0.000644,0.00071,0.000688
857,lcl_Gmax_Glyma.01G175700.2,0.333637,0.33394,0.317561,0.349409,0.000766,0.000766,0.000752
858,NONATHT002029,0.333637,0.33394,0.317561,0.349409,0.000766,0.000766,0.000752
859,lcl_Athaliana_AT5G33000.1,0.479751,0.439252,0.471963,0.528037,0.006272,0.006003,0.006053
860,lcl_Mtruncatula_Medtr6g092580.1,0.421384,0.481132,0.386792,0.396226,0.007788,0.008557,0.008122
861,lcl_Gmax_Glyma.18G157800.1,0.425455,0.414545,0.523636,0.338182,0.026022,0.02605,0.026815
862,lcl_Gmax_Glyma.05G109000.1,0.495495,0.554054,0.364865,0.567568,0.039021,0.039991,0.037681
863,CNT2085176,0.465116,0.534884,0.503876,0.356589,0.026773,0.027509,0.027821
864,CNT2086668,0.371308,0.43038,0.367089,0.316456,0.009317,0.008037,0.007967
865,lcl_Mtruncatula_Medtr2g063833.1,0.418367,0.438776,0.367347,0.44898,0.006033,0.006267,0.005646
866,lcl_Gmax_Glyma.02G259700.1,0.401338,0.381271,0.404682,0.41806,0.001092,0.001222,0.001237
867,lcl_Athaliana_AT1G56060.1,0.40367,0.405963,0.37156,0.433486,0.002987,0.002974,0.002731
868,CNT2086618,0.32967,0.273155,0.357928,0.357928,0.007331,0.007089,0.00721
869,lcl_Mtruncatula_Medtr1g089550.1,0.47138,0.474747,0.444444,0.494949,0.002063,0.002097,0.001718
870,lcl_Gmax_Glyma.10G289300.1,0.384332,0.388479,0.398157,0.366359,0.000786,0.000776,0.000799
871,CNT2085899,0.445764,0.498812,0.406176,0.432304,0.006778,0.00658,0.006457
872,lcl_Athaliana_AT2G11150.1,0.365457,0.366708,0.374218,0.355444,0.000263,0.000265,0.000277
873,lcl_Mtruncatula_Medtr2g450660.1,0.369444,0.366667,0.316667,0.425,0.00908,0.009003,0.008533
874,lcl_Gmax_Glyma.17G113800.1,0.367177,0.379694,0.375522,0.346314,0.000946,0.001003,0.001039
875,lcl_Gmax_Glyma.04G106700.1,0.464387,0.435897,0.495726,0.461538,0.002819,0.002483,0.00287
876,CNT2084853,0.444444,0.364583,0.4375,0.53125,0.021888,0.020818,0.020581
877,CNT2088557,0.404423,0.418641,0.398104,0.396524,0.000443,0.000405,0.000393
878,lcl_Mtruncatula_Medtr5g080295.1,0.464789,0.450704,0.464789,0.478873,0.000802,0.000524,0.00052
879,lcl_Gmax_Glyma.18G293400.2,0.352304,0.398374,0.319783,0.338753,0.004993,0.005133,0.005039
880,lcl_Gmax_Glyma.16G121100.1,0.477477,0.585586,0.441441,0.405405,0.026602,0.028164,0.02756
881,CNT2088552,0.390119,0.398637,0.393526,0.378194,0.000301,0.000353,0.000372
882,CNT2089139,0.456274,0.262357,0.61597,0.490494,0.097939,0.102237,0.104937
883,lcl_Mtruncatula_Medtr6g033715.1,0.375,0.354167,0.375,0.395833,0.001481,0.001238,0.00123
884,lcl_Gmax_Glyma.12G221700.1,0.428571,0.379391,0.400468,0.505855,0.014249,0.013786,0.013484
885,lcl_Athaliana_AT4G17310.1,0.420732,0.498476,0.402439,0.36128,0.01464,0.014068,0.014176
886,CNT2088972,0.431,0.438,0.411,0.444,0.000938,0.000963,0.000887
887,lcl_Mtruncatula_Medtr7g101260.1,0.40566,0.40566,0.433962,0.377358,0.002321,0.002307,0.002642
888,lcl_Gmax_Glyma.04G181200.1,0.410256,0.32906,0.465812,0.435897,0.015713,0.015325,0.015614
889,CNT2086511,0.495606,0.558875,0.579965,0.347979,0.049086,0.048482,0.047748
890,lcl_Athaliana_AT3G61678.1,0.410256,0.448718,0.358974,0.423077,0.006324,0.006938,0.006164
891,lcl_Mtruncatula_Medtr4g052230.1,0.455128,0.432692,0.509615,0.423077,0.00676,0.006436,0.007201
892,lcl_Gmax_Glyma.16G216400.1,0.340639,0.347945,0.320548,0.353425,0.000938,0.000902,0.001013
893,lcl_Gmax_Glyma.19G234700.1,0.354944,0.349813,0.351213,0.363806,0.000185,0.000178,0.000172
894,CNT2085259,0.471366,0.495595,0.455947,0.462555,0.001256,0.00149,0.001343
895,CNT2084832,0.377358,0.410377,0.382075,0.339623,0.003472,0.004021,0.004059
896,lcl_Mtruncatula_Medtr4g037580.2,0.370813,0.401914,0.416268,0.294258,0.013154,0.012719,0.012083
897,lcl_Gmax_Glyma.11G038200.1,0.4625,0.375,0.55,0.4625,0.023584,0.022149,0.023787
898,CNT2087381,0.460076,0.387833,0.570342,0.422053,0.028595,0.029987,0.028119
899,lcl_Athaliana_AT4G05583.2,0.377844,0.317507,0.424332,0.391691,0.009081,0.008893,0.009051
900,lcl_Mtruncatula_Medtr6g017185.1,0.403175,0.466667,0.352381,0.390476,0.009897,0.010686,0.010103
901,lcl_Gmax_Glyma.20G034300.1,0.364035,0.407895,0.394737,0.289474,0.012231,0.012838,0.013206
902,lcl_Gmax_Glyma.15G103000.1,0.418256,0.400545,0.449591,0.404632,0.002235,0.00237,0.002151
903,lcl_Athaliana_AT3G20978.1,0.425966,0.383047,0.437768,0.457082,0.004533,0.004787,0.004831
904,CNT2087845,0.38806,0.358209,0.347015,0.458955,0.011986,0.012629,0.013444
905,lcl_Mtruncatula_Medtr0291s0060.1,0.340502,0.397849,0.301075,0.322581,0.007497,0.008185,0.007739
906,lcl_Gmax_Glyma.08G289700.1,0.388128,0.424658,0.315068,0.424658,0.012134,0.012664,0.011593
907,lcl_Athaliana_AT1G53620.1,0.406439,0.49497,0.44668,0.277666,0.038736,0.039377,0.039545
908,CNT2086174,0.231481,0.208333,0.243056,0.243056,0.001265,0.001682,0.001491
909,lcl_Mtruncatula_Medtr1g057390.1,0.424242,0.511364,0.363636,0.397727,0.017463,0.018861,0.017959
910,lcl_Gmax_Glyma.15G179900.1,0.45045,0.441441,0.333333,0.576577,0.045533,0.045149,0.043818
911,CNT2084891,0.55814,0.55814,0.488372,0.627907,0.01525,0.015128,0.013815
912,CNT2085216,0.374118,0.465882,0.296471,0.36,0.021741,0.022548,0.021951
913,lcl_Mtruncatula_Medtr6g092860.1,0.477193,0.452632,0.484211,0.494737,0.00167,0.001304,0.001404
914,lcl_Gmax_Glyma.04G189400.1,0.384036,0.347892,0.406627,0.39759,0.003092,0.002912,0.003028
915,lcl_Gmax_Glyma.01G175700.6,0.330662,0.331256,0.314337,0.346394,0.000777,0.000777,0.000763
