,Seqname,0,1,2,3,4,5,6
294,ENST00000609009.6,0.48499,0.482919,0.492236,0.479814,0.000123,0.00013,0.000112
295,ENST00000660797.1,0.561317,0.567901,0.565432,0.550617,0.000239,0.000221,0.000207
296,ENST00000425657.1,0.497041,0.493491,0.48284,0.514793,0.000836,0.00086,0.00079
297,ENST00000515342.4,0.479167,0.479167,0.46875,0.489583,0.000356,0.000354,0.000454
298,ENST00000623565.3,0.451317,0.453608,0.47079,0.429553,0.001255,0.001246,0.001343
299,ENST00000505296.1,0.474962,0.450683,0.518968,0.455235,0.004396,0.004233,0.004533
300,ENST00000310916.6,0.520423,0.515493,0.515915,0.529859,0.000204,0.0002,0.000197
301,ENST00000650369.1,0.567123,0.567123,0.558904,0.575342,0.000208,0.000208,0.000219
302,ENST00000669314.1,0.577735,0.578695,0.586372,0.568138,0.000246,0.000245,0.000235
303,ENST00000667108.1,0.503709,0.512893,0.495938,0.502296,0.000215,0.000229,0.000242
304,ENST00000420587.5,0.450717,0.446237,0.439516,0.466398,0.0006,0.000592,0.000618
305,ENST00000413628.5,0.451895,0.447522,0.472303,0.43586,0.001033,0.001023,0.001065
306,ENST00000414904.1,0.428392,0.418342,0.418342,0.448492,0.000962,0.000912,0.000862
307,ENST00000434072.1,0.449782,0.432314,0.478166,0.438865,0.001874,0.001717,0.001977
308,ENST00000416598.2,0.385103,0.380349,0.375594,0.399366,0.000494,0.00048,0.000525
309,ENST00000610197.1,0.38695,0.382398,0.414264,0.364188,0.001904,0.00195,0.001724
310,ENST00000432897.5,0.455793,0.411585,0.47561,0.480183,0.004565,0.004922,0.004764
311,ENST00000434141.1,0.385218,0.386338,0.386338,0.382979,8.00E-06,8.00E-06,1.00E-06
312,ENST00000610175.1,0.425982,0.412387,0.430514,0.435045,0.000477,0.000399,0.000375
313,ENST00000608833.1,0.382979,0.401216,0.378419,0.369301,0.000758,0.000856,0.000905
314,ENST00000591882.1,0.456119,0.444994,0.45241,0.470952,0.000583,0.000526,0.000506
315,ENST00000587466.5,0.383005,0.387931,0.387931,0.373153,0.000199,0.000173,0.000139
316,ENST00000588227.5,0.38574,0.394881,0.370201,0.392139,0.000547,0.000505,0.000585
317,ENST00000592898.5,0.367844,0.369062,0.369062,0.365408,9.00E-06,9.00E-06,1.00E-06
318,ENST00000588058.5,0.348344,0.345695,0.349669,0.349669,2.20E-05,5.30E-05,4.30E-05
319,ENST00000592838.5,0.433604,0.434959,0.418699,0.447154,0.000637,0.000635,0.000739
320,ENST00000591523.5,0.370909,0.357273,0.39,0.365455,0.00088,0.000955,0.000858
321,ENST00000591173.5,0.416021,0.476744,0.383721,0.387597,0.008175,0.007791,0.008003
322,ENST00000457412.6,0.36828,0.350806,0.326613,0.427419,0.008459,0.008585,0.008902
323,ENST00000627488.2,0.426404,0.446131,0.409712,0.423369,0.000974,0.000833,0.000745
324,ENST00000628850.2,0.425856,0.427757,0.461977,0.387833,0.004059,0.004044,0.00433
325,ENST00000628558.2,0.423423,0.423423,0.382883,0.463964,0.005032,0.005029,0.004811
326,ENST00000586465.5,0.431818,0.473262,0.413102,0.409091,0.003772,0.003506,0.00341
327,ENST00000608580.5,0.375494,0.359684,0.359684,0.407115,0.00233,0.002455,0.002386
328,ENST00000609323.1,0.443939,0.413636,0.459091,0.459091,0.002163,0.001985,0.001878
329,ENST00000667877.1,0.367366,0.35825,0.388332,0.355515,0.000994,0.001045,0.000938
330,ENST00000431759.5,0.504448,0.477758,0.485765,0.549822,0.00479,0.004897,0.004966
331,ENST00000653200.1,0.497725,0.505119,0.489761,0.498294,0.000172,0.000155,0.000136
332,ENST00000664148.1,0.495114,0.45342,0.500326,0.531596,0.004726,0.004856,0.004834
333,ENST00000416689.1,0.509268,0.480976,0.550244,0.496585,0.00397,0.003928,0.003991
334,ENST00000424943.1,0.450454,0.434483,0.464973,0.451906,0.000711,0.000688,0.000709
335,ENST00000457402.1,0.567843,0.597193,0.529562,0.576776,0.003597,0.00355,0.003616
336,ENST00000424989.1,0.562724,0.550538,0.576344,0.56129,0.000518,0.000555,0.000517
337,ENST00000668045.1,0.465453,0.44992,0.465988,0.48045,0.000723,0.000689,0.000689
338,ENST00000418344.1,0.386721,0.391655,0.38358,0.384926,5.30E-05,6.10E-05,5.60E-05
339,ENST00000414532.6,0.589299,0.587771,0.609172,0.570955,0.001094,0.001095,0.001123
340,ENST00000454613.1,0.581886,0.550446,0.57297,0.622243,0.004109,0.004166,0.004141
341,ENST00000414763.1,0.639233,0.581736,0.700113,0.635851,0.010667,0.010303,0.010713
342,ENST00000658759.1,0.505224,0.534058,0.491433,0.49018,0.001845,0.001794,0.001818
343,ENST00000524935.1,0.516046,0.543004,0.516046,0.489089,0.00208,0.001938,0.001933
344,ENST00000449034.1,0.542154,0.526422,0.560307,0.539734,0.000884,0.000853,0.000824
345,ENST00000655030.1,0.522078,0.514286,0.525195,0.526753,0.000149,0.00013,0.000124
346,ENST00000437515.1,0.463259,0.458866,0.48762,0.443291,0.00151,0.001502,0.001456
347,ENST00000429055.1,0.558824,0.514706,0.580882,0.580882,0.004669,0.004143,0.00394
348,ENST00000626572.2,0.457854,0.428161,0.471264,0.474138,0.002053,0.00194,0.001879
349,ENST00000590413.5,0.44645,0.440433,0.469314,0.429603,0.001251,0.00122,0.001333
350,ENST00000662452.1,0.503326,0.518847,0.485588,0.505543,0.000827,0.000778,0.000722
351,ENST00000457535.5,0.534884,0.514076,0.528764,0.561812,0.001894,0.002008,0.001975
352,ENST00000625451.2,0.470213,0.440426,0.510638,0.459574,0.004024,0.003755,0.003378
353,ENST00000585330.6,0.473458,0.50992,0.448794,0.461662,0.00308,0.003167,0.00311
354,ENST00000608067.6,0.460748,0.461115,0.468819,0.452311,0.000201,0.000201,0.000187
355,ENST00000659565.1,0.51664,0.525357,0.513471,0.511094,0.000167,0.000183,0.000189
356,ENST00000609244.6,0.471464,0.477667,0.473945,0.462779,0.000172,0.00016,0.000165
357,ENST00000608486.5,0.500671,0.499329,0.503356,0.499329,1.80E-05,3.40E-05,1.80E-05
358,ENST00000598454.5,0.495077,0.464135,0.489451,0.531646,0.003644,0.003854,0.00388
359,ENST00000610148.5,0.481481,0.451852,0.488889,0.503704,0.002238,0.002421,0.002373
360,ENST00000608253.2,0.473659,0.472719,0.476952,0.471308,2.50E-05,2.80E-05,2.10E-05
361,ENST00000587691.1,0.494331,0.462585,0.537415,0.482993,0.004576,0.00493,0.005408
362,ENST00000622324.4,0.511161,0.529018,0.462054,0.542411,0.005641,0.005467,0.005005
363,ENST00000626643.3,0.414444,0.403333,0.426667,0.413333,0.000426,0.000498,0.000427
364,ENST00000630179.2,0.445172,0.427169,0.451718,0.456628,0.000815,0.000979,0.000923
365,ENST00000608602.5,0.440714,0.437566,0.437566,0.447009,0.000103,0.000125,0.000142
366,ENST00000631307.2,0.475748,0.458204,0.479876,0.489164,0.000805,0.000728,0.000712
367,ENST00000609653.5,0.437637,0.420131,0.407002,0.485777,0.005573,0.005775,0.005522
368,ENST00000609245.5,0.436842,0.402632,0.442105,0.465789,0.003291,0.002946,0.002986
369,ENST00000608152.1,0.427518,0.420147,0.390663,0.471744,0.00526,0.005164,0.004819
370,ENST00000608719.5,0.450331,0.481788,0.437086,0.432119,0.002139,0.001901,0.002006
371,ENST00000444238.6,0.406356,0.422247,0.405221,0.3916,0.000667,0.000734,0.000728
372,ENST00000608635.5,0.482003,0.42723,0.507042,0.511737,0.006972,0.006619,0.006435
373,ENST00000608077.1,0.46129,0.48871,0.464516,0.430645,0.002433,0.00262,0.002633
374,ENST00000631010.1,0.425899,0.466187,0.379856,0.431655,0.005611,0.005839,0.005595
375,ENST00000599202.5,0.527928,0.583784,0.502703,0.497297,0.00681,0.007316,0.007083
376,ENST00000630508.2,0.544956,0.523026,0.618421,0.493421,0.012784,0.012642,0.013064
377,ENST00000626531.1,0.504717,0.527123,0.48467,0.502358,0.001322,0.001212,0.00132
378,ENST00000630455.2,0.525862,0.568966,0.456897,0.551724,0.010907,0.010392,0.009547
379,ENST00000627648.2,0.497326,0.477273,0.501337,0.513369,0.001089,0.001221,0.00125
380,ENST00000627735.2,0.495495,0.516892,0.452703,0.516892,0.004131,0.004022,0.003821
381,ENST00000625992.2,0.492958,0.514085,0.457746,0.507042,0.002821,0.002712,0.002541
382,ENST00000628225.2,0.473161,0.465209,0.429423,0.524851,0.007188,0.007093,0.007534
383,ENST00000629288.2,0.465753,0.472603,0.445205,0.479452,0.001016,0.001078,0.000885
384,ENST00000630298.2,0.484848,0.454545,0.482517,0.517483,0.003099,0.003272,0.003259
385,ENST00000598350.3,0.542056,0.496662,0.516689,0.612817,0.011865,0.011561,0.011686
386,ENST00000629484.1,0.501282,0.526923,0.519231,0.457692,0.004203,0.004348,0.004244
387,ENST00000625584.1,0.509843,0.543307,0.395669,0.590551,0.031306,0.030926,0.030015
388,ENST00000453135.2,0.527757,0.528497,0.532939,0.521836,8.70E-05,8.90E-05,7.50E-05
389,ENST00000445039.2,0.504409,0.502646,0.513228,0.497354,0.000185,0.000212,0.000298
390,ENST00000451424.1,0.510241,0.506415,0.50709,0.517218,0.000114,0.00011,0.000113
391,ENST00000635687.1,0.508905,0.527903,0.503681,0.495132,0.000855,0.000836,0.00083
392,ENST00000635405.2,0.547005,0.564057,0.542517,0.53444,0.000693,0.000712,0.000706
393,ENST00000437157.3,0.677262,0.652812,0.660147,0.718826,0.004294,0.00448,0.004245
394,ENST00000632503.1,0.59127,0.596939,0.561224,0.615646,0.002316,0.002331,0.002397
395,ENST00000648852.1,0.47027,0.524324,0.389189,0.497297,0.015317,0.015723,0.015152
396,ENST00000649565.1,0.410526,0.421053,0.442105,0.368421,0.004232,0.004288,0.004009
397,ENST00000647996.1,0.355191,0.377049,0.196721,0.491803,0.068118,0.067774,0.073604
398,ENST00000649121.1,0.467105,0.510338,0.428571,0.462406,0.005006,0.004821,0.004675
399,ENST00000374016.5,0.45004,0.458034,0.431655,0.460432,0.000769,0.00074,0.000684
400,ENST00000484171.2,0.44086,0.440228,0.434535,0.447818,0.00014,0.000138,0.000122
401,ENST00000647970.1,0.392807,0.382332,0.394902,0.401187,0.000284,0.000272,0.000268
402,ENST00000462835.1,0.456311,0.500971,0.47767,0.390291,0.009974,0.00956,0.009327
403,ENST00000648073.1,0.401506,0.380176,0.410289,0.414053,0.001088,0.001244,0.001182
404,ENST00000623038.1,0.387931,0.336207,0.403448,0.424138,0.006534,0.006241,0.006317
405,ENST00000436742.5,0.437531,0.410938,0.445559,0.456096,0.001706,0.001654,0.001669
406,ENST00000413519.1,0.424786,0.397436,0.461538,0.415385,0.003305,0.003215,0.003061
407,ENST00000519052.5,0.423719,0.437639,0.424276,0.409243,0.000586,0.000616,0.000617
408,ENST00000677732.1,0.466144,0.472559,0.478974,0.4469,0.000841,0.00082,0.000776
409,ENST00000518529.6,0.476159,0.480078,0.478119,0.470281,7.20E-05,6.20E-05,5.60E-05
410,ENST00000521114.5,0.482788,0.513854,0.465995,0.468514,0.002123,0.002241,0.002308
411,ENST00000518987.5,0.473607,0.435484,0.470674,0.514663,0.004903,0.004669,0.004686
412,ENST00000524122.5,0.466859,0.45389,0.497118,0.449568,0.002073,0.00217,0.001965
413,ENST00000418548.3,0.471264,0.517241,0.441379,0.455172,0.004804,0.004568,0.004731
414,ENST00000521380.1,0.579114,0.560127,0.607595,0.56962,0.001964,0.001648,0.001351
415,ENST00000446136.1,0.472607,0.489762,0.508024,0.420033,0.006426,0.006376,0.00646
416,ENST00000432963.1,0.462302,0.494048,0.464286,0.428571,0.003059,0.003328,0.003331
417,ENST00000427857.1,0.457399,0.43722,0.457399,0.477578,0.001355,0.001606,0.001598
418,ENST00000326734.2,0.502825,0.486903,0.522342,0.49923,0.000981,0.000945,0.000902
419,ENST00000432429.5,0.516014,0.494662,0.546263,0.507117,0.002189,0.00213,0.002055
420,ENST00000414210.5,0.461538,0.461538,0.497041,0.426036,0.003708,0.003694,0.003379
421,ENST00000635029.1,0.488073,0.434862,0.506422,0.522936,0.006831,0.006422,0.006553
422,ENST00000421469.3,0.461087,0.453744,0.493392,0.436123,0.002556,0.002613,0.002826
423,ENST00000659738.1,0.420109,0.45,0.394565,0.415761,0.002325,0.002388,0.002463
424,ENST00000659309.1,0.410878,0.401048,0.40498,0.426606,0.00059,0.000566,0.000588
425,ENST00000415330.2,0.559105,0.587859,0.546326,0.543131,0.001791,0.001677,0.001612
426,ENST00000425884.5,0.569128,0.563758,0.547651,0.595973,0.0019,0.00193,0.002043
427,ENST00000440150.5,0.482382,0.500608,0.478736,0.467801,0.000819,0.000785,0.000779
428,ENST00000457043.1,0.425926,0.411111,0.438889,0.427778,0.000629,0.000791,0.000666
429,ENST00000413531.5,0.384749,0.397747,0.369151,0.387348,0.000619,0.000561,0.000637
430,ENST00000418015.1,0.446043,0.46501,0.451275,0.421844,0.001424,0.001364,0.001345
431,ENST00000445565.2,0.439052,0.484199,0.443567,0.389391,0.006663,0.006417,0.006428
432,ENST00000667138.1,0.463816,0.451128,0.472274,0.468045,0.000387,0.000362,0.000344
433,ENST00000670000.1,0.490337,0.487943,0.497178,0.48589,0.000108,0.000106,0.000111
434,ENST00000667936.1,0.394847,0.394847,0.401114,0.388579,0.000113,0.000116,9.20E-05
435,ENST00000376620.3,0.557816,0.584582,0.528373,0.560493,0.002366,0.002311,0.002375
436,ENST00000420776.1,0.496795,0.490385,0.5,0.5,0.000118,7.20E-05,6.00E-05
437,ENST00000427804.1,0.47093,0.501453,0.479651,0.431686,0.003693,0.003492,0.003422
438,ENST00000366181.2,0.442096,0.451395,0.427303,0.447591,0.000502,0.000517,0.00055
439,ENST00000451914.2,0.490401,0.455497,0.534031,0.481675,0.004877,0.005175,0.004836
440,ENST00000653637.1,0.507353,0.470588,0.507353,0.544118,0.004204,0.004416,0.004412
441,ENST00000662108.1,0.50079,0.521327,0.478673,0.50237,0.001329,0.001196,0.001356
442,ENST00000670778.1,0.468235,0.490588,0.409412,0.504706,0.007981,0.008079,0.008436
443,ENST00000663880.1,0.483418,0.507015,0.461097,0.482143,0.001563,0.00163,0.001699
444,ENST00000398948.5,0.513514,0.501931,0.532819,0.505792,0.000861,0.000933,0.001058
445,ENST00000328264.7,0.481785,0.459016,0.480874,0.505464,0.001685,0.001787,0.001784
446,ENST00000482032.1,0.430538,0.435544,0.405507,0.450563,0.00161,0.00163,0.001803
447,ENST00000614528.3,0.464086,0.496689,0.466123,0.429445,0.003357,0.003279,0.003281
448,ENST00000624914.3,0.642623,0.622131,0.67377,0.631967,0.002275,0.002331,0.002486
449,ENST00000370523.1,0.56338,0.549296,0.528169,0.612676,0.006105,0.005911,0.006261
450,ENST00000416774.1,0.646914,0.622222,0.651852,0.666667,0.001592,0.001643,0.001661
451,ENST00000447600.1,0.581109,0.628337,0.591376,0.523614,0.008131,0.007785,0.007675
452,ENST00000435388.1,0.534091,0.572727,0.565909,0.463636,0.010883,0.010513,0.010181
453,ENST00000417975.1,0.372049,0.375826,0.382436,0.357885,0.000478,0.000482,0.000464
454,ENST00000457273.5,0.433451,0.411351,0.4445,0.4445,0.001121,0.001079,0.001051
455,ENST00000417565.5,0.522293,0.535032,0.515924,0.515924,0.000306,0.000435,0.000513
456,ENST00000413975.5,0.52356,0.518325,0.581152,0.471204,0.009007,0.00905,0.008429
457,ENST00000670031.1,0.379701,0.385766,0.36757,0.385766,0.000331,0.000319,0.000346
458,ENST00000662803.1,0.403818,0.397695,0.411744,0.402017,0.000157,0.00017,0.000155
459,ENST00000657125.1,0.396326,0.402685,0.386789,0.399505,0.000211,0.0002,0.000188
460,ENST00000432703.1,0.512245,0.563265,0.477551,0.495918,0.005912,0.005492,0.005182
461,ENST00000564479.5,0.593596,0.539409,0.594828,0.646552,0.008871,0.009133,0.009128
462,ENST00000568425.1,0.566787,0.595668,0.530686,0.574007,0.003229,0.003497,0.003775
463,ENST00000454466.1,0.392308,0.334615,0.484615,0.357692,0.019807,0.018984,0.017241
464,ENST00000439146.1,0.424051,0.481013,0.424051,0.367089,0.00947,0.009953,0.00991
465,ENST00000444327.1,0.420233,0.392996,0.44358,0.424125,0.002007,0.002205,0.002047
466,ENST00000317122.2,0.611808,0.606551,0.619895,0.608977,0.000154,0.000142,0.00016
467,ENST00000447748.5,0.431883,0.418331,0.439729,0.437589,0.000426,0.000407,0.000418
468,ENST00000635398.1,0.464733,0.476599,0.454845,0.462755,0.000351,0.000316,0.000291
469,ENST00000635626.1,0.407302,0.390669,0.417444,0.413793,0.000644,0.00062,0.000599
470,ENST00000654678.1,0.455189,0.431604,0.470519,0.463443,0.001343,0.001231,0.001149
471,ENST00000658189.1,0.459459,0.458284,0.46181,0.458284,1.30E-05,8.00E-06,1.00E-06
472,ENST00000666562.1,0.453142,0.463065,0.46968,0.426681,0.00156,0.001602,0.001517
473,ENST00000634604.2,0.471931,0.482398,0.485252,0.448145,0.001237,0.001193,0.00125
474,ENST00000647968.1,0.465517,0.494253,0.436782,0.465517,0.002442,0.002316,0.002451
475,ENST00000654680.1,0.409464,0.394637,0.423975,0.409779,0.000652,0.000677,0.000695
476,ENST00000668343.1,0.46875,0.444293,0.48913,0.472826,0.001603,0.001465,0.001342
477,ENST00000669029.1,0.446701,0.392893,0.499492,0.447716,0.008609,0.008398,0.008143
478,ENST00000415842.5,0.450303,0.47191,0.430424,0.448574,0.001272,0.001349,0.00128
479,ENST00000664673.1,0.460048,0.435835,0.472155,0.472155,0.001383,0.001536,0.001601
480,ENST00000444349.6,0.445225,0.480337,0.450843,0.404494,0.004258,0.004459,0.004418
481,ENST00000663993.1,0.462025,0.462025,0.462025,0.462025,1.00E-06,6.00E-06,1.10E-05
482,ENST00000658816.1,0.454,0.453,0.438,0.471,0.000847,0.000841,0.000925
483,ENST00000670320.1,0.422785,0.406329,0.425316,0.436709,0.000758,0.00068,0.00067
484,ENST00000634799.1,0.425051,0.406571,0.462012,0.406571,0.003088,0.003302,0.002919
485,ENST00000442558.5,0.392484,0.450939,0.338205,0.388309,0.009437,0.008813,0.008443
486,ENST00000593954.6,0.392182,0.43884,0.351828,0.385876,0.005696,0.005915,0.005738
487,ENST00000634962.1,0.397104,0.428128,0.359876,0.403309,0.003555,0.003387,0.003259
488,ENST00000413825.7,0.397503,0.399584,0.362123,0.430801,0.003598,0.003598,0.003809
489,ENST00000609411.6,0.388033,0.37262,0.3699,0.421578,0.002597,0.002545,0.002638
490,ENST00000624750.3,0.399478,0.442559,0.336815,0.41906,0.009232,0.008933,0.008666
491,ENST00000595613.5,0.41194,0.371642,0.452239,0.41194,0.004955,0.005294,0.005533
492,ENST00000627733.2,0.405975,0.427065,0.448155,0.342707,0.009212,0.009003,0.009284
493,ENST00000623085.3,0.405333,0.38,0.372,0.464,0.007962,0.00814,0.007975
494,ENST00000623349.3,0.409888,0.401914,0.392344,0.435407,0.001609,0.001558,0.00172
495,ENST00000598129.5,0.413649,0.36351,0.442897,0.43454,0.00584,0.006237,0.00639
496,ENST00000598612.5,0.438646,0.495063,0.368124,0.45275,0.012478,0.012798,0.013342
497,ENST00000660327.1,0.390716,0.403288,0.400387,0.368472,0.001084,0.001126,0.001157
498,ENST00000662075.1,0.407377,0.413115,0.408197,0.40082,0.000103,0.00012,0.00012
499,ENST00000671269.1,0.39548,0.39322,0.413559,0.379661,0.000858,0.000847,0.000744
500,ENST00000655418.1,0.392233,0.334951,0.439806,0.401942,0.008542,0.008358,0.008113
501,ENST00000667522.1,0.394488,0.405685,0.397933,0.379845,0.000503,0.000537,0.000524
502,ENST00000654486.1,0.39219,0.394737,0.35399,0.427844,0.004149,0.00415,0.004336
503,ENST00000423984.2,0.469417,0.451456,0.479126,0.47767,0.000746,0.000789,0.00081
504,ENST00000554360.5,0.387071,0.36,0.385455,0.415758,0.002366,0.002428,0.002424
505,ENST00000556002.5,0.424447,0.407122,0.418672,0.447546,0.001354,0.00129,0.001322
506,ENST00000555275.5,0.424142,0.38206,0.451827,0.438538,0.004201,0.004459,0.004297
507,ENST00000555162.1,0.430052,0.367876,0.450777,0.471503,0.009274,0.008885,0.009001
508,ENST00000555707.5,0.396369,0.375189,0.405446,0.408472,0.001037,0.001097,0.001114
509,ENST00000556225.1,0.369487,0.382598,0.346841,0.379023,0.001162,0.00108,0.000997
510,ENST00000556400.5,0.455298,0.521523,0.437086,0.407285,0.010301,0.009804,0.009663
511,ENST00000557660.5,0.450424,0.453814,0.433475,0.463983,0.000731,0.000736,0.000707
512,ENST00000553657.5,0.359296,0.346734,0.339196,0.39196,0.002589,0.002476,0.002309
513,ENST00000557412.1,0.454054,0.475676,0.464865,0.421622,0.002335,0.002494,0.002407
514,ENST00000551597.6,0.514793,0.514793,0.473373,0.556213,0.005308,0.005304,0.004951
515,ENST00000555037.1,0.43722,0.457399,0.43722,0.41704,0.001111,0.000908,0.000904
516,ENST00000554309.1,0.472362,0.467337,0.447236,0.502513,0.002447,0.002493,0.002695
517,ENST00000498308.1,0.651751,0.64786,0.694553,0.61284,0.00494,0.004958,0.005484
518,ENST00000650032.1,0.529595,0.523364,0.471963,0.593458,0.011389,0.011406,0.010998
519,ENST00000556047.1,0.503663,0.489011,0.532967,0.489011,0.001942,0.002074,0.00184
520,ENST00000647388.1,0.413925,0.414219,0.411575,0.415981,1.50E-05,1.60E-05,2.00E-05
521,ENST00000423414.5,0.576299,0.599026,0.574675,0.555195,0.00133,0.001202,0.001198
522,ENST00000433079.5,0.435816,0.423138,0.425515,0.458796,0.001233,0.001192,0.001236
523,ENST00000642156.1,0.416418,0.402985,0.423134,0.423134,0.000425,0.000482,0.000455
524,ENST00000451786.5,0.475892,0.472468,0.483595,0.471612,0.000134,0.00013,0.00012
525,ENST00000443623.5,0.397351,0.430464,0.397351,0.364238,0.003131,0.002765,0.00277
526,ENST00000645248.1,0.404512,0.384367,0.401289,0.427881,0.001489,0.00158,0.001592
527,ENST00000642602.1,0.372514,0.390597,0.358047,0.368897,0.000803,0.000859,0.000938
528,ENST00000647288.1,0.440026,0.434894,0.438743,0.44644,0.000114,0.000133,0.000137
529,ENST00000643135.1,0.436281,0.443537,0.436735,0.428571,0.00016,0.000173,0.000173
530,ENST00000643855.1,0.444112,0.458084,0.413174,0.461078,0.00217,0.002102,0.002261
531,ENST00000644188.1,0.466413,0.486692,0.452471,0.460076,0.000923,0.001034,0.000959
532,ENST00000435523.5,0.462929,0.461121,0.439421,0.488246,0.001876,0.001855,0.00168
533,ENST00000431189.1,0.52802,0.534247,0.523039,0.526775,8.40E-05,5.80E-05,3.60E-05
534,ENST00000642483.1,0.4617,0.465897,0.465897,0.453305,0.000141,0.000125,0.000104
535,ENST00000416999.1,0.452196,0.465116,0.426357,0.465116,0.001515,0.001647,0.001381
536,ENST00000429901.2,0.443333,0.476667,0.433333,0.42,0.002554,0.002379,0.002431
537,ENST00000682294.1,0.539222,0.569085,0.511672,0.536909,0.002474,0.002505,0.002477
538,ENST00000435880.6,0.535205,0.524308,0.539396,0.541911,0.000284,0.000304,0.000297
539,ENST00000667874.1,0.530245,0.559128,0.53297,0.498638,0.002712,0.002788,0.002792
540,ENST00000596259.3,0.537295,0.519595,0.584071,0.508217,0.005013,0.005104,0.004869
541,ENST00000626343.2,0.48022,0.540659,0.451648,0.448352,0.008091,0.007803,0.007662
542,ENST00000627325.2,0.506686,0.517088,0.476969,0.526003,0.002076,0.002012,0.001826
543,ENST00000628837.2,0.525404,0.557737,0.530023,0.488453,0.003532,0.003712,0.003687
544,ENST00000630522.2,0.492988,0.543689,0.472492,0.462783,0.005733,0.005989,0.005882
545,ENST00000625864.2,0.53629,0.552419,0.520161,0.53629,0.000748,0.000666,0.000758
546,ENST00000625625.2,0.493659,0.462439,0.532683,0.485854,0.003877,0.004022,0.003853
547,ENST00000628305.2,0.504233,0.485419,0.561618,0.465663,0.007692,0.0076,0.007376
548,ENST00000625447.2,0.513543,0.529794,0.546046,0.464789,0.005457,0.005376,0.00522
549,ENST00000626515.2,0.49952,0.541787,0.461095,0.495677,0.004855,0.004682,0.004852
550,ENST00000628308.2,0.492972,0.481928,0.46988,0.527108,0.002808,0.002858,0.002964
551,ENST00000628659.2,0.513015,0.5141,0.520607,0.504338,0.000186,0.000186,0.00023
552,ENST00000629084.2,0.504599,0.512484,0.449409,0.551905,0.008129,0.008155,0.008503
553,ENST00000629603.2,0.514874,0.549199,0.453089,0.542334,0.008632,0.008458,0.008787
554,ENST00000625215.2,0.491706,0.458531,0.533175,0.483412,0.004385,0.004573,0.004806
555,ENST00000627630.2,0.512012,0.554054,0.477477,0.504505,0.004418,0.00472,0.004962
556,ENST00000625439.2,0.506912,0.539171,0.497696,0.483871,0.002362,0.002158,0.002098
557,ENST00000626735.2,0.496513,0.548117,0.523013,0.41841,0.013983,0.013658,0.013803
558,ENST00000628920.2,0.507263,0.516201,0.532961,0.472626,0.002847,0.002802,0.002675
559,ENST00000626834.2,0.525386,0.562914,0.556291,0.456954,0.010271,0.010648,0.010346
560,ENST00000626370.2,0.493622,0.470663,0.547194,0.46301,0.006506,0.006365,0.006686
561,ENST00000629605.2,0.5,0.455975,0.550314,0.493711,0.006832,0.00705,0.006821
562,ENST00000627327.2,0.512331,0.541766,0.50358,0.491647,0.001998,0.002109,0.002139
563,ENST00000627918.2,0.484293,0.518325,0.497382,0.437173,0.005234,0.005364,0.005406
564,ENST00000627181.2,0.496815,0.43949,0.540491,0.510464,0.008173,0.008426,0.008609
565,ENST00000629339.2,0.509195,0.458621,0.568966,0.5,0.009409,0.009678,0.010015
566,ENST00000630214.2,0.483121,0.463616,0.510878,0.474869,0.001843,0.001914,0.00201
567,ENST00000629533.2,0.509372,0.506112,0.552567,0.469438,0.005174,0.00518,0.00535
568,ENST00000628883.2,0.506173,0.525253,0.481481,0.511785,0.001488,0.001398,0.001525
569,ENST00000626898.2,0.514048,0.515088,0.493236,0.533819,0.001273,0.001275,0.001376
570,ENST00000628201.2,0.477564,0.432692,0.485577,0.514423,0.005358,0.00506,0.0051
571,ENST00000613944.3,0.479436,0.497062,0.465335,0.475911,0.000749,0.00084,0.000768
572,ENST00000630457.2,0.497638,0.491339,0.491339,0.510236,0.000405,0.000461,0.000427
573,ENST00000629184.2,0.480164,0.45554,0.488372,0.49658,0.0015,0.001671,0.001614
574,ENST00000628551.2,0.509225,0.472325,0.527675,0.527675,0.003173,0.003389,0.003496
575,ENST00000627398.2,0.508677,0.497831,0.484816,0.543384,0.002924,0.002976,0.00309
576,ENST00000625783.2,0.497579,0.468523,0.479419,0.544794,0.005262,0.005425,0.005515
577,ENST00000625490.2,0.492492,0.45045,0.463964,0.563063,0.011644,0.011934,0.011728
578,ENST00000627050.2,0.498904,0.5,0.496711,0.5,1.20E-05,1.20E-05,6.00E-06
579,ENST00000630759.2,0.484848,0.52862,0.494949,0.430976,0.007241,0.007021,0.007061
580,ENST00000628667.2,0.500671,0.579866,0.475168,0.44698,0.014466,0.01403,0.014155
581,ENST00000626632.2,0.507062,0.474576,0.474576,0.572034,0.00975,0.00995,0.009734
582,ENST00000626609.2,0.484549,0.519159,0.515451,0.419036,0.009523,0.00932,0.00913
583,ENST00000625888.2,0.420915,0.392157,0.415686,0.454902,0.003128,0.002987,0.002954
584,ENST00000629506.2,0.50075,0.449775,0.512744,0.53973,0.006612,0.006984,0.006883
585,ENST00000631107.2,0.490476,0.514286,0.428571,0.528571,0.008826,0.008687,0.009047
586,ENST00000628147.2,0.560579,0.54792,0.56962,0.564195,0.000436,0.000541,0.000476
587,ENST00000628322.2,0.495677,0.501441,0.432277,0.553314,0.011222,0.011227,0.010838
588,ENST00000626440.2,0.509761,0.494577,0.54013,0.494577,0.002087,0.001931,0.002245
589,ENST00000665708.1,0.520578,0.485199,0.543682,0.532852,0.00296,0.003077,0.003157
