,Seqname,0,1,2,3,4,5,6,7,8
472,ENST00000666562.1,-0.176632,-0.177964,0.992515,-0.166803,-0.163987,1.017172,-264.9,0.112583,-0.292062
473,ENST00000634604.2,-0.121191,-0.129289,0.937369,-0.149095,-0.145947,1.021567,-318.2,0.112381,-0.302759
474,ENST00000647968.1,-0.137429,-0.146021,0.941162,-0.136875,-0.136388,1.003567,-291,0.115053,-0.278736
475,ENST00000654680.1,-0.034745,-0.038963,0.891747,-0.037782,-0.03781,0.999239,-880.9,0.104134,-0.277886
476,ENST00000668343.1,-0.286131,-0.29253,0.978126,-0.233962,-0.230627,1.014459,-211.1,0.106122,-0.286821
477,ENST00000669029.1,-0.174272,-0.174899,0.996417,-0.138525,-0.134286,1.031565,-276.2,0.112805,-0.280406
478,ENST00000415842.5,-0.162558,-0.166022,0.979134,-0.144286,-0.140661,1.025775,-320.57,0.105536,-0.27707
479,ENST00000664673.1,-0.193,-0.196071,0.984342,-0.184439,-0.181771,1.014678,-231.6,0.115152,-0.280387
480,ENST00000444349.6,-0.225676,-0.231229,0.975983,-0.224093,-0.218114,1.027412,-192.6,0.109705,-0.270506
481,ENST00000663993.1,-0.123527,-0.128601,0.960548,-0.146567,-0.142391,1.029331,-271.6,0.126716,-0.286498
482,ENST00000658816.1,-0.148642,-0.147126,1.010303,-0.149477,-0.141523,1.056204,-272.6,0.112112,-0.2726
483,ENST00000670320.1,-0.198156,-0.199447,0.993528,-0.162792,-0.156821,1.03808,-207.4,0.125475,-0.262532
484,ENST00000634799.1,-0.535273,-0.534615,1.001232,-0.422216,-0.41475,1.018001,-113.2,0.104938,-0.232444
485,ENST00000442558.5,-0.570579,-0.560016,1.018861,-0.387727,-0.37103,1.045002,-104.1,0.10251,-0.217328
486,ENST00000593954.6,-0.271135,-0.266186,1.01859,-0.222305,-0.209792,1.059649,-190.4,0.111111,-0.240101
487,ENST00000634962.1,-0.136645,-0.13425,1.017835,-0.159798,-0.150735,1.060121,-246.6,0.120083,-0.255016
488,ENST00000413825.7,-0.192975,-0.19045,1.013261,-0.17917,-0.169689,1.055877,-243.1,0.111458,-0.252966
489,ENST00000609411.6,-0.126429,-0.121609,1.039632,-0.118537,-0.109146,1.086047,-264.7,0.123412,-0.239982
490,ENST00000624750.3,-0.259306,-0.251756,1.02999,-0.210326,-0.198528,1.059427,-192.2,0.117647,-0.250914
491,ENST00000595613.5,-0.296248,-0.290407,1.020111,-0.25636,-0.246564,1.039732,-169.9,0.116592,-0.253582
492,ENST00000627733.2,-0.379219,-0.371542,1.020663,-0.300061,-0.287688,1.043007,-143.4,0.119718,-0.252021
493,ENST00000623085.3,-0.259145,-0.252749,1.025308,-0.208734,-0.198173,1.053293,-183.6,0.11482,-0.2448
494,ENST00000623349.3,-0.343544,-0.335662,1.023484,-0.253665,-0.239176,1.060578,-153.7,0.116613,-0.245136
495,ENST00000598129.5,-0.301512,-0.29507,1.021834,-0.234963,-0.222734,1.054905,-164.6,0.108787,-0.229248
496,ENST00000598612.5,-0.228466,-0.228694,0.999004,-0.208655,-0.201329,1.036392,-207.5,0.115819,-0.292666
497,ENST00000660327.1,-0.161783,-0.157438,1.027601,-0.137622,-0.130019,1.058471,-250.4,0.123911,-0.242166
498,ENST00000662075.1,-0.113831,-0.112214,1.014409,-0.120497,-0.113802,1.058832,-311.5,0.115669,-0.255328
499,ENST00000671269.1,-0.229814,-0.226932,1.012702,-0.194943,-0.186724,1.044017,-223.3,0.111991,-0.252316
500,ENST00000655418.1,-0.145787,-0.141314,1.031656,-0.130284,-0.121593,1.071474,-248.1,0.118562,-0.240874
501,ENST00000667522.1,-0.118591,-0.115761,1.024446,-0.120379,-0.112628,1.068816,-288.6,0.118103,-0.248579
502,ENST00000654486.1,-0.11109,-0.1078,1.030522,-0.117118,-0.109321,1.071328,-292.8,0.115548,-0.248557
503,ENST00000423984.2,-0.041785,-0.044792,0.932869,-0.061747,-0.060032,1.028563,-667.9,0.113162,-0.324223
504,ENST00000554360.5,-0.021866,-0.027664,0.790419,-0.028571,-0.02831,1.009214,-621.5,0.113581,-0.250828
505,ENST00000556002.5,-0.068024,-0.078399,0.867671,-0.09553,-0.097062,0.984219,-286.9,0.117534,-0.276131
506,ENST00000555275.5,-0.131913,-0.141807,0.930228,-0.138352,-0.13946,0.992056,-266.4,0.111973,-0.295017
507,ENST00000555162.1,-0.322395,-0.331173,0.973496,-0.269739,-0.273182,0.987395,-167.8,0.119377,-0.28981
508,ENST00000555707.5,-0.018346,-0.025684,0.714291,-0.047893,-0.047229,1.014061,-571.4,0.107972,-0.287695
509,ENST00000556225.1,-0.159086,-0.161039,0.987874,-0.188206,-0.178557,1.054042,-224.2,0.099045,-0.26615
510,ENST00000556400.5,-0.136191,-0.158211,0.860819,-0.184969,-0.183787,1.006436,-184.2,0.114428,-0.304967
511,ENST00000557660.5,-0.002738,-0.010982,0.249331,-0.036829,-0.038622,0.953581,-828.4,0.111064,-0.351017
512,ENST00000553657.5,-0.646545,-0.645882,1.001026,-0.492847,-0.481504,1.023559,-88.4,0.103275,-0.222111
513,ENST00000557412.1,-0.450801,-0.464935,0.9696,-0.318482,-0.318266,1.000679,-133.4,0.117329,-0.24036
514,ENST00000551597.6,-0.313091,-0.352749,0.887575,-0.248515,-0.257157,0.966396,-169.8,0.128458,-0.334911
515,ENST00000555037.1,-0.439696,-0.463091,0.94948,-0.381239,-0.388156,0.98218,-110.9,0.123596,-0.248655
516,ENST00000554309.1,-0.291078,-0.31816,0.914879,-0.25108,-0.253848,0.989097,-170.1,0.105705,-0.284925
517,ENST00000498308.1,-0.46542,-0.509484,0.913513,-0.335255,-0.356377,0.940731,-216.7,0.128655,-0.421595
518,ENST00000650032.1,-0.177174,-0.213216,0.830963,-0.20849,-0.209063,0.99726,-212,0.123245,-0.330218
519,ENST00000556047.1,-0.390933,-0.413694,0.944981,-0.330542,-0.326622,1.012,-173.4,0.115596,-0.317582
520,ENST00000647388.1,-0.018745,-0.024738,0.757732,-0.027572,-0.028872,0.954964,-977.9,0.10432,-0.28728
521,ENST00000423414.5,-0.264086,-0.309815,0.852398,-0.250325,-0.267279,0.936567,-217.5,0.121951,-0.353084
522,ENST00000433079.5,-0.057332,-0.069681,0.822774,-0.077802,-0.079763,0.975418,-350.3,0.117367,-0.277575
523,ENST00000642156.1,-0.052853,-0.060761,0.869841,-0.064277,-0.066091,0.972543,-333.8,0.121733,-0.249104
524,ENST00000451786.5,-0.0074,-0.013979,0.5294,-0.01675,-0.01918,0.873314,-1194.8,0.117295,-0.340884
525,ENST00000443623.5,-0.418117,-0.414114,1.009666,-0.387599,-0.379173,1.022223,-108.2,0.137168,-0.238852
526,ENST00000645248.1,-0.102871,-0.114743,0.896529,-0.098768,-0.099903,0.988638,-303.7,0.108065,-0.244722
527,ENST00000642602.1,-0.097936,-0.094345,1.038061,-0.093523,-0.090137,1.037563,-251.3,0.124887,-0.227215
528,ENST00000647288.1,-0.044267,-0.053966,0.820287,-0.042129,-0.04476,0.941212,-427.5,0.118742,-0.274214
529,ENST00000643135.1,-0.010749,-0.0185,0.581009,-0.036813,-0.03837,0.959407,-684.4,0.114791,-0.310385
530,ENST00000643855.1,-0.086328,-0.093626,0.922049,-0.084823,-0.087206,0.972663,-292.6,0.130869,-0.292016
531,ENST00000644188.1,-0.162392,-0.176299,0.921117,-0.128765,-0.131367,0.980195,-227,0.13198,-0.287706
532,ENST00000435523.5,-0.416342,-0.424344,0.981142,-0.307939,-0.308204,0.999139,-162.4,0.123188,-0.293671
533,ENST00000431189.1,-0.20934,-0.238377,0.878188,-0.13493,-0.143141,0.942632,-264.9,0.122195,-0.329888
534,ENST00000642483.1,-0.112286,-0.126649,0.886593,-0.094264,-0.095269,0.989451,-285.9,0.127101,-0.3
535,ENST00000416999.1,-0.742838,-0.74562,0.996268,-0.475668,-0.467111,1.01832,-104.2,0.11658,-0.269251
536,ENST00000429901.2,-0.139402,-0.155656,0.895577,-0.161781,-0.166504,0.971636,-267.2,0.111235,-0.296889
537,ENST00000682294.1,-0.018521,-0.024278,0.762864,-0.021195,-0.022471,0.943226,-1817.6,0.113168,-0.38225
538,ENST00000435880.6,-0.060825,-0.066437,0.915524,-0.038733,-0.040968,0.945445,-855.8,0.12327,-0.358676
539,ENST00000667874.1,-0.061487,-0.071016,0.86582,-0.069963,-0.070837,0.98767,-645.5,0.115594,-0.351771
540,ENST00000596259.3,-0.260916,-0.273084,0.955442,-0.20127,-0.200395,1.004365,-285.3,0.11519,-0.360683
541,ENST00000626343.2,-0.199645,-0.208315,0.958379,-0.192051,-0.190477,1.008264,-269,0.105611,-0.295604
542,ENST00000627325.2,-0.327557,-0.337352,0.970967,-0.250982,-0.247075,1.015815,-219.7,0.111607,-0.326449
543,ENST00000628837.2,-0.217181,-0.224023,0.969458,-0.172635,-0.171567,1.006225,-286.4,0.120231,-0.330716
544,ENST00000630522.2,-0.179796,-0.191181,0.94045,-0.163326,-0.160841,1.015449,-291.6,0.113391,-0.314563
545,ENST00000625864.2,-0.291455,-0.306914,0.949633,-0.229865,-0.228923,1.004113,-249.6,0.118439,-0.335484
546,ENST00000625625.2,-0.117937,-0.125041,0.943183,-0.13124,-0.130848,1.002993,-317.4,0.114258,-0.309659
547,ENST00000628305.2,-0.169745,-0.18018,0.942085,-0.147415,-0.147743,0.997776,-325.5,0.10452,-0.306209
548,ENST00000625447.2,-0.23181,-0.240369,0.964394,-0.173748,-0.174367,0.99645,-294.2,0.10846,-0.318743
549,ENST00000626515.2,-0.167151,-0.172907,0.966712,-0.135277,-0.135385,0.9992,-317.6,0.107692,-0.305091
550,ENST00000628308.2,-0.12564,-0.140692,0.893015,-0.137189,-0.137604,0.996988,-328.4,0.119598,-0.329719
551,ENST00000628659.2,-0.16746,-0.186165,0.899523,-0.159404,-0.160934,0.990493,-301,0.110749,-0.326464
552,ENST00000629084.2,-0.161254,-0.182254,0.884779,-0.182995,-0.187576,0.97558,-250.9,0.122368,-0.329698
553,ENST00000629603.2,-0.186488,-0.200074,0.932093,-0.17543,-0.17537,1.000346,-288.2,0.106529,-0.329748
554,ENST00000625215.2,-0.179889,-0.196136,0.917162,-0.184415,-0.186034,0.991301,-269.3,0.105575,-0.319076
555,ENST00000627630.2,-0.35669,-0.36615,0.974163,-0.283714,-0.280735,1.01061,-209,0.112782,-0.313814
556,ENST00000625439.2,-0.333685,-0.348471,0.957569,-0.247586,-0.244173,1.013977,-218,0.113846,-0.332104
557,ENST00000626735.2,-0.314782,-0.314014,1.002448,-0.238859,-0.231965,1.029721,-216.9,0.097765,-0.30251
558,ENST00000628920.2,-0.174273,-0.184108,0.946582,-0.176067,-0.174092,1.011346,-270.2,0.106264,-0.301899
559,ENST00000626834.2,-0.527709,-0.55492,0.950964,-0.411857,-0.412056,0.999516,-142.5,0.119469,-0.31457
560,ENST00000626370.2,-0.208851,-0.214878,0.971954,-0.186851,-0.180921,1.032773,-239.4,0.108557,-0.305357
561,ENST00000629605.2,-0.178694,-0.190879,0.936168,-0.152623,-0.150974,1.010921,-297.6,0.115425,-0.31195
562,ENST00000627327.2,-0.118722,-0.127524,0.930978,-0.096972,-0.098341,0.986073,-407.7,0.117038,-0.324344
563,ENST00000627918.2,-0.116081,-0.126028,0.921071,-0.118614,-0.119125,0.995709,-348.6,0.113537,-0.304188
564,ENST00000627181.2,-0.139568,-0.152292,0.916452,-0.128774,-0.128147,1.004889,-331.8,0.1102,-0.301911
565,ENST00000629339.2,-0.245538,-0.254698,0.964035,-0.186552,-0.186449,1.00055,-277.8,0.101266,-0.31931
566,ENST00000630214.2,-0.087434,-0.102818,0.850377,-0.084514,-0.084851,0.99603,-397.8,0.115616,-0.298425
567,ENST00000629533.2,-0.118316,-0.125545,0.942418,-0.101865,-0.103141,0.987635,-378.2,0.109299,-0.308231
568,ENST00000628883.2,-0.213873,-0.22746,0.940266,-0.179053,-0.180754,0.990589,-275,0.108989,-0.308642
569,ENST00000626898.2,-0.206097,-0.222752,0.925233,-0.171158,-0.173268,0.98782,-322.5,0.1,-0.335588
570,ENST00000628201.2,-0.311662,-0.316753,0.983927,-0.28127,-0.275641,1.020422,-188.8,0.107544,-0.302564
571,ENST00000613944.3,-0.171166,-0.175356,0.976107,-0.172422,-0.167877,1.027072,-286.2,0.122353,-0.33631
572,ENST00000630457.2,-0.393053,-0.411841,0.95438,-0.29988,-0.301736,0.993847,-190.5,0.096215,-0.3
573,ENST00000629184.2,-0.240842,-0.253572,0.949799,-0.235649,-0.234102,1.006611,-219.8,0.112329,-0.300684
574,ENST00000628551.2,-0.204864,-0.222353,0.921348,-0.200627,-0.201828,0.994048,-258.6,0.109606,-0.318081
575,ENST00000627398.2,-0.166022,-0.180164,0.921504,-0.144041,-0.145054,0.993017,-292.1,0.115092,-0.316811
576,ENST00000625783.2,-0.232851,-0.240272,0.969116,-0.22045,-0.217136,1.015263,-248.1,0.105455,-0.300363
577,ENST00000625490.2,-0.345867,-0.355326,0.973382,-0.254871,-0.253184,1.006664,-200.3,0.108271,-0.300751
578,ENST00000627050.2,-0.196695,-0.20553,0.957017,-0.162146,-0.16396,0.988934,-265.8,0.113063,-0.291447
579,ENST00000630759.2,-0.176111,-0.185425,0.949769,-0.155335,-0.154232,1.007151,-257.9,0.117978,-0.28945
580,ENST00000628667.2,-0.222623,-0.238691,0.932685,-0.219394,-0.218972,1.001924,-225.7,0.112903,-0.302953
581,ENST00000626632.2,-0.239641,-0.260774,0.918959,-0.228635,-0.230248,0.992991,-210.8,0.11174,-0.29774
582,ENST00000626609.2,-0.204655,-0.221275,0.924893,-0.17057,-0.17123,0.996143,-250.3,0.117574,-0.309394
583,ENST00000625888.2,-0.198971,-0.198971,0.999998,-0.173411,-0.165957,1.044914,-195.8,0.113874,-0.255948
584,ENST00000629506.2,-0.339641,-0.355925,0.954248,-0.235388,-0.237536,0.990959,-199.1,0.105105,-0.298501
585,ENST00000631107.2,-0.192861,-0.204271,0.94414,-0.173926,-0.171818,1.012265,-250.9,0.108462,-0.29869
586,ENST00000628147.2,-0.334204,-0.359394,0.929909,-0.30035,-0.305281,0.983847,-190.2,0.121377,-0.343942
587,ENST00000628322.2,-0.260665,-0.268493,0.970842,-0.232915,-0.230388,1.010971,-214.5,0.109668,-0.309078
588,ENST00000626440.2,-0.475709,-0.494156,0.96267,-0.406323,-0.405758,1.001392,-143.6,0.119565,-0.311497
589,ENST00000665708.1,-0.149693,-0.160594,0.932119,-0.11041,-0.110488,0.99929,-428.6,0.107659,-0.309458
590,ENST00000655086.1,-0.011973,-0.017012,0.703802,-0.02209,-0.022977,0.961395,-1371.7,0.118779,-0.351808
591,ENST00000420309.6,-0.06608,-0.072704,0.908893,-0.071329,-0.070423,1.012866,-485.2,0.113043,-0.301179
592,ENST00000627487.3,-0.204382,-0.218428,0.935696,-0.147193,-0.151036,0.974551,-234.2,0.111794,-0.287362
593,ENST00000626769.2,-0.308078,-0.329044,0.936284,-0.274899,-0.27369,1.004417,-179.2,0.111481,-0.297674
594,ENST00000670036.1,-0.063211,-0.071024,0.890005,-0.058089,-0.060982,0.952547,-804.2,0.108121,-0.373006
595,ENST00000655096.1,-0.06372,-0.073144,0.871155,-0.060297,-0.06227,0.968308,-763.5,0.106936,-0.367597
596,ENST00000594376.6,-0.111326,-0.118654,0.93824,-0.134068,-0.132419,1.012452,-370.8,0.100334,-0.309774
597,ENST00000657291.1,-0.067859,-0.071985,0.94268,-0.066557,-0.066917,0.99462,-608.2,0.102073,-0.314966
598,ENST00000664483.1,-0.144532,-0.15813,0.914003,-0.147531,-0.150412,0.980846,-378.3,0.091751,-0.318167
599,ENST00000456161.5,-0.106683,-0.119268,0.894481,-0.1218,-0.12258,0.993641,-254.8,0.113766,-0.289545
600,ENST00000629304.1,-0.768178,-0.776974,0.988679,-0.572374,-0.567714,1.008208,-108.9,0.088384,-0.274307
601,ENST00000627074.2,-0.165193,-0.182395,0.905687,-0.150589,-0.152835,0.985304,-272.4,0.110345,-0.312744
602,ENST00000625227.2,-0.289359,-0.297864,0.971445,-0.199625,-0.197854,1.008951,-212.5,0.115903,-0.286003
603,ENST00000629407.2,-0.157381,-0.176259,0.892898,-0.159855,-0.161381,0.990544,-239.3,0.125326,-0.311995
604,ENST00000612430.3,-0.670909,-0.687447,0.975942,-0.495977,-0.492847,1.00635,-116.1,0.134048,-0.310428
605,ENST00000418308.5,-0.147454,-0.168838,0.873344,-0.131218,-0.132926,0.987153,-271.1,0.118329,-0.314137
606,ENST00000630283.2,-0.174987,-0.18163,0.963427,-0.139209,-0.142326,0.978099,-330.9,0.105461,-0.311289
607,ENST00000598586.1,-0.389056,-0.403225,0.964861,-0.240111,-0.240806,0.997116,-189,0.115607,-0.272727
608,ENST00000627542.2,-0.332479,-0.348699,0.953484,-0.21777,-0.224235,0.971171,-212.2,0.104137,-0.302279
609,ENST00000626574.2,-0.185852,-0.200842,0.925367,-0.150797,-0.151355,0.996313,-273.4,0.115124,-0.30823
610,ENST00000596028.5,-0.202487,-0.214829,0.94255,-0.175334,-0.17066,1.027386,-260.7,0.115839,-0.307792
611,ENST00000452431.5,-0.133279,-0.143951,0.925865,-0.128455,-0.128364,1.000711,-329.8,0.104778,-0.276214
612,ENST00000629374.2,-0.357344,-0.367097,0.973432,-0.244434,-0.241719,1.011232,-200.8,0.105185,-0.297041
613,ENST00000423402.5,-0.4016,-0.415082,0.967519,-0.308017,-0.308296,0.999096,-153.7,0.108696,-0.277939
614,ENST00000629188.2,-0.270051,-0.275365,0.980701,-0.213912,-0.208379,1.026548,-205.6,0.112216,-0.291631
615,ENST00000434781.5,-0.328075,-0.355425,0.923051,-0.241886,-0.245515,0.985221,-173.3,0.108156,-0.306726
616,ENST00000626162.2,-0.281463,-0.296195,0.950262,-0.209136,-0.213755,0.978393,-208.9,0.113669,-0.300144
617,ENST00000654878.1,-0.030987,-0.034903,0.887801,-0.051825,-0.050001,1.036478,-704.07,0.103877,-0.264887
618,ENST00000659586.1,-0.068469,-0.079841,0.857565,-0.099692,-0.100172,0.995209,-388.9,0.105422,-0.292626
619,ENST00000457770.6,-0.072405,-0.07992,0.905962,-0.109635,-0.106902,1.025566,-384.9,0.10829,-0.287239
620,ENST00000612876.4,-0.497254,-0.506438,0.981865,-0.349216,-0.341686,1.022038,-107.2,0.132212,-0.257074
621,ENST00000666075.1,-0.018806,-0.021848,0.860752,-0.022327,-0.022867,0.976404,-1248.7,0.112106,-0.319524
622,ENST00000668711.1,-0.026812,-0.033204,0.80748,-0.029067,-0.030215,0.962007,-1052.2,0.113482,-0.325255
623,ENST00000625955.3,-0.028272,-0.033401,0.846446,-0.032261,-0.033676,0.957975,-854.5,0.116398,-0.31266
624,ENST00000653596.1,-0.024758,-0.030675,0.807098,-0.028335,-0.029846,0.949392,-1049.1,0.110172,-0.316566
625,ENST00000660903.1,-0.023647,-0.030484,0.775742,-0.027628,-0.028851,0.957611,-1072,0.110536,-0.326332
626,ENST00000669583.1,-0.021998,-0.029356,0.74937,-0.027487,-0.028611,0.960694,-1061.7,0.110667,-0.326275
627,ENST00000659941.1,-0.025415,-0.033,0.770138,-0.026405,-0.028088,0.940058,-1100.5,0.109867,-0.33298
628,ENST00000653606.1,-0.016044,-0.022932,0.69965,-0.020696,-0.022503,0.919692,-1255.3,0.112597,-0.335642
629,ENST00000661703.1,-0.027525,-0.034673,0.79385,-0.0315,-0.032431,0.971287,-864.1,0.11236,-0.31308
630,ENST00000655058.1,-0.024628,-0.033729,0.73018,-0.03368,-0.035258,0.955253,-871.5,0.113425,-0.323978
631,ENST00000366234.7,-0.151568,-0.163851,0.925035,-0.143918,-0.143447,1.003282,-285.3,0.125708,-0.322738
632,ENST00000625518.2,-0.137531,-0.140498,0.97888,-0.145243,-0.144092,1.007988,-263,0.118192,-0.304398
633,ENST00000458686.5,-0.110682,-0.118936,0.930596,-0.107998,-0.111475,0.968814,-296.8,0.1158,-0.29098
634,ENST00000432604.5,-0.392101,-0.393413,0.996665,-0.310061,-0.304901,1.016922,-155.5,0.114437,-0.273286
635,ENST00000657164.1,-0.072197,-0.07665,0.941913,-0.058505,-0.057598,1.015759,-613.1,0.104335,-0.308866
636,ENST00000670786.1,-0.031527,-0.038799,0.812575,-0.047066,-0.046753,1.006694,-733.9,0.109269,-0.3119
637,ENST00000603347.5,-0.238443,-0.2428,0.982055,-0.226952,-0.223456,1.015643,-212.9,0.121538,-0.327035
638,ENST00000604346.5,-0.21979,-0.22577,0.973514,-0.180307,-0.173648,1.038349,-232.7,0.122449,-0.316168
639,ENST00000413791.5,-0.227443,-0.23767,0.956968,-0.206173,-0.204425,1.008552,-216.6,0.114555,-0.291521
640,ENST00000416506.5,-0.336848,-0.336197,1.001936,-0.350826,-0.342191,1.025234,-163.9,0.114603,-0.302399
641,ENST00000664958.1,-0.031227,-0.035094,0.889812,-0.045149,-0.045995,0.981614,-648.9,0.109901,-0.307244
642,ENST00000666167.1,-0.018916,-0.024206,0.781467,-0.029495,-0.030263,0.974626,-968.2,0.108982,-0.303987
643,ENST00000653289.1,-0.036634,-0.040376,0.90731,-0.050654,-0.049956,1.013969,-687.1,0.108503,-0.304161
644,ENST00000659531.1,-0.034364,-0.038327,0.896594,-0.049153,-0.049028,1.002536,-716.3,0.108584,-0.307293
645,ENST00000653811.1,-0.027658,-0.033369,0.828845,-0.049275,-0.049807,0.989316,-725.2,0.105334,-0.32491
646,ENST00000654716.1,-0.013007,-0.022981,0.56598,-0.039693,-0.040816,0.972494,-808.9,0.109264,-0.320103
647,ENST00000439670.6,-0.017787,-0.025166,0.706767,-0.049178,-0.049513,0.993233,-715,0.109683,-0.327982
648,ENST00000667952.1,-0.03517,-0.044324,0.793474,-0.05098,-0.05251,0.970857,-662.4,0.10189,-0.305253
649,ENST00000609543.6,-0.067626,-0.074702,0.905282,-0.076456,-0.075248,1.016053,-486.5,0.108059,-0.296827
650,ENST00000668191.1,-0.037173,-0.04591,0.809692,-0.052355,-0.053312,0.982056,-649.2,0.101955,-0.302094
651,ENST00000626558.3,-0.030053,-0.04115,0.730332,-0.049646,-0.050392,0.985199,-707,0.1098,-0.320635
652,ENST00000662224.1,-0.051521,-0.062305,0.826912,-0.059345,-0.060796,0.976122,-518.4,0.110638,-0.314945
653,ENST00000664754.1,-0.016401,-0.026653,0.615336,-0.034661,-0.036083,0.960594,-914.3,0.106889,-0.324565
654,ENST00000662103.1,-0.024776,-0.034376,0.720749,-0.042183,-0.043467,0.97045,-782.3,0.106531,-0.319176
655,ENST00000629943.3,-0.018095,-0.024182,0.748303,-0.03028,-0.031594,0.958392,-982.7,0.107121,-0.298966
656,ENST00000625788.3,-0.086766,-0.091557,0.947672,-0.099778,-0.098097,1.017134,-390.9,0.104183,-0.308281
657,ENST00000442040.5,-0.085491,-0.099205,0.861765,-0.10774,-0.106796,1.008843,-324,0.106306,-0.291629
658,ENST00000627155.2,-0.287758,-0.296959,0.969016,-0.245833,-0.244559,1.00521,-192.9,0.119869,-0.316229
659,ENST00000614826.4,-0.260181,-0.270041,0.963485,-0.224791,-0.221768,1.013631,-190.6,0.118421,-0.312972
660,ENST00000601396.5,-0.279496,-0.295928,0.944474,-0.247246,-0.252349,0.979779,-205.9,0.10177,-0.30324
661,ENST00000602091.1,-0.100098,-0.099577,1.005227,-0.122599,-0.116856,1.049143,-306.7,0.11691,-0.319812
662,ENST00000662425.1,-0.194986,-0.216011,0.902667,-0.183441,-0.185331,0.989801,-207.2,0.108757,-0.292243
663,ENST00000596573.5,-0.226783,-0.230288,0.984779,-0.197001,-0.192654,1.022562,-220.4,0.117723,-0.284755
664,ENST00000594548.5,-0.208679,-0.213268,0.978483,-0.223476,-0.221573,1.008585,-185.5,0.11288,-0.268064
665,ENST00000600002.5,-0.112124,-0.112997,0.992271,-0.15657,-0.153596,1.019364,-267.7,0.113953,-0.310918
666,ENST00000601395.1,-0.27921,-0.285553,0.977788,-0.237941,-0.236422,1.006424,-178.7,0.117455,-0.291042
667,ENST00000437456.5,-0.313898,-0.331746,0.946201,-0.269385,-0.277483,0.970816,-169,0.120275,-0.28988
668,ENST00000415060.6,-0.393392,-0.410286,0.958824,-0.365584,-0.367173,0.995671,-140.3,0.114625,-0.276726
669,ENST00000628102.2,-0.226532,-0.233435,0.970427,-0.261126,-0.25862,1.009688,-240.9,0.11042,-0.374068
670,ENST00000630206.2,-0.320876,-0.325643,0.985362,-0.247542,-0.240649,1.028643,-165.8,0.110063,-0.260283
671,ENST00000625257.2,-0.288724,-0.305764,0.944272,-0.225831,-0.22698,0.994938,-180.1,0.11592,-0.277932
672,ENST00000596665.5,-0.22828,-0.24075,0.948206,-0.176151,-0.176626,0.99731,-222.7,0.110138,-0.278375
673,ENST00000439892.6,-0.14059,-0.143653,0.978684,-0.116594,-0.113514,1.027133,-241.1,0.122517,-0.265821
674,ENST00000609075.5,-0.46189,-0.478233,0.965827,-0.305028,-0.309898,0.984284,-147.1,0.115607,-0.282885
675,ENST00000628757.2,-0.296204,-0.324154,0.913775,-0.248889,-0.257217,0.967625,-184,0.115756,-0.295345
676,ENST00000610168.1,-0.686839,-0.719944,0.954017,-0.506781,-0.514443,0.985106,-108.6,0.115385,-0.297534
677,ENST00000424748.1,-0.233922,-0.2357,0.992459,-0.192117,-0.184938,1.038818,-257.8,0.111111,-0.325095
678,ENST00000457870.5,-0.490585,-0.495837,0.989407,-0.393816,-0.383448,1.027039,-159,0.11,-0.317365
679,ENST00000442326.1,-0.288678,-0.301138,0.958621,-0.205097,-0.203903,1.005854,-212.3,0.118441,-0.317814
680,ENST00000499346.7,-0.024002,-0.031555,0.760629,-0.032212,-0.033883,0.95068,-911.1,0.109687,-0.343293
681,ENST00000501652.5,-0.052078,-0.068004,0.76581,-0.057507,-0.060301,0.953665,-494.9,0.1125,-0.309119
682,ENST00000501173.6,-0.143376,-0.164515,0.871505,-0.110488,-0.119458,0.924908,-344.7,0.114979,-0.363224
683,ENST00000514573.5,-0.242076,-0.274017,0.883434,-0.215059,-0.223885,0.960581,-211.09,0.123355,-0.346617
684,ENST00000508353.5,-0.505667,-0.510634,0.990273,-0.390253,-0.384507,1.014944,-131.8,0.086242,-0.270082
685,ENST00000606855.1,-0.823393,-0.818824,1.00558,-0.574847,-0.565045,1.017348,-77.9,0.144201,-0.243438
686,ENST00000512185.1,-0.49245,-0.484051,1.017351,-0.366068,-0.354773,1.031837,-109.9,0.125,-0.232347
687,ENST00000508878.5,-0.145892,-0.156884,0.929933,-0.142633,-0.140433,1.015668,-274.2,0.103413,-0.283264
688,ENST00000660408.1,-0.120834,-0.136243,0.886901,-0.091641,-0.095796,0.95662,-394.49,0.102009,-0.304625
689,ENST00000657475.1,-0.274487,-0.283889,0.966881,-0.236069,-0.234488,1.006744,-188.1,0.123308,-0.282432
690,ENST00000665302.1,-0.03277,-0.033924,0.966006,-0.041454,-0.040766,1.016874,-847.1,0.102471,-0.279018
691,ENST00000661552.1,-0.348034,-0.36987,0.940964,-0.303582,-0.298158,1.018192,-157.2,0.108007,-0.290335
692,ENST00000665599.1,-0.057069,-0.05991,0.952583,-0.052629,-0.053253,0.988275,-410.4,0.117794,-0.256982
693,ENST00000657683.1,-0.013023,-0.0188,0.692699,-0.033283,-0.032698,1.017918,-828.1,0.108382,-0.254174
694,ENST00000656154.1,-0.01427,-0.017663,0.807898,-0.022806,-0.02342,0.973779,-1521.79,0.102538,-0.262649
695,ENST00000663976.1,-0.012633,-0.015575,0.811111,-0.025766,-0.026781,0.962115,-1221,0.105935,-0.273399
696,ENST00000442839.5,-0.544626,-0.533012,1.021789,-0.404155,-0.384194,1.051955,-107.4,0.102204,-0.2148
