,mirna,mirna_id,Seqname,0_x,1_x,2_x,3_x,4_x,0_y,1_y,2_y,3_y,4_y,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,0_x,1_x,2_x,3_x,4_x,5_y,6_y,0_y,1_y,2_y,3_y,4_y,5_x,6_x,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,0_x,1_x,2_x,3_x,4_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_x,0,1,2,3,4,5,6,7_y
824,gma-miR4361,825,gma-miR4361,0.9546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.625,0.375,0.045255,0.050773,0.026541,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.2,0.0,0.0,0.15,0.347826,0.130435,0.26087,0.26087,0.090909,0.272727,0.181818,0.0,0.136364,0.090909,0.217391,0.26087,0.434783,0.782609,0.956522,0.521739,0.521739,0.565217,0.565217,0.826087,0.130435,0.173913,0.304348,0.391304,0.73913,0.043478,0.086957,0.478261,0.652174,1.0,-17.856745,18.622156,-18.254684,29.595757,59.246544,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,26.118641,-14.533689,34.28883,69.245857,-6.822285,16.81488,21.385008,19.152128,27.20332,59.444046,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,33.711967,-29.402267,-20.282415,-19.139719,-15.124404,28.214214,-28.197182,-21.867874,-15.698732,24.737848,-9.280594,-16.213028,-10.498036,25.572838,-11.655176,-16.740694,-9.911789,-5.898268,74.020752,-6.955015,-3.817989,-8.016993,-14.449222,24.012897,-11.634482,-11.084935,36.862343,-9.33116,-5.322375,0.229107,0.229185,0.999659,-208.814668,-208.997347,0.999126,0.0,0.0,0.0,0.0,0.0,0.01586,0.345011,0.04597,0.031113,0.031113,0.031113,0.031113,0.031113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,ath-miR773a,826,ath-miR773a,0.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.083844,-1.0,21.0,0.0,0.0,0.0,0.0,0.179367,0.179367,0.0,0.0,0.23095,0.0,0.0,0.0,0.0,0.179367,0.0,0.0,0.0,0.0,0.0,0.23095,0.0,0.0,0.0,0.0,0.05,0.55,0.15,0.25,0.0,0.052632,0.052632,0.157895,0.315789,0.105263,0.5,0.0,0.0,0.5,0.5,0.05,0.15,0.65,0.75,1.0,0.2,0.2,0.55,0.55,0.85,0.25,0.25,0.4,0.6,0.95,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,34.092762,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,38.038784,-13.040855,-4.047346,81.795662,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,28.47933,32.494644,-13.452455,67.040916,120.989273,31.920317,-16.92882,-9.280594,31.406021,37.121014,-16.09383,35.963875,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,77.584328,35.984566,36.534115,-4.804327,-9.33116,-5.322375,0.248979,0.249409,0.998277,-250.006445,-249.607809,1.001597,0.0,0.0,0.0,0.0,0.0,0.012228,0.339146,0.036056,0.022898,0.022898,0.022898,0.022898,0.022898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,mtr-miR398b,827,mtr-miR398b,0.6153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619048,0.571429,0.571429,0.714286,0.04213,0.024765,0.043453,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204782,0.0,0.0,0.159044,0.0,0.159044,0.159044,0.0,0.159044,0.0,0.0,0.05,0.35,0.25,0.35,0.0,0.052632,0.052632,0.315789,0.263158,0.105263,0.5,0.0,0.0,0.5,0.5,0.05,0.15,0.3,0.4,1.0,0.1,0.1,0.2,0.6,0.75,0.35,0.45,0.8,0.85,0.95,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,30.601196,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,34.877274,-8.972471,-9.552787,32.050667,31.597492,38.038784,-13.040855,-4.047346,-13.442435,38.032455,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,76.098381,-15.124404,-13.452455,-28.197182,-21.867874,31.920317,30.690229,38.338455,31.406021,-10.498036,-16.09383,35.963875,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,43.80106,-8.016993,33.169827,-17.65377,35.984566,-11.084935,-4.804327,38.287888,89.915726,0.249614,0.24962,0.999976,-249.337238,-249.524975,0.999248,0.0,0.0,0.0,0.0,0.0,0.016811,0.305302,0.055064,0.033119,0.033119,0.033119,0.033119,0.033119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,gma-miR9755,828,gma-miR9755,1.0137,1.0,0.323515,1.0,0.104662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380952,0.0,0.714286,0.428571,0.431614,0.391276,0.311889,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240352,0.0,0.0,0.0,0.0,0.0,0.0,0.240352,0.0,0.0,0.240352,0.278943,0.0,0.0,0.0,0.0,0.25,0.35,0.15,0.25,0.105263,0.157895,0.157895,0.052632,0.263158,0.0,0.15,0.15,0.35,0.55,0.9,0.05,0.2,0.7,0.75,0.95,0.1,0.1,0.4,0.4,0.45,0.25,0.25,0.3,0.85,1.0,-17.856745,-23.044512,-18.254684,35.548138,-24.08679,30.601196,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,79.690071,-14.533689,-7.377837,33.531567,-6.822285,22.767262,-20.28166,25.104509,-14.463349,23.729757,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,18.216782,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,73.370224,31.920317,30.690229,-9.280594,31.406021,37.121014,-16.09383,35.963875,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,29.965279,-11.634482,36.534115,-4.804327,-9.33116,-5.322375,0.249033,0.249512,0.998083,-249.957682,-249.598152,1.00144,0.0,0.0,0.0,0.0,0.0,0.012115,0.331227,0.036576,0.02143,0.02143,0.02143,0.02143,0.02143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,ath-miR2934-3p,829,ath-miR2934-3p,0.951,1.0,0.323515,1.0,0.104662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380952,0.285714,0.428571,0.428571,0.031442,0.079525,0.092204,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.25,0.15,0.105263,0.157895,0.105263,0.263158,0.052632,0.0,0.1,0.3,0.35,0.85,1.0,0.15,0.5,0.6,0.65,0.8,0.4,0.4,0.45,0.75,0.9,0.05,0.05,0.2,0.2,0.25,29.762304,24.574537,-18.254684,-12.070912,23.532259,30.601196,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,32.071022,-14.533689,-7.377837,-14.087481,-6.822285,22.767262,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,34.877274,-8.972471,38.066261,32.050667,31.597492,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,34.78693,-12.372184,-7.954699,-29.402267,-20.282415,76.098381,-15.124404,-13.452455,19.421867,25.751175,-15.698732,-16.92882,-9.280594,-16.213028,37.121014,31.525219,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,36.534115,-4.804327,-9.33116,-5.322375,0.249445,0.24988,0.998262,-249.685799,-249.219108,1.001873,0.0,0.0,0.0,0.0,0.0,0.020281,0.304415,0.066622,0.020281,0.020281,0.020281,0.020281,0.020281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,mtr-miR5747,830,mtr-miR5747,0.8438,0.0,0.0,1.0,0.101716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208333,0.25,0.125,0.25,0.01753,0.020212,0.014267,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155884,0.220581,0.155884,0.155884,0.0,0.155884,0.0,0.0,0.155884,0.0,0.0,0.0,0.0,0.0,0.565217,0.217391,0.043478,0.173913,0.318182,0.090909,0.272727,0.0,0.090909,0.0,0.043478,0.130435,0.304348,0.73913,0.956522,0.347826,0.347826,0.478261,0.782609,1.0,0.217391,0.0,0.0,0.217391,0.217391,0.434783,0.434783,0.521739,0.695652,0.913043,65.476593,18.622156,23.411983,29.595757,17.579878,-17.017853,-13.021697,-13.526288,112.097229,-21.412273,21.523499,-15.548026,68.799644,-7.377837,27.579185,-6.822285,16.81488,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,29.142902,-12.832119,-12.372184,75.378639,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,24.737848,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,108.259308,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,30.032185,-11.084935,-4.804327,-9.33116,-5.322375,0.228854,0.229865,0.995599,-209.30087,-208.139805,1.005578,0.0,0.0,0.0,0.0,0.0,0.002991,0.391642,0.007637,0.005096,0.005281,0.005467,0.005652,0.005837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,gma-miR169s-3p,831,gma-miR169s-3p,0.8875,0.0,0.0,1.0,0.107885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52381,0.571429,0.428571,0.571429,0.025667,0.023689,0.049054,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.0,0.0,0.2,0.3,0.3,0.2,0.105263,0.052632,0.052632,0.157895,0.157895,0.210526,0.25,0.25,0.3,0.45,0.5,0.4,0.55,0.65,0.7,0.95,0.1,0.15,0.35,0.8,1.0,0.05,0.05,0.2,0.6,0.9,-17.856745,24.574537,29.364365,-12.070912,-24.08679,-17.017853,34.597351,-13.526288,-12.902768,-21.412273,-20.143169,32.071022,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,86.265625,38.066261,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,34.176613,-9.586593,35.095284,-12.832119,-12.372184,-7.954699,-29.402267,27.336634,-19.139719,32.494644,-13.452455,19.421867,25.751175,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,31.525219,-11.655176,-16.740694,-9.911789,-5.898268,38.306465,-6.955015,-3.817989,-8.016993,33.169827,29.965279,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249541,0.249728,0.999248,-249.542404,-249.169751,1.001496,0.0,0.0,0.0,0.0,0.0,0.03797,0.299196,0.126908,0.03797,0.03797,0.03797,0.03797,0.03797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,gma-miR4352a,832,gma-miR4352a,0.7646,0.0,0.0,1.0,0.101716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.070119,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.136364,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.136364,0.136364,0.0,0.0,0.181818,0.304348,0.26087,0.217391,0.217391,0.227273,0.136364,0.227273,0.045455,0.136364,0.090909,0.043478,0.304348,0.521739,0.608696,0.869565,0.086957,0.130435,0.173913,0.26087,0.695652,0.347826,0.347826,0.391304,0.956522,1.0,0.217391,0.217391,0.478261,0.782609,0.913043,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,24.648815,-13.021697,-13.526288,28.763901,-21.412273,21.523499,-15.548026,27.13298,75.955498,27.579185,-6.822285,-24.851788,-20.28166,-22.51454,68.869987,17.777376,-12.393785,28.924894,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,28.834549,-12.372184,75.378639,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,19.798794,25.967936,-16.92882,-9.280594,25.45364,-10.498036,-16.09383,-11.655176,24.925974,-9.911789,35.768398,32.354084,-6.955015,-3.817989,75.316345,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.229411,0.229732,0.998605,-208.480237,-208.379928,1.000481,0.0,0.0,0.0,0.0,0.0,0.026785,0.35815,0.074786,0.040096,0.040096,0.040096,0.040096,0.040096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,mtr-miR172b,833,mtr-miR172b,1.2435,0.0,0.0,4.0,0.431541,12.0,0.571429,-1.0,0.0,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,0.3333333028628657,5.316224970247387e-09,5.316224970247387e-09,0.3333333028628657,0.3333333038984448,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,5.316224970247387e-09,0.3775,0.377002,1.001321,-578.109342,-578.48858,0.999344,0.0,0.380952,0.285714,0.142857,0.714286,0.340559,0.293533,0.385918,-1.0,21.0,9.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179367,0.179367,0.0,0.23095,0.23095,0.0,0.0,0.0,0.179367,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.25,0.15,0.210526,0.210526,0.052632,0.210526,0.157895,0.105263,0.05,0.15,0.2,0.5,1.0,0.25,0.35,0.4,0.55,0.85,0.1,0.1,0.45,0.75,0.9,0.3,0.3,0.8,0.8,0.95,-17.856745,-23.044512,29.364365,-12.070912,23.532259,-17.017853,-13.021697,-13.526288,-12.902768,73.825821,-20.143169,32.071022,-14.533689,-7.377837,-14.087481,-6.822285,22.767262,-20.28166,72.723557,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,65.835831,-20.282415,-19.139719,80.113693,-13.452455,19.421867,-21.867874,-15.698732,-16.92882,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,29.965279,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249392,0.24945,0.999769,-249.731671,-249.516515,1.000862,0.3,6.491377,1.1,530.7042,1.917796,0.030981,0.306362,0.101125,0.030981,0.030981,0.030981,0.030981,0.030981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,gma-miR4357,834,gma-miR4357,0.9789,0.0,0.0,1.0,0.101716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458333,0.5,0.5,0.375,0.010713,0.010198,0.026541,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.136364,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.136364,0.136364,0.136364,0.0,0.0,0.173913,0.347826,0.304348,0.173913,0.136364,0.090909,0.136364,0.363636,0.090909,0.090909,0.086957,0.086957,0.478261,0.695652,1.0,0.173913,0.304348,0.521739,0.652174,0.913043,0.130435,0.26087,0.434783,0.608696,0.826087,0.043478,0.043478,0.217391,0.73913,0.956522,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,28.64497,-13.526288,-12.902768,-21.412273,21.523499,-15.548026,-14.533689,34.28883,-14.087481,-6.822285,-24.851788,-20.28166,19.152128,-14.463349,-23.889292,-12.393785,28.924894,-8.972471,32.11388,67.764954,25.645111,32.086403,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,33.711967,12.2644,-20.282415,64.193619,-15.124404,-13.452455,13.469486,-21.867874,25.967936,24.737848,32.386074,-16.213028,-10.498036,-16.09383,30.011492,24.925974,-9.911789,-5.898268,32.354084,34.711655,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.229555,0.229792,0.998967,-208.362617,-208.412116,0.999762,0.0,0.0,0.0,0.0,0.0,0.039985,0.341203,0.117187,0.039985,0.039985,0.039985,0.039985,0.039985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,gma-miR1519,835,gma-miR1519,0.4938,1.0,0.318929,1.0,0.104846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727,0.409091,0.136364,0.272727,0.053738,0.073832,0.058476,-1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.380952,0.333333,0.190476,0.095238,0.2,0.1,0.1,0.25,0.05,0.05,0.095238,0.142857,0.571429,0.666667,0.952381,0.047619,0.238095,0.380952,0.714286,1.0,0.190476,0.190476,0.285714,0.428571,0.809524,0.47619,0.0,0.47619,0.904762,0.904762,73.052345,22.410032,27.19986,-12.070912,-24.08679,-17.017853,77.88739,-13.526288,32.551777,-21.412273,25.311375,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,29.886162,29.432987,35.874279,32.413689,-4.047346,-13.442435,-9.586593,32.930779,32.622425,-12.372184,-7.954699,-29.402267,-20.282415,26.314825,30.330139,-13.452455,17.257362,-21.867874,-15.698732,28.525724,-9.280594,-16.213028,-10.498036,29.360714,-11.655176,28.71385,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.241964,0.242961,0.995898,-234.599044,-233.510385,1.004662,0.0,0.0,0.0,0.0,0.0,0.026793,0.331483,0.080828,0.026793,0.026793,0.026793,0.026793,0.026793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,ath-miR855,836,ath-miR855,0.7861,1.0,0.318929,1.0,0.101716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.272727,0.545455,0.272727,0.08182,0.063959,0.029292,-1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.571429,0.047619,0.285714,0.095238,0.05,0.3,0.05,0.0,0.05,0.1,0.047619,0.238095,0.52381,0.761905,1.0,0.47619,0.0,0.0,0.47619,0.47619,0.095238,0.380952,0.619048,0.666667,0.952381,0.142857,0.0,0.142857,0.428571,0.428571,163.961426,113.319122,-18.254684,-12.070912,-24.08679,73.891235,-13.021697,77.382797,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,66.057297,-20.28166,-22.51454,-14.463349,67.019798,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,32.413689,-4.047346,32.012108,-9.586593,32.930779,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,29.360714,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,37.437553,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.255222,0.256305,0.995775,-235.290553,-234.594371,1.002968,0.0,0.0,0.0,0.0,0.0,0.048004,0.2991,0.160493,0.048004,0.048004,0.048004,0.048004,0.048004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,ath-miR156a-3p,837,ath-miR156a-3p,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.409091,0.545455,0.545455,0.031808,0.067298,0.051783,-1.0,22.0,0.0,0.0,0.0,0.0,0.159044,0.204782,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.0,0.0,0.095238,0.380952,0.190476,0.333333,0.0,0.1,0.15,0.15,0.45,0.1,0.238095,0.0,0.238095,0.952381,0.952381,0.142857,0.333333,0.571429,0.666667,0.857143,0.047619,0.047619,0.380952,0.809524,1.0,0.095238,0.190476,0.428571,0.52381,0.904762,-17.856745,-23.044512,-18.254684,-12.070912,21.367754,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,31.367062,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,35.874279,-13.040855,-4.047346,77.466652,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,26.314825,30.330139,-13.452455,-28.197182,23.58667,29.755812,73.98027,-9.280594,74.69606,-10.498036,-16.09383,33.79937,-16.740694,35.542755,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,76.459869,27.800774,79.274605,-11.084935,-4.804327,-9.33116,-5.322375,0.241482,0.242212,0.996986,-235.001313,-234.583268,1.001782,0.0,0.0,0.0,0.0,0.0,0.020806,0.341883,0.060858,0.023757,0.023757,0.023757,0.023757,0.023757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
