,Seqname,0,1,2,3,4,5,6,7
272,mtr-miR5225a,0.040893,0.299853,0.136377,0.040893,0.040893,0.040893,0.040893,0.040893
273,gma-miR319h,0.025505,0.28787,0.0886,0.028432,0.028432,0.028432,0.028432,0.028432
274,gma-miR9736,0.032277,0.275791,0.117034,0.032277,0.032612,0.032946,0.033281,0.033616
275,ath-miR8172,0.020532,0.292956,0.070086,0.020532,0.020532,0.020532,0.020532,0.020532
276,ath-miR4243,0.040077,0.317554,0.126205,0.040077,0.040077,0.040077,0.040077,0.040077
277,mtr-miR2616,0.057129,0.275206,0.207587,0.057129,0.057129,0.057129,0.057129,0.057129
278,mtr-miR5277,0.034178,0.327797,0.104265,0.034178,0.034178,0.034178,0.034178,0.034178
279,ath-miR166a-5p,0.036774,0.268977,0.136718,0.036774,0.036774,0.036774,0.036774,0.036774
280,mtr-miR2600a,0.012263,0.336982,0.036392,0.012263,0.012263,0.012263,0.012263,0.012263
281,mtr-miR5293,0.046854,0.29112,0.160945,0.046854,0.046854,0.046854,0.046854,0.046854
282,gma-miR1508b,0.040637,0.277604,0.146385,0.040637,0.040637,0.040637,0.040637,0.040637
283,mtr-miR2658,0.020581,0.301811,0.068193,0.023154,0.029422,0.035689,0.041957,0.048224
284,gma-miR399j,0.016937,0.297249,0.056981,0.029048,0.029048,0.029048,0.029048,0.029048
285,ath-miR822-3p,0.018267,0.308442,0.059222,0.024965,0.024965,0.024965,0.024965,0.024965
286,mtr-miR1510a-5p,0.004157,0.358306,0.011603,0.004157,0.004157,0.004157,0.004157,0.004157
287,mtr-miR1509a-5p,0.018089,0.302335,0.05983,0.036694,0.036694,0.036694,0.036694,0.036694
288,gma-miR5671b,0.015518,0.349183,0.044441,0.018236,0.020666,0.023096,0.025526,0.027956
289,mtr-miR171e-5p,0.03882,0.287602,0.134979,0.03882,0.03882,0.03882,0.03882,0.03882
290,mtr-miR171a,0.019243,0.308442,0.062388,0.022212,0.022212,0.022212,0.022212,0.022212
291,gma-miR396j,0.019695,0.300389,0.065565,0.019695,0.019695,0.019695,0.019695,0.019695
292,ath-miR822-5p,0.01791,0.28579,0.062668,0.034413,0.034413,0.034413,0.034413,0.034413
293,ath-miR5655,0.04457,0.285171,0.156294,0.04457,0.04457,0.04457,0.04457,0.04457
294,mtr-miR2641,0.016818,0.31703,0.053049,0.016818,0.019561,0.022303,0.025046,0.027789
295,gma-miR482c-5p,0.057508,0.289002,0.19899,0.057508,0.057508,0.057508,0.057508,0.057508
296,gma-miR5778,0.03535,0.328745,0.10753,0.03535,0.03535,0.03535,0.03535,0.03535
297,mtr-miR5276,0.014451,0.296033,0.048816,0.059971,0.059971,0.059971,0.059971,0.059971
298,mtr-miR2111c,0.012884,0.319767,0.040292,0.02004,0.02004,0.02004,0.02004,0.02004
299,gma-miR5774a,0.039911,0.278624,0.143243,0.039911,0.039911,0.039911,0.039911,0.039911
300,gma-miR4383,0.029115,0.350716,0.083015,0.044768,0.044768,0.044768,0.044768,0.044768
301,ath-miR5639-5p,0.022521,0.299196,0.075271,0.022521,0.022521,0.022521,0.022521,0.022521
302,mtr-miR396a-3p,0.017661,0.270438,0.065307,0.033333,0.033333,0.033333,0.033333,0.033333
303,gma-miR1520o,0.01797,0.367663,0.048876,0.028546,0.028546,0.028546,0.028546,0.028546
304,ath-miR399d,0.01706,0.297383,0.057367,0.02908,0.02908,0.02908,0.02908,0.02908
305,ath-miR5014a-3p,0.015748,0.315607,0.049898,0.018339,0.018339,0.018339,0.018339,0.018339
306,mtr-miR5037a,0.013603,0.318356,0.042729,0.04091,0.04091,0.04091,0.04091,0.04091
307,mtr-miR2592ae,0.018159,0.316142,0.057438,0.036709,0.036709,0.036709,0.036709,0.036709
308,gma-miR5780b,0.013624,0.342943,0.039725,0.016755,0.017693,0.018631,0.019568,0.020506
309,gma-miR5373,0.022456,0.32158,0.06983,0.022456,0.022456,0.022456,0.022456,0.022456
310,mtr-miR5265,0.033173,0.265486,0.124952,0.033173,0.033173,0.033173,0.033173,0.033173
311,mtr-miR5205c,0.025654,0.323771,0.079237,0.025654,0.031933,0.038211,0.044489,0.050767
312,gma-miR482e,0.030329,0.238005,0.12743,0.043276,0.043276,0.043276,0.043276,0.043276
313,gma-miR1510b-3p,0.01124,0.346579,0.03243,0.01124,0.01124,0.01124,0.01124,0.01124
314,ath-miR5659,0.03019,0.308028,0.098011,0.039825,0.039825,0.039825,0.039825,0.039825
315,mtr-miR5267a,0.023937,0.367797,0.065083,0.023937,0.023937,0.023937,0.023937,0.023937
316,mtr-miR2655b,0.014561,0.33512,0.04345,0.01859,0.01859,0.01859,0.01859,0.01859
317,gma-miR5036,0.018201,0.267554,0.068025,0.037955,0.037955,0.037955,0.037955,0.037955
318,ath-miR854a,0.041466,0.224733,0.184514,0.041466,0.041466,0.041466,0.041466,0.041466
319,ath-miR472-5p,0.035608,0.291143,0.122303,0.035608,0.035608,0.035608,0.035608,0.035608
320,mtr-miR2602a,0.030783,0.299196,0.102885,0.030783,0.030783,0.030783,0.030783,0.030783
321,gma-miR159b-3p,0.017261,0.272384,0.063369,0.031561,0.031561,0.031561,0.031561,0.031561
322,gma-miR4374c,0.023949,0.326665,0.073314,0.024528,0.024528,0.024528,0.024528,0.024528
323,ath-miR851-3p,0.032702,0.279951,0.116815,0.032702,0.032702,0.032702,0.032702,0.032702
324,ath-miR833a-3p,0.029221,0.327992,0.089091,0.029221,0.029221,0.029221,0.029221,0.029221
325,mtr-miR395k,0.012792,0.276276,0.046303,0.043149,0.043149,0.043149,0.043149,0.043149
326,gma-miR1507c-5p,0.022249,0.249331,0.089235,0.035355,0.035355,0.035355,0.035355,0.035355
327,gma-miR9728,0.028391,0.300657,0.094431,0.028391,0.028391,0.028391,0.028391,0.028391
328,ath-miR5662,0.044033,0.254428,0.173067,0.044033,0.044033,0.044033,0.044033,0.044033
329,ath-miR400,0.007572,0.313661,0.024142,0.024112,0.024112,0.024112,0.024112,0.024112
330,mtr-miR169a,0.03317,0.295437,0.112275,0.03317,0.03317,0.03317,0.03317,0.03317
331,mtr-miR396c,0.023232,0.289063,0.080371,0.023232,0.023232,0.023232,0.023232,0.023232
332,ath-miR396a-5p,0.022452,0.333307,0.067361,0.022452,0.022452,0.022452,0.022452,0.022452
333,ath-miR4240,0.022392,0.327468,0.068378,0.022392,0.022392,0.022392,0.022392,0.022392
334,mtr-miR2600b,0.024496,0.327663,0.074759,0.028549,0.028549,0.028549,0.028549,0.028549
335,gma-miR172b-5p,0.018578,0.309512,0.060024,0.018578,0.018578,0.018578,0.018578,0.018578
336,gma-miR5679,0.035943,0.299586,0.119977,0.035943,0.035943,0.035943,0.035943,0.035943
337,ath-miR159c,0.025527,0.287602,0.088757,0.028264,0.028264,0.028264,0.028264,0.028264
338,mtr-miR399a,0.015158,0.295303,0.051332,0.028633,0.028633,0.028633,0.028633,0.028633
339,gma-miR1510a-5p,0.035059,0.329392,0.106436,0.035059,0.035059,0.035059,0.035059,0.035059
340,gma-miR4374a,0.039824,0.301666,0.132014,0.039824,0.039824,0.039824,0.039824,0.039824
341,ath-miR832-5p,0.040368,0.272384,0.148202,0.040368,0.040368,0.040368,0.040368,0.040368
342,gma-miR169i-5p,0.055793,0.291617,0.191324,0.055793,0.055793,0.055793,0.055793,0.055793
343,gma-miR160b,0.044913,0.298939,0.150242,0.044913,0.044913,0.044913,0.044913,0.044913
344,mtr-miR5208d,0.020187,0.369208,0.054676,0.022068,0.022068,0.022068,0.022068,0.022068
345,gma-miR5783,0.041324,0.258576,0.159812,0.041324,0.041324,0.041324,0.041324,0.041324
346,gma-miR5038a,0.015721,0.310522,0.050627,0.041603,0.041603,0.041603,0.041603,0.041603
347,ath-miR404,0.066227,0.318818,0.207727,0.066227,0.066227,0.066227,0.066227,0.066227
348,mtr-miR5221,0.036147,0.291885,0.12384,0.036147,0.036147,0.036147,0.036147,0.036147
349,mtr-miR5286a,0.020866,0.308953,0.067537,0.044498,0.044498,0.044498,0.044498,0.044498
350,gma-miR156a,0.010014,0.261995,0.03822,0.048444,0.048444,0.048444,0.048444,0.048444
351,gma-miR10443,0.008486,0.374963,0.022632,0.014648,0.016184,0.017721,0.019257,0.020794
352,ath-miR406,0.022234,0.315741,0.070417,0.022234,0.022234,0.022234,0.022234,0.022234
353,gma-miR159e-5p,0.017061,0.302079,0.05648,0.024451,0.024451,0.024451,0.024451,0.024451
354,ath-miR870-3p,0.020131,0.323526,0.062222,0.025534,0.025534,0.025534,0.025534,0.025534
355,mtr-miR2586b,0.061948,0.286799,0.215997,0.061948,0.061948,0.061948,0.061948,0.061948
356,mtr-miR4414b,0.035601,0.27225,0.130765,0.035601,0.035601,0.035601,0.035601,0.035601
357,ath-miR4239,0.018307,0.337066,0.054312,0.018307,0.018307,0.018307,0.018307,0.018307
358,ath-miR403-3p,0.015408,0.327468,0.047051,0.015408,0.015408,0.015408,0.015408,0.015408
359,mtr-miR156g-5p,0.045135,0.279817,0.161301,0.045135,0.045135,0.045135,0.045135,0.045135
360,mtr-miR2614,0.058045,0.285266,0.203477,0.058045,0.058045,0.058045,0.058045,0.058045
361,gma-miR167a,0.030993,0.306629,0.101076,0.030993,0.030993,0.030993,0.030993,0.030993
362,gma-miR1511,0.013627,0.300266,0.045384,0.033184,0.033184,0.033184,0.033184,0.033184
363,mtr-miR5256,0.02269,0.311447,0.072853,0.02269,0.02269,0.02269,0.02269,0.02269
364,gma-miR4356,0.076419,0.335632,0.227688,0.076419,0.076419,0.076419,0.076419,0.076419
365,ath-miR160c-3p,0.0195,0.291277,0.066948,0.033809,0.033809,0.033809,0.033809,0.033809
366,gma-miR166p,0.021296,0.306373,0.069509,0.032352,0.032352,0.032352,0.032352,0.032352
367,gma-miR1507b,0.010976,0.344767,0.031837,0.010976,0.010976,0.010976,0.010976,0.010976
368,ath-miR8176,0.058241,0.233053,0.249904,0.058241,0.058241,0.058241,0.058241,0.058241
369,ath-miR159b-5p,0.023438,0.297116,0.078886,0.045294,0.045294,0.045294,0.045294,0.045294
370,mtr-miR397-3p,0.011533,0.34074,0.033847,0.011533,0.011533,0.011533,0.011533,0.011533
371,gma-miR169w,0.043986,0.297249,0.147975,0.043986,0.043986,0.043986,0.043986,0.043986
372,ath-miR5648-5p,0.023136,0.325996,0.070969,0.024011,0.024011,0.024011,0.024011,0.024011
373,mtr-miR2667a,0.024137,0.306239,0.078816,0.024137,0.024137,0.024137,0.024137,0.024137
374,gma-miR1527,0.001203,0.339865,0.003538,0.001203,0.001203,0.001203,0.001203,0.001203
375,ath-miR3932b-5p,0.01879,0.314548,0.059735,0.027002,0.027002,0.027002,0.027002,0.027002
376,ath-miR5017-3p,0.004335,0.341934,0.012677,0.004335,0.004335,0.004335,0.004335,0.004335
377,mtr-miR5219,0.028135,0.326531,0.086164,0.028135,0.028135,0.028135,0.028135,0.028135
378,mtr-miR2606c,0.009938,0.378503,0.026255,0.011155,0.011155,0.011155,0.011155,0.011155
379,gma-miR5768,0.014114,0.356203,0.039624,0.038638,0.038638,0.038638,0.038638,0.038638
380,ath-miR447a.2-3p,0.035017,0.302068,0.115925,0.035017,0.035017,0.035017,0.035017,0.035017
381,ath-miR839-5p,0.005694,0.35636,0.015979,0.005694,0.005694,0.005694,0.005694,0.005694
382,mtr-miR2659a,0.046407,0.27641,0.167893,0.046407,0.046407,0.046407,0.046407,0.046407
383,gma-miR171k-5p,0.03882,0.287602,0.134979,0.03882,0.03882,0.03882,0.03882,0.03882
384,gma-miR5375,0.036938,0.310912,0.118806,0.036938,0.036938,0.036938,0.036938,0.036938
385,ath-miR5020b,0.039364,0.266278,0.147832,0.039364,0.039364,0.039364,0.039364,0.039364
386,ath-miR5014b,0.011666,0.329147,0.035444,0.020479,0.020479,0.020479,0.020479,0.020479
387,gma-miR482b-3p,0.0002,0.38591,0.000518,0.000782,0.000782,0.000782,0.000782,0.000782
388,ath-miR829-3p.2,0.022366,0.311849,0.071722,0.022366,0.022366,0.022366,0.022366,0.022366
389,mtr-miR5210,0.021567,0.31051,0.069457,0.026068,0.026068,0.026068,0.026068,0.026068
390,gma-miR390b-3p,0.011839,0.33967,0.034853,0.018752,0.018752,0.018752,0.018752,0.018752
391,ath-miR4228-5p,0.039714,0.310655,0.127841,0.039714,0.039714,0.039714,0.039714,0.039714
392,gma-miR394a-3p,0.020963,0.305971,0.068512,0.020963,0.020963,0.020963,0.020963,0.020963
393,ath-miR2112-3p,0.009682,0.333307,0.029048,0.023958,0.023958,0.023958,0.023958,0.023958
394,mtr-miR2680a,0.023336,0.305971,0.076268,0.025574,0.025574,0.025574,0.025574,0.025574
395,mtr-miR5559-5p,0.020442,0.298794,0.068414,0.032954,0.032954,0.032954,0.032954,0.032954
396,gma-miR5030,0.01839,0.324184,0.056728,0.036856,0.036856,0.036856,0.036856,0.036856
397,ath-miR398b-3p,0.008107,0.314682,0.025763,0.035029,0.035029,0.035029,0.035029,0.035029
398,ath-miR158a-3p,0.019715,0.30562,0.064509,0.019715,0.019715,0.019715,0.019715,0.019715
399,mtr-miR2621,0.04315,0.294099,0.146721,0.04315,0.04315,0.04315,0.04315,0.04315
400,gma-miR393c-5p,0.026462,0.324585,0.081525,0.026462,0.026462,0.026462,0.026462,0.026462
401,gma-miR6299,0.011882,0.354001,0.033565,0.011882,0.011882,0.011882,0.011882,0.011882
402,ath-miR169b-5p,0.048201,0.286057,0.168501,0.048201,0.048201,0.048201,0.048201,0.048201
403,ath-miR5014a-5p,0.012381,0.338527,0.036573,0.01311,0.01311,0.01311,0.01311,0.01311
404,mtr-miR7696a-5p,0.003207,0.34596,0.009269,0.00639,0.00639,0.00639,0.00639,0.00639
405,ath-miR8171,0.030075,0.251545,0.119562,0.030075,0.030075,0.030075,0.030075,0.030075
406,ath-miR5633,0.011141,0.311849,0.035727,0.021485,0.021485,0.021485,0.021485,0.021485
407,mtr-miR156d-3p,0.012277,0.378465,0.032439,0.012277,0.012277,0.012277,0.012277,0.012277
408,mtr-miR319d-3p,0.025505,0.28787,0.0886,0.028432,0.028432,0.028432,0.028432,0.028432
409,gma-miR408a-3p,0.024762,0.326275,0.075892,0.024762,0.024762,0.024762,0.024762,0.024762
410,gma-miR530a,0.018068,0.317431,0.056919,0.018068,0.021941,0.025815,0.029689,0.033562
411,gma-miR5785,0.031453,0.33939,0.092676,0.031453,0.031453,0.031453,0.031453,0.031453
412,mtr-miR156e,0.029288,0.289197,0.101275,0.032918,0.032918,0.032918,0.032918,0.032918
413,mtr-miR2609a,0.024507,0.306362,0.079993,0.025897,0.025897,0.025897,0.025897,0.025897
414,gma-miR9763,0.010029,0.336982,0.029762,0.010029,0.010236,0.010443,0.01065,0.010857
415,gma-miR4365,0.017141,0.358417,0.047824,0.033521,0.033521,0.033521,0.033521,0.033521
416,ath-miR5649a,0.019022,0.31742,0.059927,0.019022,0.019022,0.019022,0.019022,0.019022
417,mtr-miR5205a,0.016846,0.294756,0.057152,0.016846,0.025417,0.033988,0.04256,0.051131
418,gma-miR4340,0.037308,0.29034,0.128496,0.037308,0.037308,0.037308,0.037308,0.037308
419,gma-miR4370,0.027259,0.350716,0.077722,0.027259,0.03261,0.037961,0.043313,0.048664
420,mtr-miR319a-3p,0.028804,0.270048,0.106662,0.029776,0.029776,0.029776,0.029776,0.029776
421,mtr-miR393b-3p,0.007536,0.323794,0.023273,0.025972,0.025972,0.025972,0.025972,0.025972
422,gma-miR4393b,0.038935,0.318199,0.122361,0.038935,0.038935,0.038935,0.038935,0.038935
423,ath-miR5025,0.013064,0.313661,0.041652,0.026343,0.026343,0.026343,0.026343,0.026343
424,mtr-miR319c-3p,0.026638,0.285924,0.093164,0.028404,0.028404,0.028404,0.028404,0.028404
425,mtr-miR5298d,0.057244,0.325098,0.176081,0.057244,0.057244,0.057244,0.057244,0.057244
426,ath-miR160a-3p,0.019236,0.283844,0.067769,0.037375,0.037375,0.037375,0.037375,0.037375
427,ath-miR829-5p,0.033432,0.317554,0.105278,0.033432,0.033432,0.033432,0.033432,0.033432
428,mtr-miR156h-3p,0.012203,0.348525,0.035013,0.012203,0.012203,0.012203,0.012203,0.012203
429,gma-miR169d,0.035488,0.310242,0.114388,0.035488,0.035488,0.035488,0.035488,0.035488
430,ath-miR853,0.017389,0.328478,0.052938,0.018328,0.021866,0.025404,0.028941,0.032479
431,ath-miR861-3p,0.024618,0.295036,0.083441,0.024618,0.024618,0.024618,0.024618,0.024618
432,mtr-miR5291a,0.091952,0.304744,0.301735,0.091952,0.091952,0.091952,0.091952,0.091952
433,mtr-miR2643b-5p,0.004889,0.354013,0.013811,0.00523,0.00523,0.00523,0.00523,0.00523
434,gma-miR10201,0.028242,0.312992,0.090232,0.028242,0.028242,0.028242,0.028242,0.028242
435,mtr-miR7700-5p,0.025084,0.255571,0.098149,0.037393,0.037393,0.037393,0.037393,0.037393
436,gma-miR4993,0.072145,0.221593,0.325573,0.072145,0.072145,0.072145,0.072145,0.072145
437,gma-miR2606a,0.020479,0.298577,0.068587,0.023255,0.023255,0.023255,0.023255,0.023255
438,ath-miR863-3p,0.007473,0.309902,0.024113,0.021989,0.021989,0.021989,0.021989,0.021989
439,mtr-miR5563-3p,0.027783,0.310388,0.08951,0.027783,0.027783,0.027783,0.027783,0.027783
440,gma-miR4348a-5p,0.020954,0.320158,0.065448,0.020954,0.021069,0.021183,0.021298,0.021413
441,ath-miR5636,0.062375,0.27641,0.225662,0.062375,0.062375,0.062375,0.062375,0.062375
442,ath-miR5652,0.045311,0.283576,0.159784,0.045311,0.045311,0.045311,0.045311,0.045311
443,gma-miR1524,0.016403,0.284111,0.057735,0.022964,0.022964,0.022964,0.022964,0.022964
444,mtr-miR408-5p,0.025288,0.279951,0.09033,0.025288,0.025288,0.025288,0.025288,0.025288
445,gma-miR4378a,0.034266,0.335097,0.102257,0.034266,0.034266,0.034266,0.034266,0.034266
446,ath-miR5646,0.03557,0.237749,0.149612,0.03557,0.03557,0.03557,0.03557,0.03557
447,mtr-miR160c,0.031425,0.312869,0.10044,0.031425,0.031425,0.031425,0.031425,0.031425
448,mtr-miR5287b,0.02651,0.325717,0.081388,0.02651,0.02876,0.031009,0.033259,0.035509
449,gma-miR4414a-3p,0.033508,0.270181,0.124022,0.033508,0.033508,0.033508,0.033508,0.033508
450,gma-miR4362,0.027852,0.313125,0.088948,0.027852,0.027852,0.027852,0.027852,0.027852
451,mtr-miR5233,0.041939,0.253758,0.165272,0.041939,0.041939,0.041939,0.041939,0.041939
452,mtr-miR5242,0.037547,0.302469,0.124136,0.037547,0.037547,0.037547,0.037547,0.037547
453,gma-miR482a-3p,0.005472,0.410094,0.013343,0.005472,0.005472,0.005472,0.005472,0.005472
454,gma-miR4405b,0.011177,0.377043,0.029644,0.015453,0.016227,0.017002,0.017776,0.01855
455,ath-miR420,0.017602,0.321362,0.054774,0.017602,0.017602,0.017602,0.017602,0.017602
456,mtr-miR5756,0.057606,0.288137,0.199927,0.057606,0.057606,0.057606,0.057606,0.057606
457,mtr-miR2593e,0.019179,0.376775,0.050903,0.019179,0.02129,0.023401,0.025512,0.027622
458,gma-miR10444,0.020714,0.33523,0.061789,0.020714,0.025307,0.029899,0.034492,0.039085
459,ath-miR831-5p,0.051859,0.272908,0.190023,0.051859,0.051859,0.051859,0.051859,0.051859
460,mtr-miR5225b,0.030384,0.313259,0.096995,0.030384,0.032452,0.03452,0.036588,0.038656
461,mtr-miR5212-3p,0.015519,0.312116,0.049723,0.035549,0.035549,0.035549,0.035549,0.035549
462,ath-miR447c-5p,0.017244,0.327468,0.052657,0.017244,0.017379,0.017513,0.017648,0.017783
463,ath-miR5638a,0.000543,0.36158,0.001501,0.000543,0.00055,0.000557,0.000564,0.00057
464,mtr-miR5284h,0.027242,0.308552,0.088288,0.063128,0.063128,0.063128,0.063128,0.063128
465,gma-miR166h-3p,0.02799,0.324195,0.086336,0.028196,0.028196,0.028196,0.028196,0.028196
466,ath-miR5628,0.037815,0.298309,0.126764,0.037815,0.037815,0.037815,0.037815,0.037815
467,mtr-miR5208a,0.02567,0.321033,0.07996,0.028316,0.028316,0.028316,0.028316,0.028316
468,gma-miR9752,0.011113,0.352418,0.031533,0.011113,0.011113,0.011113,0.011113,0.011113
469,gma-miR4413a,0.015849,0.284513,0.055706,0.018759,0.018759,0.018759,0.018759,0.018759
470,ath-miR845a,0.027796,0.308575,0.090079,0.027796,0.027796,0.027796,0.027796,0.027796
471,ath-miR859,0.032667,0.319767,0.10216,0.032667,0.032667,0.032667,0.032667,0.032667
472,mtr-miR5554a-3p,0.043088,0.337991,0.127482,0.043088,0.043088,0.043088,0.043088,0.043088
473,mtr-miR2199,0.02353,0.316142,0.074429,0.02353,0.02353,0.02353,0.02353,0.02353
474,gma-miR1509b,0.013029,0.313795,0.04152,0.028462,0.028462,0.028462,0.028462,0.028462
475,ath-miR8167a,0.043543,0.257907,0.168834,0.043543,0.043543,0.043543,0.043543,0.043543
476,mtr-miR2089-5p,0.00125,0.381482,0.003276,0.00125,0.00125,0.00125,0.00125,0.00125
477,mtr-miR2591,0.019952,0.326665,0.061078,0.04678,0.04678,0.04678,0.04678,0.04678
478,gma-miR391-5p,0.069877,0.29034,0.240672,0.069877,0.069877,0.069877,0.069877,0.069877
479,ath-miR169a-5p,0.03317,0.295437,0.112275,0.03317,0.03317,0.03317,0.03317,0.03317
480,mtr-miR5266,0.015054,0.230449,0.065326,0.040526,0.040526,0.040526,0.040526,0.040526
481,gma-miR168a,0.05584,0.26703,0.209114,0.05584,0.05584,0.05584,0.05584,0.05584
482,gma-miR171r,0.017842,0.327736,0.054441,0.017842,0.017842,0.017842,0.017842,0.017842
483,mtr-miR167a,0.030993,0.306629,0.101076,0.030993,0.030993,0.030993,0.030993,0.030993
484,gma-miR5032,0.006451,0.3463,0.018628,0.056061,0.056061,0.056061,0.056061,0.056061
485,gma-miR1512a-5p,0.009511,0.350243,0.027154,0.011976,0.011976,0.011976,0.011976,0.011976
486,gma-miR4375,0.020769,0.341738,0.060774,0.022786,0.022786,0.022786,0.022786,0.022786
487,gma-miR10435,0.022184,0.360096,0.061606,0.022184,0.025533,0.028882,0.032231,0.03558
488,ath-miR846-5p,0.01218,0.329281,0.036991,0.018694,0.018694,0.018694,0.018694,0.018694
489,gma-miR5761a,0.03938,0.302687,0.130103,0.03938,0.03938,0.03938,0.03938,0.03938
490,gma-miR1535b,0.031121,0.291361,0.106813,0.031121,0.031121,0.031121,0.031121,0.031121
491,ath-miR157a-5p,0.029288,0.289197,0.101275,0.032918,0.032918,0.032918,0.032918,0.032918
492,mtr-miR169d-5p,0.046687,0.283977,0.164405,0.046687,0.046687,0.046687,0.046687,0.046687
493,ath-miR829-3p.1,0.030095,0.354123,0.084984,0.030095,0.030095,0.030095,0.030095,0.030095
494,mtr-miR482-5p,0.031393,0.247518,0.126833,0.031393,0.031393,0.031393,0.031393,0.031393
495,gma-miR10447,0.031826,0.318697,0.099863,0.031826,0.034233,0.036639,0.039046,0.041453
496,gma-miR10438,0.030438,0.31675,0.096093,0.074237,0.074237,0.074237,0.074237,0.074237
497,ath-miR5638b,0.024033,0.278356,0.086338,0.051564,0.051564,0.051564,0.051564,0.051564
498,mtr-miR2601,0.051627,0.332236,0.155394,0.051627,0.051627,0.051627,0.051627,0.051627
499,mtr-miR2633,0.011829,0.331227,0.035714,0.023064,0.023064,0.023064,0.023064,0.023064
500,gma-miR408b-5p,0.050356,0.245449,0.205158,0.050356,0.050356,0.050356,0.050356,0.050356
501,gma-miR9741,0.017362,0.331204,0.052421,0.066518,0.066518,0.066518,0.066518,0.066518
502,ath-miR414,0.008501,0.354146,0.024004,0.008501,0.008501,0.008501,0.008501,0.008501
503,ath-miR781a,0.008982,0.3195,0.028112,0.02921,0.02921,0.02921,0.02921,0.02921
504,mtr-miR2656a,0.026074,0.27708,0.094102,0.026074,0.026074,0.026074,0.026074,0.026074
505,gma-miR4387a,0.061296,0.342931,0.178742,0.061296,0.061296,0.061296,0.061296,0.061296
506,gma-miR9743,0.017605,0.331338,0.053132,0.020847,0.030337,0.039827,0.049317,0.058806
507,mtr-miR2592bp-3p,0.028897,0.306897,0.094159,0.028897,0.028897,0.028897,0.028897,0.028897
508,mtr-miR7696c-3p,0.012676,0.315474,0.040181,0.02656,0.02656,0.02656,0.02656,0.02656
509,gma-miR9737,0.051839,0.316884,0.16359,0.051839,0.051839,0.051839,0.051839,0.051839
510,gma-miR159d,0.02922,0.310655,0.09406,0.02922,0.02922,0.02922,0.02922,0.02922
511,mtr-miR5559-3p,0.004795,0.34596,0.013859,0.004795,0.004795,0.004795,0.004795,0.004795
512,mtr-miR399s-5p,0.022163,0.284853,0.077804,0.022163,0.033367,0.044571,0.055775,0.066979
513,mtr-miR5257,0.017472,0.329147,0.053082,0.017472,0.017472,0.017472,0.017472,0.017472
514,ath-miR846-3p,0.01848,0.306094,0.060373,0.01848,0.01848,0.01848,0.01848,0.01848
515,mtr-miR4414a-5p,0.029285,0.301142,0.097245,0.029285,0.029285,0.029285,0.029285,0.029285
516,gma-miR9748,0.036635,0.263394,0.139088,0.036635,0.036635,0.036635,0.036635,0.036635
517,gma-miR10431,0.01361,0.361155,0.037683,0.020349,0.020349,0.020349,0.020349,0.020349
518,ath-miR827,0.013358,0.334768,0.039903,0.013358,0.013358,0.013358,0.013358,0.013358
519,mtr-miR395b,0.016093,0.283576,0.056749,0.05704,0.05704,0.05704,0.05704,0.05704
520,ath-miR5644,0.047404,0.246994,0.191925,0.047404,0.047404,0.047404,0.047404,0.047404
521,mtr-miR5556-5p,0.015154,0.331495,0.045713,0.023957,0.023957,0.023957,0.023957,0.023957
522,gma-miR4371a,0.024515,0.329392,0.074425,0.046546,0.046546,0.046546,0.046546,0.046546
523,gma-miR10441,0.020084,0.36377,0.05521,0.025778,0.025778,0.025778,0.025778,0.025778
524,mtr-miR2679a,0.012107,0.312468,0.038748,0.019833,0.024164,0.028496,0.032828,0.037159
525,gma-miR156b,0.013002,0.275925,0.047123,0.049786,0.049786,0.049786,0.049786,0.049786
526,mtr-miR172d-5p,0.015943,0.354257,0.045005,0.03246,0.03246,0.03246,0.03246,0.03246
527,gma-miR172h-5p,0.021772,0.314196,0.069295,0.021772,0.021772,0.021772,0.021772,0.021772
528,gma-miR9724b,0.008805,0.342687,0.025694,0.009515,0.009515,0.009515,0.009515,0.009515
529,ath-miR1886.2,0.025218,0.294768,0.085552,0.029556,0.029556,0.029556,0.029556,0.029556
530,mtr-miR5287a,0.024353,0.337177,0.072227,0.025345,0.026198,0.02705,0.027903,0.028756
531,gma-miR169i-3p,0.023435,0.324329,0.072257,0.023435,0.023435,0.023435,0.023435,0.023435
532,ath-miR165a-3p,0.028004,0.324462,0.086309,0.028182,0.028182,0.028182,0.028182,0.028182
533,mtr-miR399q,0.020072,0.297249,0.067524,0.025838,0.025838,0.025838,0.025838,0.025838
534,gma-miR5776,0.027208,0.276276,0.098482,0.027208,0.027208,0.027208,0.027208,0.027208
535,gma-miR530b,0.020866,0.333307,0.062604,0.020866,0.020866,0.020866,0.020866,0.020866
536,ath-miR866-3p,0.016105,0.307432,0.052387,0.016105,0.016105,0.016105,0.016105,0.016105
537,gma-miR169n-3p,0.034388,0.303222,0.113408,0.034388,0.034388,0.034388,0.034388,0.034388
538,ath-miR8180,0.047796,0.219926,0.217328,0.047796,0.047796,0.047796,0.047796,0.047796
539,gma-miR4414a-5p,0.04458,0.2854,0.156204,0.04458,0.04458,0.04458,0.04458,0.04458
540,gma-miR171o-5p,0.037629,0.306362,0.122827,0.037629,0.037629,0.037629,0.037629,0.037629
541,ath-miR5024-5p,0.034556,0.325912,0.106029,0.034556,0.034556,0.034556,0.034556,0.034556
