,Seqname,0,1,2,3,4,5,6
306,mtr-miR5037a,0.571429,0.714286,0.571429,0.428571,0.043453,0.088765,0.079276
307,mtr-miR2592ae,0.47619,0.428571,0.428571,0.571429,0.037321,0.061442,0.056697
308,gma-miR5780b,0.272727,0.136364,0.272727,0.409091,0.073832,0.058476,0.06903
309,gma-miR5373,0.333333,0.285714,0.714286,0.0,0.429847,0.384363,0.299418
310,mtr-miR5265,0.35,0.15,0.6,0.3,0.17724,0.145396,0.206744
311,mtr-miR5205c,0.416667,0.5,0.5,0.25,0.057066,0.043709,0.065511
312,gma-miR482e,0.52381,0.571429,0.428571,0.571429,0.025667,0.035799,0.013163
313,gma-miR1510b-3p,0.380952,0.0,0.714286,0.428571,0.431614,0.391276,0.311889
314,ath-miR5659,0.478261,0.391304,0.652174,0.391304,0.074961,0.104302,0.067864
315,mtr-miR5267a,0.458333,0.5,0.25,0.625,0.133719,0.130213,0.198971
316,mtr-miR2655b,0.380952,0.428571,0.571429,0.142857,0.149055,0.13522,0.082153
317,gma-miR5036,0.590909,0.681818,0.818182,0.272727,0.243466,0.251866,0.212019
318,ath-miR854a,0.571429,0.857143,0.142857,0.714286,0.456778,0.394147,0.330718
319,ath-miR472-5p,0.428571,0.571429,0.142857,0.571429,0.206569,0.224413,0.183642
320,mtr-miR2602a,0.52381,0.571429,0.571429,0.428571,0.013163,0.025667,0.023689
321,gma-miR159b-3p,0.52381,0.714286,0.571429,0.285714,0.126318,0.180401,0.174604
322,gma-miR4374c,0.545455,0.818182,0.409091,0.409091,0.143907,0.109957,0.082332
323,ath-miR851-3p,0.52381,0.571429,0.285714,0.714286,0.180401,0.174604,0.259045
324,ath-miR833a-3p,0.409091,0.545455,0.136364,0.545455,0.18702,0.202528,0.16733
325,mtr-miR395k,0.52381,0.571429,0.285714,0.714286,0.180401,0.174604,0.126318
326,gma-miR1507c-5p,0.47619,0.571429,0.285714,0.571429,0.093618,0.075032,0.049054
327,gma-miR9728,0.428571,0.285714,0.857143,0.142857,0.472202,0.494531,0.413545
328,ath-miR5662,0.5,0.45,0.75,0.3,0.168459,0.142486,0.100926
329,ath-miR400,0.285714,0.285714,0.285714,0.285714,0.000679,0.000679,0.000679
330,mtr-miR169a,0.571429,0.428571,0.714286,0.571429,0.079276,0.126318,0.180401
331,mtr-miR396c,0.380952,0.714286,0.428571,0.0,0.391276,0.468596,0.431614
332,ath-miR396a-5p,0.428571,0.571429,0.142857,0.571429,0.206569,0.224413,0.183642
333,ath-miR4240,0.428571,0.571429,0.285714,0.428571,0.056697,0.089792,0.149055
334,mtr-miR2600b,0.416667,0.5,0.375,0.375,0.010198,0.026541,0.017692
335,gma-miR172b-5p,0.4,0.3,0.75,0.15,0.322625,0.345472,0.461612
336,gma-miR5679,0.454545,0.272727,0.136364,0.954545,0.721964,0.631322,0.556523
337,ath-miR159c,0.47619,0.571429,0.571429,0.285714,0.073472,0.093618,0.109698
338,mtr-miR399a,0.52381,0.428571,0.571429,0.571429,0.035799,0.013163,0.01243
339,gma-miR1510a-5p,0.416667,0.25,0.375,0.625,0.145416,0.115632,0.128414
340,gma-miR4374a,0.5,0.681818,0.409091,0.409091,0.059166,0.109957,0.082332
341,ath-miR832-5p,0.52381,0.428571,0.571429,0.571429,0.035799,0.013163,0.01243
342,gma-miR169i-5p,0.695652,0.652174,0.782609,0.652174,0.021105,0.00794,0.002895
343,gma-miR160b,0.65,0.6,0.75,0.6,0.027713,0.0111,0.003336
344,mtr-miR5208d,0.291667,0.375,0.375,0.125,0.061104,0.04526,0.060569
345,gma-miR5783,0.772727,1.090909,0.272727,0.954545,0.617072,0.567789,0.460248
346,gma-miR5038a,0.47619,0.571429,0.571429,0.285714,0.073472,0.093618,0.075032
347,ath-miR404,0.625,0.5,0.75,0.625,0.061542,0.031399,0.06793
348,mtr-miR5221,0.409091,0.409091,0.545455,0.272727,0.055964,0.051783,0.028086
349,mtr-miR5286a,0.583333,0.75,0.25,0.75,0.277247,0.240149,0.190669
350,gma-miR156a,0.5,0.3,0.6,0.6,0.12281,0.080529,0.062355
351,gma-miR10443,0.333333,0.25,0.25,0.5,0.0842,0.068183,0.102458
352,ath-miR406,0.333333,0.428571,0.142857,0.428571,0.092204,0.102172,0.079525
353,gma-miR159e-5p,0.45,0.9,0.0,0.45,0.61,0.524084,0.470506
354,ath-miR870-3p,0.333333,0.285714,0.428571,0.285714,0.022953,0.01475,0.032851
355,mtr-miR2586b,0.590909,0.818182,0.681818,0.272727,0.22547,0.188554,0.157571
356,mtr-miR4414b,0.47619,0.285714,0.714286,0.428571,0.163622,0.123329,0.083844
357,ath-miR4239,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.024366
358,ath-miR403-3p,0.428571,0.285714,0.571429,0.428571,0.075032,0.049054,0.083844
359,mtr-miR156g-5p,0.47619,0.571429,0.428571,0.428571,0.01243,0.037321,0.023689
360,mtr-miR2614,0.55,0.45,0.6,0.6,0.040573,0.080529,0.062355
361,gma-miR167a,0.47619,0.571429,0.428571,0.428571,0.01243,0.037321,0.061442
362,gma-miR1511,0.5,0.6,0.45,0.45,0.013324,0.042374,0.026392
363,mtr-miR5256,0.190476,0.142857,0.142857,0.285714,0.028721,0.022557,0.017409
364,gma-miR4356,0.541667,0.625,0.5,0.5,0.008776,0.001551,0.001551
365,ath-miR160c-3p,0.47619,0.428571,0.857143,0.142857,0.423115,0.4103,0.341196
366,gma-miR166p,0.6,0.6,0.6,0.6,0.003336,0.003336,0.014155
367,gma-miR1507b,0.428571,0.571429,0.428571,0.285714,0.049054,0.083844,0.090228
368,ath-miR8176,0.761905,0.714286,0.857143,0.714286,0.02618,0.038191,0.027307
369,ath-miR159b-5p,0.47619,0.857143,0.142857,0.428571,0.375932,0.313846,0.263585
370,mtr-miR397-3p,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.01475
371,gma-miR169w,0.52381,0.714286,0.571429,0.285714,0.126318,0.093618,0.109698
372,ath-miR5648-5p,0.318182,0.409091,0.272727,0.272727,0.013663,0.029292,0.020781
373,mtr-miR2667a,0.55,0.45,0.6,0.6,0.040573,0.014155,0.013324
374,gma-miR1527,0.35,0.45,0.3,0.3,0.015966,0.037091,0.025488
375,ath-miR3932b-5p,0.52381,0.857143,0.0,0.714286,0.681271,0.749481,0.677347
376,ath-miR5017-3p,0.190476,0.142857,0.142857,0.285714,0.028721,0.022557,0.017409
377,mtr-miR5219,0.5,0.136364,0.681818,0.681818,0.35591,0.301152,0.253076
378,mtr-miR2606c,0.291667,0.375,0.25,0.25,0.011813,0.023699,0.048937
379,gma-miR5768,0.416667,0.375,0.375,0.5,0.026541,0.017692,0.010198
380,ath-miR447a.2-3p,0.238095,0.142857,0.571429,0.0,0.294694,0.261236,0.326655
381,ath-miR839-5p,0.47619,0.571429,0.285714,0.571429,0.093618,0.109698,0.073472
382,mtr-miR2659a,0.571429,0.714286,0.571429,0.428571,0.043453,0.025667,0.023689
383,gma-miR171k-5p,0.47619,0.285714,0.857143,0.285714,0.359777,0.409775,0.340559
384,gma-miR5375,0.409091,0.818182,0.136364,0.272727,0.374635,0.491397,0.575308
385,ath-miR5020b,0.428571,0.285714,0.428571,0.571429,0.089792,0.061442,0.056697
386,ath-miR5014b,0.333333,0.285714,0.714286,0.0,0.429847,0.384363,0.476427
387,gma-miR482b-3p,0.545455,0.681818,0.409091,0.545455,0.050108,0.08723,0.130192
388,ath-miR829-3p.2,0.333333,0.285714,0.428571,0.285714,0.022953,0.054995,0.079261
389,mtr-miR5210,0.272727,0.136364,0.409091,0.272727,0.064346,0.050384,0.071314
390,gma-miR390b-3p,0.409091,0.272727,0.272727,0.681818,0.22176,0.183675,0.151444
391,ath-miR4228-5p,0.52381,0.571429,0.285714,0.714286,0.180401,0.174604,0.126318
392,gma-miR394a-3p,0.45,0.3,0.6,0.45,0.083629,0.053383,0.027223
393,ath-miR2112-3p,0.428571,0.428571,0.428571,0.428571,0.001528,0.015596,0.024366
394,mtr-miR2680a,0.45,0.3,0.45,0.6,0.100926,0.067766,0.076097
395,mtr-miR5559-5p,0.380952,0.142857,0.285714,0.714286,0.341196,0.291244,0.252352
396,gma-miR5030,0.363636,0.409091,0.545455,0.136364,0.135542,0.132766,0.092106
397,ath-miR398b-3p,0.571429,0.571429,0.571429,0.571429,0.002716,0.002716,0.013163
398,ath-miR158a-3p,0.4,0.3,0.3,0.6,0.128904,0.100003,0.145396
399,mtr-miR2621,0.5,0.545455,0.272727,0.681818,0.162433,0.157571,0.236309
400,gma-miR393c-5p,0.5,0.409091,0.409091,0.681818,0.109957,0.082332,0.113225
401,gma-miR6299,0.136364,0.136364,0.136364,0.136364,0.00014,0.00014,0.00014
402,ath-miR169b-5p,0.619048,0.428571,0.714286,0.714286,0.117562,0.174307,0.208435
403,ath-miR5014a-5p,0.285714,0.571429,0.285714,0.0,0.245102,0.300073,0.290194
404,mtr-miR7696a-5p,0.238095,0.142857,0.571429,0.0,0.294694,0.261236,0.175824
405,ath-miR8171,0.571429,0.857143,0.571429,0.285714,0.219981,0.317045,0.28451
406,ath-miR5633,0.333333,0.571429,0.142857,0.285714,0.13522,0.186744,0.155285
407,mtr-miR156d-3p,0.391304,0.26087,0.391304,0.521739,0.072385,0.051188,0.058942
408,mtr-miR319d-3p,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.043453
409,gma-miR408a-3p,0.619048,0.571429,0.428571,0.857143,0.201726,0.167753,0.114559
410,gma-miR530a,0.45,0.0,0.75,0.6,0.541397,0.487708,0.404444
411,gma-miR5785,0.5,0.625,0.5,0.375,0.034985,0.064635,0.058635
412,mtr-miR156e,0.428571,0.571429,0.285714,0.428571,0.056697,0.089792,0.061442
413,mtr-miR2609a,0.380952,0.285714,0.285714,0.571429,0.114886,0.090228,0.132439
414,gma-miR9763,0.428571,0.428571,0.428571,0.428571,0.001528,0.001528,0.015596
415,gma-miR4365,0.5,0.375,0.25,0.875,0.415042,0.359452,0.305377
416,ath-miR5649a,0.238095,0.428571,0.142857,0.142857,0.075465,0.107135,0.089944
417,mtr-miR5205a,0.521739,0.521739,0.652174,0.391304,0.04922,0.054733,0.098889
418,gma-miR4340,0.545455,0.545455,0.545455,0.545455,0.002233,0.002233,0.012266
419,gma-miR4370,0.458333,0.5,0.5,0.375,0.010713,0.018822,0.017692
420,mtr-miR319a-3p,0.6,0.6,0.45,0.75,0.099874,0.088634,0.046918
421,mtr-miR393b-3p,0.428571,0.428571,0.285714,0.571429,0.083844,0.075032,0.049054
422,gma-miR4393b,0.5,0.375,0.5,0.625,0.070648,0.045255,0.042352
423,ath-miR5025,0.285714,0.285714,0.285714,0.285714,0.000679,0.000679,0.018368
424,mtr-miR319c-3p,0.571429,0.571429,0.428571,0.714286,0.088765,0.079276,0.043453
425,mtr-miR5298d,0.291667,0.375,0.375,0.125,0.061104,0.069312,0.053401
426,ath-miR160a-3p,0.52381,0.571429,0.428571,0.571429,0.025667,0.023689,0.049054
427,ath-miR829-5p,0.285714,0.285714,0.285714,0.285714,0.000679,0.000679,0.018368
428,mtr-miR156h-3p,0.380952,0.428571,0.428571,0.285714,0.015596,0.01475,0.000679
429,gma-miR169d,0.565217,0.652174,0.391304,0.652174,0.078046,0.094885,0.146035
430,ath-miR853,0.5,0.818182,0.409091,0.272727,0.21842,0.31678,0.326347
431,ath-miR861-3p,0.428571,0.571429,0.142857,0.571429,0.206569,0.167191,0.13554
432,mtr-miR5291a,0.416667,0.375,0.375,0.5,0.026541,0.046999,0.043709
433,mtr-miR2643b-5p,0.333333,0.285714,0.428571,0.285714,0.022953,0.01475,0.000679
434,gma-miR10201,0.454545,0.409091,0.272727,0.681818,0.173501,0.148123,0.113225
435,mtr-miR7700-5p,0.619048,0.571429,0.714286,0.571429,0.024765,0.043453,0.088765
436,gma-miR4993,0.761905,0.571429,0.714286,1.0,0.22154,0.251367,0.231032
437,gma-miR2606a,0.380952,0.285714,0.571429,0.285714,0.090228,0.069637,0.114886
438,ath-miR863-3p,0.333333,0.285714,0.571429,0.142857,0.155285,0.13522,0.186744
439,mtr-miR5563-3p,0.428571,0.571429,0.285714,0.428571,0.056697,0.089792,0.149055
440,gma-miR4348a-5p,0.318182,0.409091,0.409091,0.136364,0.072555,0.083445,0.092106
441,ath-miR5636,0.571429,0.428571,1.0,0.285714,0.468979,0.479197,0.428538
442,ath-miR5652,0.428571,0.428571,0.285714,0.571429,0.083844,0.075032,0.049054
443,gma-miR1524,0.619048,0.571429,0.714286,0.571429,0.024765,0.043453,0.025667
444,mtr-miR408-5p,0.52381,0.285714,0.428571,0.857143,0.356076,0.288133,0.30186
445,gma-miR4378a,0.375,0.5,0.375,0.25,0.038764,0.061535,0.055921
446,ath-miR5646,0.65,0.75,0.75,0.45,0.073927,0.060269,0.11031
447,mtr-miR160c,0.619048,0.571429,0.714286,0.571429,0.024765,0.010449,0.002716
448,mtr-miR5287b,0.416667,0.25,0.5,0.5,0.080849,0.057066,0.043709
449,gma-miR4414a-3p,0.65,0.75,0.75,0.45,0.073927,0.106321,0.088634
450,gma-miR4362,0.5,0.818182,0.409091,0.272727,0.21842,0.173501,0.183675
451,mtr-miR5233,0.666667,1.0,0.285714,0.714286,0.386953,0.346151,0.267295
452,mtr-miR5242,0.380952,0.285714,0.285714,0.571429,0.114886,0.090228,0.069637
453,gma-miR482a-3p,0.5,0.5,0.5,0.5,0.001551,0.001551,0.010713
454,gma-miR4405b,0.375,0.375,0.25,0.5,0.061535,0.055921,0.038764
455,ath-miR420,0.333333,0.428571,0.428571,0.142857,0.079525,0.092204,0.102172
456,mtr-miR5756,0.666667,0.571429,0.714286,0.714286,0.040495,0.067758,0.054829
457,mtr-miR2593e,0.291667,0.5,0.25,0.125,0.102458,0.136915,0.120616
458,gma-miR10444,0.416667,0.625,0.25,0.375,0.100589,0.065511,0.046999
459,ath-miR831-5p,0.5,0.818182,0.409091,0.272727,0.21842,0.31678,0.326347
460,mtr-miR5225b,0.545455,0.681818,0.409091,0.545455,0.050108,0.08723,0.130192
461,mtr-miR5212-3p,0.428571,0.142857,0.571429,0.571429,0.224413,0.343673,0.280231
462,ath-miR447c-5p,0.428571,0.285714,0.571429,0.428571,0.075032,0.13554,0.092204
463,ath-miR5638a,0.333333,0.428571,0.285714,0.285714,0.01475,0.032851,0.022953
464,mtr-miR5284h,0.458333,0.625,0.375,0.375,0.050773,0.026541,0.017692
465,gma-miR166h-3p,0.571429,0.428571,0.714286,0.571429,0.079276,0.043453,0.025667
466,ath-miR5628,0.285714,0.285714,0.285714,0.285714,0.000679,0.018368,0.023405
467,mtr-miR5208a,0.347826,0.391304,0.130435,0.521739,0.143361,0.137394,0.113561
468,gma-miR9752,0.380952,0.142857,0.285714,0.714286,0.341196,0.291244,0.314026
469,gma-miR4413a,0.35,0.3,0.45,0.3,0.025488,0.015966,0.037091
470,ath-miR845a,0.47619,0.428571,0.285714,0.714286,0.193183,0.202502,0.250699
471,ath-miR859,0.380952,0.428571,0.428571,0.285714,0.015596,0.024366,0.022953
472,mtr-miR5554a-3p,0.5,0.818182,0.409091,0.272727,0.21842,0.31678,0.326347
473,mtr-miR2199,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
474,gma-miR1509b,0.333333,0.285714,0.142857,0.571429,0.18498,0.15983,0.132439
475,ath-miR8167a,0.545455,0.818182,0.681818,0.136364,0.38784,0.455674,0.400302
476,mtr-miR2089-5p,0.363636,0.545455,0.545455,0.0,0.312363,0.330248,0.343673
477,mtr-miR2591,0.545455,0.681818,0.545455,0.409091,0.040335,0.023012,0.021386
478,gma-miR391-5p,0.545455,0.545455,0.409091,0.681818,0.079408,0.071326,0.040335
479,ath-miR169a-5p,0.571429,0.428571,0.714286,0.571429,0.079276,0.126318,0.180401
480,mtr-miR5266,0.75,0.9,0.6,0.75,0.0586,0.046134,0.011792
481,gma-miR168a,0.619048,0.857143,0.714286,0.285714,0.246541,0.322523,0.28451
482,gma-miR171r,0.52381,0.714286,0.571429,0.285714,0.126318,0.093618,0.075032
483,mtr-miR167a,0.47619,0.571429,0.428571,0.428571,0.01243,0.037321,0.061442
484,gma-miR5032,0.478261,0.391304,0.652174,0.391304,0.074961,0.054733,0.029557
485,gma-miR1512a-5p,0.181818,0.409091,0.0,0.136364,0.128492,0.158622,0.143827
486,gma-miR4375,0.625,0.5,0.5,0.875,0.197203,0.153896,0.116978
487,gma-miR10435,0.416667,0.5,0.125,0.625,0.23683,0.233042,0.198971
488,ath-miR846-5p,0.380952,0.285714,0.571429,0.285714,0.090228,0.132439,0.18498
489,gma-miR5761a,0.380952,0.428571,0.142857,0.571429,0.175366,0.167191,0.13554
490,gma-miR1535b,0.428571,0.714286,0.285714,0.285714,0.165341,0.114886,0.090228
491,ath-miR157a-5p,0.428571,0.571429,0.285714,0.428571,0.056697,0.089792,0.061442
492,mtr-miR169d-5p,0.571429,0.285714,0.714286,0.714286,0.235446,0.174307,0.208435
493,ath-miR829-3p.1,0.375,0.125,0.625,0.375,0.208855,0.179187,0.130554
494,mtr-miR482-5p,0.52381,0.428571,0.571429,0.571429,0.035799,0.073472,0.056697
495,gma-miR10447,0.409091,0.681818,0.272727,0.272727,0.151444,0.22176,0.264227
496,gma-miR10438,0.409091,0.545455,0.272727,0.409091,0.051783,0.080391,0.055964
497,ath-miR5638b,0.571429,0.428571,0.571429,0.714286,0.097769,0.058896,0.064148
498,mtr-miR2601,0.454545,0.409091,0.409091,0.545455,0.033107,0.021386,0.011616
499,mtr-miR2633,0.380952,0.571429,0.571429,0.0,0.343673,0.36452,0.300166
500,gma-miR408b-5p,0.7,0.75,0.9,0.45,0.150796,0.136716,0.235602
501,gma-miR9741,0.375,0.25,0.25,0.625,0.181891,0.15312,0.128414
502,ath-miR414,0.380952,0.0,1.0,0.142857,0.961641,0.8725,0.782577
503,ath-miR781a,0.285714,0.285714,0.285714,0.285714,0.000679,0.000679,0.000679
504,mtr-miR2656a,0.4,0.6,0.3,0.3,0.076097,0.128904,0.100003
505,gma-miR4387a,0.458333,0.25,0.625,0.5,0.130213,0.098383,0.133719
506,gma-miR9743,0.416667,0.5,0.375,0.375,0.010198,0.026541,0.046999
507,mtr-miR2592bp-3p,0.571429,0.428571,0.571429,0.714286,0.097769,0.142889,0.129844
508,mtr-miR7696c-3p,0.238095,0.0,0.571429,0.142857,0.290194,0.263316,0.329075
509,gma-miR9737,0.454545,0.409091,0.272727,0.681818,0.173501,0.148123,0.113225
510,gma-miR159d,0.52381,0.428571,0.571429,0.571429,0.035799,0.013163,0.01243
511,mtr-miR5559-3p,0.238095,0.142857,0.571429,0.0,0.294694,0.261236,0.175824
512,mtr-miR399s-5p,0.590909,0.818182,0.409091,0.545455,0.114394,0.08723,0.130192
513,mtr-miR5257,0.333333,0.142857,0.571429,0.285714,0.15983,0.132439,0.079261
514,ath-miR846-3p,0.285714,0.142857,0.571429,0.142857,0.202331,0.174337,0.235409
515,mtr-miR4414a-5p,0.52381,0.428571,0.714286,0.428571,0.090851,0.064148,0.037321
516,gma-miR9748,0.5,0.818182,0.545455,0.136364,0.342478,0.286273,0.281007
517,gma-miR10431,0.208333,0.375,0.25,0.0,0.110852,0.127583,0.12078
518,ath-miR827,0.333333,0.714286,0.142857,0.142857,0.314026,0.413545,0.359719
519,mtr-miR395b,0.428571,0.428571,0.142857,0.714286,0.30839,0.27721,0.232372
520,ath-miR5644,0.55,0.6,0.6,0.45,0.014155,0.013324,0.042374
521,mtr-miR5556-5p,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
522,gma-miR4371a,0.416667,0.375,0.5,0.375,0.017692,0.010198,0.026541
523,gma-miR10441,0.416667,0.625,0.5,0.125,0.198971,0.155443,0.167373
524,mtr-miR2679a,0.47619,0.571429,0.285714,0.571429,0.093618,0.075032,0.049054
525,gma-miR156b,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
526,mtr-miR172d-5p,0.416667,0.25,0.875,0.125,0.527886,0.468678,0.404779
527,gma-miR172h-5p,0.47619,0.428571,0.857143,0.142857,0.423115,0.4103,0.341196
528,gma-miR9724b,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.024366
529,ath-miR1886.2,0.333333,0.428571,0.285714,0.285714,0.01475,0.032851,0.064327
530,mtr-miR5287a,0.416667,0.375,0.375,0.5,0.026541,0.017692,0.038764
531,gma-miR169i-3p,0.619048,0.714286,0.571429,0.571429,0.010449,0.002716,0.013163
532,ath-miR165a-3p,0.666667,0.571429,0.714286,0.714286,0.040495,0.01107,0.010449
533,mtr-miR399q,0.52381,0.571429,0.714286,0.285714,0.142889,0.144209,0.109698
534,gma-miR5776,0.52381,0.428571,0.428571,0.714286,0.122976,0.090851,0.064148
535,gma-miR530b,0.428571,0.0,0.714286,0.571429,0.487708,0.441633,0.36452
536,ath-miR866-3p,0.35,0.45,0.3,0.3,0.015966,0.037091,0.071102
537,gma-miR169n-3p,0.571429,0.714286,0.571429,0.428571,0.043453,0.088765,0.090851
538,ath-miR8180,0.684211,0.947368,0.631579,0.473684,0.13616,0.256067,0.250784
539,gma-miR4414a-5p,0.6,0.45,0.75,0.6,0.088634,0.046918,0.028821
540,gma-miR171o-5p,0.380952,0.142857,0.571429,0.428571,0.167191,0.13554,0.092204
541,ath-miR5024-5p,0.363636,0.136364,0.545455,0.409091,0.151197,0.123824,0.158153
542,mtr-miR5290,0.333333,0.375,0.25,0.375,0.018079,0.022797,0.012393
543,gma-miR10448,0.454545,0.681818,0.409091,0.272727,0.113225,0.173501,0.148123
544,gma-miR10439,0.47619,0.571429,0.571429,0.285714,0.073472,0.056697,0.089792
545,mtr-miR2590g,0.333333,0.375,0.25,0.375,0.018079,0.022797,0.012393
546,gma-miR396g,0.333333,0.0,0.142857,0.857143,0.777902,0.701837,0.624286
547,ath-miR833b,0.428571,0.142857,0.428571,0.714286,0.313846,0.263585,0.252352
548,ath-miR8170-5p,0.333333,0.428571,0.428571,0.142857,0.079525,0.092204,0.102172
549,gma-miR4393a,0.5,0.5,0.5,0.5,0.001551,0.001551,0.010713
550,gma-miR4372b,0.272727,0.409091,0.136364,0.272727,0.053738,0.073832,0.058476
551,ath-miR5595a,0.380952,0.571429,0.285714,0.285714,0.069637,0.114886,0.155285
552,mtr-miR5296,0.416667,0.125,0.625,0.5,0.233042,0.198971,0.23683
553,mtr-miR2608,0.318182,0.681818,0.136364,0.136364,0.28668,0.21199,0.183535
554,gma-miR2108a,0.380952,0.285714,0.571429,0.285714,0.090228,0.069637,0.114886
555,ath-miR172b-5p,0.45,0.45,0.75,0.15,0.291704,0.277489,0.208773
556,gma-miR10405a,0.285714,0.142857,0.285714,0.428571,0.082153,0.064327,0.058904
557,ath-miR169b-3p,0.545455,0.272727,0.409091,0.954545,0.507307,0.569401,0.555981
558,gma-miR4353,0.458333,0.75,0.375,0.25,0.185256,0.14218,0.123072
559,ath-miR3440b-5p,0.47619,0.285714,0.428571,0.714286,0.198003,0.152287,0.129844
560,mtr-miR2663,0.4,0.45,0.3,0.45,0.027223,0.035429,0.016935
561,gma-miR4416a,0.65,0.75,0.75,0.45,0.073927,0.106321,0.088634
562,mtr-miR5292b,0.375,0.5,0.25,0.375,0.043709,0.022797,0.012393
563,mtr-miR396b-3p,0.428571,0.428571,0.428571,0.428571,0.001528,0.015596,0.024366
564,gma-miR10446,0.5,0.625,0.375,0.5,0.042352,0.070648,0.109395
565,ath-miR5996,0.409091,0.545455,0.545455,0.136364,0.16733,0.18702,0.151197
566,gma-miR10412,0.458333,0.625,0.5,0.25,0.098383,0.070119,0.080849
567,mtr-miR5237,0.285714,0.142857,0.428571,0.285714,0.071127,0.054995,0.079261
568,mtr-miR1507-3p,0.454545,0.818182,0.409091,0.136364,0.337933,0.277861,0.266202
569,gma-miR156r,0.428571,0.714286,0.285714,0.285714,0.165341,0.114886,0.090228
570,gma-miR1528,0.173913,0.26087,0.0,0.26087,0.075151,0.078091,0.071287
571,mtr-miR2670a,0.380952,0.571429,0.428571,0.142857,0.13554,0.092204,0.102172
572,mtr-miR2678,0.380952,0.285714,0.571429,0.285714,0.090228,0.069637,0.032851
573,gma-miR5033,0.428571,0.285714,0.571429,0.428571,0.075032,0.13554,0.092204
574,ath-miR5637,0.380952,0.428571,0.285714,0.428571,0.024366,0.031442,0.015596
575,mtr-miR2631,0.619048,0.428571,0.714286,0.714286,0.117562,0.067758,0.054829
576,mtr-miR5748,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.01475
577,ath-miR1888a,0.238095,0.428571,0.142857,0.142857,0.075465,0.107135,0.089944
578,mtr-miR399b,0.619048,0.571429,0.714286,0.571429,0.024765,0.010449,0.002716
579,gma-miR5034,0.454545,0.545455,0.545455,0.272727,0.067298,0.051783,0.028086
580,gma-miR166u,0.55,0.45,0.75,0.45,0.100769,0.069771,0.042374
581,ath-miR779.1,0.428571,0.571429,0.428571,0.285714,0.049054,0.083844,0.075032
582,ath-miR865-3p,0.238095,0.285714,0.0,0.428571,0.170671,0.160118,0.145102
583,mtr-miR2628,0.3,0.3,0.3,0.3,0.000834,0.020132,0.026042
584,gma-miR10417,0.5,0.625,0.5,0.375,0.034985,0.018822,0.025575
585,gma-miR4346,0.458333,0.625,0.25,0.5,0.109954,0.080849,0.057066
586,ath-miR5665,0.47619,0.428571,0.142857,0.857143,0.491274,0.432229,0.370019
587,mtr-miR5273,0.5,0.375,0.25,0.875,0.415042,0.359452,0.305377
588,gma-miR319p,0.52381,0.285714,0.714286,0.571429,0.174604,0.126318,0.180401
589,gma-miR398c,0.619048,0.571429,0.571429,0.714286,0.04213,0.024765,0.043453
590,gma-miR167c,0.52381,0.571429,0.428571,0.571429,0.025667,0.035799,0.073472
591,ath-miR824-3p,0.47619,0.428571,0.857143,0.142857,0.423115,0.4103,0.341196
592,mtr-miR2618a,0.363636,0.545455,0.272727,0.272727,0.063959,0.029292,0.020781
593,gma-miR1516a-3p,0.380952,0.428571,0.285714,0.428571,0.024366,0.022953,0.01475
594,mtr-miR2592s-3p,0.333333,0.428571,0.285714,0.285714,0.01475,0.032851,0.022953
595,gma-miR156e,0.47619,0.714286,0.285714,0.428571,0.129844,0.089792,0.061442
596,ath-miR156h,0.45,0.3,0.45,0.6,0.100926,0.067766,0.076097
597,mtr-miR2634,0.333333,0.285714,0.142857,0.571429,0.18498,0.15983,0.132439
598,ath-miR867,0.285714,0.285714,0.0,0.571429,0.300073,0.270249,0.245102
599,ath-miR169g-3p,0.571429,0.285714,0.571429,0.857143,0.328613,0.257306,0.243807
600,mtr-miR2597,0.380952,0.142857,0.714286,0.285714,0.293533,0.250699,0.340559
601,gma-miR2107,0.52381,0.428571,0.571429,0.571429,0.035799,0.073472,0.093618
602,mtr-miR2651,0.380952,0.285714,0.428571,0.428571,0.031442,0.015596,0.024366
603,mtr-miR2611,0.285714,0.428571,0.142857,0.285714,0.058904,0.082153,0.064327
604,gma-miR156q,0.47619,0.285714,0.571429,0.571429,0.109698,0.073472,0.056697
605,gma-miR10430,0.416667,0.375,0.5,0.375,0.017692,0.010198,0.000872
606,ath-miR396b-3p,0.47619,0.571429,0.571429,0.285714,0.073472,0.056697,0.031442
607,gma-miR5775,0.380952,0.142857,0.428571,0.571429,0.183078,0.149055,0.145964
608,gma-miR10188,0.375,0.25,0.375,0.5,0.065511,0.046999,0.054488
609,gma-miR10424a,0.238095,0.142857,0.428571,0.142857,0.089944,0.075465,0.107135
610,mtr-miR172d-3p,0.4,0.3,0.15,0.75,0.380428,0.325301,0.425381
611,gma-miR166i-5p,0.55,0.3,0.9,0.45,0.329612,0.406891,0.344244
612,ath-miR861-5p,0.428571,0.428571,0.571429,0.285714,0.061442,0.069637,0.032851
