,Seqname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
409,gma-miR408a-3p,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.142857,0.142857,0.0,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.4,0.052632,0.0,0.105263,0.157895,0.315789,0.157895,0.05,0.0,0.05,0.25,0.25,0.1,0.35,0.55,0.65,0.9,0.15,0.15,0.4,0.95,1.0,0.2,0.3,0.5,0.75,0.85,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,-20.143169,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,38.646576,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,-13.442435,38.032455,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,27.336634,-19.139719,80.113693,-13.452455,-28.197182,-21.867874,31.920317,-16.92882,-9.280594,31.406021,37.121014,-16.09383,-11.655176,-16.740694,37.70726,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,80.788879,29.965279,35.984566,-11.084935,-4.804327,85.906937,42.296673,0.248897,0.248684,1.000859,-250.027422,-250.144462,0.999532
410,gma-miR530a,-1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.342666,0.0,0.0,0.0,0.0,0.0,0.295259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362075,0.0,0.0,0.0,0.157895,0.368421,0.157895,0.315789,0.055556,0.0,0.277778,0.166667,0.111111,0.166667,0.210526,0.210526,0.526316,0.526316,0.842105,0.052632,0.263158,0.368421,0.684211,1.0,0.105263,0.105263,0.421053,0.421053,0.736842,0.157895,0.473684,0.578947,0.631579,0.894737,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,29.856831,-15.548026,-14.533689,-7.377837,35.912518,43.177715,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,136.959137,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,134.875595,-13.452455,21.802818,78.132126,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,33.259308,90.088211,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,35.550777,32.34623,-11.634482,-11.084935,-4.804327,40.668839,-5.322375,0.257489,0.257542,0.999794,-266.80998,-266.626352,1.000689
411,gma-miR5785,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.204782,0.0,0.159044,0.0,0.159044,0.159044,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.173913,0.304348,0.304348,0.217391,0.045455,0.136364,0.136364,0.318182,0.136364,0.090909,0.086957,0.086957,0.73913,0.782609,0.869565,0.043478,0.173913,0.304348,0.391304,0.608696,0.130435,0.217391,0.565217,0.695652,1.0,0.434783,0.434783,0.478261,0.826087,0.913043,-17.856745,-23.044512,-18.254684,29.595757,-24.08679,-17.017853,28.64497,-13.526288,-12.902768,-21.412273,-20.143169,-15.548026,27.13298,34.28883,-14.087481,-6.822285,16.81488,-20.28166,-22.51454,-14.463349,17.777376,-12.393785,-12.741774,-8.972471,-9.552787,26.098286,25.645111,73.753067,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,28.834549,-12.372184,-7.954699,-29.402267,-20.282415,105.860283,-15.124404,-13.452455,13.469486,-21.867874,-15.698732,-16.92882,32.386074,-16.213028,31.168633,-16.09383,-11.655176,-16.740694,31.754879,35.768398,32.354084,-6.955015,-3.817989,-8.016993,27.217445,-17.65377,-11.634482,-11.084935,-4.804327,32.33551,-5.322375,0.229365,0.229557,0.999164,-208.617301,-208.644937,0.999868
412,mtr-miR156e,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.204782,0.0,0.0,0.159044,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.0,0.45,0.15,0.3,0.1,0.105263,0.526316,0.210526,0.052632,0.0,0.052632,0.2,0.3,0.45,0.75,1.0,0.05,0.05,0.1,0.1,0.6,0.15,0.35,0.5,0.7,0.9,0.25,0.0,0.25,0.95,0.95,-17.856745,24.574537,-18.254684,-12.070912,166.389404,-17.017853,-13.021697,34.092762,34.716282,-21.412273,-20.143169,-15.548026,33.085361,-7.377837,-14.087481,-6.822285,22.767262,74.956436,25.104509,33.155701,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,34.578194,-4.047346,-13.442435,-9.586593,-12.523766,34.78693,-12.372184,-7.954699,18.216782,-20.282415,-19.139719,-15.124404,-13.452455,19.421867,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,35.963875,-16.740694,37.70726,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.24907,0.249345,0.998896,-249.859423,-249.595181,1.001059
413,mtr-miR2609a,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3,0.3,0.25,0.15,0.157895,0.157895,0.105263,0.157895,0.210526,0.0,0.2,0.25,0.4,0.45,0.95,0.05,0.35,0.5,0.7,0.85,0.1,0.1,0.15,0.6,0.65,0.8,0.8,0.9,0.9,1.0,-17.856745,24.574537,29.364365,-12.070912,-24.08679,30.601196,34.597351,-13.526288,34.716282,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,22.767262,-20.28166,-22.51454,-14.463349,23.729757,-12.393785,34.877274,-8.972471,38.066261,-15.568382,31.597492,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,35.095284,34.78693,-12.372184,-7.954699,-29.402267,27.336634,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,31.920317,30.690229,-9.280594,31.406021,-10.498036,-16.09383,-11.655176,-16.740694,37.70726,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,35.984566,-11.084935,-4.804327,-9.33116,-5.322375,0.249552,0.250239,0.997257,-249.519471,-248.517748,1.004031
414,gma-miR9763,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.159044,0.159044,0.159044,0.0,0.0,0.159044,0.0,0.0,0.0,0.204782,0.0,0.0,0.0,0.35,0.2,0.1,0.35,0.157895,0.157895,0.210526,0.052632,0.210526,0.0,0.05,0.25,0.5,0.8,0.95,0.3,0.3,0.6,0.7,1.0,0.75,0.0,0.75,0.9,0.9,0.1,0.15,0.35,0.4,0.65,-17.856745,24.574537,-18.254684,35.548138,23.532259,-17.017853,-13.021697,-13.526288,34.716282,-21.412273,-20.143169,32.071022,-14.533689,-7.377837,33.531567,40.796764,22.767262,-20.28166,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,18.216782,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,31.406021,37.121014,31.525219,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,-17.65377,35.984566,84.15316,-4.804327,-9.33116,42.296673,0.249224,0.249297,0.999704,-249.819835,-249.735794,1.000337
415,gma-miR4365,-1.0,24.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.136364,0.181818,0.0,0.0,0.136364,0.136364,0.0,0.0,0.136364,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.26087,0.217391,0.217391,0.304348,0.045455,0.227273,0.090909,0.0,0.227273,0.227273,0.043478,0.086957,0.173913,0.217391,0.826087,0.304348,0.304348,0.347826,0.478261,0.869565,0.130435,0.130435,0.608696,0.782609,0.956522,0.26087,0.391304,0.565217,0.652174,1.0,-17.856745,18.622156,-18.254684,29.595757,59.246544,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,-20.143169,26.118641,-14.533689,-7.377837,27.579185,-6.822285,16.81488,21.385008,19.152128,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,28.625813,37.619324,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,67.634605,-16.92882,32.386074,25.45364,31.168633,-16.09383,-11.655176,-16.740694,-9.911789,35.768398,-9.312584,-6.955015,79.51535,-8.016993,-14.449222,65.679565,-11.634482,-11.084935,36.862343,-9.33116,-5.322375,0.229226,0.229176,1.00022,-208.710988,-209.187991,0.99772
416,ath-miR5649a,-1.0,21.0,7.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.188456,0.0,0.188456,0.0,0.188456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188456,0.0,0.246175,0.3,0.45,0.2,0.05,0.368421,0.052632,0.052632,0.263158,0.052632,0.0,0.05,0.25,0.3,0.4,1.0,0.1,0.15,0.45,0.75,0.95,0.2,0.2,0.5,0.65,0.7,0.9,0.0,0.0,0.9,0.9,-17.856745,-23.044512,29.364365,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,34.716282,26.206776,27.47588,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,22.767262,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,34.877274,-8.972471,-9.552787,-15.568382,79.216537,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,82.865913,39.664349,18.216782,27.336634,28.47933,-15.124404,34.166595,67.040916,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249744,0.250501,0.996977,-249.381446,-248.457112,1.00372
417,mtr-miR5205a,-1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.204782,0.159044,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.318182,0.181818,0.363636,0.136364,0.142857,0.238095,0.190476,0.047619,0.0,0.047619,0.090909,0.181818,0.318182,0.636364,1.0,0.136364,0.136364,0.363636,0.409091,0.454545,0.5,0.545455,0.727273,0.863636,0.954545,0.045455,0.045455,0.227273,0.227273,0.681818,-17.856745,-23.044512,25.223576,-12.070912,-24.08679,26.460407,-13.021697,-13.526288,30.575493,-21.412273,23.335091,-15.548026,28.944572,36.100422,-14.087481,-6.822285,-24.851788,66.674858,-22.51454,29.014912,106.545494,74.562737,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,-12.372184,35.52356,-29.402267,23.195845,-19.139719,-15.124404,-13.452455,15.281078,21.610386,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,27.38443,-11.655176,26.737566,-9.911789,-5.898268,34.165676,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.235281,0.23552,0.998987,-221.108569,-220.942201,1.000753
418,gma-miR4340,-1.0,22.0,0.0,0.0,0.0,0.0,0.179367,0.179367,0.23095,0.0,0.0,0.0,0.0,0.0,0.0,0.179367,0.0,0.0,0.0,0.0,0.23095,0.0,0.0,0.0,0.0,0.0,0.238095,0.190476,0.380952,0.190476,0.15,0.3,0.1,0.05,0.05,0.25,0.190476,0.190476,0.285714,0.47619,0.666667,0.047619,0.047619,0.428571,0.952381,1.0,0.095238,0.238095,0.52381,0.619048,0.857143,0.142857,0.142857,0.714286,0.809524,0.904762,-17.856745,-23.044512,-18.254684,-12.070912,66.822296,28.436691,-13.021697,-13.526288,32.551777,-21.412273,-20.143169,-15.548026,-14.533689,38.076706,-14.087481,-6.822285,-24.851788,25.172884,22.940004,30.991196,21.565252,33.06076,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,32.413689,41.407196,32.012108,-9.586593,-12.523766,32.622425,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,30.330139,32.00209,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,33.79937,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,87.091103,-8.016993,-14.449222,27.800774,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.242348,0.242473,0.999485,-233.918605,-233.97269,0.999769
419,gma-miR4370,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.173913,0.347826,0.26087,0.217391,0.136364,0.181818,0.045455,0.181818,0.136364,0.181818,0.043478,0.043478,0.173913,0.26087,0.652174,0.130435,0.347826,0.695652,0.782609,1.0,0.086957,0.217391,0.434783,0.608696,0.956522,0.304348,0.304348,0.391304,0.565217,0.913043,-17.856745,-23.044512,-18.254684,-12.070912,17.579878,-17.017853,28.64497,-13.526288,-12.902768,-21.412273,21.523499,-15.548026,-14.533689,-7.377837,27.579185,-6.822285,-24.851788,-20.28166,19.152128,27.20332,-23.889292,-12.393785,-12.741774,-8.972471,73.780548,-15.568382,-16.021557,32.086403,-13.040855,37.619324,-13.442435,-9.586593,-12.523766,28.834549,-12.372184,-7.954699,-29.402267,-20.282415,-19.139719,26.542263,-13.452455,13.469486,61.465462,-15.698732,-16.92882,32.386074,-16.213028,31.168633,-16.09383,-11.655176,-16.740694,-9.911789,35.768398,-9.312584,76.378319,-3.817989,-8.016993,-14.449222,-17.65377,30.032185,-11.084935,36.862343,-9.33116,-5.322375,0.229588,0.229947,0.998439,-208.091422,-208.113888,0.999892
420,mtr-miR319a-3p,-1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241625,0.241625,0.0,0.0,0.0,0.0,0.0,0.275125,0.0,0.0,0.0,0.0,0.241625,0.0,0.0,0.0,0.0,0.0,0.210526,0.210526,0.368421,0.210526,0.0,0.277778,0.055556,0.111111,0.166667,0.055556,0.263158,0.263158,0.473684,0.526316,0.736842,0.052632,0.052632,0.105263,0.368421,0.894737,0.157895,0.210526,0.578947,0.631579,0.789474,0.315789,0.315789,0.842105,0.947368,1.0,-17.856745,26.955488,-18.254684,-12.070912,-24.08679,32.982147,-13.021697,36.473713,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,35.912518,-6.822285,25.148212,29.71834,-22.51454,35.536652,76.11071,37.606216,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,36.557564,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,20.597733,29.717585,-19.139719,-15.124404,-13.452455,21.802818,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,39.501965,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,35.550777,-17.65377,38.365517,-11.084935,-4.804327,-9.33116,44.677624,0.257395,0.257037,1.00139,-266.89548,-267.032853,0.999486
421,mtr-miR393b-3p,-1.0,21.0,9.0,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0.159044,0.159044,0.0,0.159044,0.0,0.204782,0.159044,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.15,0.4,0.2,0.25,0.210526,0.052632,0.052632,0.105263,0.210526,0.052632,0.35,0.35,0.5,0.5,0.75,0.05,0.1,0.4,0.7,1.0,0.2,0.2,0.25,0.3,0.6,0.45,0.45,0.65,0.9,0.95,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,26.206776,-20.143169,79.690071,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,25.104509,-14.463349,23.729757,35.225266,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,35.246864,-7.954699,-29.402267,27.336634,-19.139719,32.494644,-13.452455,19.421867,25.751175,-15.698732,30.690229,-9.280594,-16.213028,37.121014,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,39.602058,-14.449222,29.965279,-11.634482,-11.084935,-4.804327,38.287888,42.296673,0.249676,0.250164,0.998052,-249.412267,-249.01886,1.00158
422,gma-miR4393b,-1.0,24.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.136364,0.136364,0.0,0.0,0.0,0.0,0.136364,0.136364,0.0,0.0,0.0,0.0,0.181818,0.136364,0.0,0.0,0.0,0.0,0.434783,0.086957,0.347826,0.130435,0.0,0.409091,0.136364,0.045455,0.0,0.090909,0.173913,0.217391,0.478261,0.782609,0.913043,0.043478,0.0,0.043478,0.086957,0.086957,0.130435,0.347826,0.434783,0.73913,0.956522,0.521739,0.521739,0.652174,0.652174,1.0,65.476593,60.288826,-18.254684,-12.070912,59.246544,24.648815,-13.021697,69.807045,-12.902768,-21.412273,-20.143169,-15.548026,27.13298,-7.377837,-14.087481,-6.822285,58.481548,21.385008,-22.51454,27.20332,17.777376,29.272884,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,28.625813,-4.047346,-13.442435,32.080074,-12.523766,-12.832119,-12.372184,-7.954699,12.2644,-20.282415,-19.139719,-15.124404,-13.452455,13.469486,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,71.678162,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.227913,0.228009,0.999577,-209.927939,-209.862849,1.00031
423,ath-miR5025,-1.0,21.0,9.0,6.0,0.428571,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224588,0.0,0.0,0.0,0.0,0.0,0.275412,0.275412,0.0,0.224588,0.35,0.35,0.2,0.1,0.368421,0.105263,0.157895,0.315789,0.052632,0.0,0.05,0.3,0.5,0.7,0.95,0.15,0.25,0.45,0.55,0.85,0.2,0.2,0.6,0.8,0.9,0.1,0.0,0.1,1.0,1.0,-17.856745,24.574537,-18.254684,-12.070912,-24.08679,-17.017853,34.597351,-13.526288,82.335327,26.206776,-20.143169,-15.548026,33.085361,-7.377837,33.531567,-6.822285,-24.851788,-20.28166,-22.51454,33.155701,-23.889292,-12.393785,-12.741774,-8.972471,85.68531,32.050667,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,35.095284,-12.832119,130.48497,-7.954699,18.216782,-20.282415,76.098381,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.249662,0.250509,0.99662,-249.500251,-248.196931,1.005251
424,mtr-miR319c-3p,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19134,0.19134,0.0,0.0,0.0,0.0,0.0,0.234639,0.0,0.0,0.19134,0.0,0.19134,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.35,0.25,0.0,0.263158,0.105263,0.105263,0.157895,0.052632,0.25,0.25,0.45,0.5,0.7,0.05,0.05,0.1,0.35,0.85,0.15,0.2,0.55,0.6,0.75,0.3,0.3,0.8,0.95,1.0,-17.856745,24.574537,-18.254684,-12.070912,-24.08679,30.601196,-13.021697,34.092762,-12.902768,-21.412273,-20.143169,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,22.767262,27.337389,-22.51454,33.155701,71.348808,35.225266,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,18.216782,27.336634,-19.139719,-15.124404,-13.452455,19.421867,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,37.121014,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,-17.65377,35.984566,36.534115,-4.804327,-9.33116,42.296673,0.249088,0.248776,1.001257,-249.932542,-250.05282,0.999519
425,mtr-miR5298d,-1.0,24.0,10.0,0.0,0.416667,0.0,0.0,0.0,0.159044,0.204782,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.159044,0.159044,0.478261,0.217391,0.304348,0.0,0.227273,0.363636,0.0,0.181818,0.0,0.0,0.173913,0.391304,0.652174,0.869565,1.0,0.043478,0.043478,0.304348,0.521739,0.782609,0.086957,0.130435,0.347826,0.565217,0.826087,0.0,0.0,0.0,0.0,0.0,107.143257,18.622156,-18.254684,-12.070912,59.246544,-17.017853,-13.021697,-13.526288,28.763901,103.587723,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,58.481548,21.385008,102.485458,-14.463349,17.777376,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,-13.442435,-9.586593,-12.523766,-12.832119,29.294483,-7.954699,95.597733,21.384253,-19.139719,-15.124404,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.240031,0.240282,0.998955,-209.981926,-209.798197,1.000876
426,ath-miR160a-3p,-1.0,21.0,4.0,0.0,0.190476,0.0,0.159044,0.159044,0.0,0.204782,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.25,0.2,0.35,0.2,0.263158,0.210526,0.105263,0.157895,0.0,0.210526,0.25,0.25,0.4,0.75,0.95,0.2,0.2,0.3,0.8,1.0,0.05,0.15,0.45,0.5,0.85,0.1,0.1,0.65,0.7,0.9,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,30.601196,-13.021697,34.092762,34.716282,73.825821,-20.143169,-15.548026,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,74.956436,-22.51454,-14.463349,23.729757,-12.393785,-12.741774,-8.972471,38.066261,-15.568382,-16.021557,-9.580265,34.578194,43.571701,-13.442435,38.032455,-12.523766,-12.832119,35.246864,-7.954699,18.216782,-20.282415,-19.139719,32.494644,-13.452455,-28.197182,-21.867874,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,78.497406,-9.911789,-5.898268,-9.312584,40.664036,-3.817989,-8.016993,-14.449222,-17.65377,-11.634482,36.534115,-4.804327,-9.33116,-5.322375,0.249438,0.249105,1.001336,-249.463836,-249.472457,0.999965
427,ath-miR829-5p,-1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19134,0.19134,0.0,0.0,0.0,0.19134,0.234639,0.0,0.0,0.0,0.0,0.0,0.0,0.19134,0.0,0.0,0.0,0.25,0.45,0.2,0.1,0.052632,0.210526,0.052632,0.157895,0.105263,0.052632,0.05,0.05,0.35,0.75,1.0,0.15,0.2,0.55,0.8,0.9,0.3,0.3,0.45,0.7,0.95,0.1,0.0,0.1,0.5,0.5,-17.856745,24.574537,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,34.092762,-12.902768,-21.412273,27.47588,-15.548026,-14.533689,-7.377837,33.531567,-6.822285,70.386307,-20.28166,25.104509,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,-9.580265,-13.040855,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,-12.372184,-7.954699,113.45488,-20.282415,-19.139719,-15.124404,-13.452455,114.659966,120.989273,-15.698732,-16.92882,-9.280594,-16.213028,-10.498036,-16.09383,-11.655176,-16.740694,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,-14.449222,77.584328,-11.634482,-11.084935,-4.804327,-9.33116,-5.322375,0.278763,0.279365,0.997846,-250.539906,-250.043769,1.001984
428,mtr-miR156h-3p,-1.0,21.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.0,0.159044,0.0,0.159044,0.0,0.0,0.0,0.0,0.0,0.204782,0.0,0.159044,0.0,0.159044,0.1,0.55,0.1,0.25,0.157895,0.0,0.052632,0.105263,0.473684,0.052632,0.4,0.0,0.4,0.95,0.95,0.15,0.3,0.5,0.65,1.0,0.05,0.0,0.05,0.8,0.8,0.1,0.1,0.2,0.7,0.9,-17.856745,-23.044512,-18.254684,-12.070912,-24.08679,-17.017853,-13.021697,-13.526288,-12.902768,-21.412273,27.47588,32.071022,-14.533689,-7.377837,-14.087481,-6.822285,-24.851788,-20.28166,-22.51454,-14.463349,-23.889292,-12.393785,-12.741774,-8.972471,-9.552787,-15.568382,-16.021557,38.038784,-13.040855,-4.047346,34.176613,-9.586593,-12.523766,-12.832119,35.246864,-7.954699,-29.402267,-20.282415,28.47933,-15.124404,34.166595,-28.197182,25.751175,79.539368,30.690229,-9.280594,126.644119,-10.498036,-16.09383,-11.655176,30.878355,-9.911789,-5.898268,-9.312584,-6.955015,-3.817989,-8.016993,33.169827,77.584328,35.984566,-11.084935,-4.804327,-9.33116,-5.322375,0.249099,0.249976,0.99649,-249.916166,-249.168808,1.002999
