lncrna,mirna,Label,pair_id,mirna_id_original,mirna_id,lncrna_id_original,lncrna_id
ENST00000578730.1,hcmv-miR-UL148D,0.0,11046,51,51,-1153,-1153
ENST00000468186.5,hsv2-miR-H10,0.0,11047,33,33,-1786,-1786
ENST00000662214.1,hsv2-miR-H7-3p,0.0,11048,43,43,-1542,-1542
ENST00000528390.1,hcmv-miR-US25-2-3p,0.0,11049,56,56,-1681,-1681
ENST00000614826.4,kshv-miR-K12-8-5p,0.0,11050,137,137,-660,-660
ENST00000654560.1,ebv-miR-BART11-3p,0.0,11051,91,91,-1590,-1590
ENST00000665230.1,ebv-miR-BART21-3p,0.0,11052,114,114,-1554,-1554
ENST00000663516.1,kshv-miR-K12-10a-3p,0.0,11053,116,116,-1583,-1583
ENST00000630522.2,hcmv-miR-UL70-3p,0.0,11054,60,60,-545,-545
ENST00000631797.1,hsv2-miR-H23-3p,0.0,11055,40,40,-1666,-1666
ENST00000371417.3,hsv2-miR-H23-3p,0.0,11056,40,40,-169,-169
ENST00000662972.1,bkv-miR-B1-5p,0.0,11057,156,156,-1399,-1399
ENST00000660378.1,kshv-miR-K12-2-5p,0.0,11058,120,120,-1337,-1337
ENST00000669537.1,kshv-miR-K12-3-5p,0.0,11059,130,130,-1599,-1599
ENST00000661812.1,kshv-miR-K12-12-3p,0.0,11060,140,140,-1272,-1272
ENST00000576096.5,hiv1-miR-H1,0.0,11061,163,163,-1495,-1495
ENST00000646636.1,ebv-miR-BART3-5p,0.0,11062,79,79,-1173,-1173
ENST00000669976.1,ebv-miR-BHRF1-2-3p,0.0,11063,74,74,-1226,-1226
ENST00000671476.1,ebv-miR-BART21-3p,0.0,11064,114,114,-798,-798
ENST00000650463.1,hsv1-miR-H4-5p,0.0,11065,5,5,-841,-841
ENST00000556019.2,hsv1-miR-H15,0.0,11066,18,18,-221,-221
ENST00000481220.6,ebv-miR-BHRF1-1,0.0,11067,72,72,-122,-122
ENST00000583687.1,hcmv-miR-UL70-5p,0.0,11068,59,59,-1808,-1808
ENST00000643070.1,hsv1-miR-H5-3p,0.0,11069,7,7,-1170,-1170
ENST00000672769.1,ebv-miR-BART12,0.0,11070,92,92,-844,-844
ENST00000415215.1,ebv-miR-BART21-5p,0.0,11071,113,113,-816,-816
ENST00000519043.5,hcmv-miR-UL70-5p,0.0,11072,59,59,-1788,-1788
ENST00000657042.1,hsv2-miR-H20,0.0,11073,37,37,-1767,-1767
ENST00000416774.1,hbv-miR-B3RC-3p,0.0,11074,147,147,-451,-451
ENST00000423402.5,ebv-miR-BART9-3p,0.0,11075,88,88,-614,-614
ENST00000568997.5,hsv2-miR-H22,0.0,11076,38,38,-848,-848
ENST00000649174.1,hsv1-miR-H3-5p,0.0,11077,23,23,-1053,-1053
ENST00000633115.1,hsv1-miR-H15,0.0,11078,18,18,-1142,-1142
ENST00000663412.1,hcmv-miR-US22-3p,0.0,11079,67,67,-1624,-1624
ENST00000656031.1,hcmv-miR-US22-3p,0.0,11080,67,67,-1615,-1615
ENST00000398948.5,hcmv-miR-US5-2-5p,0.0,11081,64,64,-445,-445
ENST00000508832.2,ebv-miR-BART22,0.0,11082,115,115,-1533,-1533
ENST00000332012.5,kshv-miR-K12-7-3p,0.0,11083,124,124,-1345,-1345
ENST00000432963.1,kshv-miR-K12-10a-3p,0.0,11084,116,116,-417,-417
ENST00000515734.2,hsv2-miR-H24,0.0,11085,41,41,-972,-972
ENST00000634464.2,kshv-miR-K12-12-5p,0.0,11086,132,132,-1878,-1878
ENST00000331944.10,hsv1-miR-H15,0.0,11087,18,18,-1162,-1162
ENST00000456161.5,hsv1-miR-H13,0.0,11088,15,15,-600,-600
ENST00000556130.1,hsv1-miR-H5-5p,0.0,11089,24,24,-208,-208
ENST00000522771.9,ebv-miR-BART1-3p,0.0,11090,78,78,-1039,-1039
ENST00000467438.1,ebv-miR-BART1-5p,0.0,11091,76,76,-269,-269
ENST00000451786.5,kshv-miR-K12-3-5p,0.0,11092,130,130,-525,-525
ENST00000458437.2,kshv-miR-K12-1-5p,0.0,11093,119,119,-1748,-1748
ENST00000674024.1,ebv-miR-BART14-5p,0.0,11094,94,94,-980,-980
ENST00000660730.1,ebv-miR-BART6-3p,0.0,11095,84,84,-708,-708
ENST00000660580.1,mcpv-miR-P1-5p,0.0,11096,160,160,-761,-761
ENST00000423456.6,hbv-miR-B8-5p,0.0,11097,149,149,-1043,-1043
ENST00000664307.1,hsv1-miR-H18,0.0,11098,21,21,-705,-705
ENST00000675949.1,hsv2-miR-H10,0.0,11099,33,33,-1524,-1524
ENST00000419952.6,ebv-miR-BART17-3p,0.0,11100,99,99,-1549,-1549
ENST00000664449.1,hcmv-miR-US29-3p,0.0,11101,69,69,-757,-757
ENST00000416506.5,hsv1-miR-H6-3p,0.0,11102,8,8,-641,-641
ENST00000664958.1,ebv-miR-BART8-5p,0.0,11103,86,86,-642,-642
ENST00000617489.1,hsv2-miR-H23-5p,0.0,11104,39,39,-1539,-1539
ENST00000652753.1,hsv1-miR-H8-5p,0.0,11105,11,11,-947,-947
ENST00000553914.6,ebv-miR-BART19-3p,0.0,11106,101,101,-219,-219
ENST00000455967.1,hcmv-miR-US25-1-5p,0.0,11107,54,54,-260,-260
ENST00000667760.1,hsv2-miR-H3,0.0,11108,27,27,-1219,-1219
ENST00000669922.1,ebv-miR-BHRF1-2-5p,0.0,11109,73,73,-287,-287
ENST00000371417.3,ebv-miR-BART15,0.0,11110,96,96,-169,-169
ENST00000434072.1,kshv-miR-K12-11-3p,0.0,11111,118,118,-308,-308
ENST00000658649.1,hsv1-miR-H14-3p,0.0,11112,17,17,-785,-785
ENST00000672029.1,ebv-miR-BHRF1-3,0.0,11113,75,75,-846,-846
ENST00000330337.2,hcmv-miR-UL70-5p,0.0,11114,59,59,-1070,-1070
ENST00000667109.1,hbv-miR-B3RC-5p,0.0,11115,146,146,-1845,-1845
ENST00000413231.5,hsv1-miR-H13,0.0,11116,15,15,-255,-255
ENST00000653355.1,hsv1-miR-H2-5p,0.0,11117,2,2,-1355,-1355
ENST00000620864.1,kshv-miR-K12-2-5p,0.0,11118,120,120,-1683,-1683
ENST00000659961.1,ebv-miR-BART21-5p,0.0,11119,113,113,-258,-258
ENST00000663471.1,hsv2-miR-H7-3p,0.0,11120,43,43,-1868,-1868
ENST00000629407.2,kshv-miR-K12-8-3p,0.0,11121,123,123,-604,-604
ENST00000545440.5,ebv-miR-BART9-5p,0.0,11122,106,106,-724,-724
ENST00000496793.2,ebv-miR-BART11-3p,0.0,11123,91,91,-170,-170
ENST00000553657.5,jcv-miR-J1-5p,0.0,11124,158,158,-513,-513
ENST00000649121.1,kshv-miR-K12-8-5p,0.0,11125,137,137,-399,-399
ENST00000667496.1,kshv-miR-K12-2-3p,0.0,11126,136,136,-1276,-1276
ENST00000464203.1,hbv-miR-B21RC-5p,0.0,11127,152,152,-21,-21
ENST00000672299.1,hcmv-miR-US5-2-3p,0.0,11128,53,53,-847,-847
ENST00000667936.1,hsv1-miR-H6-5p,0.0,11129,25,25,-435,-435
ENST00000482932.5,mcpv-miR-P1-5p,0.0,11130,160,160,-16,-16
ENST00000489452.1,kshv-miR-K12-3-5p,0.0,11131,130,130,-1824,-1824
ENST00000444327.1,hsv2-miR-H9-5p,0.0,11132,44,44,-466,-466
ENST00000428029.6,kshv-miR-K12-1-5p,0.0,11133,119,119,-1510,-1510
ENST00000423222.5,hcmv-miR-UL22A-5p,0.0,11134,48,48,-1118,-1118
ENST00000453317.1,hcmv-miR-US33-3p,0.0,11135,62,62,-812,-812
ENST00000505296.1,ebv-miR-BHRF1-2-3p,0.0,11136,74,74,-300,-300
ENST00000415060.6,kshv-miR-K12-1-5p,0.0,11137,119,119,-669,-669
ENST00000662081.1,kshv-miR-K12-11-5p,0.0,11138,134,134,-1265,-1265
ENST00000646751.1,hcmv-miR-UL148D,0.0,11139,51,51,-179,-179
ENST00000673141.1,kshv-miR-K12-10b,0.0,11140,117,117,-4,-4
ENST00000669889.1,hsv2-miR-H6-3p,0.0,11141,47,47,-1358,-1358
ENST00000628883.2,ebv-miR-BART21-5p,0.0,11142,113,113,-569,-569
ENST00000664328.1,hbv-miR-B20-3p,0.0,11143,144,144,-813,-813
ENST00000633671.1,hsv2-miR-H3,0.0,11144,27,27,-1678,-1678
ENST00000432897.5,hbv-miR-B8-5p,0.0,11145,149,149,-311,-311
ENST00000669762.1,hsv1-miR-H8-3p,0.0,11146,12,12,-1705,-1705
ENST00000450728.1,hcmv-miR-US33-3p,0.0,11147,62,62,-1250,-1250
ENST00000473798.1,hsv2-miR-H13,0.0,11148,36,36,-118,-118
ENST00000317122.2,hsv2-miR-H2,0.0,11149,30,30,-467,-467
ENST00000496285.6,hbv-miR-B14RC-3p,0.0,11150,154,154,-1263,-1263
ENST00000659725.1,hsv1-miR-H16,0.0,11151,19,19,-738,-738
ENST00000666755.1,hsv2-miR-H2,0.0,11152,30,30,-1649,-1649
ENST00000659996.1,hsv1-miR-H4-3p,0.0,11153,6,6,-1414,-1414
ENST00000654960.1,hcmv-miR-US33-3p,0.0,11154,62,62,-1405,-1405
ENST00000445565.2,hsv2-miR-H23-5p,0.0,11155,39,39,-432,-432
ENST00000625447.2,hbv-miR-B7-5p,0.0,11156,148,148,-549,-549
ENST00000528390.1,ebv-miR-BART19-3p,0.0,11157,101,101,-1681,-1681
ENST00000664449.1,hbv-miR-B26-5p,0.0,11158,153,153,-757,-757
ENST00000439759.6,ebv-miR-BART14-3p,0.0,11159,95,95,-963,-963
ENST00000612430.3,kshv-miR-K12-7-3p,0.0,11160,124,124,-605,-605
ENST00000414046.3,ebv-miR-BHRF1-1,0.0,11161,72,72,-968,-968
ENST00000629533.2,ebv-miR-BHRF1-2-3p,0.0,11162,74,74,-568,-568
ENST00000458686.5,ebv-miR-BART1-5p,0.0,11163,76,76,-634,-634
ENST00000670883.1,hsv1-miR-H5-3p,0.0,11164,7,7,-1189,-1189
ENST00000469846.2,hsv1-miR-H14-3p,0.0,11165,17,17,-1803,-1803
ENST00000453754.5,hcmv-miR-US5-1,0.0,11166,52,52,-768,-768
ENST00000644884.1,kshv-miR-K12-5-3p,0.0,11167,127,127,-1860,-1860
ENST00000670518.1,hsv2-miR-H3,0.0,11168,27,27,-1270,-1270
ENST00000648512.1,hsv1-miR-H7-5p,0.0,11169,9,9,-1052,-1052
ENST00000521889.5,hsv1-miR-H14-5p,0.0,11170,16,16,-31,-31
ENST00000647780.1,ebv-miR-BART10-5p,0.0,11171,107,107,-1036,-1036
ENST00000667545.1,ebv-miR-BART14-5p,0.0,11172,94,94,-763,-763
ENST00000628667.2,ebv-miR-BART2-5p,0.0,11173,77,77,-581,-581
ENST00000518860.1,kshv-miR-K12-4-5p,0.0,11174,128,128,-33,-33
ENST00000435523.5,ebv-miR-BART18-3p,0.0,11175,109,109,-533,-533
ENST00000643509.1,hbv-miR-B26-5p,0.0,11176,153,153,-1183,-1183
ENST00000669431.1,hsv1-miR-H2-3p,0.0,11177,3,3,-1151,-1151
ENST00000648769.1,ebv-miR-BART17-5p,0.0,11178,98,98,-1720,-1720
ENST00000490765.4,kshv-miR-K12-3-3p,0.0,11179,131,131,-232,-232
ENST00000589187.5,ebv-miR-BART2-5p,0.0,11180,77,77,-742,-742
ENST00000545440.5,hsv2-miR-H25,0.0,11181,42,42,-724,-724
ENST00000581640.5,hbv-miR-B20-3p,0.0,11182,144,144,-1300,-1300
ENST00000652878.1,hsv1-miR-H16,0.0,11183,19,19,-201,-201
ENST00000367207.7,hsv2-miR-H4-3p,0.0,11184,29,29,-1368,-1368
ENST00000628580.2,kshv-miR-K12-10b,0.0,11185,117,117,-1444,-1444
ENST00000414904.1,hsv2-miR-H7-5p,0.0,11186,31,31,-307,-307
ENST00000665778.1,hcmv-miR-UL70-3p,0.0,11187,60,60,-1842,-1842
ENST00000414584.1,ebv-miR-BART7-3p,0.0,11188,85,85,-1171,-1171
ENST00000605505.1,jcv-miR-J1-3p,0.0,11189,159,159,-1646,-1646
ENST00000658189.1,ebv-miR-BART22,0.0,11190,115,115,-472,-472
ENST00000625992.2,ebv-miR-BART8-3p,0.0,11191,87,87,-382,-382
ENST00000413975.5,kshv-miR-K12-2-3p,0.0,11192,136,136,-457,-457
ENST00000587165.1,hcmv-miR-UL70-5p,0.0,11193,59,59,-272,-272
ENST00000444238.6,ebv-miR-BART3-3p,0.0,11194,80,80,-372,-372
ENST00000423402.5,ebv-miR-BART7-3p,0.0,11195,85,85,-614,-614
ENST00000419368.1,hsv1-miR-H4-3p,0.0,11196,6,6,-962,-962
ENST00000452431.5,ebv-miR-BART5-3p,0.0,11197,112,112,-612,-612
ENST00000544983.2,ebv-miR-BART7-3p,0.0,11198,85,85,-715,-715
ENST00000444238.6,hbv-miR-B21RC-5p,0.0,11199,152,152,-372,-372
ENST00000662473.1,ebv-miR-BART2-5p,0.0,11200,77,77,-1305,-1305
ENST00000549957.1,hbv-miR-B26-5p,0.0,11201,153,153,-1312,-1312
ENST00000498308.1,hsv2-miR-H23-5p,0.0,11202,39,39,-518,-518
ENST00000545920.2,ebv-miR-BART1-5p,0.0,11203,76,76,-718,-718
ENST00000417975.1,hsv2-miR-H3,0.0,11204,27,27,-454,-454
ENST00000665000.1,jcv-miR-J1-3p,0.0,11205,159,159,-153,-153
ENST00000656516.1,hsv1-miR-H3-5p,0.0,11206,23,23,-242,-242
ENST00000480237.1,hcmv-miR-US33-3p,0.0,11207,62,62,-1822,-1822
ENST00000624914.3,hsv1-miR-H1-5p,0.0,11208,1,1,-449,-449
ENST00000617372.1,ebv-miR-BART12,0.0,11209,92,92,-205,-205
ENST00000521113.1,hsv2-miR-H9-5p,0.0,11210,44,44,-29,-29
ENST00000442558.5,ebv-miR-BART16,0.0,11211,97,97,-486,-486
ENST00000542933.5,ebv-miR-BART10-3p,0.0,11212,89,89,-1507,-1507
ENST00000467721.5,kshv-miR-K12-10a-5p,0.0,11213,133,133,-919,-919
ENST00000609323.1,kshv-miR-K12-7-5p,0.0,11214,138,138,-329,-329
ENST00000449642.5,hcmv-miR-US5-2-3p,0.0,11215,53,53,-1746,-1746
ENST00000659586.1,kshv-miR-K12-10a-3p,0.0,11216,116,116,-619,-619
ENST00000608067.6,kshv-miR-K12-8-5p,0.0,11217,137,137,-355,-355
ENST00000650369.1,kshv-miR-K12-3-5p,0.0,11218,130,130,-302,-302
ENST00000466204.5,hiv1-miR-H1,0.0,11219,163,163,-151,-151
ENST00000426261.6,hsv2-miR-H3,0.0,11220,27,27,-100,-100
ENST00000445551.1,hsv1-miR-H14-3p,0.0,11221,17,17,-120,-120
ENST00000647288.1,kshv-miR-K12-7-3p,0.0,11222,124,124,-529,-529
ENST00000606100.5,hcmv-miR-UL69,0.0,11223,71,71,-1459,-1459
ENST00000655231.1,ebv-miR-BART3-3p,0.0,11224,80,80,-1026,-1026
ENST00000584177.5,hsv2-miR-H23-5p,0.0,11225,39,39,-821,-821
ENST00000670518.1,kshv-miR-K12-1-3p,0.0,11226,135,135,-1270,-1270
ENST00000665830.1,kshv-miR-K12-12-5p,0.0,11227,132,132,-1327,-1327
ENST00000654845.1,hsv2-miR-H4-5p,0.0,11228,28,28,-1500,-1500
ENST00000660532.1,hsv2-miR-H20,0.0,11229,37,37,-1567,-1567
ENST00000484933.6,hbv-miR-B7-5p,0.0,11230,148,148,-270,-270
ENST00000454875.2,ebv-miR-BART7-3p,0.0,11231,85,85,-1086,-1086
ENST00000420873.2,hbv-miR-B2RC,0.0,11232,141,141,-1310,-1310
ENST00000521889.5,hsv1-miR-H2-3p,0.0,11233,3,3,-31,-31
ENST00000591882.1,hsv2-miR-H9-5p,0.0,11234,44,44,-315,-315
ENST00000653669.1,hcmv-miR-US33-3p,0.0,11235,62,62,-1610,-1610
ENST00000627542.2,hbv-miR-B2-3p,0.0,11236,145,145,-609,-609
ENST00000651670.1,kshv-miR-K12-9-5p,0.0,11237,121,121,-1067,-1067
ENST00000416945.2,kshv-miR-K12-4-3p,0.0,11238,129,129,-1285,-1285
ENST00000546512.5,kshv-miR-K12-10b,0.0,11239,117,117,-1204,-1204
ENST00000366181.2,kshv-miR-K12-8-5p,0.0,11240,137,137,-439,-439
ENST00000453015.1,hsv2-miR-H6-3p,0.0,11241,47,47,-858,-858
ENST00000455406.6,hcmv-miR-US5-1,0.0,11242,52,52,-861,-861
ENST00000668648.1,ebv-miR-BART11-3p,0.0,11243,91,91,-1255,-1255
ENST00000375641.6,kshv-miR-K12-2-3p,0.0,11244,136,136,-181,-181
ENST00000455967.1,hbv-miR-B3RC-5p,0.0,11245,146,146,-260,-260
ENST00000602892.5,ebv-miR-BART9-3p,0.0,11246,88,88,-1553,-1553
ENST00000480237.1,ebv-miR-BART10-5p,0.0,11247,107,107,-1822,-1822
ENST00000646550.1,hsv2-miR-H5,0.0,11248,45,45,-1858,-1858
ENST00000670003.1,kshv-miR-K12-2-5p,0.0,11249,120,120,-1602,-1602
ENST00000642293.1,kshv-miR-K12-2-5p,0.0,11250,120,120,-1174,-1174
ENST00000664307.1,hsv1-miR-H4-5p,0.0,11251,5,5,-705,-705
ENST00000442839.5,hsv2-miR-H13,0.0,11252,36,36,-697,-697
ENST00000623565.3,hsv1-miR-H1-3p,0.0,11253,22,22,-299,-299
ENST00000449572.2,hcmv-miR-US33-3p,0.0,11254,62,62,-54,-54
ENST00000652683.1,hsv2-miR-H11-3p,0.0,11255,34,34,-1652,-1652
ENST00000658540.1,hcmv-miR-UL70-5p,0.0,11256,59,59,-702,-702
ENST00000629484.1,hsv1-miR-H17,0.0,11257,20,20,-387,-387
ENST00000656904.1,hbv-miR-B7-5p,0.0,11258,148,148,-1697,-1697
ENST00000488315.5,ebv-miR-BART2-5p,0.0,11259,77,77,-1771,-1771
ENST00000477984.1,ebv-miR-BART20-5p,0.0,11260,102,102,-1716,-1716
ENST00000648149.1,kshv-miR-K12-3-3p,0.0,11261,131,131,-41,-41
ENST00000651670.1,ebv-miR-BART6-5p,0.0,11262,83,83,-1067,-1067
ENST00000663993.1,ebv-miR-BART18-5p,0.0,11263,100,100,-482,-482
ENST00000587306.5,jcv-miR-J1-5p,0.0,11264,158,158,-890,-890
ENST00000654137.1,ebv-miR-BART19-3p,0.0,11265,101,101,-784,-784
ENST00000655816.1,ebv-miR-BART8-3p,0.0,11266,87,87,-1400,-1400
ENST00000452465.2,ebv-miR-BHRF1-1,0.0,11267,72,72,-27,-27
ENST00000625955.3,ebv-miR-BART8-5p,0.0,11268,86,86,-624,-624
ENST00000593954.6,hcmv-miR-UL22A-5p,0.0,11269,48,48,-487,-487
ENST00000658708.1,hsv2-miR-H9-3p,0.0,11270,32,32,-1619,-1619
ENST00000659250.1,hsv1-miR-H3-3p,0.0,11271,4,4,-1735,-1735
ENST00000432604.5,hsv1-miR-H13,0.0,11272,15,15,-635,-635
ENST00000670805.1,ebv-miR-BART15,0.0,11273,96,96,-803,-803
ENST00000624927.3,ebv-miR-BHRF1-2-3p,0.0,11274,74,74,-284,-284
ENST00000424076.9,ebv-miR-BART2-3p,0.0,11275,104,104,-1038,-1038
ENST00000358748.1,hsv1-miR-H4-3p,0.0,11276,6,6,-1774,-1774
ENST00000672299.1,ebv-miR-BART2-3p,0.0,11277,104,104,-847,-847
ENST00000371086.3,ebv-miR-BART3-5p,0.0,11278,79,79,-1063,-1063
ENST00000415060.6,kshv-miR-K12-5-3p,0.0,11279,127,127,-669,-669
ENST00000650259.1,hiv1-miR-N367,0.0,11280,162,162,-130,-130
ENST00000666283.1,hcmv-miR-US33-3p,0.0,11281,62,62,-1519,-1519
ENST00000659738.1,hbv-miR-B20-3p,0.0,11282,144,144,-424,-424
ENST00000543334.5,hcmv-miR-US29-5p,0.0,11283,68,68,-1514,-1514
ENST00000628667.2,hsv1-miR-H5-5p,0.0,11284,24,24,-581,-581
ENST00000439670.6,hbv-miR-B3RC-3p,0.0,11285,147,147,-648,-648
ENST00000657571.1,ebv-miR-BART5-3p,0.0,11286,112,112,-1238,-1238
ENST00000666704.1,hsv1-miR-H1-3p,0.0,11287,22,22,-1586,-1586
ENST00000657380.1,kshv-miR-K12-5-3p,0.0,11288,127,127,-955,-955
ENST00000428794.1,ebv-miR-BART13-5p,0.0,11289,108,108,-262,-262
ENST00000653624.1,hsv1-miR-H2-5p,0.0,11290,2,2,-1633,-1633
ENST00000663427.1,hsv2-miR-H23-3p,0.0,11291,40,40,-1119,-1119
ENST00000656154.1,ebv-miR-BART16,0.0,11292,97,97,-695,-695
ENST00000654228.1,hsv1-miR-H1-5p,0.0,11293,1,1,-157,-157
ENST00000438755.1,hsv2-miR-H24,0.0,11294,41,41,-1658,-1658
ENST00000515640.5,hsv1-miR-H5-3p,0.0,11295,7,7,-63,-63
ENST00000650239.1,hsv1-miR-H17,0.0,11296,20,20,-131,-131
ENST00000644577.1,kshv-miR-K12-2-5p,0.0,11297,120,120,-1164,-1164
ENST00000585457.6,ebv-miR-BART11-3p,0.0,11298,91,91,-240,-240
ENST00000445461.7,kshv-miR-K12-9-5p,0.0,11299,121,121,-1551,-1551
ENST00000656824.1,hbv-miR-B20-3p,0.0,11300,144,144,-1221,-1221
ENST00000585832.3,hsv2-miR-H24,0.0,11301,41,41,-1234,-1234
ENST00000660363.1,ebv-miR-BART12,0.0,11302,92,92,-1794,-1794
ENST00000667011.1,hcmv-miR-US5-2-3p,0.0,11303,53,53,-1573,-1573
ENST00000643648.1,hcmv-miR-UL112-3p,0.0,11304,50,50,-42,-42
ENST00000660044.1,kshv-miR-K12-5-3p,0.0,11305,127,127,-1432,-1432
ENST00000431189.1,ebv-miR-BHRF1-1,0.0,11306,72,72,-534,-534
ENST00000649108.1,ebv-miR-BART4-3p,0.0,11307,111,111,-34,-34
ENST00000427857.1,kshv-miR-K12-5-3p,0.0,11308,127,127,-418,-418
ENST00000462427.2,ebv-miR-BART19-5p,0.0,11309,110,110,-943,-943
ENST00000670780.1,kshv-miR-K12-10a-5p,0.0,11310,133,133,-288,-288
ENST00000576702.5,kshv-miR-K12-4-5p,0.0,11311,128,128,-1496,-1496
ENST00000587692.6,ebv-miR-BART19-5p,0.0,11312,110,110,-748,-748
ENST00000626735.2,ebv-miR-BART22,0.0,11313,115,115,-558,-558
ENST00000602620.2,ebv-miR-BART10-3p,0.0,11314,89,89,-1597,-1597
ENST00000448567.2,ebv-miR-BART18-3p,0.0,11315,109,109,-1124,-1124
ENST00000662725.1,hbv-miR-B2-3p,0.0,11316,145,145,-1353,-1353
ENST00000655231.1,hcmv-miR-UL69,0.0,11317,71,71,-1026,-1026
ENST00000678624.1,kshv-miR-K12-9-5p,0.0,11318,121,121,-905,-905
ENST00000658851.1,ebv-miR-BART10-5p,0.0,11319,107,107,-1881,-1881
ENST00000667777.1,ebv-miR-BART20-5p,0.0,11320,102,102,-1594,-1594
ENST00000453015.1,kshv-miR-K12-8-3p,0.0,11321,123,123,-858,-858
ENST00000434181.6,hcmv-miR-US22-5p,0.0,11322,66,66,-1869,-1869
ENST00000622324.4,kshv-miR-K12-11-3p,0.0,11323,118,118,-363,-363
ENST00000665734.1,jcv-miR-J1-5p,0.0,11324,158,158,-1343,-1343
ENST00000668648.1,ebv-miR-BART20-3p,0.0,11325,103,103,-1255,-1255
ENST00000663516.1,ebv-miR-BART22,0.0,11326,115,115,-1583,-1583
ENST00000663427.1,kshv-miR-K12-11-3p,0.0,11327,118,118,-1119,-1119
ENST00000419952.6,hsv1-miR-H1-5p,0.0,11328,1,1,-1549,-1549
ENST00000667260.1,ebv-miR-BART13-3p,0.0,11329,93,93,-1075,-1075
ENST00000673729.1,ebv-miR-BART1-5p,0.0,11330,76,76,-731,-731
ENST00000647288.1,hcmv-miR-UL70-5p,0.0,11331,59,59,-529,-529
ENST00000475913.5,hsv1-miR-H11,0.0,11332,13,13,-926,-926
ENST00000659192.1,hsv2-miR-H12,0.0,11333,35,35,-1579,-1579
ENST00000660945.1,ebv-miR-BART20-5p,0.0,11334,102,102,-1743,-1743
ENST00000610197.1,hbv-miR-B8-5p,0.0,11335,149,149,-310,-310
ENST00000669618.1,ebv-miR-BART18-3p,0.0,11336,109,109,-1111,-1111
ENST00000490006.6,ebv-miR-BART18-5p,0.0,11337,100,100,-267,-267
ENST00000625451.2,hsv1-miR-H11,0.0,11338,13,13,-353,-353
ENST00000613377.1,kshv-miR-K12-10b,0.0,11339,117,117,-1344,-1344
ENST00000612967.2,hcmv-miR-UL148D,0.0,11340,51,51,-136,-136
ENST00000664219.1,hsv1-miR-H5-5p,0.0,11341,24,24,-1402,-1402
ENST00000664877.1,hcmv-miR-UL36-3p,0.0,11342,61,61,-1789,-1789
ENST00000659175.1,hbv-miR-B19-5p,0.0,11343,151,151,-111,-111
ENST00000591173.5,hsv2-miR-H7-3p,0.0,11344,43,43,-322,-322
ENST00000498308.1,ebv-miR-BHRF1-1,0.0,11345,72,72,-518,-518
ENST00000654746.1,hsv1-miR-H4-3p,0.0,11346,6,6,-1002,-1002
ENST00000423414.5,hsv1-miR-H7-5p,0.0,11347,9,9,-522,-522
ENST00000609543.6,ebv-miR-BART9-3p,0.0,11348,88,88,-650,-650
ENST00000669824.1,hbv-miR-B22-3p,0.0,11349,155,155,-765,-765
ENST00000581192.1,hsv1-miR-H3-5p,0.0,11350,23,23,-1688,-1688
ENST00000376620.3,hbv-miR-B26-5p,0.0,11351,153,153,-436,-436
ENST00000489542.6,ebv-miR-BART2-5p,0.0,11352,77,77,-932,-932
ENST00000631832.1,kshv-miR-K12-5-3p,0.0,11353,127,127,-1670,-1670
ENST00000655865.1,hsv1-miR-H6-5p,0.0,11354,25,25,-1474,-1474
ENST00000659479.1,hsv1-miR-H6-5p,0.0,11355,25,25,-1825,-1825
ENST00000606861.1,hbv-miR-B3RC-3p,0.0,11356,147,147,-244,-244
ENST00000664377.1,hcmv-miR-UL70-5p,0.0,11357,59,59,-1758,-1758
ENST00000469312.6,ebv-miR-BHRF1-2-5p,0.0,11358,73,73,-266,-266
ENST00000421767.1,kshv-miR-K12-4-5p,0.0,11359,128,128,-1481,-1481
ENST00000634799.1,hcmv-miR-US5-1,0.0,11360,52,52,-485,-485
ENST00000400831.2,ebv-miR-BART20-5p,0.0,11361,102,102,-1805,-1805
ENST00000646550.1,kshv-miR-K12-8-5p,0.0,11362,137,137,-1858,-1858
ENST00000446880.5,hbv-miR-B2-3p,0.0,11363,145,145,-1372,-1372
ENST00000591882.1,kshv-miR-K12-4-5p,0.0,11364,128,128,-315,-315
ENST00000457881.5,kshv-miR-K12-10a-3p,0.0,11365,116,116,-1245,-1245
ENST00000569711.1,ebv-miR-BART3-3p,0.0,11366,80,80,-261,-261
ENST00000658826.1,hcmv-miR-US25-2-3p,0.0,11367,56,56,-1560,-1560
ENST00000628102.2,hsv1-miR-H14-5p,0.0,11368,16,16,-670,-670
ENST00000248980.9,hsv2-miR-H20,0.0,11369,37,37,-959,-959
ENST00000631644.1,ebv-miR-BART22,0.0,11370,115,115,-1674,-1674
ENST00000633115.1,hsv2-miR-H6-3p,0.0,11371,47,47,-1142,-1142
ENST00000653415.1,ebv-miR-BART6-3p,0.0,11372,84,84,-1425,-1425
ENST00000658620.1,hsv1-miR-H6-5p,0.0,11373,25,25,-1429,-1429
ENST00000359875.9,hbv-miR-B4,0.0,11374,142,142,-78,-78
ENST00000518860.1,hbv-miR-B2-3p,0.0,11375,145,145,-33,-33
ENST00000557142.6,ebv-miR-BART17-3p,0.0,11376,99,99,-216,-216
ENST00000573259.5,ebv-miR-BART19-3p,0.0,11377,101,101,-1492,-1492
ENST00000653657.1,hbv-miR-B2RC,0.0,11378,141,141,-1383,-1383
ENST00000627398.2,hsv2-miR-H4-3p,0.0,11379,29,29,-576,-576
