ViRBase ID	Virus Name	Virus Strain Name	Taxonomy ID	Virus Family	Host Species	Interactor1 Source	Interactor1 Category	Interactor1 Symbol	Interactor1 ID	Interactor2 Source	Interactor2 Category	Interactor2 Symbol	Interactor2 ID	PMID	Score
HHID00099792	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000000988	ALDBSSCT0000000988	host	mRNA	RFK	100520822	32063887	0.4752
HHID00099793	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000000988	ALDBSSCT0000000988	host	mRNA	GCNT1	106508649	32063887	0.4752
HHID00099794	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000000990	ALDBSSCT0000000990	host	mRNA	GCNT1	106508649	32063887	0.4752
HHID00099795	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000000991	ALDBSSCT0000000991	host	mRNA	PRUNE2	100153374	32063887	0.4752
HHID00099796	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000000991	ALDBSSCT0000000991	host	mRNA	GCNT1	106508649	32063887	0.4752
HHID00099797	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001001	ALDBSSCT0000001001	host	mRNA	CCIN	100515522	32063887	0.4752
HHID00099798	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001001	ALDBSSCT0000001001	host	mRNA	RECK	100519638	32063887	0.4752
HHID00099799	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001002	ALDBSSCT0000001002	host	mRNA	RNF38	100519814	32063887	0.4752
HHID00099800	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001009	ALDBSSCT0000001009	host	mRNA	PLPPR1	100154648	32063887	0.4752
HHID00099801	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001048	ALDBSSCT0000001048	host	mRNA	CNTRL	100153004	32063887	0.4752
HHID00099802	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001049	ALDBSSCT0000001049	host	mRNA	RAB14	595112	32063887	0.4752
HHID00099803	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001049	ALDBSSCT0000001049	host	mRNA	CNTRL	100153004	32063887	0.4752
HHID00099804	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001049	ALDBSSCT0000001049	host	mRNA	STOM	100627513	32063887	0.4752
HHID00099805	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001056	ALDBSSCT0000001056	host	mRNA	RAB14	595112	32063887	0.4752
HHID00099806	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001056	ALDBSSCT0000001056	host	mRNA	STOM	100627513	32063887	0.4752
HHID00099807	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	C8G	100037955	32063887	0.4752
HHID00099808	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	AGPAT2	100170768	32063887	0.4752
HHID00099809	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	LCN8	100303612	32063887	0.4752
HHID00099810	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	EGFL7	100511434	32063887	0.4752
HHID00099811	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	LCN12	100511618	32063887	0.4752
HHID00099812	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	TMEM141	100512883	32063887	0.4752
HHID00099813	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	CCDC183	100513066	32063887	0.4752
HHID00099814	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	LOC100513261	100513261	32063887	0.4752
HHID00099815	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	DIPK1B	100513642	32063887	0.4752
HHID00099816	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	TRAF2	100513840	32063887	0.4752
HHID00099817	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	FBXW5	100514029	32063887	0.4752
HHID00099818	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	LCN15	100514209	32063887	0.4752
HHID00099819	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	EDF1	100736774	32063887	0.4752
HHID00099820	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001091	ALDBSSCT0000001091	host	mRNA	LCN10	100737384	32063887	0.4752
HHID00099821	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	LCN8	100303612	32063887	0.4752
HHID00099822	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	TMEM141	100512883	32063887	0.4752
HHID00099823	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	CCDC183	100513066	32063887	0.4752
HHID00099824	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	LOC100513261	100513261	32063887	0.4752
HHID00099825	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	DIPK1B	100513642	32063887	0.4752
HHID00099826	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	LCN15	100514209	32063887	0.4752
HHID00099827	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	EDF1	100736774	32063887	0.4752
HHID00099828	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001092	ALDBSSCT0000001092	host	mRNA	LCN10	100737384	32063887	0.4752
HHID00099829	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001124	ALDBSSCT0000001124	host	mRNA	RAB3GAP2	100516506	32063887	0.4752
HHID00099830	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001128	ALDBSSCT0000001128	host	mRNA	YWHAZ	780440	32063887	0.4752
HHID00099831	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001128	ALDBSSCT0000001128	host	mRNA	GREM2	100521329	32063887	0.4752
HHID00099832	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001128	ALDBSSCT0000001128	host	mRNA	CHML	100521677	32063887	0.4752
HHID00099833	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001140	ALDBSSCT0000001140	host	mRNA	KMO	397148	32063887	0.4752
HHID00099834	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001140	ALDBSSCT0000001140	host	mRNA	FH	100627128	32063887	0.4752
HHID00099835	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001140	ALDBSSCT0000001140	host	mRNA	LOC100627222	100627222	32063887	0.4752
HHID00099836	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001142	ALDBSSCT0000001142	host	mRNA	EPHX1	397639	32063887	0.4752
HHID00099837	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001142	ALDBSSCT0000001142	host	mRNA	LEFTY2	100337677	32063887	0.4752
HHID00099838	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001142	ALDBSSCT0000001142	host	mRNA	TMEM63A	100523988	32063887	0.4752
HHID00099839	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001142	ALDBSSCT0000001142	host	mRNA	SRP9	100524270	32063887	0.4752
HHID00099840	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001142	ALDBSSCT0000001142	host	mRNA	SDE2	100524888	32063887	0.4752
HHID00099841	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001143	ALDBSSCT0000001143	host	mRNA	PSEN2	780410	32063887	0.4752
HHID00099842	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001143	ALDBSSCT0000001143	host	mRNA	CDC42BPA	100511216	32063887	0.4752
HHID00099843	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001143	ALDBSSCT0000001143	host	mRNA	ITPKB	102164283	32063887	0.4752
HHID00099844	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001144	ALDBSSCT0000001144	host	mRNA	DESI2	100037270	32063887	0.4752
HHID00099845	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001144	ALDBSSCT0000001144	host	mRNA	C10H1orf100	100514177	32063887	0.4752
HHID00099846	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001168	ALDBSSCT0000001168	host	mRNA	NEK7	100521742	32063887	0.4752
HHID00099847	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001171	ALDBSSCT0000001171	host	mRNA	TMEM9	100621878	32063887	0.4752
HHID00099848	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001171	ALDBSSCT0000001171	host	mRNA	KIF21B	100622057	32063887	0.4752
HHID00099849	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001171	ALDBSSCT0000001171	host	mRNA	CACNA1S	100622149	32063887	0.4752
HHID00099850	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001173	ALDBSSCT0000001173	host	mRNA	SYT2	100511582	32063887	0.4752
HHID00099851	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001198	ALDBSSCT0000001198	host	mRNA	AGBL4	100737108	32063887	0.4752
HHID00099852	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001235	ALDBSSCT0000001235	host	mRNA	WAC	100517599	32063887	0.4752
HHID00099853	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001248	ALDBSSCT0000001248	host	mRNA	CUBN	100521743	32063887	0.4752
HHID00099854	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001258	ALDBSSCT0000001258	host	mRNA	MRPL51	102160012	32063887	0.4752
HHID00099855	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001283	ALDBSSCT0000001283	host	mRNA	ARHGAP21	100518571	32063887	0.4752
HHID00099856	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001288	ALDBSSCT0000001288	host	mRNA	PTF1A	100623168	32063887	0.4752
HHID00099857	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001288	ALDBSSCT0000001288	host	mRNA	C10H10orf67	100623946	32063887	0.4752
HHID00099858	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001288	ALDBSSCT0000001288	host	mRNA	MSRB2	100624041	32063887	0.4752
HHID00099859	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001296	ALDBSSCT0000001296	host	mRNA	NRP1	100286859	32063887	0.4752
HHID00099860	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001297	ALDBSSCT0000001297	host	mRNA	NRP1	100286859	32063887	0.4752
HHID00099861	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001327	ALDBSSCT0000001327	host	mRNA	RBM17	100515920	32063887	0.4752
HHID00099862	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001327	ALDBSSCT0000001327	host	mRNA	PFKFB3	100516289	32063887	0.4752
HHID00099863	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001334	ALDBSSCT0000001334	host	mRNA	GDI2	414427	32063887	0.4752
HHID00099864	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001334	ALDBSSCT0000001334	host	mRNA	TASOR2	100517184	32063887	0.4752
HHID00099865	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001334	ALDBSSCT0000001334	host	mRNA	ASB13	100517911	32063887	0.4752
HHID00099866	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001339	ALDBSSCT0000001339	host	mRNA	KLF6	100174961	32063887	0.4752
HHID00099867	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001353	ALDBSSCT0000001353	host	mRNA	ZMYND11	100523014	32063887	0.4752
HHID00099868	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001404	ALDBSSCT0000001404	host	mRNA	HHIPL2	100517774	32063887	0.4752
HHID00099869	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001404	ALDBSSCT0000001404	host	mRNA	MIA3	100520445	32063887	0.4752
HHID00099870	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001404	ALDBSSCT0000001404	host	mRNA	TAF1A	106504166	32063887	0.4752
HHID00099871	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001413	ALDBSSCT0000001413	host	mRNA	AIDA	100518326	32063887	0.4752
HHID00099872	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001413	ALDBSSCT0000001413	host	mRNA	FAM177B	100518506	32063887	0.4752
HHID00099873	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001413	ALDBSSCT0000001413	host	mRNA	MIA3	100520445	32063887	0.4752
HHID00099874	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001413	ALDBSSCT0000001413	host	mRNA	BROX	106504096	32063887	0.4752
HHID00099875	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001422	ALDBSSCT0000001422	host	mRNA	KMO	397148	32063887	0.4752
HHID00099876	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001422	ALDBSSCT0000001422	host	mRNA	DEGS1	100135677	32063887	0.4752
HHID00099877	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001422	ALDBSSCT0000001422	host	mRNA	NVL	100624357	32063887	0.4752
HHID00099878	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001422	ALDBSSCT0000001422	host	mRNA	FH	100627128	32063887	0.4752
HHID00099879	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001422	ALDBSSCT0000001422	host	mRNA	LOC100627222	100627222	32063887	0.4752
HHID00099880	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001431	ALDBSSCT0000001431	host	mRNA	H3-3A	396970	32063887	0.4752
HHID00099881	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001431	ALDBSSCT0000001431	host	mRNA	SDE2	100524888	32063887	0.4752
HHID00099882	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001433	ALDBSSCT0000001433	host	mRNA	EPHX1	397639	32063887	0.4752
HHID00099883	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001433	ALDBSSCT0000001433	host	mRNA	LEFTY2	100337677	32063887	0.4752
HHID00099884	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001433	ALDBSSCT0000001433	host	mRNA	TMEM63A	100523988	32063887	0.4752
HHID00099885	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001433	ALDBSSCT0000001433	host	mRNA	SRP9	100524270	32063887	0.4752
HHID00099886	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001439	ALDBSSCT0000001439	host	mRNA	EXO1	100512301	32063887	0.4752
HHID00099887	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001439	ALDBSSCT0000001439	host	mRNA	SCCPDH	100512485	32063887	0.4752
HHID00099888	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001439	ALDBSSCT0000001439	host	mRNA	MAP1LC3C	100512852	32063887	0.4752
HHID00099889	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001440	ALDBSSCT0000001440	host	mRNA	EXO1	100512301	32063887	0.4752
HHID00099890	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001440	ALDBSSCT0000001440	host	mRNA	SCCPDH	100512485	32063887	0.4752
HHID00099891	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001440	ALDBSSCT0000001440	host	mRNA	MAP1LC3C	100512852	32063887	0.4752
HHID00099892	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001454	ALDBSSCT0000001454	host	lncRNA	HNRNPU	102165761	32063887	0.4752
HHID00099893	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001454	ALDBSSCT0000001454	host	mRNA	ADSS2	100048942	32063887	0.4752
HHID00099894	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001454	ALDBSSCT0000001454	host	mRNA	EFCAB2	100515403	32063887	0.4752
HHID00099895	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001456	ALDBSSCT0000001456	host	lncRNA	HNRNPU	102165761	32063887	0.4752
HHID00099896	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001456	ALDBSSCT0000001456	host	mRNA	ADSS2	100048942	32063887	0.4752
HHID00099897	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001456	ALDBSSCT0000001456	host	mRNA	EFCAB2	100515403	32063887	0.4752
HHID00099898	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001482	ALDBSSCT0000001482	host	mRNA	TUT7	100516638	32063887	0.4752
HHID00099899	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001482	ALDBSSCT0000001482	host	mRNA	ISCA1	100516824	32063887	0.4752
HHID00099900	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001482	ALDBSSCT0000001482	host	mRNA	C10H9orf153	100516996	32063887	0.4752
HHID00099901	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001515	ALDBSSCT0000001515	host	mRNA	MAP3K8	100622217	32063887	0.4752
HHID00099902	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001517	ALDBSSCT0000001517	host	mRNA	SVIL	100518681	32063887	0.4752
HHID00099903	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001537	ALDBSSCT0000001537	host	mRNA	C10H10orf67	100623946	32063887	0.4752
HHID00099904	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001627	ALDBSSCT0000001627	host	mRNA	CTSV	396926	32063887	0.4752
HHID00099905	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001628	ALDBSSCT0000001628	host	mRNA	OPTN	397011	32063887	0.4752
HHID00099906	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001698	ALDBSSCT0000001698	host	mRNA	LHFPL6	100624925	32063887	0.4752
HHID00099907	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001706	ALDBSSCT0000001706	host	mRNA	CCDC70	100514363	32063887	0.4752
HHID00099908	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001711	ALDBSSCT0000001711	host	mRNA	SPRYD7	100155063	32063887	0.4752
HHID00099909	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001711	ALDBSSCT0000001711	host	mRNA	EBPL	100516290	32063887	0.4752
HHID00099910	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001718	ALDBSSCT0000001718	host	mRNA	CYSLTR2	397243	32063887	0.4752
HHID00099911	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001721	ALDBSSCT0000001721	host	mRNA	RB1	100151828	32063887	0.4752
HHID00099912	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001721	ALDBSSCT0000001721	host	mRNA	RCBTB2	100154691	32063887	0.4752
HHID00099913	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001721	ALDBSSCT0000001721	host	mRNA	LPAR6	100738399	32063887	0.4752
HHID00099914	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001736	ALDBSSCT0000001736	host	mRNA	NAA16	100158125	32063887	0.4752
