,mirna,lncrna,Label,mirna_id,lncrna_id,pair_id
2554,hsv2-miR-H7-3p,ENST00000586552.5,0.0,43,-1246,16368
2555,mcpv-miR-P1-3p,ENST00000649111.1,1.0,161,-40,706
2556,kshv-miR-K12-5-5p,ENST00000667964.1,0.0,139,-1133,10698
2557,ebv-miR-BHRF1-2-3p,ENST00000414722.5,0.0,74,-1290,18949
2558,hbv-miR-B3RC-3p,ENST00000670001.1,0.0,147,-1003,13660
2559,ebv-miR-BART12,ENST00000505537.1,0.0,92,-1147,10972
2560,kshv-miR-K12-8-5p,ENST00000654925.1,0.0,137,-1333,17007
2561,hsv1-miR-H5-3p,ENST00000633706.1,0.0,7,-1143,13475
2562,hsv1-miR-H4-3p,ENST00000650897.1,0.0,6,-1076,14959
2563,ebv-miR-BART13-3p,ENST00000675716.1,1.0,93,-70,1732
2564,ebv-miR-BART3-3p,ENST00000655675.1,0.0,80,-1382,14342
2565,hsv1-miR-H16,ENST00000650606.1,1.0,19,-86,2485
2566,kshv-miR-K12-4-3p,ENST00000644461.1,1.0,129,-44,882
2567,hsv1-miR-H17,ENST00000630926.2,0.0,20,-870,16015
2568,hsv1-miR-H2-5p,ENST00000455406.6,0.0,2,-861,10399
2569,ebv-miR-BART5-3p,ENST00000656642.1,0.0,112,-1547,10686
2570,hcmv-miR-US25-1-5p,ENST00000657292.1,1.0,54,-1848,9613
2571,hcmv-miR-US25-1-5p,ENST00000664147.1,1.0,54,-1396,9161
2572,hcmv-miR-US25-1-5p,ENST00000378947.7,1.0,54,-139,5018
2573,ebv-miR-BART3-5p,ENST00000623052.1,1.0,79,-163,5350
2574,hsv1-miR-H2-3p,ENST00000667136.1,1.0,3,-108,3911
2575,hbv-miR-B14RC-3p,ENST00000535846.1,1.0,154,-102,3449
2576,hcmv-miR-US25-1-5p,ENST00000671280.1,1.0,54,-1636,9401
2577,hsv2-miR-H3,ENST00000658816.1,0.0,27,-483,15038
2578,hsv1-miR-H14-5p,ENST00000529902.2,1.0,16,-215,6626
2579,hiv1-miR-H1,ENST00000662052.1,0.0,163,-1237,17727
2580,hcmv-miR-US25-1-5p,ENST00000414699.1,1.0,54,-1260,9025
2581,kshv-miR-K12-3-3p,ENST00000658540.1,0.0,131,-702,19028
2582,hcmv-miR-UL36-3p,ENST00000553914.6,1.0,61,-219,6721
2583,mcpv-miR-P1-5p,ENST00000657905.1,1.0,160,-109,4090
2584,hbv-miR-B19-5p,ENST00000469846.2,0.0,151,-1803,15325
2585,ebv-miR-BART7-5p,ENST00000609786.5,0.0,105,-1702,18042
2586,ebv-miR-BART19-5p,ENST00000445504.3,0.0,110,-1005,17820
2587,ebv-miR-BART8-5p,ENST00000437681.1,0.0,86,-265,15864
2588,ebv-miR-BART5-5p,ENST00000674922.1,1.0,82,-72,1842
2589,hsv1-miR-H4-5p,ENST00000588753.1,0.0,5,-1200,19024
2590,ebv-miR-BART20-3p,ENST00000428029.6,0.0,103,-1510,16289
2591,hsv1-miR-H3-3p,ENST00000664492.1,0.0,4,-981,13856
2592,kshv-miR-K12-2-3p,ENST00000429134.5,0.0,136,-1744,15309
2593,hcmv-miR-US29-3p,ENST00000664962.1,0.0,69,-1001,13547
2594,hsv2-miR-H23-5p,ENST00000626510.2,0.0,39,-876,16917
2595,kshv-miR-K12-9-3p,ENST00000452322.2,1.0,122,-231,6819
2596,hbv-miR-B2-3p,ENST00000310027.9,0.0,145,-13,13912
2597,hsv2-miR-H13,ENST00000463058.5,1.0,36,-79,2143
2598,ebv-miR-BART1-5p,ENST00000631307.2,1.0,76,-367,7450
2599,hcmv-miR-UL69,ENST00000416017.1,0.0,71,-58,13510
2600,hsv2-miR-H7-3p,ENST00000628667.2,0.0,43,-581,10789
2601,hcmv-miR-US5-1,ENST00000671203.1,1.0,52,-189,5850
2602,hsv1-miR-H7-5p,ENST00000661785.1,1.0,9,-103,3460
2603,hiv1-miR-H1,ENST00000676093.1,1.0,163,-69,1700
2604,hsv1-miR-H5-3p,ENST00000649111.1,1.0,7,-40,672
2605,hsv2-miR-H24,ENST00000585832.3,0.0,41,-1234,11301
2606,hcmv-miR-UL148D,ENST00000441085.6,1.0,51,-25,318
2607,hsv2-miR-H2,ENST00000598129.5,0.0,30,-496,13083
2608,ebv-miR-BART12,ENST00000666167.1,1.0,92,-643,8190
2609,hiv1-miR-H1,ENST00000631107.2,0.0,163,-586,13750
2610,ebv-miR-BART18-3p,ENST00000648950.1,0.0,109,-1051,16410
2611,ebv-miR-BART1-3p,ENST00000631644.1,0.0,78,-1674,16506
2612,hsv2-miR-H5,ENST00000529902.2,1.0,45,-215,6629
2613,ebv-miR-BART11-3p,ENST00000661011.1,0.0,91,-743,10223
2614,hsv1-miR-H5-5p,ENST00000420776.1,0.0,24,-437,15322
2615,ebv-miR-BART19-3p,ENST00000625168.1,1.0,101,-134,4813
2616,kshv-miR-K12-3-5p,ENST00000663127.1,0.0,130,-1437,13503
2617,hsv1-miR-H7-3p,ENST00000658000.1,1.0,10,-76,2046
2618,kshv-miR-K12-12-3p,ENST00000671018.1,0.0,140,-1849,11554
2619,ebv-miR-BART10-3p,ENST00000502644.1,0.0,89,-1714,13345
2620,hcmv-miR-US4-5p,ENST00000378947.7,1.0,58,-139,5021
2621,kshv-miR-K12-6-3p,ENST00000670145.1,0.0,126,-1222,10407
2622,hcmv-miR-UL22A-5p,ENST00000565113.5,1.0,48,-164,5387
2623,hsv1-miR-H1-5p,ENST00000561002.2,1.0,1,-36,569
2624,hsv1-miR-H11,ENST00000670945.1,0.0,13,-1731,15017
2625,ebv-miR-BART6-5p,ENST00000366314.4,0.0,83,-1261,17025
2626,ebv-miR-BART1-3p,ENST00000398461.5,0.0,78,-1056,11561
2627,hsv1-miR-H16,ENST00000656222.1,1.0,19,-26,328
2628,ebv-miR-BART2-3p,ENST00000655316.1,0.0,104,-1380,16226
2629,hiv1-miR-H1,ENST00000528300.5,1.0,163,-213,6603
2630,hsv2-miR-H13,ENST00000370940.6,1.0,36,-77,2101
2631,hsv2-miR-H6-3p,ENST00000457870.5,0.0,47,-679,19281
2632,bkv-miR-B1-3p,ENST00000565113.5,1.0,157,-164,5433
2633,hsv2-miR-H2,ENST00000468381.2,1.0,30,-101,3286
2634,kshv-miR-K12-2-5p,ENST00000659254.1,1.0,120,-779,8389
2635,hsv1-miR-H1-5p,ENST00000592897.1,0.0,1,-243,14821
2636,hsv1-miR-H6-3p,ENST00000450199.1,0.0,8,-1375,13766
2637,kshv-miR-K12-2-5p,ENST00000468381.2,1.0,120,-101,3341
2638,ebv-miR-BART20-3p,ENST00000667136.1,1.0,103,-108,3966
2639,ebv-miR-BART22,ENST00000658784.1,0.0,115,-1527,10038
2640,hsv1-miR-H14-3p,ENST00000449572.2,1.0,17,-54,1261
2641,hcmv-miR-US5-2-5p,ENST00000667668.1,0.0,64,-1338,13397
2642,hsv1-miR-H3-5p,ENST00000649986.1,0.0,23,-35,12596
2643,hcmv-miR-US25-1-5p,ENST00000656502.1,1.0,54,-1230,8995
2644,hbv-miR-B14RC-3p,ENST00000671619.1,1.0,154,-37,597
2645,kshv-miR-K12-10a-3p,ENST00000478103.6,1.0,116,-838,8543
2646,hsv2-miR-H10,ENST00000630759.2,0.0,33,-580,12947
2647,ebv-miR-BART12,ENST00000560153.2,0.0,92,-1233,15073
2648,hiv1-miR-H1,ENST00000635379.1,1.0,163,-209,6515
2649,ebv-miR-BART1-5p,ENST00000465532.5,0.0,76,-1108,10786
2650,ebv-miR-BART6-5p,ENST00000667136.1,1.0,83,-108,3948
2651,kshv-miR-K12-3-5p,ENST00000649111.1,0.0,130,-40,17682
2652,hsv2-miR-H23-5p,ENST00000659250.1,0.0,39,-1735,16512
2653,ebv-miR-BART17-5p,ENST00000666506.1,1.0,98,-190,5907
2654,kshv-miR-K12-2-3p,ENST00000652879.1,0.0,136,-721,12487
2655,kshv-miR-K12-12-3p,ENST00000628450.2,1.0,140,-879,8644
2656,hcmv-miR-UL59,ENST00000650556.1,0.0,70,-1055,12784
2657,ebv-miR-BART16,ENST00000466204.5,1.0,97,-151,5180
2658,hsv2-miR-H6-5p,ENST00000248980.9,0.0,46,-959,17481
2659,hiv1-miR-TAR-5p,ENST00000521113.1,1.0,164,-29,396
2660,hsv1-miR-H17,ENST00000424407.1,0.0,20,-988,13239
2661,hsv1-miR-H13,ENST00000664910.1,0.0,15,-1562,16082
2662,ebv-miR-BART17-5p,ENST00000642156.1,0.0,98,-524,12907
2663,kshv-miR-K12-12-3p,ENST00000668343.1,1.0,140,-477,7866
2664,kshv-miR-K12-5-5p,ENST00000648609.1,0.0,139,-1041,14883
2665,hbv-miR-B20-3p,ENST00000659175.1,1.0,144,-111,4263
2666,kshv-miR-K12-4-3p,ENST00000658483.1,0.0,129,-1837,18684
2667,kshv-miR-K12-12-5p,ENST00000592838.5,0.0,132,-320,10362
2668,kshv-miR-K12-1-5p,ENST00000625168.1,1.0,119,-134,4821
2669,hbv-miR-B2-3p,ENST00000324988.3,0.0,145,-1281,16013
2670,hsv1-miR-H8-5p,ENST00000665340.1,0.0,11,-1498,11935
2671,hcmv-miR-UL70-3p,ENST00000617372.1,0.0,60,-205,17631
2672,jcv-miR-J1-5p,ENST00000647456.1,1.0,158,-43,843
2673,kshv-miR-K12-1-3p,ENST00000633349.1,0.0,135,-1139,17743
2674,hcmv-miR-US5-1,ENST00000659175.1,1.0,52,-111,4208
2675,hcmv-miR-US25-1-5p,ENST00000602372.1,1.0,54,-1235,9000
2676,ebv-miR-BART6-5p,ENST00000641009.1,0.0,83,-230,16825
2677,hcmv-miR-US4-3p,ENST00000560153.2,0.0,65,-1233,19060
2678,ebv-miR-BART15,ENST00000540508.1,1.0,96,-97,2959
2679,hbv-miR-B14RC-3p,ENST00000537157.5,0.0,154,-1509,10228
2680,ebv-miR-BART17-5p,ENST00000666495.2,0.0,98,-969,17351
2681,hcmv-miR-US4-3p,ENST00000647762.1,0.0,65,-175,16142
2682,kshv-miR-K12-4-3p,ENST00000674760.1,1.0,129,-68,1628
2683,ebv-miR-BART1-5p,ENST00000614528.3,1.0,76,-448,7806
2684,hsv1-miR-H14-3p,ENST00000418015.1,0.0,17,-431,16295
2685,ebv-miR-BART3-5p,ENST00000463309.5,0.0,79,-20,11043
2686,hsv1-miR-H5-5p,ENST00000671646.1,1.0,24,-110,4103
2687,mcpv-miR-P1-3p,ENST00000648587.1,1.0,161,-83,2319
2688,hcmv-miR-US25-1-5p,ENST00000660960.1,0.0,54,-709,14458
2689,hsv2-miR-H25,ENST00000425631.5,0.0,42,-1862,14386
2690,kshv-miR-K12-8-5p,ENST00000657125.1,0.0,137,-460,12663
2691,kshv-miR-K12-1-3p,ENST00000423408.6,0.0,135,-278,17160
2692,hsv2-miR-H11-3p,ENST00000553463.1,0.0,34,-218,10815
2693,hsv2-miR-H10,ENST00000449572.2,1.0,33,-54,1264
2694,ebv-miR-BART8-3p,ENST00000461203.5,1.0,87,-137,4941
2695,hsv1-miR-H26,ENST00000657380.1,0.0,26,-955,15030
2696,ebv-miR-BART1-5p,ENST00000625175.3,0.0,76,-767,9839
2697,kshv-miR-K12-12-3p,ENST00000587066.5,1.0,140,-891,8656
2698,hbv-miR-B20-5p,ENST00000356020.2,1.0,143,-81,2211
2699,ebv-miR-BART11-3p,ENST00000668566.1,1.0,91,-196,6169
2700,hcmv-miR-US25-1-5p,ENST00000464203.1,1.0,54,-21,267
2701,kshv-miR-K12-10a-3p,ENST00000375635.6,0.0,116,-182,10018
2702,hcmv-miR-US29-5p,ENST00000654712.1,0.0,68,-1864,10511
2703,ebv-miR-BART17-5p,ENST00000564862.2,1.0,98,-236,6896
2704,hsv2-miR-H13,ENST00000667310.1,0.0,36,-1336,10361
2705,ebv-miR-BHRF1-1,ENST00000658000.1,1.0,72,-76,2071
2706,hsv2-miR-H9-3p,ENST00000528300.5,1.0,32,-213,6584
2707,hbv-miR-B4,ENST00000565113.5,1.0,142,-164,5425
2708,hsv2-miR-H7-5p,ENST00000671646.1,1.0,31,-110,4106
2709,hsv2-miR-H11-3p,ENST00000654263.1,1.0,34,-107,3835
2710,hsv1-miR-H6-3p,ENST00000665189.1,0.0,8,-1574,18607
2711,ebv-miR-BART16,ENST00000649041.1,1.0,97,-95,2778
2712,hiv1-miR-H1,ENST00000591882.1,1.0,163,-315,7292
2713,ebv-miR-BHRF1-2-5p,ENST00000646751.1,1.0,73,-179,5745
2714,ebv-miR-BART10-3p,ENST00000659749.1,1.0,89,-114,4500
2715,hsv2-miR-H9-5p,ENST00000413231.5,0.0,44,-255,14312
2716,kshv-miR-K12-10a-3p,ENST00000645994.1,1.0,116,-49,1112
2717,hiv1-miR-TAR-5p,ENST00000465532.5,0.0,164,-1108,10177
2718,hbv-miR-B20-5p,ENST00000674683.1,1.0,143,-73,1921
2719,hiv1-miR-TAR-3p,ENST00000623970.1,1.0,165,-171,5571
2720,mcpv-miR-P1-3p,ENST00000528300.5,1.0,161,-213,6602
2721,hcmv-miR-US5-2-3p,ENST00000660386.1,0.0,53,-906,15705
2722,hsv2-miR-H12,ENST00000646636.1,0.0,35,-1173,10316
2723,hcmv-miR-US25-1-5p,ENST00000576410.5,1.0,54,-1493,9258
2724,ebv-miR-BART1-5p,ENST00000626643.3,1.0,76,-364,7438
2725,kshv-miR-K12-9-5p,ENST00000553657.5,1.0,121,-513,7995
2726,hsv2-miR-H20,ENST00000447600.1,0.0,37,-452,16740
2727,hsv1-miR-H8-3p,ENST00000660113.1,0.0,12,-1879,18326
2728,kshv-miR-K12-9-5p,ENST00000666432.1,0.0,121,-162,16255
2729,ebv-miR-BART20-5p,ENST00000646232.1,1.0,102,-45,921
2730,hcmv-miR-US25-1-5p,ENST00000655820.1,1.0,54,-1827,9592
2731,kshv-miR-K12-6-3p,ENST00000553657.5,1.0,126,-513,7998
2732,kshv-miR-K12-12-5p,ENST00000655925.1,0.0,132,-1378,15616
2733,hsv1-miR-H8-3p,ENST00000409178.5,1.0,12,-51,1183
2734,hbv-miR-B3RC-3p,ENST00000665282.1,0.0,147,-1561,17163
2735,ebv-miR-BART13-5p,ENST00000659280.2,0.0,108,-924,10855
2736,hsv1-miR-H6-5p,ENST00000490006.6,1.0,25,-267,7141
2737,hbv-miR-B21RC-5p,ENST00000652348.1,0.0,152,-1079,11590
2738,hcmv-miR-US25-1-5p,ENST00000390159.3,1.0,54,-32,468
2739,ebv-miR-BART11-5p,ENST00000612967.2,1.0,90,-136,4901
2740,hcmv-miR-US25-1-5p,ENST00000649261.1,1.0,54,-1040,8805
2741,hsv1-miR-H4-5p,ENST00000653619.1,0.0,5,-1770,15860
2742,hsv1-miR-H5-5p,ENST00000661785.1,1.0,24,-103,3466
2743,ebv-miR-BART9-3p,ENST00000674016.1,0.0,88,-971,19291
2744,hsv1-miR-H6-3p,ENST00000667109.1,0.0,8,-1845,18855
2745,ebv-miR-BART3-3p,ENST00000521380.1,1.0,80,-415,7718
2746,hcmv-miR-US25-1-5p,ENST00000515734.2,1.0,54,-972,8737
2747,kshv-miR-K12-6-3p,ENST00000564479.5,0.0,126,-462,11541
2748,kshv-miR-K12-5-3p,ENST00000358772.8,0.0,127,-1778,10396
2749,hsv1-miR-H1-5p,ENST00000671619.1,1.0,1,-37,586
2750,ebv-miR-BART3-5p,ENST00000666762.1,0.0,79,-38,14307
2751,hbv-miR-B7-5p,ENST00000378947.7,1.0,148,-139,5040
2752,hsv2-miR-H9-3p,ENST00000656502.1,0.0,32,-1230,18174
2753,ebv-miR-BART3-5p,ENST00000543167.5,0.0,79,-1512,13728
2754,kshv-miR-K12-10b,ENST00000665734.1,0.0,117,-1343,10333
2755,hsv2-miR-H23-5p,ENST00000663541.1,0.0,39,-1314,16427
2756,hsv1-miR-H8-5p,ENST00000395788.3,0.0,11,-187,17426
2757,ebv-miR-BART20-3p,ENST00000657905.1,1.0,103,-109,4057
2758,hsv1-miR-H5-3p,ENST00000653814.1,0.0,7,-1423,18882
2759,hcmv-miR-US22-3p,ENST00000653637.1,0.0,67,-441,16501
2760,hcmv-miR-US22-3p,ENST00000663412.1,0.0,67,-1624,11079
2761,hcmv-miR-US25-1-5p,ENST00000664255.1,1.0,54,-1110,8875
2762,ebv-miR-BART4-3p,ENST00000667693.1,0.0,111,-753,15980
2763,hcmv-miR-UL112-5p,ENST00000330490.3,0.0,63,-1193,14700
2764,kshv-miR-K12-12-3p,ENST00000465978.1,0.0,140,-1195,16017
2765,hsv2-miR-H6-3p,ENST00000408887.3,1.0,47,-65,1443
2766,hcmv-miR-UL70-5p,ENST00000660113.1,0.0,59,-1879,18559
2767,kshv-miR-K12-3-5p,ENST00000660287.1,0.0,130,-1581,15985
2768,hsv1-miR-H6-5p,ENST00000442114.6,1.0,25,-84,2331
2769,hsv1-miR-H14-3p,ENST00000568310.1,1.0,17,-165,5442
2770,hbv-miR-B2-3p,ENST00000457881.5,0.0,145,-1245,15362
2771,jcv-miR-J1-5p,ENST00000643127.1,1.0,158,-48,1078
2772,hsv1-miR-H6-3p,ENST00000629605.2,0.0,8,-562,10882
2773,hbv-miR-B2RC,ENST00000665092.1,0.0,141,-1359,14711
2774,ebv-miR-BART20-5p,ENST00000457412.6,0.0,102,-323,15180
2775,hbv-miR-B20-5p,ENST00000515342.4,1.0,143,-298,7222
2776,kshv-miR-K12-6-5p,ENST00000663530.1,1.0,125,-112,4345
2777,hbv-miR-B22-3p,ENST00000560153.2,0.0,155,-1233,12975
2778,hcmv-miR-US25-1-5p,ENST00000663575.1,1.0,54,-1315,9080
2779,hcmv-miR-US5-2-5p,ENST00000653606.1,0.0,64,-629,10744
2780,hcmv-miR-US33-3p,ENST00000656904.1,0.0,62,-1697,14723
2781,kshv-miR-K12-8-3p,ENST00000544550.6,0.0,123,-707,15367
2782,ebv-miR-BART19-5p,ENST00000535846.1,1.0,110,-102,3426
2783,hsv1-miR-H1-5p,ENST00000416572.1,0.0,1,-1482,13984
2784,hcmv-miR-UL22A-3p,ENST00000657015.1,1.0,49,-106,3752
2785,hbv-miR-B19-5p,ENST00000667668.1,0.0,151,-1338,18547
2786,hsv1-miR-H3-3p,ENST00000650318.1,1.0,4,-96,2820
2787,hsv1-miR-H18,ENST00000609009.6,1.0,21,-295,7207
2788,hcmv-miR-US25-1-5p,ENST00000571434.1,1.0,54,-1021,8786
2789,ebv-miR-BART1-5p,ENST00000609075.5,0.0,76,-675,13758
2790,ebv-miR-BART11-3p,ENST00000531049.1,0.0,91,-1331,16256
2791,kshv-miR-K12-9-5p,ENST00000671586.1,1.0,121,-855,8615
2792,ebv-miR-BART19-5p,ENST00000409898.2,0.0,110,-1167,10158
2793,kshv-miR-K12-12-3p,ENST00000631010.1,1.0,140,-375,7483
2794,ebv-miR-BART20-3p,ENST00000375641.6,1.0,103,-181,5765
2795,hsv1-miR-H7-3p,ENST00000420074.1,0.0,10,-1201,19283
2796,ebv-miR-BART17-3p,ENST00000631772.1,0.0,99,-1672,11997
2797,hcmv-miR-US25-1-5p,ENST00000660559.1,1.0,54,-1679,9444
2798,hcmv-miR-UL112-5p,ENST00000429134.5,0.0,63,-1744,16862
2799,ebv-miR-BART9-3p,ENST00000669136.1,0.0,88,-824,11020
2800,hsv1-miR-H8-5p,ENST00000644188.1,0.0,11,-532,17629
2801,hsv1-miR-H18,ENST00000483436.5,1.0,21,-129,4730
2802,hsv1-miR-H16,ENST00000370940.6,1.0,19,-77,2095
2803,hsv1-miR-H3-3p,ENST00000463309.5,1.0,4,-20,248
2804,hbv-miR-B20-5p,ENST00000602852.1,0.0,143,-1693,12104
2805,hbv-miR-B19-5p,ENST00000538335.1,0.0,151,-1516,12695
2806,hsv1-miR-H17,ENST00000650239.1,0.0,20,-131,11296
2807,kshv-miR-K12-6-5p,ENST00000645416.2,1.0,125,-50,1162
2808,hcmv-miR-UL59,ENST00000669217.1,1.0,70,-156,5278
2809,hiv1-miR-N367,ENST00000565113.5,1.0,162,-164,5437
2810,ebv-miR-BART5-5p,ENST00000648023.1,1.0,82,-235,6872
2811,ebv-miR-BART1-3p,ENST00000450353.3,0.0,78,-1489,19012
2812,hcmv-miR-UL148D,ENST00000646751.1,0.0,51,-179,15787
2813,hbv-miR-B2RC,ENST00000461203.5,1.0,141,-137,4952
2814,hsv1-miR-H6-3p,ENST00000442419.2,0.0,8,-1229,19084
2815,hsv1-miR-H16,ENST00000518860.1,1.0,19,-33,497
2816,hsv1-miR-H16,ENST00000649739.1,1.0,19,-60,1293
2817,hcmv-miR-US25-2-5p,ENST00000658000.1,1.0,55,-76,2067
2818,ebv-miR-BART19-3p,ENST00000451914.2,0.0,101,-440,11837
2819,ebv-miR-BHRF1-1,ENST00000557946.1,1.0,72,-47,1005
2820,hsv1-miR-H5-3p,ENST00000674760.1,1.0,7,-68,1591
2821,kshv-miR-K12-11-3p,ENST00000589406.1,1.0,118,-116,4617
2822,kshv-miR-K12-5-3p,ENST00000644884.1,0.0,127,-1860,11167
2823,hcmv-miR-US33-3p,ENST00000632329.1,0.0,62,-1135,13091
2824,ebv-miR-BART9-3p,ENST00000623970.1,1.0,88,-171,5560
2825,ebv-miR-BART4-3p,ENST00000525653.1,1.0,111,-80,2171
2826,hcmv-miR-UL148D,ENST00000576702.5,0.0,51,-1496,17685
2827,hsv1-miR-H16,ENST00000492750.5,1.0,19,-15,185
2828,ebv-miR-BART9-5p,ENST00000468381.2,1.0,106,-101,3332
2829,ebv-miR-BART9-5p,ENST00000650318.1,1.0,106,-96,2877
2830,ebv-miR-BART9-5p,ENST00000414868.1,0.0,106,-1872,13544
2831,ebv-miR-BART11-3p,ENST00000659749.1,1.0,91,-114,4502
2832,hcmv-miR-US25-1-5p,ENST00000657213.1,1.0,54,-1766,9531
2833,hbv-miR-B2RC,ENST00000654263.1,1.0,141,-107,3896
2834,ebv-miR-BART3-3p,ENST00000556434.5,1.0,80,-206,6439
2835,ebv-miR-BART4-5p,ENST00000414722.5,0.0,81,-1290,19063
2836,ebv-miR-BART4-5p,ENST00000531049.1,0.0,81,-1331,13076
2837,hbv-miR-B14RC-3p,ENST00000670094.1,0.0,154,-750,17967
2838,ebv-miR-BART1-5p,ENST00000676338.1,1.0,76,-74,1954
2839,ebv-miR-BART6-5p,ENST00000653508.1,1.0,83,-104,3584
2840,kshv-miR-K12-10a-3p,ENST00000625168.1,1.0,116,-134,4820
2841,ebv-miR-BART3-3p,ENST00000663605.1,1.0,80,-191,5943
2842,hsv1-miR-H26,ENST00000654678.1,0.0,26,-471,19230
2843,hsv1-miR-H14-5p,ENST00000649041.1,1.0,16,-95,2734
2844,kshv-miR-K12-6-5p,ENST00000675671.1,0.0,125,-983,18365
2845,hsv1-miR-H2-3p,ENST00000658000.1,1.0,3,-76,2045
2846,hcmv-miR-UL70-3p,ENST00000593954.6,1.0,60,-487,7884
2847,hsv2-miR-H22,ENST00000663987.1,1.0,38,-24,304
2848,hcmv-miR-US25-2-3p,ENST00000655714.1,1.0,56,-204,6410
2849,ebv-miR-BART4-5p,ENST00000616527.4,0.0,81,-1534,18674
2850,hbv-miR-B8-5p,ENST00000667128.1,0.0,149,-1694,19239
2851,hcmv-miR-UL36-3p,ENST00000556913.1,1.0,61,-207,6457
2852,ebv-miR-BART3-3p,ENST00000668571.1,0.0,80,-1593,14880
2853,hbv-miR-B20-3p,ENST00000663437.1,1.0,144,-113,4445
2854,ebv-miR-BART2-5p,ENST00000538604.1,1.0,77,-98,3035
2855,hcmv-miR-UL112-5p,ENST00000662647.1,0.0,63,-1569,10618
2856,hsv1-miR-H6-5p,ENST00000659531.1,0.0,25,-645,14512
2857,hsv2-miR-H5,ENST00000653895.1,1.0,45,-39,644
2858,hsv1-miR-H6-5p,ENST00000609653.5,1.0,25,-368,7452
2859,ebv-miR-BART3-3p,ENST00000375638.7,0.0,80,-183,16737
2860,ebv-miR-BART9-3p,ENST00000660124.1,0.0,88,-1759,18554
2861,hbv-miR-B19-5p,ENST00000475947.7,0.0,151,-820,16624
2862,ebv-miR-BART13-3p,ENST00000670036.1,0.0,93,-595,16324
2863,kshv-miR-K12-1-5p,ENST00000654845.1,0.0,119,-1500,18228
2864,ebv-miR-BART14-3p,ENST00000667936.1,0.0,95,-435,19023
2865,ebv-miR-BART21-5p,ENST00000635379.1,1.0,113,-209,6508
2866,kshv-miR-K12-6-3p,ENST00000481220.6,0.0,126,-122,14900
2867,hbv-miR-B21RC-5p,ENST00000643321.1,0.0,152,-1184,13614
2868,hsv2-miR-H13,ENST00000623038.1,1.0,36,-405,7652
2869,ebv-miR-BART18-5p,ENST00000614455.4,0.0,100,-1294,10650
2870,bkv-miR-B1-3p,ENST00000653929.1,0.0,157,-814,10120
2871,mcpv-miR-P1-3p,ENST00000657015.1,1.0,161,-106,3818
2872,hcmv-miR-US4-5p,ENST00000573229.1,0.0,58,-1504,12318
2873,hcmv-miR-UL112-3p,ENST00000375638.7,0.0,50,-183,10523
2874,hcmv-miR-US25-1-5p,ENST00000578829.5,1.0,54,-1301,9066
2875,hsv2-miR-H5,ENST00000564862.2,1.0,45,-236,6891
2876,ebv-miR-BART2-5p,ENST00000407797.6,1.0,77,-140,5065
2877,hcmv-miR-UL148D,ENST00000610688.2,0.0,51,-1643,9710
2878,hsv2-miR-H5,ENST00000667197.1,1.0,45,-195,6113
2879,hsv2-miR-H4-3p,ENST00000660794.1,0.0,29,-1613,14948
2880,ebv-miR-BART4-5p,ENST00000556407.5,0.0,81,-1030,18521
2881,hsv2-miR-H10,ENST00000378947.7,1.0,33,-139,5014
2882,ebv-miR-BART20-3p,ENST00000626834.2,0.0,103,-560,11752
2883,hcmv-miR-US25-1-5p,ENST00000657571.1,1.0,54,-1238,9003
2884,ebv-miR-BART10-3p,ENST00000660873.1,0.0,89,-852,12841
2885,hcmv-miR-US25-1-5p,ENST00000331787.2,1.0,54,-1091,8856
2886,hsv2-miR-H9-5p,ENST00000623673.1,1.0,44,-133,4755
2887,hsv2-miR-H6-3p,ENST00000675285.1,1.0,47,-75,2000
2888,ebv-miR-BART6-3p,ENST00000538604.1,1.0,84,-98,3039
2889,kshv-miR-K12-4-3p,ENST00000452584.5,0.0,129,-1090,11753
2890,kshv-miR-K12-12-3p,ENST00000442114.6,1.0,140,-84,2378
2891,kshv-miR-K12-11-5p,ENST00000658783.1,1.0,134,-105,3711
2892,kshv-miR-K12-2-3p,ENST00000627325.2,0.0,136,-543,17180
2893,hsv2-miR-H9-3p,ENST00000658223.1,1.0,32,-211,6540
2894,hsv1-miR-H6-3p,ENST00000662460.1,0.0,8,-1867,16394
2895,ebv-miR-BART21-3p,ENST00000673769.1,1.0,114,-733,8301
2896,ebv-miR-BART13-3p,ENST00000644461.1,1.0,93,-44,873
2897,ebv-miR-BART4-3p,ENST00000663605.1,0.0,111,-191,17464
2898,ebv-miR-BHRF1-1,ENST00000675823.1,1.0,72,-66,1497
2899,kshv-miR-K12-7-3p,ENST00000557412.1,1.0,124,-514,8008
2900,bkv-miR-B1-5p,ENST00000649986.1,1.0,156,-35,564
2901,ebv-miR-BART9-5p,ENST00000426261.6,1.0,106,-100,3241
2902,hcmv-miR-UL70-3p,ENST00000656645.1,0.0,60,-1522,15122
2903,ebv-miR-BART13-5p,ENST00000398460.3,0.0,108,-1060,18549
2904,hsv2-miR-H9-5p,ENST00000625992.2,1.0,44,-382,7509
2905,ebv-miR-BART19-3p,ENST00000650369.1,0.0,101,-302,9867
2906,hcmv-miR-UL36-3p,ENST00000658223.1,1.0,61,-211,6545
2907,ebv-miR-BART18-3p,ENST00000663263.1,0.0,109,-1768,10710
2908,hbv-miR-B26-5p,ENST00000424528.2,0.0,153,-1692,16556
2909,mcpv-miR-P1-3p,ENST00000654263.1,1.0,161,-107,3909
