,Seqname,EipSP: Electron-ion interaction pseudopotential signal peak,EipAP: Electron-ion interaction pseudopotential average power,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EiPS4: Electron-ion interaction pseudopotential spectrum 1
260,ENST00000586954.1,1.545139,33.002057,0.046819,2.192592,2.486938,2.859425,3.710485,11.655474
261,ENST00000586784.1,0.322125,9.614858,0.033503,0.67623,0.729055,0.911642,1.104565,1.731116
262,ENST00000590628.1,2.608484,19.31563,0.135045,1.569788,1.845037,2.146547,2.873986,4.590473
263,ENST00000588318.1,0.274128,6.235018,0.043966,0.502016,0.532926,0.59938,0.689662,1.022543
264,ENST00000588784.1,2.737963,33.724958,0.081185,3.038439,3.411011,3.83777,5.124489,10.039909
265,ENST00000592716.1,0.817551,8.453041,0.096717,0.616004,0.63683,0.840187,1.01291,1.878986
266,ENST00000604333.1,0.46192,9.069813,0.050929,0.728342,0.805444,0.896342,1.071993,1.701269
267,ENST00000588286.1,5.358421,55.81378,0.096005,4.742234,5.354297,6.151678,7.788845,15.990566
268,ENST00000473572.2,2.292371,16.043549,0.142884,1.469678,1.80675,2.161966,2.666619,4.231913
269,ENST00000587278.1,0.611467,9.3292,0.065543,0.743235,0.822971,0.986992,1.107598,2.206965
270,ENST00000587060.1,0.449876,9.932839,0.045292,0.726997,0.802221,0.932079,1.06895,1.848255
271,ENST00000588040.1,1.84204,21.380267,0.086156,1.008347,1.085845,1.25618,1.601115,3.53873
272,ENST00000594299.1,4.023513,28.172487,0.142817,2.000241,2.184773,2.562413,3.111472,6.71297
273,ENST00000595395.1,0.488791,9.153283,0.053401,0.548266,0.621112,0.737786,0.834778,1.117899
274,ENST00000587128.1,1.400448,32.776818,0.042727,2.167106,2.526485,2.901027,3.539297,17.938018
275,ENST00000590369.1,0.673734,6.331387,0.106412,0.411488,0.460929,0.55967,0.636766,1.015775
276,ENST00000588655.1,0.362472,8.159825,0.044422,0.62086,0.720061,0.898925,1.132235,1.841726
277,ENST00000598754.1,0.150323,6.675756,0.022518,0.560321,0.627159,0.743694,0.992473,1.408773
278,ENST00000601263.1,0.659014,6.527941,0.100953,0.52592,0.594303,0.681317,0.9084,1.565439
279,ENST00000595673.1,0.244555,4.513471,0.054183,0.352702,0.375784,0.412654,0.533246,0.664649
280,ENST00000602172.1,0.660212,29.591569,0.022311,1.8182,2.082202,2.400583,3.130408,6.288979
281,ENST00000596521.1,1.819625,31.910016,0.057024,2.303226,2.654353,3.137662,3.847643,8.009474
282,ENST00000600068.1,0.482267,8.052906,0.059887,0.638879,0.69968,0.800982,0.948812,1.698882
283,ENST00000600047.1,0.408127,20.819842,0.019603,1.30889,1.447476,1.669522,2.076165,4.000701
284,ENST00000593427.1,2.509478,64.445658,0.038939,3.893534,4.403775,5.079062,6.257048,16.821069
285,ENST00000595422.1,0.684016,7.831099,0.087346,0.589445,0.645303,0.777465,0.973598,2.361788
286,ENST00000594562.1,0.569741,7.348356,0.077533,0.656796,0.735832,0.863124,0.983543,1.401379
287,ENST00000595302.1,4.042532,30.053092,0.134513,2.803186,3.163676,3.779789,4.585544,9.493632
288,ENST00000597309.1,0.270596,6.34002,0.042681,0.459552,0.506721,0.579662,0.691776,1.409445
289,ENST00000597980.1,0.68805,7.908932,0.086997,0.710814,0.802658,0.989685,1.141009,1.589857
290,ENST00000423704.1,0.175865,8.605239,0.020437,0.651599,0.730415,0.861738,0.996042,1.435752
291,ENST00000438482.1,0.596921,13.183078,0.045279,1.086299,1.234421,1.442579,1.812089,3.879535
292,ENST00000602458.1,6.789874,47.906474,0.141732,3.240824,3.734244,4.298253,5.511248,11.522326
293,ENST00000594472.1,0.742672,18.149123,0.040921,1.09263,1.174173,1.368215,1.622657,2.787676
294,ENST00000420644.1,0.445415,8.131999,0.054773,0.502186,0.538229,0.628333,0.768063,1.517465
295,ENST00000443038.1,1.859775,7.480574,0.248614,0.637978,0.749746,0.844704,0.992432,1.859775
296,ENST00000366187.2,0.356631,7.425631,0.048027,0.579113,0.640883,0.710636,0.877818,1.495339
297,ENST00000415640.1,0.483416,6.304193,0.076682,0.535442,0.586211,0.665955,0.766693,1.280835
298,ENST00000440698.1,0.760599,59.950709,0.012687,3.579691,4.023879,4.863803,5.811611,23.53056
299,ENST00000412297.1,0.327347,5.872052,0.055747,0.425784,0.493969,0.581686,0.671525,1.082002
300,ENST00000601494.1,0.257527,12.432732,0.020714,0.87816,1.066822,1.199158,1.412981,2.013574
301,ENST00000602091.1,0.914661,14.145769,0.06466,1.09526,1.218505,1.458762,1.726168,3.332823
302,ENST00000601395.1,0.206263,9.105334,0.022653,0.678836,0.70819,0.819045,1.057578,1.641577
303,ENST00000447639.1,0.753865,14.042266,0.053685,1.012223,1.120973,1.233966,1.66869,3.57692
304,ENST00000422761.1,0.658335,16.619092,0.039613,1.243583,1.429003,1.701475,2.134514,4.539009
305,ENST00000548978.2,2.367843,26.525905,0.089265,2.328796,2.54633,2.904023,3.653858,19.83642
306,ENST00000604845.1,0.945364,26.5853,0.03556,1.675815,1.91248,2.118192,2.60836,5.74399
307,ENST00000604219.1,0.770153,7.140829,0.107852,0.35485,0.380855,0.452887,0.558466,1.148028
308,ENST00000445178.1,0.929149,15.323624,0.060635,0.849166,0.945378,1.059418,1.301604,1.74757
309,ENST00000446816.1,1.633598,21.600627,0.075627,1.940009,2.203204,2.610547,3.016431,6.491767
310,ENST00000603748.1,0.926027,22.070297,0.041958,1.3869,1.490801,1.773129,2.157059,4.238808
311,ENST00000439494.1,0.819185,10.549511,0.077652,0.757946,0.857703,0.939647,1.123174,2.997273
312,ENST00000594898.1,0.304854,7.633673,0.039935,0.487177,0.566551,0.678463,1.010727,1.682987
313,ENST00000443132.1,0.890882,7.976326,0.111691,0.494118,0.552386,0.661917,0.871243,1.187356
314,ENST00000447413.1,1.03533,17.718577,0.058432,1.216647,1.462564,1.703632,2.144558,3.341304
315,ENST00000592161.1,0.594414,8.548542,0.069534,0.68647,0.796148,0.909124,1.086652,1.885475
316,ENST00000587576.1,0.588051,5.9288,0.099185,0.420965,0.478264,0.532646,0.610602,1.184843
317,ENST00000604571.1,1.728243,8.755241,0.197395,0.565232,0.696214,0.788448,0.931243,1.728243
318,ENST00000589355.1,3.433453,7.31842,0.469152,0.483643,0.546507,0.676769,0.905451,3.433453
319,ENST00000604692.1,0.602051,10.275328,0.058592,0.599627,0.636758,0.733432,0.89543,1.844585
320,ENST00000590743.1,0.758748,11.868715,0.063928,0.875056,1.023324,1.113133,1.290657,2.030676
321,ENST00000589830.1,1.472161,4.181615,0.352056,0.289372,0.307923,0.397395,0.738097,1.472161
322,ENST00000604956.1,1.227457,20.521297,0.059814,1.259802,1.442172,1.649948,1.995588,4.588036
323,ENST00000418062.1,0.506932,7.917316,0.064028,0.582846,0.660451,0.760217,0.990135,1.563439
324,ENST00000578746.1,1.136285,9.971523,0.113953,0.748403,0.785085,0.887441,1.096074,1.378332
325,ENST00000584485.1,0.629337,12.802932,0.049156,0.729909,0.805478,0.944999,1.168054,2.719083
326,ENST00000582038.2,2.130413,29.732431,0.071653,1.688032,1.846694,2.086773,2.549493,5.483796
327,ENST00000413911.1,2.011719,12.538277,0.160446,1.181603,1.284199,1.564135,1.993956,5.21779
328,ENST00000428777.1,0.365374,9.349869,0.039078,0.79352,0.86064,0.93047,1.336176,2.208471
329,ENST00000452057.1,3.595676,32.926415,0.109203,2.19709,2.465034,2.991861,3.569627,8.796582
330,ENST00000441749.1,0.964911,6.713656,0.143724,0.629378,0.745536,0.864335,0.944922,1.487145
331,ENST00000425481.1,0.249537,7.732079,0.032273,0.620686,0.757462,0.846853,1.056029,1.219878
332,ENST00000567819.1,5.257888,57.068948,0.092132,4.961196,5.437924,6.281751,7.914083,14.940176
333,ENST00000416204.1,0.852679,8.343365,0.102198,0.655411,0.72366,0.892189,1.261116,2.018801
334,ENST00000412497.1,0.49246,7.231146,0.068103,0.484747,0.519573,0.551664,0.835723,1.201311
335,ENST00000419666.2,0.095194,7.946049,0.01198,0.40348,0.447256,0.547333,0.767717,1.347218
336,ENST00000421829.1,0.483135,7.261458,0.066534,0.499419,0.566577,0.649158,0.790537,1.340622
337,ENST00000595300.1,0.649263,9.61032,0.067559,0.494772,0.536014,0.591786,0.694209,0.943233
338,ENST00000596537.1,0.832369,9.809633,0.084852,0.632388,0.700782,0.782105,0.935654,2.213717
339,ENST00000593517.1,0.533304,12.205455,0.043694,0.55962,0.6692,0.774488,0.924318,1.598165
340,ENST00000512005.1,0.474982,6.903409,0.068804,0.494619,0.563808,0.654514,0.792606,1.668944
341,ENST00000598163.1,0.665826,7.396298,0.090022,0.699768,0.763307,0.906771,1.145029,1.982187
342,ENST00000601795.1,0.929768,16.837046,0.055222,1.306689,1.432771,1.573021,1.952904,3.020121
343,ENST00000565959.1,0.826086,27.003339,0.030592,1.76191,1.936704,2.293162,2.653479,5.970941
344,ENST00000601471.1,0.969231,7.778725,0.1246,0.586557,0.702781,0.895821,1.201196,1.657851
345,ENST00000600155.1,1.427458,15.88181,0.08988,1.338507,1.489992,1.791228,2.051303,3.975544
346,ENST00000427022.1,0.471572,11.892896,0.039652,0.740801,0.974209,1.260791,1.621238,4.008979
347,ENST00000432411.1,0.292602,6.379083,0.045869,0.546359,0.624137,0.715925,0.846804,1.558666
348,ENST00000448927.1,13.047931,61.357873,0.212653,5.51885,6.168223,7.225645,8.832097,21.03833
349,ENST00000588753.1,0.4675,8.327302,0.056141,0.680515,0.774949,0.874726,1.096644,1.866558
350,ENST00000444966.1,0.497347,5.841591,0.085139,0.381605,0.448464,0.515831,0.604193,1.032175
351,ENST00000447037.1,2.038018,10.370198,0.196526,0.616142,0.701058,0.857606,1.12399,2.038018
352,ENST00000430259.1,0.853896,29.602188,0.028846,2.112862,2.430845,2.876843,3.589637,13.681713
353,ENST00000458623.1,0.676404,6.134351,0.110265,0.428435,0.461925,0.501166,0.618716,1.39684
354,ENST00000476405.1,11.407676,61.798594,0.184594,5.340887,6.019336,6.896447,8.533011,25.507925
355,ENST00000436079.1,1.970314,24.644145,0.079951,2.012671,2.260553,2.551016,3.460744,7.487569
356,ENST00000429962.1,1.427221,17.95435,0.079492,1.615885,1.8208,2.2631,2.461676,5.61501
357,ENST00000444093.1,0.885209,8.167524,0.108382,0.650489,0.792739,0.90687,1.172904,1.417656
358,ENST00000431924.2,0.177985,11.618187,0.01532,0.885374,0.967579,1.114478,1.293158,2.00945
359,ENST00000444381.1,0.972826,19.865253,0.048971,1.29919,1.411316,1.618479,1.944553,5.934431
360,ENST00000412067.1,0.315103,11.014192,0.028609,0.742602,0.886949,1.154392,1.27232,2.370664
361,ENST00000602478.1,1.252112,9.658825,0.129634,0.752976,0.804116,0.937609,1.249695,2.287352
362,ENST00000450920.1,1.152694,17.350229,0.066437,1.286145,1.46339,1.684355,2.037023,3.784981
363,ENST00000523354.1,0.395685,6.900155,0.057344,0.453882,0.524331,0.621621,0.683353,1.276985
364,ENST00000489616.1,0.77923,8.509639,0.09157,0.64696,0.698989,0.80248,1.08724,2.139055
365,ENST00000469846.2,1.341337,9.404651,0.142625,0.883377,1.029124,1.276208,1.520729,1.803593
366,ENST00000475197.1,1.35614,19.705133,0.068822,1.468143,1.629231,1.866535,2.301226,10.253501
367,ENST00000462717.1,0.430203,6.30064,0.068279,0.540589,0.598352,0.702803,0.935059,1.217273
368,ENST00000460754.1,2.241942,38.402354,0.05838,2.630601,2.906987,3.276763,4.158639,9.110455
369,ENST00000511998.1,1.474662,12.367423,0.119238,1.208197,1.379114,1.601023,1.978729,3.009223
370,ENST00000433902.2,0.88948,7.09212,0.125418,0.51306,0.593365,0.654134,0.823029,1.567758
371,ENST00000502789.2,0.403326,13.168411,0.030628,1.111674,1.174989,1.364832,1.809916,3.138755
372,ENST00000487580.1,0.413273,7.419331,0.055702,0.509959,0.574758,0.642881,0.739902,1.125472
373,ENST00000483289.2,9.274835,92.321923,0.100462,6.588226,7.391458,8.426771,9.910733,27.929278
374,ENST00000600502.1,1.177671,15.210418,0.077425,1.060904,1.211906,1.379841,1.671838,3.967387
375,ENST00000469301.1,4.665418,25.229536,0.184919,1.797677,2.124029,2.425788,3.009086,8.441333
376,ENST00000420226.1,0.628267,4.743704,0.132442,0.358668,0.426962,0.513437,0.550599,0.649839
377,ENST00000452051.1,2.438128,26.306731,0.092681,2.154081,2.432559,2.883242,3.572774,8.36357
378,ENST00000444939.1,1.219256,6.395517,0.190642,0.584416,0.66157,0.737376,0.949148,1.219256
379,ENST00000424769.1,0.496767,5.246208,0.094691,0.384409,0.48237,0.541723,0.611314,0.853663
380,ENST00000415244.1,1.798334,13.685259,0.131407,1.12411,1.340868,1.609903,1.923604,3.125942
381,ENST00000417557.1,1.080373,31.307756,0.034508,2.560637,2.877191,3.369966,4.225437,15.469583
382,ENST00000578730.1,2.341243,39.294961,0.059581,3.303456,3.801871,4.277836,5.501365,15.989924
383,ENST00000581398.1,1.035934,82.861552,0.012502,6.111919,6.709537,7.733703,9.498064,58.28044
384,ENST00000505364.1,2.416247,35.030542,0.068975,2.635732,2.982544,3.37767,4.051717,10.69743
385,ENST00000504748.1,0.836953,7.347368,0.113912,0.72166,0.765658,0.852246,0.963673,1.535449
386,ENST00000562049.1,4.725444,37.157232,0.127174,2.252772,2.46091,2.889955,3.688169,6.970167
387,ENST00000563286.1,5.287764,62.96333,0.083982,4.020805,4.651495,5.385418,6.384641,28.939634
388,ENST00000509007.1,0.586291,8.136284,0.072059,0.639998,0.725508,0.818473,1.103798,1.8473
389,ENST00000504869.1,0.940656,7.602722,0.123726,0.652212,0.712013,0.830141,0.972984,1.432319
390,ENST00000503704.1,0.721014,8.938863,0.080661,0.801473,0.856363,0.964456,1.273218,2.597473
391,ENST00000509723.1,0.201193,8.188585,0.02457,0.562038,0.652431,0.71815,0.867687,1.62307
392,ENST00000513220.1,1.590161,52.642063,0.030207,3.553261,4.073,4.586477,5.521787,11.875993
393,ENST00000508266.1,0.602654,8.094272,0.074454,0.727128,0.781619,0.867279,1.100254,1.486703
394,ENST00000507799.1,0.125666,6.155253,0.020416,0.640645,0.776134,0.913305,1.132463,1.486334
395,ENST00000506314.1,2.557544,49.209626,0.051972,3.533814,4.089774,4.772742,5.915088,17.587239
396,ENST00000508286.1,0.295219,6.517047,0.0453,0.516083,0.553906,0.719709,0.799453,1.127862
397,ENST00000562919.1,1.057715,30.613661,0.03455,1.927661,2.104663,2.471948,2.955728,7.933965
398,ENST00000510655.1,0.479145,10.027467,0.047783,0.474208,0.514199,0.593135,0.715345,1.44509
399,ENST00000509938.1,0.288507,5.390087,0.053526,0.268065,0.31351,0.333013,0.406831,1.091755
400,ENST00000507826.1,0.763673,8.487084,0.089981,0.619518,0.749993,0.870261,1.166006,1.642923
401,ENST00000507486.1,1.008925,10.910245,0.092475,0.867963,0.956476,1.191483,1.418766,3.363693
402,ENST00000603472.1,1.171329,17.201445,0.068095,0.916306,1.045804,1.171329,1.382454,2.584878
403,ENST00000569449.1,3.494657,39.898298,0.087589,2.240739,2.618134,2.891708,3.555142,11.367557
404,ENST00000562632.1,0.744658,23.068684,0.03228,1.26817,1.398548,1.589953,2.007574,3.825697
405,ENST00000510740.1,0.574298,7.186462,0.079914,0.483721,0.590255,0.648457,0.794949,1.021933
406,ENST00000508745.1,0.385257,8.487775,0.04539,0.681964,0.769017,0.860501,1.018158,1.689033
407,ENST00000508123.1,0.396391,8.64987,0.045826,0.48292,0.556462,0.648646,0.827195,1.132577
408,ENST00000505401.1,0.97498,10.404491,0.093708,0.673655,0.765172,0.824735,0.943723,1.50028
409,ENST00000505637.1,0.233052,3.315875,0.070284,0.190673,0.232107,0.276252,0.349628,0.469159
410,ENST00000513406.1,0.4041,10.144678,0.039834,0.803115,0.862504,1.0491,1.308299,2.428999
411,ENST00000508401.1,0.674526,8.186638,0.082394,0.673242,0.760869,0.840276,1.032633,3.224381
412,ENST00000515356.2,1.405982,28.958821,0.048551,2.024678,2.319216,2.713511,3.435757,5.762306
413,ENST00000511495.1,0.727347,8.290093,0.087737,0.69555,0.841538,0.998077,1.19559,1.834924
414,ENST00000512287.1,0.484147,8.504873,0.056926,0.745176,0.821087,0.919281,1.115839,2.085776
415,ENST00000502041.2,1.02607,29.950711,0.034259,2.294567,2.528533,2.907281,3.596608,7.748161
416,ENST00000505668.1,3.360766,47.540686,0.070692,2.779714,3.121579,3.712277,4.483046,19.399385
417,ENST00000506485.1,0.763002,7.912595,0.096429,0.748998,0.902806,1.138544,1.404365,2.485255
418,ENST00000515570.1,0.639472,11.786867,0.054253,0.657845,0.712372,0.857177,1.029168,1.844562
419,ENST00000453876.1,0.762498,8.328036,0.091558,0.650406,0.708368,0.813159,1.024048,2.555579
420,ENST00000508713.1,1.780318,45.849275,0.03883,2.783874,3.093658,3.717949,4.574018,9.659987
421,ENST00000499521.2,6.084163,130.654782,0.046567,7.818975,8.670423,10.083514,12.75528,59.354276
422,ENST00000451355.2,3.221618,24.708214,0.130387,1.814623,2.021061,2.314742,2.745756,8.432531
423,ENST00000434086.1,0.214198,7.913471,0.027068,0.661486,0.709383,0.848007,1.006345,2.022621
424,ENST00000602319.1,3.192159,50.238889,0.06354,3.137022,3.570362,4.216447,5.260332,13.011011
425,ENST00000602516.1,3.441115,42.140642,0.081658,3.138152,3.509807,4.106532,5.64084,14.119228
426,ENST00000602498.1,0.701173,4.839708,0.144879,0.390517,0.413459,0.48069,0.594051,1.117064
427,ENST00000420819.2,0.582929,5.830699,0.099976,0.382205,0.41205,0.448959,0.592697,0.965164
428,ENST00000562834.1,1.84124,29.500626,0.062414,1.619062,1.793316,2.162809,2.703014,5.122137
429,ENST00000584934.1,0.482797,20.719737,0.023301,1.512262,1.707069,1.976926,2.421022,8.550705
430,ENST00000602823.1,0.958077,10.883743,0.088028,0.750372,0.879156,0.967799,1.104222,6.057275
431,ENST00000590213.1,1.498668,9.944135,0.150709,0.611322,0.672123,0.821996,0.979616,1.526835
432,ENST00000442007.1,1.135757,15.201688,0.074713,1.308078,1.506061,1.894832,2.341087,4.338724
433,ENST00000441363.1,2.342555,35.160653,0.066624,2.63019,2.972372,3.527143,4.33446,28.990782
434,ENST00000563105.1,0.441726,12.745298,0.034658,1.028684,1.115035,1.23104,1.522086,2.814741
435,ENST00000531702.1,2.369075,36.019992,0.065771,2.313737,2.546173,2.958574,4.03687,8.00246
436,ENST00000435295.1,3.64528,45.856656,0.079493,3.149188,3.616735,4.162616,5.286829,9.53186
437,ENST00000422230.1,0.2527,7.915866,0.031923,0.645108,0.695409,0.785972,0.907025,1.606801
438,ENST00000413706.1,0.868796,9.921925,0.087563,0.749255,0.835702,0.950497,1.303905,2.156511
439,ENST00000442176.1,0.490445,10.272542,0.047743,0.671243,0.755392,0.917228,1.042743,2.859596
440,ENST00000424516.1,1.096768,10.401763,0.105441,0.737936,0.838091,1.036649,1.175552,2.377731
441,ENST00000418442.1,0.426774,8.808808,0.048449,0.521159,0.726196,0.793246,0.909386,1.247662
442,ENST00000428100.1,0.339591,6.827382,0.04974,0.507275,0.57937,0.658185,0.835951,1.654437
443,ENST00000425358.2,0.321912,8.991022,0.035804,0.702835,0.799326,1.000228,1.077361,3.53193
444,ENST00000428939.3,0.437931,12.891001,0.033972,0.941535,0.993045,1.231236,1.691466,3.30104
445,ENST00000593300.1,0.641096,9.636481,0.066528,0.606482,0.661745,0.739974,0.906431,1.805865
446,ENST00000593438.1,0.770132,9.173967,0.083948,0.687267,0.789427,0.964544,1.153616,3.003824
447,ENST00000518947.6,3.018353,57.642284,0.052364,4.479189,5.243396,6.331559,7.636795,31.783019
448,ENST00000519694.1,0.5847,6.166918,0.094812,0.458247,0.580388,0.654603,0.783642,1.35155
449,ENST00000522674.1,2.15359,21.929947,0.098203,1.983279,2.329968,2.669016,3.298427,6.496413
450,ENST00000511893.1,0.392008,9.079274,0.043176,0.600978,0.740804,0.820218,1.102655,1.655532
451,ENST00000582549.1,0.508036,7.993046,0.06356,0.648421,0.701009,0.883768,0.999385,1.847531
452,ENST00000445938.1,1.990437,9.940968,0.200226,0.88329,0.987383,1.188195,1.634259,2.305232
453,ENST00000568457.1,0.452012,28.430745,0.015899,2.01049,2.235001,2.551756,2.906212,12.063676
454,ENST00000412730.1,1.327424,17.813803,0.074517,1.140628,1.299849,1.680616,1.975884,4.102876
455,ENST00000414227.1,0.689537,23.360886,0.029517,1.649647,1.845472,2.147963,2.829628,10.838018
456,ENST00000427458.1,0.311056,9.583249,0.032458,0.559796,0.641673,0.766324,0.983936,2.06724
457,ENST00000437541.1,0.630022,8.306729,0.075845,0.630022,0.723772,0.850081,1.016013,1.659339
458,ENST00000450686.1,1.404208,7.792991,0.180189,0.612421,0.70602,0.820099,1.063657,1.404208
459,ENST00000445184.1,0.370628,10.222242,0.036257,0.664825,0.745151,0.878499,1.142883,1.865961
460,ENST00000604666.1,0.847283,40.005173,0.021179,2.245774,2.527719,3.031465,3.91795,8.652692
461,ENST00000602609.1,0.754079,13.840625,0.054483,0.945637,1.020412,1.255514,1.392037,2.167902
462,ENST00000602575.1,1.83997,29.946038,0.061443,2.00992,2.198731,2.558537,2.998558,7.922317
463,ENST00000517774.1,0.245956,6.946758,0.035406,0.743137,0.890098,0.931985,1.11337,1.569766
464,ENST00000500853.1,2.754991,29.330494,0.093929,2.048701,2.381352,2.754991,3.618187,8.549199
465,ENST00000569835.1,2.309969,31.086054,0.074309,1.727179,1.962483,2.39223,2.901478,7.792672
466,ENST00000520930.1,1.544686,6.2436,0.247403,0.567676,0.616393,0.709748,1.04174,1.544686
467,ENST00000522914.1,0.463146,6.711033,0.069013,0.479486,0.541587,0.582134,0.748194,1.258777
468,ENST00000521851.1,0.705632,7.938157,0.088891,0.641847,0.705373,0.804243,0.941369,2.638939
469,ENST00000523831.1,0.223583,4.690709,0.047665,0.388276,0.453071,0.51905,0.606347,1.127445
470,ENST00000565617.1,2.399553,42.219417,0.056835,2.70115,3.053315,3.434491,4.49152,36.873805
471,ENST00000499653.1,1.140382,31.356211,0.036369,1.612461,1.813078,2.177652,2.943283,6.264919
472,ENST00000518591.1,0.074121,7.419653,0.00999,0.506368,0.596424,0.708966,0.78512,1.330106
473,ENST00000518639.1,0.573554,35.889271,0.015981,2.190766,2.388704,2.805945,3.386999,9.318206
474,ENST00000568248.1,5.67125,95.276022,0.059524,5.511863,6.127173,7.364142,9.124069,18.822048
475,ENST00000531565.1,3.11097,27.084819,0.11486,2.642092,2.899205,3.389008,4.208154,8.164643
476,ENST00000534006.1,0.339146,4.676537,0.072521,0.334756,0.431369,0.48471,0.613837,0.736789
477,ENST00000527067.1,2.960341,47.314431,0.062567,3.628201,4.112313,4.620875,5.896081,17.01117
478,ENST00000563205.1,2.209747,29.518986,0.074858,1.88338,2.182415,2.412655,2.9151,6.394781
479,ENST00000566293.1,3.991661,104.189401,0.038312,6.224382,7.032618,8.124254,9.702141,25.572372
480,ENST00000377680.3,1.928315,51.018216,0.037797,3.399941,3.922644,4.518317,5.617585,65.140631
481,ENST00000431813.1,0.370634,10.656211,0.034781,0.647291,0.720962,0.877743,1.099934,2.218577
482,ENST00000416066.1,0.583086,7.067155,0.082507,0.453696,0.530625,0.618511,0.789951,0.960855
483,ENST00000563434.1,3.168953,66.563034,0.047608,4.613533,5.221844,6.099968,7.545211,40.266299
484,ENST00000563249.1,0.571967,8.949748,0.063909,0.651477,0.696401,0.738576,0.899701,2.864235
485,ENST00000567068.1,2.416064,55.771666,0.043321,4.034418,4.523022,5.226566,6.404352,12.544766
486,ENST00000566531.1,0.66716,13.656439,0.048853,0.877333,1.027314,1.193653,1.459094,2.437649
487,ENST00000449175.1,11.31979,84.348397,0.134203,7.455692,8.486141,9.690007,12.455454,40.9084
488,ENST00000425991.1,1.427,7.019155,0.203301,0.729745,0.779816,0.926367,1.17521,1.697811
489,ENST00000443993.1,2.06301,35.467026,0.058167,2.880242,3.20232,3.770751,4.565037,8.748643
490,ENST00000429224.1,0.630291,9.831426,0.06411,1.004868,1.188626,1.335338,1.75769,4.063196
491,ENST00000450304.1,0.455026,6.279455,0.072463,0.494649,0.561358,0.703621,0.987206,2.252815
492,ENST00000569497.1,1.139187,11.827436,0.096317,0.918641,0.999681,1.191743,1.547662,3.574043
493,ENST00000433061.1,0.888862,7.50703,0.118404,0.687731,0.745683,0.833125,1.046707,2.595773
494,ENST00000561973.1,0.801356,22.099626,0.036261,1.181227,1.347752,1.534492,1.956597,2.685699
495,ENST00000604070.1,2.031768,56.537655,0.035937,3.065758,3.456332,3.976384,4.684503,21.642701
496,ENST00000546674.1,1.741191,9.85889,0.176611,0.760458,0.86722,0.971903,1.134325,2.719912
497,ENST00000340301.5,0.689669,8.094944,0.085198,0.668332,0.72733,0.771282,0.912397,2.184249
498,ENST00000574212.1,0.575715,12.4872,0.046104,0.939532,1.016866,1.087798,1.503503,2.689664
499,ENST00000549796.1,1.176137,20.707119,0.056799,1.75509,1.976049,2.375682,2.965795,6.890796
500,ENST00000565266.1,0.403908,5.151968,0.078399,0.457418,0.519813,0.575681,0.640408,2.112953
501,ENST00000566537.1,5.633642,7.388912,0.762445,0.734026,0.821299,0.908513,1.063605,5.633642
502,ENST00000457283.3,1.018273,21.099215,0.048261,1.646819,1.820842,2.137351,2.692206,4.46677
503,ENST00000569752.1,0.578834,11.028732,0.052484,0.858083,0.916734,0.996311,1.191533,1.915963
504,ENST00000563777.1,6.82549,57.235787,0.119252,4.55253,5.119233,5.985567,8.059843,18.924441
505,ENST00000576336.1,0.289467,8.526933,0.033947,0.458207,0.50387,0.616754,0.735389,0.972046
506,ENST00000564629.1,4.790466,42.417755,0.112935,3.968228,4.458277,5.164574,6.397618,12.667741
507,ENST00000560208.1,1.728438,10.398625,0.166218,0.907683,1.066933,1.223341,1.728438,3.207672
508,ENST00000565861.1,0.218503,8.936351,0.024451,0.669422,0.739657,0.815036,1.018794,1.678626
509,ENST00000570210.1,0.488657,10.436693,0.046821,0.627657,0.696715,0.818119,1.214983,1.911534
510,ENST00000548144.1,0.536607,8.457662,0.063446,0.44356,0.512592,0.611739,0.722905,1.678652
511,ENST00000571975.1,4.817482,45.15072,0.106698,3.04967,3.40141,3.954978,4.730526,13.304734
512,ENST00000564147.1,0.305251,7.579298,0.040274,0.775911,0.829785,0.962621,1.112094,1.599379
513,ENST00000568179.1,0.351954,9.944556,0.035392,0.506692,0.584393,0.687352,0.857631,1.530638
514,ENST00000567834.1,4.077015,36.194029,0.112643,2.409544,2.760442,3.226977,4.064805,9.924128
515,ENST00000561622.1,1.416529,24.854341,0.056993,1.15512,1.281235,1.475782,1.78646,3.484343
516,ENST00000561788.1,1.494825,22.986699,0.06503,1.572907,1.725169,1.98187,2.492201,5.224866
517,ENST00000568764.1,0.375311,10.407234,0.036063,0.754385,0.852876,1.009091,1.251645,1.84463
518,ENST00000566639.1,0.453388,10.811313,0.041936,0.636706,0.76135,0.934921,1.10126,3.132431
519,ENST00000597578.1,0.639513,7.784385,0.082153,0.653578,0.709226,0.799681,0.932458,3.178584
520,ENST00000594398.1,0.490687,8.722584,0.056255,0.645205,0.724295,0.837639,1.042589,2.400384
521,ENST00000562866.1,1.15732,25.032923,0.046232,2.213065,2.429008,2.922578,3.970662,13.274556
522,ENST00000466740.2,0.779142,5.566008,0.139982,0.458181,0.490972,0.619407,0.827618,1.234382
523,ENST00000599026.1,0.347999,13.275576,0.026213,0.960142,1.067774,1.305277,1.717299,2.728764
