,Seqname,FickS: Fickett score,SCCou: Stop codon count,SCFre: Stop codon frequency,SCCFS: Stop codon count frame score,SCFFS: Stop codon frequency frame score
396,ENST00000480904.2,0.5755,11.0,1.773468,9.0,0.234094
397,ENST00000498199.1,0.6998,11.0,1.763294,31.0,0.796186
398,ENST00000475197.1,0.4823,16.0,2.224638,37.0,0.716259
399,ENST00000462717.1,0.5003,10.0,1.641683,7.0,0.188047
400,ENST00000460754.1,0.3731,45.0,5.73184,193.0,3.130808
401,ENST00000511998.1,0.5279,8.0,1.172643,16.0,0.343663
402,ENST00000433902.2,0.7764,2.0,0.323192,19.0,0.497049
403,ENST00000502789.2,0.7317,4.0,0.585855,75.0,1.610304
404,ENST00000487580.1,0.6167,9.0,1.447735,7.0,0.181506
405,ENST00000483289.2,0.3965,123.0,14.072169,441.0,5.770635
406,ENST00000600502.1,0.6148,16.0,2.301571,12.0,0.248685
407,ENST00000469301.1,0.5702,24.0,3.216699,84.0,1.509375
408,ENST00000420226.1,0.4704,6.0,1.038484,7.0,0.209619
409,ENST00000452051.1,0.5752,17.0,2.263024,76.0,1.347833
410,ENST00000444939.1,0.8668,6.0,0.976875,63.0,1.671
411,ENST00000424769.1,0.739,5.0,0.850668,1.0,0.02878
412,ENST00000415244.1,0.5156,8.0,1.166425,7.0,0.149045
413,ENST00000437064.1,0.7819,4.0,0.698465,1.0,0.03077
414,ENST00000417557.1,0.478,22.0,2.864346,97.0,1.645177
415,ENST00000578730.1,0.4784,23.0,2.903212,16.0,0.254954
416,ENST00000581398.1,0.4989,86.0,9.953771,133.0,1.781006
417,ENST00000505364.1,0.4844,28.0,3.592888,124.0,2.042723
418,ENST00000504748.1,0.6697,3.0,0.478538,3.0,0.076564
419,ENST00000562049.1,0.367,53.0,6.783754,229.0,3.750729
420,ENST00000563286.1,0.3382,107.0,12.818434,559.0,8.019913
421,ENST00000509007.1,0.4209,7.0,1.104038,27.0,0.672639
422,ENST00000504869.1,0.5821,7.0,1.113916,27.0,0.683846
423,ENST00000503704.1,0.4342,10.0,1.548386,12.0,0.28756
424,ENST00000509723.1,0.5037,13.0,2.061439,16.0,0.401535
425,ENST00000513220.1,0.3773,51.0,6.243723,784.0,11.754543
426,ENST00000508266.1,0.6081,4.0,0.632118,13.0,0.325133
427,ENST00000507799.1,0.5609,5.0,0.815498,13.0,0.345686
428,ENST00000506314.1,0.4384,58.0,7.142863,147.0,2.229452
429,ENST00000508286.1,0.6841,9.0,1.475876,57.0,1.534307
430,ENST00000562919.1,0.398,39.0,5.118625,48.0,0.828088
431,ENST00000510655.1,0.762,22.0,3.403976,199.0,4.762149
432,ENST00000509938.1,0.8719,6.0,1.026266,4.0,0.116677
433,ENST00000505215.1,0.7102,3.0,0.527521,7.0,0.217477
434,ENST00000507826.1,0.5398,6.0,0.942947,1.0,0.024598
435,ENST00000507486.1,0.5857,7.0,1.055279,103.0,2.341717
436,ENST00000603472.1,0.4059,28.0,3.991042,133.0,2.70259
437,ENST00000569449.1,0.3679,53.0,6.734947,19.0,0.307217
438,ENST00000562632.1,0.3911,37.0,5.052912,36.0,0.670463
439,ENST00000510740.1,0.6234,9.0,1.458269,13.0,0.340746
440,ENST00000508745.1,0.5556,7.0,1.097158,3.0,0.074053
441,ENST00000505302.1,0.7951,3.0,0.487757,36.0,0.953117
442,ENST00000508123.1,0.5829,8.0,1.259667,39.0,0.968695
443,ENST00000505401.1,0.5186,11.0,1.681692,52.0,1.217692
444,ENST00000505637.1,0.6896,3.0,0.555745,9.0,0.309371
445,ENST00000513406.1,0.4834,13.0,1.978425,27.0,0.624717
446,ENST00000508401.1,0.5082,3.0,0.471092,28.0,0.690906
447,ENST00000515356.2,0.4589,35.0,4.608365,97.0,1.682989
448,ENST00000511495.1,0.5079,9.0,1.412137,16.0,0.394113
449,ENST00000512287.1,0.5144,12.0,1.874925,21.0,0.511969
450,ENST00000502041.2,0.4529,31.0,4.060087,21.0,0.36017
451,ENST00000505668.1,0.3654,71.0,8.811454,79.0,1.215972
452,ENST00000506485.1,0.5776,4.0,0.631231,4.0,0.099669
453,ENST00000515570.1,0.4796,17.0,2.559785,31.0,0.702092
454,ENST00000453876.1,0.4836,9.0,1.411382,9.0,0.221452
455,ENST00000508713.1,0.368,38.0,4.741112,97.0,1.510694
456,ENST00000499521.2,0.355,187.0,20.631499,763.0,9.288666
457,ENST00000451355.2,0.4561,20.0,2.693689,7.0,0.127178
458,ENST00000434086.1,0.496,6.0,0.949793,7.0,0.175323
459,ENST00000602319.1,0.3832,67.0,8.256698,171.0,2.595629
460,ENST00000602516.1,0.4905,47.0,5.897589,16.0,0.251574
461,ENST00000602498.1,0.648,6.0,1.03573,7.0,0.208194
462,ENST00000504928.1,0.6005,13.0,2.103554,49.0,1.282207
463,ENST00000420819.2,0.8087,7.0,1.172282,21.0,0.589682
464,ENST00000562834.1,0.3752,40.0,5.285869,25.0,0.437405
465,ENST00000584934.1,0.3901,17.0,2.345542,28.0,0.533814
466,ENST00000602823.1,0.4645,10.0,1.515807,61.0,1.401836
467,ENST00000590213.1,0.6355,8.0,1.233106,64.0,1.521263
468,ENST00000442007.1,0.4896,13.0,1.860222,7.0,0.143486
469,ENST00000441363.1,0.4983,35.0,4.495889,112.0,1.847861
470,ENST00000563105.1,0.5119,15.0,2.215024,61.0,1.33147
471,ENST00000531702.1,0.421,53.0,6.801543,36.0,0.592172
472,ENST00000435295.1,0.3787,52.0,6.471201,475.0,7.35576
473,ENST00000422230.1,0.5248,4.0,0.634657,1.0,0.025284
474,ENST00000413706.1,0.5306,10.0,1.534987,4.0,0.09429
475,ENST00000442176.1,0.4279,8.0,1.221706,7.0,0.163751
476,ENST00000424516.1,0.4887,11.0,1.675125,36.0,0.835214
477,ENST00000418442.1,0.613,10.0,1.568203,93.0,2.287938
478,ENST00000428100.1,0.5787,6.0,0.975176,4.0,0.10548
479,ENST00000425358.2,0.5197,11.0,1.703225,13.0,0.311285
480,ENST00000428939.3,0.613,17.0,2.503232,39.0,0.845187
481,ENST00000593300.1,0.3617,17.0,2.625933,31.0,0.738508
482,ENST00000593438.1,0.6067,10.0,1.551417,39.0,0.938617
483,ENST00000518947.6,0.4708,45.0,5.426722,121.0,1.759794
484,ENST00000519694.1,0.6054,4.0,0.656673,1.0,0.026971
485,ENST00000522674.1,0.4503,7.0,0.952898,81.0,1.50184
486,ENST00000511893.1,0.4199,15.0,2.335858,1.0,0.024263
487,ENST00000582838.1,0.4321,16.0,2.510466,39.0,0.958849
488,ENST00000578572.1,0.5073,11.0,1.803184,13.0,0.348481
489,ENST00000577889.1,0.5123,7.0,1.155729,7.0,0.190784
490,ENST00000582549.1,0.538,3.0,0.474491,19.0,0.475683
491,ENST00000445938.1,0.9938,5.0,0.761747,9.0,0.208983
492,ENST00000425727.1,1.1492,1.0,0.156002,19.0,0.462947
493,ENST00000568457.1,0.4297,31.0,4.102751,156.0,2.731769
494,ENST00000438705.3,0.515,6.0,0.962401,4.0,0.102978
495,ENST00000584686.1,0.6232,6.0,0.953097,1.0,0.025397
496,ENST00000412730.1,0.3849,24.0,3.389415,109.0,2.172922
497,ENST00000414227.1,0.4116,42.0,5.697627,316.0,5.815091
498,ENST00000427458.1,0.681,12.0,1.855374,4.0,0.096106
499,ENST00000441539.1,0.6828,12.0,2.006215,28.0,0.781435
500,ENST00000437541.1,0.4992,5.0,0.788818,67.0,1.668658
501,ENST00000450686.1,0.5902,5.0,0.794949,73.0,1.846423
502,ENST00000445184.1,0.4674,13.0,1.9901,12.0,0.281816
503,ENST00000604666.1,0.3604,57.0,7.23659,237.0,3.818972
504,ENST00000602609.1,0.4706,24.0,3.51346,39.0,0.834659
505,ENST00000602575.1,0.39,47.0,6.177404,169.0,2.918582
506,ENST00000517774.1,0.7351,1.0,0.160911,3.0,0.077778
507,ENST00000500853.1,0.4101,31.0,4.086315,196.0,3.404757
508,ENST00000569835.1,0.3742,39.0,5.112722,237.0,4.075402
509,ENST00000520930.1,0.721,2.0,0.327135,21.0,0.562277
510,ENST00000522914.1,0.6128,7.0,1.143735,12.0,0.3203
511,ENST00000521851.1,0.676,11.0,1.738814,7.0,0.174558
512,ENST00000523831.1,0.4445,9.0,1.550352,1.0,0.02932
513,ENST00000565617.1,0.3827,48.0,6.040306,247.0,3.910857
514,ENST00000499653.1,0.3429,40.0,5.245828,441.0,7.584953
515,ENST00000518591.1,0.4536,10.0,1.60654,21.0,0.542079
516,ENST00000518639.1,0.3729,42.0,5.409081,67.0,1.112303
517,ENST00000568248.1,0.3676,127.0,14.529269,52.0,0.680799
518,ENST00000531565.1,0.4548,27.0,3.560719,76.0,1.321182
519,ENST00000534006.1,0.5544,1.0,0.173644,13.0,0.393076
520,ENST00000527067.1,0.4433,53.0,6.557456,97.0,1.484271
521,ENST00000563205.1,0.4207,48.0,6.329317,91.0,1.580811
522,ENST00000566293.1,0.3549,129.0,14.598268,412.0,5.27606
523,ENST00000471864.1,0.8706,4.0,0.603376,3.0,0.068357
524,ENST00000484285.2,0.4832,17.0,2.277794,4.0,0.071822
525,ENST00000377680.3,0.3663,39.0,4.789598,403.0,6.079164
526,ENST00000431813.1,0.3615,8.0,1.220376,28.0,0.652386
527,ENST00000416066.1,0.5348,8.0,1.298003,13.0,0.34266
528,ENST00000563434.1,0.3902,76.0,9.037522,75.0,1.061066
529,ENST00000568421.1,0.4367,47.0,5.890718,79.0,1.241408
530,ENST00000563249.1,0.3795,10.0,1.56325,21.0,0.514701
531,ENST00000567068.1,0.5025,39.0,4.734458,91.0,1.34174
532,ENST00000566531.1,0.4205,18.0,2.639713,79.0,1.698659
533,ENST00000449175.1,0.4679,73.0,8.393688,16.0,0.211324
534,ENST00000425991.1,0.8276,8.0,1.278432,21.0,0.535907
535,ENST00000443993.1,0.4736,24.0,3.075408,91.0,1.495123
536,ENST00000429224.1,0.4663,7.0,1.059755,13.0,0.297782
537,ENST00000450304.1,0.6162,3.0,0.493241,1.0,0.027164
538,ENST00000569497.1,0.4748,11.0,1.639216,19.0,0.42181
539,ENST00000433061.1,0.6928,6.0,0.956499,9.0,0.229344
540,ENST00000561973.1,0.3692,30.0,4.127953,25.0,0.472651
541,ENST00000604070.1,0.3673,81.0,9.863257,139.0,2.060805
542,ENST00000546674.1,0.5694,7.0,1.074003,19.0,0.448221
543,ENST00000340301.5,0.8764,3.0,0.475717,12.0,0.302355
544,ENST00000574212.1,0.6312,8.0,1.188738,28.0,0.618985
545,ENST00000549796.1,0.5219,18.0,2.470426,21.0,0.395278
546,ENST00000565266.1,0.6218,8.0,1.350991,31.0,0.885278
547,ENST00000566537.1,1.3082,4.0,0.634289,13.0,0.326931
548,ENST00000457283.3,0.4769,19.0,2.611125,9.0,0.17001
549,ENST00000569752.1,0.5444,8.0,1.207718,3.0,0.068508
550,ENST00000563777.1,0.4922,43.0,5.191997,13.0,0.189323
551,ENST00000576336.1,0.4545,5.0,0.793783,7.0,0.176824
552,ENST00000564629.1,0.4967,19.0,2.370458,217.0,3.378729
553,ENST00000560208.1,0.4577,8.0,1.211895,19.0,0.436955
554,ENST00000565861.1,0.4717,8.0,1.24995,1.0,0.02459
555,ENST00000570210.1,0.4142,14.0,2.137052,4.0,0.093714
556,ENST00000548144.1,0.7277,7.0,1.109365,91.0,2.286812
557,ENST00000571975.1,0.3825,53.0,6.613422,84.0,1.308935
558,ENST00000564147.1,0.6978,2.0,0.318451,4.0,0.101593
559,ENST00000568179.1,0.4419,9.0,1.3922,9.0,0.216035
560,ENST00000567834.1,0.3741,42.0,5.389902,91.0,1.499444
561,ENST00000561622.1,0.3556,39.0,5.291106,91.0,1.673706
562,ENST00000561788.1,0.3741,25.0,3.411674,39.0,0.72742
563,ENST00000570278.1,0.5275,13.0,1.91487,13.0,0.281804
564,ENST00000568764.1,0.4458,14.0,2.133352,31.0,0.720388
565,ENST00000566639.1,0.4623,8.0,1.216716,76.0,1.759486
566,ENST00000597578.1,0.843,10.0,1.582989,57.0,1.428897
567,ENST00000594398.1,0.6074,6.0,0.937219,25.0,0.611031
568,ENST00000562866.1,0.528,5.0,0.669375,91.0,1.63168
569,ENST00000562298.1,0.7024,8.0,1.170047,21.0,0.449257
570,ENST00000466740.2,0.7178,2.0,0.335369,12.0,0.337855
571,ENST00000599026.1,0.5098,6.0,0.883786,7.0,0.152176
572,ENST00000570809.1,0.3593,30.0,4.015638,21.0,0.375873
573,ENST00000570712.1,0.6816,9.0,1.485937,28.0,0.764597
574,ENST00000575890.1,0.4395,46.0,6.076676,831.0,14.502687
575,ENST00000572453.1,0.4465,29.0,3.513888,309.0,4.53808
576,ENST00000415124.1,0.5013,6.0,1.022762,3.0,0.086832
577,ENST00000417897.1,0.6578,5.0,0.876611,1.0,0.030522
578,ENST00000573187.1,0.5275,0.0,0.0,28.0,0.658579
579,ENST00000602597.1,0.6236,10.0,1.534987,1.0,0.023417
580,ENST00000602743.1,0.5355,4.0,0.629144,13.0,0.322065
581,ENST00000623598.1,0.3933,34.0,4.497927,21.0,0.367014
582,ENST00000379640.1,0.3741,50.0,6.245289,397.0,6.19561
583,ENST00000573866.2,0.5434,3.0,0.464516,43.0,1.031916
584,ENST00000602353.1,0.466,12.0,1.839072,3.0,0.070907
585,ENST00000602532.1,0.6898,3.0,0.486585,43.0,1.133054
586,ENST00000577841.1,0.4845,14.0,2.169323,1.0,0.024023
587,ENST00000568970.1,0.9048,2.0,0.355163,7.0,0.221129
588,ENST00000564160.1,0.5134,12.0,1.741244,36.0,0.757647
589,ENST00000382313.2,0.452,31.0,3.7956,57.0,0.854613
590,ENST00000570677.1,0.5388,10.0,1.533943,13.0,0.305658
591,ENST00000575139.1,0.6273,7.0,1.11558,19.0,0.482362
592,ENST00000573414.1,0.6378,5.0,0.814921,7.0,0.185797
593,ENST00000577163.1,0.7829,2.0,0.314231,27.0,0.667465
594,ENST00000570843.1,0.5208,11.0,1.661948,25.0,0.570906
595,ENST00000570409.1,0.4739,13.0,1.863939,3.0,0.061582
596,ENST00000415295.1,0.5494,12.0,1.765531,7.0,0.151355
597,ENST00000457898.1,0.4384,64.0,7.915719,147.0,2.247564
598,ENST00000415386.2,0.4499,10.0,1.361403,28.0,0.519139
599,ENST00000420503.1,0.5891,8.0,1.203191,48.0,1.086812
600,ENST00000474814.1,0.4753,42.0,5.561653,484.0,8.485985
601,ENST00000464115.1,0.4645,11.0,1.674409,25.0,0.578943
602,ENST00000398804.7,0.6159,8.0,1.252898,21.0,0.515544
603,ENST00000439057.5,0.6625,7.0,1.071592,21.0,0.492494
604,ENST00000437643.1,0.4844,9.0,1.401515,7.0,0.169516
605,ENST00000447959.1,0.546,7.0,1.05507,19.0,0.432441
606,ENST00000438589.1,0.5084,3.0,0.499063,1.0,0.027696
607,ENST00000455380.5,0.4967,12.0,1.921197,3.0,0.076658
608,ENST00000599146.5,0.4743,14.0,2.11649,31.0,0.708065
609,ENST00000596952.5,0.5588,14.0,2.174672,21.0,0.506159
610,ENST00000594152.5,0.4846,9.0,1.406559,37.0,0.903863
611,ENST00000415780.1,0.6083,2.0,0.362223,3.0,0.098978
612,ENST00000411721.1,0.6534,20.0,3.199026,63.0,1.609613
613,ENST00000587306.5,0.3899,21.0,3.233124,91.0,2.15526
614,ENST00000586006.5,0.4196,20.0,2.945466,31.0,0.671714
615,ENST00000587066.5,0.4172,8.0,1.246107,63.0,1.531464
616,ENST00000585499.5,0.4984,20.0,2.979853,28.0,0.620584
617,ENST00000590186.5,0.4327,14.0,2.143185,16.0,0.375127
618,ENST00000591654.5,0.5032,12.0,1.823916,28.0,0.646852
619,ENST00000424517.3,0.9896,4.0,0.714016,7.0,0.222898
620,ENST00000436200.2,0.5116,7.0,1.12894,4.0,0.104109
621,ENST00000425884.5,0.4656,5.0,0.755889,19.0,0.434639
622,ENST00000440150.5,0.4316,33.0,4.224285,27.0,0.442726
623,ENST00000413531.5,0.3841,19.0,2.694326,75.0,1.509259
624,ENST00000457719.1,0.5337,9.0,1.32328,84.0,1.816667
625,ENST00000457390.1,0.7965,6.0,0.991008,9.0,0.245716
626,ENST00000382265.3,0.3939,14.0,1.86847,108.0,1.924332
627,ENST00000446880.5,0.4997,30.0,3.991544,84.0,1.486318
628,ENST00000456633.1,0.5255,7.0,1.02705,9.0,0.193807
629,ENST00000452809.1,0.522,11.0,1.614455,31.0,0.668754
630,ENST00000451759.5,0.3623,12.0,1.783424,39.0,0.863042
631,ENST00000449680.5,0.4469,14.0,2.098709,13.0,0.293056
632,ENST00000427213.5,0.6021,15.0,2.334678,91.0,2.205974
633,ENST00000429865.5,0.4679,14.0,2.11266,28.0,0.637564
634,ENST00000528019.5,0.5149,8.0,1.281995,39.0,1.00417
635,ENST00000528689.5,0.5555,8.0,1.261758,13.0,0.324367
636,ENST00000454813.1,0.4052,16.0,2.487199,13.0,0.313464
637,ENST00000458220.1,0.4059,10.0,1.625294,7.0,0.185682
638,ENST00000419458.1,0.4186,32.0,4.21785,244.0,4.238862
639,ENST00000452867.1,0.6116,3.0,0.52566,19.0,0.583966
640,ENST00000458683.1,0.4614,22.0,3.256476,148.0,3.242318
641,ENST00000412162.1,0.394,12.0,1.752064,1.0,0.021447
642,ENST00000432296.1,0.3813,13.0,1.901625,13.0,0.27838
643,ENST00000437232.5,0.3917,20.0,2.774179,307.0,5.911326
644,ENST00000457649.6,0.619,5.0,0.790594,21.0,0.526184
645,ENST00000527986.5,0.447,29.0,3.741431,7.0,0.116779
646,ENST00000418818.6,0.7619,5.0,0.803782,12.0,0.310559
647,ENST00000596088.5,0.5296,3.0,0.508013,7.0,0.201471
648,ENST00000600376.5,0.4466,12.0,1.924196,13.0,0.335513
649,ENST00000419697.1,0.5789,7.0,1.121395,57.0,1.465775
650,ENST00000456104.5,0.6537,5.0,0.807981,37.0,0.967489
651,ENST00000433920.5,0.5523,9.0,1.328118,3.0,0.065264
652,ENST00000447424.5,0.5584,5.0,0.787508,37.0,0.918644
653,ENST00000413961.5,0.4094,3.0,0.482424,39.0,1.010203
654,ENST00000451364.5,0.4093,11.0,1.672985,39.0,0.902915
655,ENST00000458228.5,0.3729,61.0,7.536379,111.0,1.694311
656,ENST00000454935.1,0.4391,25.0,3.186892,21.0,0.341626
657,ENST00000547077.1,0.5841,4.0,0.629661,7.0,0.173497
658,ENST00000450314.6,0.9602,2.0,0.319706,19.0,0.48597
659,ENST00000527483.5,0.507,7.0,1.054237,9.0,0.204218
660,ENST00000423178.6,0.4382,35.0,4.450859,13.0,0.210166
661,ENST00000527683.1,0.5922,9.0,1.378685,76.0,1.785106
662,ENST00000527620.5,0.4914,16.0,2.077598,43.0,0.724852
663,ENST00000524947.1,0.6683,4.0,0.63018,9.0,0.223384
664,ENST00000424148.1,0.8066,17.0,2.200428,12.0,0.200984
665,ENST00000532922.1,0.6229,3.0,0.479706,4.0,0.102338
666,ENST00000530846.1,0.576,15.0,2.327699,67.0,1.612546
667,ENST00000525534.1,0.4376,9.0,1.368806,3.0,0.069291
668,ENST00000526706.1,0.6379,8.0,1.320323,16.0,0.435476
669,ENST00000533684.1,0.4556,20.0,2.873028,76.0,1.568225
670,ENST00000498905.2,0.4668,58.0,7.337403,148.0,2.367787
671,ENST00000527406.1,0.6349,9.0,1.384021,3.0,0.070831
672,ENST00000534671.1,0.4446,12.0,1.806198,13.0,0.295141
673,ENST00000526617.1,0.4199,9.0,1.453403,13.0,0.33873
674,ENST00000529328.1,0.6423,6.0,0.942692,4.0,0.099062
675,ENST00000501541.1,0.4754,12.0,1.574051,37.0,0.636812
676,ENST00000540904.1,0.6215,9.0,1.408768,1.0,0.024353
677,ENST00000501122.2,0.4029,343.0,34.190397,2061.0,20.481153
678,ENST00000450804.3,0.4306,34.0,4.3566,100.0,1.641333
679,ENST00000525952.1,0.4591,5.0,0.832111,3.0,0.083567
680,ENST00000534593.1,0.5266,8.0,1.215687,28.0,0.647067
681,ENST00000526091.1,0.4981,28.0,3.709319,103.0,1.807033
682,ENST00000526795.1,0.5346,8.0,1.261408,3.0,0.074793
683,ENST00000533528.1,0.5482,7.0,1.200299,3.0,0.087986
684,ENST00000533708.1,0.4909,16.0,2.382159,3.0,0.066333
685,ENST00000534499.1,0.5764,10.0,1.564066,13.0,0.318026
686,ENST00000528156.1,0.4107,8.0,1.232528,37.0,0.880019
687,ENST00000624533.1,0.3718,41.0,5.297894,93.0,1.553926
688,ENST00000577297.5,0.5084,4.0,0.61193,1.0,0.023362
689,ENST00000500970.5,0.5006,25.0,3.339044,75.0,1.337305
690,ENST00000501964.1,0.4355,37.0,4.63917,363.0,5.708003
691,ENST00000504932.2,0.4514,21.0,2.873087,31.0,0.581126
692,ENST00000532579.1,0.7082,5.0,0.766798,63.0,1.483672
693,ENST00000529392.1,0.3916,53.0,6.679377,4.0,0.063311
694,ENST00000435921.6,0.5788,8.0,1.259667,3.0,0.074134
695,ENST00000541775.5,0.4931,60.0,7.000877,36.0,0.490145
696,ENST00000500682.1,0.3704,46.0,5.787339,124.0,1.964271
697,ENST00000545914.5,0.4775,4.0,0.630879,13.0,0.324034
698,ENST00000536949.1,0.4736,18.0,2.706653,151.0,3.414319
699,ENST00000552133.1,0.4675,4.0,0.695341,3.0,0.090606
700,ENST00000551146.5,0.5586,8.0,1.193681,12.0,0.267458
701,ENST00000550601.5,0.6057,9.0,1.370264,9.0,0.209161
702,ENST00000546767.5,0.4951,7.0,1.186461,7.0,0.201623
703,ENST00000546793.1,0.4731,31.0,3.894485,97.0,1.531855
704,ENST00000555596.1,0.4249,8.0,1.279216,7.0,0.179754
705,ENST00000501008.2,0.4292,26.0,3.444127,1.0,0.017647
706,ENST00000499685.2,0.3759,126.0,14.56947,961.0,12.846617
707,ENST00000548760.2,0.4223,47.0,5.788818,117.0,1.775275
708,ENST00000546421.1,0.6891,3.0,0.454181,1.0,0.022892
709,ENST00000547179.1,0.3704,67.0,8.148586,196.0,2.900439
710,ENST00000590479.5,0.7741,6.0,0.95254,31.0,0.783055
711,ENST00000552992.1,0.4389,8.0,1.251581,1.0,0.024341
712,ENST00000470091.1,0.5306,5.0,0.822687,4.0,0.108373
713,ENST00000489452.1,0.518,4.0,0.635027,4.0,0.100874
714,ENST00000429892.5,0.4868,17.0,2.319938,1.0,0.018627
715,ENST00000542933.5,0.4758,17.0,2.391865,97.0,1.919717
716,ENST00000537157.5,0.6323,3.0,0.485925,1.0,0.026352
717,ENST00000428029.6,0.4906,14.0,2.019489,43.0,0.894291
718,ENST00000535643.5,0.5012,13.0,1.877895,7.0,0.145884
719,ENST00000543334.5,0.4175,18.0,2.515036,43.0,0.83977
720,ENST00000535614.5,0.6565,4.0,0.647682,3.0,0.078549
721,ENST00000536662.5,0.4886,3.0,0.473955,31.0,0.77463
722,ENST00000538790.1,0.4808,16.0,2.371218,37.0,0.812374
723,ENST00000540968.1,0.52,5.0,0.784101,9.0,0.221807
724,ENST00000423999.2,0.5226,9.0,1.324366,1.0,0.021761
725,ENST00000535337.1,0.6926,11.0,1.80923,49.0,1.3247
726,ENST00000544499.1,0.5389,11.0,1.862714,37.0,1.060268
727,ENST00000536517.1,0.4785,6.0,0.992555,7.0,0.191893
728,ENST00000509760.1,0.5024,43.0,5.237262,25.0,0.370582
729,ENST00000537095.1,0.5515,3.0,0.480898,7.0,0.180089
730,ENST00000520432.1,0.596,6.0,0.882331,12.0,0.259715
731,ENST00000593672.5,0.5771,11.0,1.678017,12.0,0.279095
732,ENST00000595435.5,0.4768,11.0,1.658624,7.0,0.159359
733,ENST00000596050.5,0.6395,12.0,1.797531,12.0,0.269107
734,ENST00000594959.5,0.473,12.0,1.785336,13.0,0.287992
735,ENST00000595424.5,0.5843,2.0,0.350237,19.0,0.584593
736,ENST00000593709.5,0.4937,11.0,1.698728,48.0,1.144799
737,ENST00000434512.1,0.4305,8.0,1.30159,7.0,0.185241
738,ENST00000600477.5,0.4447,5.0,0.787292,75.0,1.862559
739,ENST00000597745.5,0.459,13.0,1.964914,4.0,0.091077
740,ENST00000601572.5,0.5638,14.0,2.083639,1.0,0.022159
741,ENST00000594488.5,0.9894,9.0,1.445886,49.0,1.26548
742,ENST00000593928.5,0.5505,11.0,1.720923,4.0,0.098432
743,ENST00000596303.5,0.4941,7.0,1.106518,12.0,0.300316
744,ENST00000599315.5,0.4499,13.0,1.951783,21.0,0.473404
745,ENST00000595997.5,0.6194,6.0,0.988348,13.0,0.353967
746,ENST00000593429.5,0.4438,12.0,1.846642,1.0,0.023693
747,ENST00000594358.5,0.4591,13.0,1.993225,79.0,1.8576
748,ENST00000598864.5,0.5096,14.0,2.098311,7.0,0.157709
749,ENST00000596180.5,0.6026,10.0,1.536389,19.0,0.449317
750,ENST00000602089.5,0.5061,12.0,1.823531,64.0,1.478519
751,ENST00000499499.2,0.4261,55.0,6.896063,67.0,1.05316
752,ENST00000555379.1,0.3806,81.0,9.419747,844.0,11.417449
753,ENST00000548819.5,0.5059,11.0,1.7398,3.0,0.074663
754,ENST00000555968.1,0.4473,33.0,4.081854,27.0,0.413316
755,ENST00000550680.5,0.4832,11.0,1.78659,27.0,0.711424
756,ENST00000548631.5,0.4167,6.0,0.942947,13.0,0.321928
757,ENST00000556002.5,0.4869,23.0,3.310793,43.0,0.890143
758,ENST00000555707.5,0.3563,45.0,5.926613,139.0,2.409877
759,ENST00000557660.5,0.3827,41.0,5.278852,52.0,0.861463
760,ENST00000553657.5,0.3942,4.0,0.667895,19.0,0.530427
761,ENST00000551597.6,0.4833,9.0,1.444511,19.0,0.488947
762,ENST00000555432.5,0.5887,14.0,2.258619,43.0,1.117876
763,ENST00000554086.1,0.6133,14.0,2.101517,37.0,0.833314
764,ENST00000500036.2,0.3752,99.0,11.769136,597.0,8.439715
765,ENST00000554058.1,0.5262,5.0,0.738466,28.0,0.611076
766,ENST00000500370.2,0.5082,25.0,3.408628,52.0,0.966044
767,ENST00000455286.1,0.5425,6.0,0.965467,1.0,0.025776
768,ENST00000521812.1,0.7066,8.0,1.239311,73.0,1.752649
769,ENST00000455531.1,0.4994,66.0,7.77345,12.0,0.166339
770,ENST00000522618.1,0.982,6.0,0.874417,13.0,0.276436
771,ENST00000398460.3,0.4843,37.0,4.552995,4.0,0.060574
772,ENST00000521256.1,0.7417,5.0,0.803015,12.0,0.310062
773,ENST00000554323.1,0.4945,3.0,0.530084,3.0,0.094243
774,ENST00000556475.1,0.4515,10.0,1.619206,1.0,0.026237
775,ENST00000553421.1,0.5976,9.0,1.478616,27.0,0.728767
776,ENST00000555578.1,0.4784,21.0,2.681438,19.0,0.309717
777,ENST00000553134.5,0.4603,5.0,0.812366,21.0,0.554841
778,ENST00000552781.2,0.663,7.0,1.108409,37.0,0.92794
779,ENST00000546682.5,0.3704,170.0,18.707259,271.0,3.280351
780,ENST00000447911.6,0.5539,4.0,0.59695,43.0,0.958614
781,ENST00000424208.5,0.4561,48.0,5.954936,93.0,1.431137
782,ENST00000452731.5,0.4799,22.0,3.156054,28.0,0.575461
783,ENST00000560812.5,0.5087,5.0,0.766452,52.0,1.222562
784,ENST00000559853.5,0.4877,3.0,0.46329,79.0,1.885453
785,ENST00000558945.5,0.4736,9.0,1.25931,163.0,3.192836
786,ENST00000561275.5,0.4862,6.0,0.893956,4.0,0.088989
787,ENST00000559368.5,0.5186,7.0,1.082562,16.0,0.382858
788,ENST00000560706.5,0.5274,4.0,0.649223,3.0,0.079002
789,ENST00000561226.5,0.4163,17.0,2.554796,52.0,1.17438
790,ENST00000559357.5,0.8475,2.0,0.326664,28.0,0.74758
791,ENST00000560350.5,0.5841,5.0,0.831771,1.0,0.027549
792,ENST00000558831.5,0.378,29.0,3.873291,12.0,0.21433
793,ENST00000561256.5,0.728,0.0,0.0,13.0,0.324428
